,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
0,"<span>Oct 19, 2021 01:52AM ET</span>",,,,,,"By Will Dunham and Arshad Mohammed
WASHINGTON (Reuters) -Colin Powell, the first Black U.S. secretary of state, a top military officer and a national security adviser, died on Monday at age 84 due to complications from COVID-19. He was fully vaccinated, his family said.
Powell had multiple myeloma, a blood cancer which was in remission, and early-stage Parkinson's disease, said a close friend who asked not to be named. The blood cancer reduces the body's ability to fight infection and puts people at higher risk for a severe case of the virus.
Powell served three Republican presidents in senior posts and ascended to leadership of the U.S. military as it was regaining its vigor after the trauma of the war in Vietnam, where he served two tours as an Army officer. 
""We have lost a remarkable and loving husband, father, grandfather and a great American,"" his family said, thanking the staff of the military hospital near Washington who treated Powell but providing few details about his illness. 
He was the top U.S. military officer when American-led forces drove Iraqi troops from Kuwait in 1991 and the chief U.S. diplomat in 2003 when Washington relied on erroneous intelligence about Iraqi weapons of mass destruction to justify its invasion of Iraq.
The son of Jamaican immigrants who rose to the top of the national security establishment, Powell himself acknowledged that his presentation of that spurious U.S. intelligence would stain his record. 
In a brief statement on Facebook (NASDAQ:FB), the Powell family said he had died on Monday morning from COVID-19, had been fully vaccinated against the disease and thanked the medical staff at the Walter Reed National Military Medical Center who treated him.
White House spokesperson Jen Psaki said hospitalization and death are ""extremely rare"" among the fully vaccinated and said Powell's death underscored that underlying health issues and other diseases can lead to greater risk from the virus.
“He had two very serious underlying conditions. And unfortunately, (vaccination) didn’t work. God love him,” President Joe Biden told reporters at a White House event on education. He again implored all Americans to get vaccinated. 
Biden earlier praised Powell in a statement. 
""Colin embodied the highest ideals of both warrior and diplomat,"" Biden, describing Powell as a ""patriot of unmatched honor and dignity"" and a man who ""could drive his Corvette Stingray like nobody's business.""
Former President George W. Bush, a Republican who named Powell as U.S. secretary of state, noted that ""many presidents relied on General Powell's counsel and experience.""
""He was such a favorite of presidents that he earned the Presidential Medal of Freedom - twice,"" Bush said, referring to a medal viewed as the U.S. government's highest civilian award.
IRAQ WARS
Powell served as U.S. national security adviser under Republican President Ronald Reagan from 1987 to 1989. As a four-star Army general, he was chairman of the Joint Chiefs of Staff under Republican President George H.W. Bush during the 1991 Gulf War in which U.S.-led forces expelled Iraqi troops from neighboring Kuwait.
The New York native considered running for president in 1996, but his wife Alma's worries about his safety helped him decide otherwise. In 2008, he broke with his party to endorse Democrat Barack Obama, who became the first Black person elected to the White House.
Illustrating his deep misgivings about the evolution of the Republican Party as it has moved to the right, Powell endorsed Democrats Hillary Clinton in the 2016 presidential election and Biden last year against Donald Trump. Powell called Trump a liar who presented a danger to the United States.
Biden, who painted his 2020 presidential candidacy against Trump as a fight for the United States' soul, thanked Powell for bucking his Republican Party to back him.
""I am forever grateful for his support of my candidacy for president and for our shared battle for the soul of the nation,"" Biden said.
Powell will forever be associated with his controversial presentation on Feb. 5, 2003, to the U.N. Security Council, making Bush's case that Iraqi President Saddam Hussein constituted an imminent danger to the world because of the country's stockpiles of chemical and biological weapons.
He admitted later that the presentation was rife with inaccuracies and twisted intelligence provided by others in the Bush administration and represented ""a blot"" that will ""always be a part of my record.""

Richard Boucher, one of Powell's closest aides at the State Department, praised him for admitting the mistake.
""The honorable thing is to say 'I made a mistake.' Powell did that. He owned it. He owned his mistakes as much as his incredible successes,"" Boucher said.
 
"
1,"<span>Oct 18, 2021 09:25PM ET</span>",,,,,,"By Patricia Zengerle and Jan Wolfe
WASHINGTON (Reuters) -The U.S. congressional committee investigating the deadly Jan. 6 attack on the Capitol said on Monday that it rejected Steve Bannon's arguments for failing to cooperate with the probe, as the panel pursues a contempt of Congress charge against the long-time adviser to former President Donald Trump.
Trump has claimed that materials and testimony sought by the House of Representatives Select Committee are covered by executive privilege, a legal doctrine that protects the confidentially of some White House communications.
Bannon, through his lawyer, has said he will not cooperate with the committee until Trump's executive privilege claim is resolved by a court or through a settlement agreement.
In its report released on Monday making the case for criminal contempt charges against Bannon, the committee said Bannon ""relied on no legal authority to support his refusal to comply in any fashion,"" and said his testimony is critical because he appears to have ""had some foreknowledge about extreme events that would occur"" on Jan. 6.
According to the report, Bannon in a podcast on Jan. 5 told his listeners, ""All hell is going to break loose tomorrow... So many people said, 'Man, if I was in a revolution, I would be in Washington.' Well, this is your time in history.""
The Select Committee is scheduled to meet on Tuesday evening to vote on the report recommending that the House cite Bannon for criminal contempt of Congress and refer him to the U.S. Attorney for the District of Columbia for prosecution.
The U.S. Justice Department has not said whether it plans to prosecute Bannon for contempt of Congress, a crime that carries a maximum penalty of one year in prison and a $100,000 fine.
Bannon's attorney, Robert Costello, did not respond to a request for comment on the committee's argument.
The attack on the Capitol by thousands of Trump supporters took place as Congress met to certify Democrat Joe Biden's election victory over Trump, delaying that process for several hours as then-Vice President Mike Pence, members of Congress, staff and journalists fled. More than 600 people face criminal charges stemming from the event.

The committee also said that Bannon has ""had multiple roles"" relevant to its investigation, including helping to construct and participate in the ""stop the steal"" public relations effort that helped motivate the Jan. 6 attack.
""Stop the steal"" refers to Trump's false claims that Biden's victory was the result of widespread fraud. Multiple courts, state election officials and members of Trump's own administration rejected those claims as false.
 
"
2,"<span>Oct 18, 2021 08:40PM ET</span>",,,,,,"By Andrew Chung and Lawrence Hurley
WASHINGTON (Reuters) - President Joe Biden's administration on Monday asked the U.S. Supreme Court to block a Texas law that imposes a near-total ban on abortion, calling the Republican-backed measure plainly unconstitutional and specifically designed to evade judicial scrutiny.
The administration asked the Supreme Court to quickly reverse a decision this month by the New Orleans-based 5th U.S. Circuit Court of Appeals to lift a judge's order blocking the law while litigation over the statute's legality continues. The justices in a 5-4 Sept. 1 decision let the law take effect in a separate challenge brought by abortion providers in the state.
The Texas measure, one of a series of restrictive abortion laws passed at the state level in recent years, bans the procedure after about six weeks of pregnancy, a point when many women do not yet realize they are pregnant.
The Justice Department, which filed suit last month in a bid to stop the law, told the Supreme Court in a filing that the 5th Circuit's action enables the ongoing violation by the state of Texas ""of this court's precedents and its citizens' constitutional rights."" 
""Texas's insistence that no party can bring a suit challenging S.B. 8 amounts to an assertion that the federal courts are powerless to halt the state's ongoing nullification of federal law. That proposition is as breathtaking as it is dangerous,"" the Justice Department added, using the formal name of the Texas law.
The filing also said that the Supreme Court could decide to take up and hear arguments in the case even before lower courts have issued their own final rulings ""given the importance and urgency of the issues"" involved. 
The Supreme Court signaled that it will consider resolving the dispute quickly. In addition to asking Texas officials for a response to the Justice Department's request by midday on Thursday, the justices also fast-tracked their consideration of whether to immediately take up a separate https://www.reuters.com/world/us/abortion-providers-ask-us-supreme-court-intervene-challenge-texas-law-2021-09-23 challenge to the law by abortion providers in the state. 
The Texas measure makes an exception for a documented medical emergency but not for cases of rape or incest. It also gives private citizens the power to enforce it by enabling them to sue anyone who performs or assists a woman in getting an abortion after cardiac activity is detected in the fetus. That feature has helped shield the law from being immediately blocked by making it more difficult to directly sue the state. 
Under the law, individual citizens can be awarded a minimum of $10,000 for bringing successful lawsuits. Critics have said this provision lets people act as anti-abortion bounty hunters, a characterization its proponents reject.
The Biden administration's lawsuit argued that the law impedes women from exercising their constitutional right to terminate a pregnancy as recognized in the Supreme Court's landmark 1973 Roe v. Wade ruling that legalized abortion nationwide. It also argued that the law improperly interferes with the operations of the federal government to provide abortion-related services.
In his Oct. 6 ruling blocking the law, U.S. Judge Robert Pitman found that the measure was likely unconstitutional and designed to avoid judicial scrutiny. Pitman said he would ""not sanction one more day of this offensive deprivation of such an important right.""
The Supreme Court has a 6-3 conservative majority. When the Supreme Court allowed the law to take effect, conservative Chief Justice John Roberts dissented along with the three liberal justices, expressing skepticism about how the measure is enforced.

Roberts said he would have blocked the law's enforcement at that point ""so that the courts may consider whether a state can avoid responsibility for its laws in such a manner.""
The Supreme Court already is set to consider a major abortion case on Dec. 1 in a dispute centering on Mississippi's law banning abortions starting at 15 weeks of pregnancy, Mississippi has asked the justices to overturn Roe v. Wade. A ruling in the Mississippi case is due by the end of next June. 
 
"
3,"<span>Oct 18, 2021 07:47PM ET</span>",,,,,,"By Richard Cowan and David Morgan
WASHINGTON (Reuters) - Negotiators of a U.S. bill to invest up to $3.5 trillion to expand social programs and attack climate change gave hints of progress on Monday, but some Democrats were resigned to the increasing likelihood that a proposal to reduce carbon emissions will be weakened or scrapped.
""Over the last weekend I held many productive conversations"" with lawmakers and the White House, Senate Majority Leader Chuck Schumer, a Democrat, said. ""We still have work to do,"" he added, without providing details in a Senate floor speech.
The legislation is a pillar of President Joe Biden's domestic agenda. He was set to speak on Monday with Democratic Senator Joe Manchin, whose support for the wide-ranging proposal is key to its passage.
Manchin, a moderate from West Virginia, has been an outspoken critic of the bill, saying it spends too much taxpayer money and contains climate change provisions that would hurt his state's coal mining industry.
Democratic Senator Sheldon Whitehouse, a leading voice for reducing emissions blamed for the wildfires, floods and other natural disasters now confronting the warming planet, was asked by reporters whether the Clean Energy Payment Program (CEPP) included in Biden's $3.5 trillion initiative was in jeopardy.
""It remains to be seen but I think it's worth planning for that,"" Whitehouse said.
Several Democratic senators were already touting other steps contained in the bill aimed at lowering greenhouse gas emissions in a sign that the CEPP, which would reward utilities that add more clean energy capacity like solar and wind power and fine those that do not, was in trouble.
""I think it makes the methane pollution fee and the carbon pollution fee all the more essential,"" Whitehouse added.
Moderate Democratic Senator Mark Warner urged prompt House of Representatives passage of a separate, $1 trillion infrastructure investment bill already approved by the Senate, while awaiting a deal on the larger bill.
""People want us to put points on the board,"" Warner told reporters. He gave as examples the need to pass the infrastructure measure or a bill making major high-tech investments so that the United States can compete more effectively with China.
The Virginia Democrat added that doing so would boost the candidacy of Democrat Terry McAuliffe's gubernatorial bid in that state in next month's election. 
With virtually no chance of winning over any of the Senate's 50 Republicans for the larger bill, Democrats are employing a special ""budget reconciliation"" strategy that would allow them to waive a 60-vote threshold required to advance most bills in the 100-member U.S. Senate.

All 50 Democrats would have to vote ""yes"" on the bill, with Democratic Vice President Kamala Harris on hand to break any 50-50 ties. Another Democratic moderate, Senator Kyrsten Sinema, also has voiced opposition to the bill as currently written.
House of Representatives Speaker Nancy Pelosi is aiming for passage of the social investment bill and the $1 trillion infrastructure bill by the end of this month. 
 
"
4,"<span>Oct 18, 2021 07:47PM ET</span>",,,,,,"By Jan Wolfe
(Reuters) -Former President Donald Trump testified under oath on Monday as part of a civil lawsuit brought by protesters who allege they were assaulted by his security guards in New York in 2015, a lawyer for the protesters told a news conference.
Trump sat for a videotaped deposition on Monday morning at Trump Tower in midtown Manhattan, said Benjamin Dictor, a lawyer who sought Trump's testimony in the long-running dispute.
""The president was exactly how you would expect him to be, he answered questions the way you would expect Mr. Trump to answer questions, and conducted himself in a manner that you would expect Mr. Trump to conduct himself,"" Dictor said.
New York Supreme Court Justice Doris Gonzalez last week ordered Trump to sit for the videotaped deposition. In New York state, a trial-level court is called a Supreme Court.
Trump said in a statement he was pleased to have provided testimony in the case.
""After years of litigation, I was pleased to have had the opportunity to tell my side of this ridiculous story—Just one more example of baseless harassment of your favorite President,"" Trump said. 
A group of protesters brought the lawsuit in 2015, alleging that Trump's security guards attacked them while they were demonstrating outside Trump Tower in September of that year over the then-presidential candidate's comments that Mexican immigrants were criminals and rapists.
“They’re bringing drugs, they’re bringing crime, they’re rapists,” Trump said during the June 16 speech announcing his candidacy.
Trump faces several civil lawsuits over conduct from before and during his 2017-2021 presidency.
Earlier this month, a New York state judge gave Trump a Dec. 23 deadline to undergo questioning in a defamation lawsuit filed by Summer Zervos, a former contestant on ""The Apprentice."" 
During the 2016 presidential campaign, Zervos had accused Trump of subjecting her to unwanted kissing and groping when she sought career advice in 2007, two years after her appearance on his reality television show.
Zervos had sued Trump in January 2017, but the case remains unresolved in part because Trump argued while in the White House that a sitting president could not be sued.

That issue became moot after Joe Biden won the 2020 presidential election, which made Trump a private citizen, New York's highest court ruled in March.
Trump's lawyer in that case, Alina Habba, has denied Zervos' allegations, calling the lawsuit frivolous.
 
"
5,"<span>Oct 18, 2021 07:35PM ET</span>",,,,,,"By Luc Cohen
NEW YORK (Reuters) - A Russian businessman funded an account used by two ex-associates of Rudy Giuliani to donate to U.S. political campaigns, according to documents shown in court on Monday. 
Prosecutors presented the financial records to a Manhattan federal court jury in the second week of the trial of one of the former associates, Lev Parnas, on charges of violating campaign finance laws. 
Prosecutors say the Ukraine-born Parnas and another Giuliani associate, Belarus-born Igor Fruman, illegally funneled money from Moscow-based businessman Andrey Muraviev to candidates in U.S. states where the group was seeking licenses to operate cannabis businesses. Parnas pleaded not guilty. 
Two Muraviev-owned firms wired $1 million to an account held by Fruman's FD Import & Export Corp between June and December 2018, bank statements showed. 
That account then paid off more than 99% of the balance on a credit card account Parnas, Fruman and a company they founded used to make more than $150,000 in donations to candidates and committees ahead of the Nov. 6, 2018 election, the records showed. 
Fruman pleaded guilty to violating campaign finance laws in September. 
Parnas' attorney, Joseph Bondy, said in opening arguments last week that Muraviev's money was used for business ventures, not Parnas' campaign contributions. 

The case has drawn attention because of the role Parnas and Fruman played in helping Giuliani - Donald Trump's former personal attorney and a former New York City mayor - investigate Joe Biden ahead of the 2020 election. Biden, a Democrat, defeated Republican Trump's re-election bid. 
Giuliani's attorney has said the Parnas case is separate from a federal inquiry into whether Giuliani violated lobbying laws while working as Trump's lawyer. Giuliani has not been charged with any crimes and denies wrongdoing 
 
"
6,"<span>Oct 18, 2021 07:01PM ET</span>",,,,,,"(Reuters) - Colin Powell, the first Black U.S. secretary of state and top military officer, died on Monday at the age of 84 due to complications from COVID-19. He was fully vaccinated, his family said in a statement on Facebook (NASDAQ:FB).
Following are reactions to his death from politicians and military leaders:
U.S. PRESIDENT JOE BIDEN
""Colin embodied the highest ideals of both warrior and diplomat. He was committed to our nation's strength and security above all. Having fought in wars, he understood better than anyone that military might alone was not enough to maintain our peace and prosperity...
""From his front-seat view of history, advising presidents and shaping our nation's policies, Colin led with his personal commitment to democratic values that make our country strong. Time and again, he put country before self, before party, before all else - in uniform and out - and it earned him the universal respect of the American people.
""Having repeatedly broken racial barriers, blazing a trail for others to follow in federal government service, Colin was committed throughout his life to investing in the next generation of leadership.""
FORMER PRESIDENT BARACK OBAMA
""General Powell was an exemplary soldier and an exemplary patriot. He was at the center of some of the most consequential events of our lifetimes.... And although he'd be the first to acknowledge that he didn't get every call right, his actions reflected what he believed was best for America and the people he served.
""Along the way, General Powell helped a generation of young people set their sights higher. He never denied the role that race played in his own life and in our society more broadly. But he also refused to accept that race would limit his dreams, and through his steady and principled leadership, helped pave the way for so many who would follow."" 
FORMER PRESIDENT GEORGE W. BUSH
""He was a great public servant, starting with his time as a soldier during Vietnam. Many presidents relied on General Powell's counsel and experience. 
""He was such a favorite of presidents that he earned the Presidential Medal of Freedom - twice. He was highly respected at home and abroad. And most important, Colin was a family man and a friend.""
FORMER BRITISH PRIME MINISTER JOHN MAJOR
""Colin Powell was one of the finest men I ever met. And, perhaps, one of the finest Americans never to be president.
""Both in the military and in government he led with calm authority, and was an inspiration to all those who served alongside him.
""During the first Gulf War – as Chairman of the U.S. Joint Chiefs of Staff – we could not have wished for a stronger ally, nor one who commanded such affection and respect from our own Armed Forces.
""Throughout his long and exceptional career, Colin served with honor and distinction. He was a true public servant, who I was proud to call a friend."" 
U.S. SECRETARY OF STATE ANTONY BLINKEN
""Powell's career in the U.S. military is legendary... By the time he retired from the military he was arguably the most respected and celebrated American in uniform.""
FORMER U.S. PRESIDENT JIMMY CARTER
""A true patriot and public servant, we were honored to work beside him to strengthen communities in the United States, help resolve conflict in Haiti, and observe elections in Jamaica. His courage and integrity will be an inspiration for generations to come.""
FORMER PRESIDENT BILL CLINTON
""He lived the promise of America, and spent a lifetime working to help our country, especially our young people, live up to its own ideals and noblest aspirations at home and around the world.""
FORMER U.S. SECRETARY OF STATE MADELEINE ALBRIGHT
""My heart is sad for I have lost a friend. Colin Powell was an American icon whose career in public service will always be celebrated and remembered, but to me he was simply my friend Colin.
""Although we grew up in different contexts, we bonded over our family's immigrant stories, our deep love of America, and our belief in the importance of public service.
""He was a wise and principled man, a loyal friend, and one of the kindest people I have ever met. I am a better person for having known him, and America is a better place because of him."" 
U.S. CONGRESSMAN JAMAAL BOWMAN
""As a Black man just trying to figure out the world, Colin Powell was an inspiration. He was from NYC, went to City College, and rose to the highest ranks of our nation. Sending love, strength and prayer to the family and friends of Secretary Powell. Rest in power sir.""
GERMAN FOREIGN MINISTER HEIKO MAAS
""With Colin Powell, the United States loses an upright foreign policymaker - and we Europeans a trans-Atlantic bridge builder. As general during the time of reunification, he was very close to our country. We mourn with his family and his friends.""
FORMER U.S. SECRETARY OF STATE CONDOLEEZZA RICE
""Today our nation mourns the passing of a truly great man. Colin Powell spent the entirety of his life in service to his country. He was a trusted colleague and dear friend through some very difficult times.""
FORMER JOINT CHIEFS OF STAFF CHAIRMAN MARTIN DEMPSEY
""He was a dedicated husband and father, a superb soldier, a warrior on the battlefield and in Washington, and a lifelong public servant. I once asked him which of his many accomplishments made him most proud. He answered without hesitation: 'the many schools that have been named after me.'""

U.S. SECRETARY OF DEFENSE LLOYD AUSTIN
""The world lost one of the greatest leaders that we have ever witnessed. Alma lost a great husband, and the family lost a tremendous father and I lost a tremendous personal friend and mentor. He has been my mentor for a number of years. He always made time for me and I could always go to him with tough issues. He always had great counsel."" 
 
"
7,"<span>Oct 18, 2021 06:21PM ET</span>",,,,,,"WASHINGTON (Reuters) -The U.S. Senate is likely to take a procedural vote on Wednesday on whether to debate an overhaul of federal election law, Majority Leader Chuck Schumer said on Monday as he urged Republicans not to block the measure.
""If there's anything worthy of debate in this chamber, it should be protecting and strengthening our democracy,"" Schumer, a Democrat, said of the bill to expand voters' access to mail-in ballots and other steps.
If Republicans prevent debate on the bill, some Democrats are likely to urge Schumer to find a way around the Senate's filibuster procedure that requires at least 60 votes in the evenly split, 100-member chamber for most legislation to advance. 
Such ideas include exempting the measure from the filibuster. Others include requiring that senators stay in the chamber and talk until the filibuster is abandoned - the way it used to be done.
The bill is in response to voting restrictions passed in Republican-led states following former President Donald Trump's repeated false claims he lost the 2020 election to Democrat Joe Biden because of widespread electoral fraud.
His claims were rejected by multiple courts, state election officials and Trump's own Justice Department.
Since late last year, a number of Republican-controlled states have enacted or advanced bills to tighten access to the polls and make it easier to challenge election results.

Democrats and voting rights advocates have denounced the measures as partisan power grabs that will make it harder for Black and Hispanic voters - important voting blocs for Democrats - to cast ballots.
Election experts have said voting fraud is rare in the United States.
 
"
8,"<span>Oct 18, 2021 06:20PM ET</span>","WASHINGTON (Reuters) -The U.S. State Department's inspector general will review the end of the Biden administration's diplomatic operations in Afghanistan, including the emergency evacuation of the U.S. embassy in Kabul, a spokesperson said on Monday.
The department's acting inspector general will also look into its Special Immigrant Visa (NYSE:V) Program, the processing of Afghans for admission as refugees, and their resettlement in the United States. 
The acting inspector general, Diana Shaw, notified Congress on Monday that her office was launching ""several oversight projects"" related to the end of the U.S. military and diplomatic missions in Afghanistan.
A congressional aide said a briefing by the IG was scheduled for Tuesday.
The planned evaluation was first reported by Politico.
The U.S.-backed Afghan government collapsed in mid-August as the Taliban swept through the country at lightning speed and marched into the capital, Kabul.

U.S. Republicans have harshly criticized President Joe Biden's administration for the spectacular collapse of the two-decade war effort, although the president's approval ratings have largely recovered from an initial hit tied to the chaotic withdrawal.
Thirteen U.S. troops also died in an Aug. 26 suicide bombing https://www.reuters.com/world/asia-pacific/didnt-need-happen-pentagon-seeks-answers-deadly-attack-2021-08-28 as they tried to safeguard the evacuation effort that ultimately relied on support from the militant Islamist Taliban, a long-time U.S. foe. 
 
",,,,,
9,"<span>Oct 18, 2021 04:41PM ET</span>",,,,,,"
WASHINGTON (Reuters) - U.S. President Joe Biden said on Monday that he was going to speak with Senator Joe Manchin, the centrist Democrat from coal-rich West Virginia whose vote is crucial to the passage of the budget reconciliation bill pending in Congress.
Asked by reporters at the White House how he planned to get Manchin to agree to support his agenda, Biden pointed at the Oval Office and said: ""We're doing that right now. That's what I'm doing."" 
 
"
