,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
0,"<span>Dec 12, 2021 08:11PM ET</span>",,,,,,"(Reuters) - Eight people were confirmed dead and eight were still missing on Sunday at the Mayfield Consumer Products candle factory in Mayfield, Kentucky, where 110 employees were working when it was destroyed by tornadoes, a company spokesperson said on Sunday. 
""There were some early reports that as many as 70 could be dead in the factory. One is too many, but we thank God that the number is turning out to be far, far fewer,"" company spokesperson Bob Ferguson told Reuters. 
Governor Andy Beshear had previously said at least 80 people in his state were confirmed dead after a string of powerful tornadoes ripped through the region on Friday night. Beshear said the toll was eventually going to exceed 100. It was unclear how many factory workers Beshear was counting in his estimate.
Crews on Sunday evening who were digging through the rubble were still treating it as a rescue effort and have not moved to a recovery effort, Ferguson said. 
""We are still hopeful that of the eight who are still unaccounted for, we may be able to locate some of them,"" he said.

Mayfield Consumer Products describes itself as a local, family-owned maker of candles, wax and home fragrance goods. 
Mayfield, a community of about 10,000 residents in Graves County, was transformed by the tornado into a landscape cluttered with damaged and demolished buildings, strewn debris, trees uprooted and stripped bare, twisted road signs and sagging utility lines. 
 
"
1,"<span>Dec 12, 2021 08:06PM ET</span>",,,,,,"By Devjyot Ghoshal and Chanchinmawia
CHAMPHAI, India (Reuters) -The former boxer said he and his comrades were perched on a hillside near the town of Mindat, in Myanmar's northwest, and preparing to ambush a patrol of soldiers when the troops opened fire and a bullet smashed into his forearm.
""I tried to run but I got shot again in the upper arm,"" Za Latt Thwey, who requested that he be identified by the name he uses as a boxer, told Reuters near a safe house in India's Mizoram state, which borders Myanmar.
An Indian orthopaedic surgeon's note said the 25-year-old had suffered a gunshot wound and an X-ray showed where his bone had been shattered.
That skirmish in mid-May was part of what seven people involved in the rebellion, including five fighters, said was a growing popular resistance to Myanmar's military in Chin state.
Their accounts include previously unreported details of how the rebellion there began and expanded.
As in other parts of the country, civilians enraged by the military coup in February and subsequent crackdown on protesters are taking up arms. The junta appears to be worried about the threat they pose in Chin.
In the last few weeks, the military, known as the Tatmadaw, has sent reinforcements to Chin, which had been largely peaceful for years, and launched a major offensive against rebels, according to some analysts and rights groups.
More than a dozen so-called Chinland Defence Force (CDF) opposition groups have sprung up in the state, according to three of the sources, who described an expanding network of fighters whose knowledge of local terrain is a major advantage.
They said the groups had established supply chains, food stockpiles and weapon depots and linked up with a long-established ethnic group called the Chin National Front (CNF) to train in combat and better coordinate operations.
The military has said all resistance forces and the shadow government are ""terrorists"".
CNF spokesman Salai Htet Ni told Reuters the group had helped train Chin youth and protesters in basic guerrilla warfare after the military coup.
""Our unity and public support is our strength,"" said a 32-year-old fighter from Chin's capital Hakha.
Reuters was not able to independently verify some claims made by the sources about the strength of the rebellion and scale of the Tatmadaw's response.
Myanmar's military spokesperson and the Ministry of Information did not respond to requests for comment on the growing resistance in Chin or the armed forces' deployments.
The Tatmadaw's response to resistance in Chin and elsewhere has prompted warnings from the United Nations and United States that the brutal clampdown on Rohingya Muslims in neighbouring Rakhine state in 2017 risked being repeated.
More than 730,000 Rohingya Muslims fled Rakhine that year and refugees accused the military of mass killings and rape. UN investigators said the military had carried out the atrocities with ""genocidal intent"".
Myanmar authorities said they were battling an insurgency and deny carrying out systematic atrocities.
The military has not released details of overall battlefield losses since the February coup.
NOODLES AND SHOTGUNS
Before he took up arms, the fighter from Hakha said he was a postgraduate student of history who joined widespread public demonstrations against the February coup.
Like the four other fighters Reuters interviewed in Mizoram, he said his decision to join the resistance was triggered by the military's suppression of peaceful protests that demanded civilian rule be restored.
Local monitoring group the Assistance Association for Political Prisoners (AAPP) says junta forces have killed more than 1,300 people and detained thousands in a bid to crush opposition to the coup.
The military has outlawed AAPP, saying it is biased and uses exaggerated data. The AAPP has not responded to that accusation.
Groups of young protesters in Hakha began stockpiling food including rice, oil and noodles and medical supplies in multiple locations in the jungle surrounding the township of around 50,000 people, two of the fighters said.
In April, some CDF groups met in Camp Victoria, the CNF's headquarters, to coordinate armed resistance against the Tatmadaw, according to the fighter from Hakha.
The CNF, which has a military wing, has become pivotal to the resistance, providing training and other support to several CDF groups across the state, said two fighters and a senior leader of the National Unity Government (NUG).
The NUG, effectively a shadow government, comprises pro-democracy groups and remnants of the ousted civilian administration. It has held talks with foreign officials, including from the United States.
In the early months of the resistance, nearly 2,000 volunteers from Hakha were sent to Camp Victoria for combat training under the CNF, the two fighters said, a level of coordination not previously reported.
NEW KIND OF CRISIS
By May, three of the CDF fighters said they were taking on the Tatmadaw in several parts of Chin, a 36,000 square kilometre province with nine major townships.
Outside Mindat, Za Latt Thwey said he was among the guerrillas, some trained by the CNF, who targeted Tatmadaw patrols.
In cellphone footage taken by fighters, and shown to Reuters by Za Latt Thwey, small groups of young men could be seen perched on wooded hillsides firing homemade guns and automatic rifles. Reuters could not independently verify the footage.
Financial support for the rebels in Mindat has mostly come from the Chin diaspora and the NUG, said an ousted Chin lawmaker, who declined to be named.
Through multiple routes, including from India, the lawmaker said food, clothes, medicine and equipment were reaching the rebels each month.
Weapons and explosives were the hardest to procure, according to the lawmaker, the NUG leader and three of the fighters.
The CDF Hakha, with some 2,000 volunteers, is run by a 21-member council that oversees command stations, smaller camps and supporting units, two of the rebels said.
Across Chin violence has escalated in the last four months as the Tatmadaw clashes with a rising number of rebel groups, according to analysis from the Chin Human Rights Organisation (CHRO).
""We have never had this kind of crisis before in Chin,"" said CHRO's Salai Za Uk Ling.
Once a thriving settlement of some 10,000 people, the hilltop town of Thantlang is now virtually deserted, surrounded by soldiers who set alight more than 500 buildings since early September, according to two former residents and the CHRO.
The U.S. State Department singled out events in Chin, and Thantlang in particular, in a statement last month urging the military to end the violence.
Pa Hein, 55, who said he was among the last people to leave the town in late September, told Reuters by telephone that he saw Tatmadaw troops ransack shops and set buildings on fire.
The Myanmar military has denied the accusations, and blamed insurgents for instigating fighting in Thantlang and burning homes.
SEEKING TREATMENT
After the first police defectors trickled into India's Mizoram state in early March, followed by Myanmar lawmakers and thousands of others seeking shelter, the mountainous border province has become a buffer zone for Chin guerrillas.
The Indian government did not respond to a request for comment.
Mizoram authorities estimate around 12,900 people have crossed over from Myanmar, including 30 ousted state and federal lawmakers, according to a senior Mizoram police official who declined to be named.
Some of the lawmakers and leaders have been helping the resistance, and as fighting intensifies they are seeking to unify and support the rebels.
The NUG wants to bring all armed resistance groups under a single command with the assistance of the CNF, said the Chin lawmaker and senior NUG leader.
CNF's Salai Htet Ni said the group and the NUG had agreed to work together, with the CNF ""taking a leadership role in Chin State's defence and military warfare.""
After he was shot, Za Latt Thwey said he tried for months to find a safe route to the Myanmar city of Mandalay, but eventually deemed the journey too risky.

In early November, he collected money from family and friends and undertook a five-day journey, mostly by motorcycle, to cross into India.
""I can't box anymore,"" Za Latt Thwey said. ""But I need my arm to be fixed so that I can continue my normal life, so that I can farm.""
 
"
2,"<span>Dec 12, 2021 03:55PM ET</span>","JOHANNESBURG (Reuters) -South Africa's 69-year-old President Cyril Ramaphosa tested positive for COVID-19 on Sunday, though is showing only mild symptoms, the presidency said.
""The President started feeling unwell after leaving the State Memorial Service in honour of former Deputy President FW de Klerk in Cape Town earlier today,"" the statement added.
At the memorial service, a mask-wearing Ramaphosa gave a eulogy to the last leader of South Africa's white minority government, who helped negotiate an end it.

""The President, who is fully vaccinated, is in self-isolation in Cape Town and has delegated all responsibilities to Deputy President David Mabuza for the next week,"" the presidency added.
In the past few days, a nationwide outbreak believed to be linked to the new Omicron variant of the coronavirus has been infecting around 20,000 people a day. South African scientists see no sign that the variant causes more severe illness.
 
",,,,,
3,"<span>Dec 12, 2021 03:42PM ET</span>",,,,,,"By Antonio Parrinello and Francesca Landini
RAVANUSA, Italy (Reuters) -Rescuers plan to work through the night in the Sicilian town of Ravanusa to try to find survivors of a suspected gas explosion that killed at least three people.
Two people were found alive under the rubble and six were missing, authorities said on Sunday.
""We have two great friends still under there, we are praying to God that they pull them out okay,"" local resident Lillo Cavallaro told Reuters.
In the explosion late on Saturday, four houses collapsed and another three were damaged, authorities said, adding the blast was likely triggered by a gas leak from the town's pipes, although an investigation was underway to ascertain the cause.
Gas grid operator Italgas expressed its sorrow and condolences to people in Ravanusa. It said its emergency service had received no reports of gas leaks last week. 
""The Ravanusa distribution network was fully inspected in both 2020 and 2021,"" said the company, adding that there were no construction sites on the section of pipeline affected.
Local residents in the town of 11,000 people watched on Sunday as firefighters and civil-protection rescuers tried to locate survivors.

""It is a small town and everyone knows each other,"" said 69 year-old pensioner Arcangelo D'Angelo, adding he knew the missing people. ""What we are living through here is an unimaginable drama and we have no words.""
Ravanusa is near the southwestern Sicilian city of Agrigento, which is famous for its Greek temples.
 
"
4,"<span>Dec 12, 2021 01:40PM ET</span>","(Reuters) - After a string of powerful tornados struck the U.S. Midwest https://www.reuters.com/markets/commodities/devastated-kentucky-tornado-survivors-pick-through-debris-shelter-with-relatives-2021-12-12 and killed more than 100 people this weekend, attention has turned to the warning systems in place and why the movements of the fast-moving storms are so difficult to predict.
A tornado is a narrow, violently rotating column of air that extends from a thunderstorm to the ground, according to the National Oceanic and Atmospheric Administration. About 1,200 tornadoes hit the United States yearly.
Unlike hurricanes https://www.noaa.gov/explainers/hurricane-forecasting which can be seen gathering strength days in advance, a tornado watch https://www.nssl.noaa.gov/education/svrwx101/tornadoes/forecasting lasts for four to six hours over a certain area when favorable conditions develop for tornadoes. 
Hurricanes usually have diameters measured in hundreds of miles and can last for days or weeks. Scientists can usually predict a hurricane's path three to five days in advance. Tornadoes usually form in a span of a few minutes, are normally a few hundred feet wide, and last for a few minutes.
Tornado watches https://www.nssl.noaa.gov/education/svrwx101/tornadoes, which are not the same as tornado warnings, are typically issued hours in advance by meteorologists watching the weather 24/7 across the United States and cover parts of a state or several states. They indicate that weather conditions are ideal for a tornado to form, but do not necessarily result in a tornado.
Meteorologists in local offices of the National Weather Service issue a tornado warning when a tornado is either reported by spotters or indicated by radar https://www.weather.gov/safety/tornado-ww and there is a serious threat to lives and properties in its path. The average lead time for tornado warnings is eight to 18 minutes https://weather.com/storms/tornado/news/2021-04-05-tornado-warning-nws-accuracy, according to Weather.com.
Many towns use public warning sirens https://www.weather.gov/unr/Warning_Systems to warn of tornadoes, but rural areas and smaller towns do not have them. Most local radio and television stations broadcast the warnings, as do many smart phone apps and the Wireless Emergency Alerts provided by FEMA that come from cell towers in the vicinity of tornadoes and flash floods.
The genesis of the tornado outbreak over the weekend was a series of overnight thunderstorms, including a super cell storm that formed in northeast Arkansas. That storm moved from Arkansas and Missouri and into Tennessee and Kentucky.
This time was deadlier because the tornados hit at night.

""People rely on a visual confirmation to go into shelter. But at night, you know, you don't have that,"" said Jeff Masters, a meteorologist for Yale Climate Connections.
Masters added that the mile-wide size of the biggest cell was another factor for the widespread destruction. ""That means there's really no place to hide. It's so large and so powerful that even if you're in shelter, you're at danger of losing your life."" 
 
",,,,,
5,"<span>Dec 12, 2021 01:00PM ET</span>","By Andrew Osborn and Andrey Ostroukh
MOSCOW (Reuters) -President Vladimir Putin has lamented the collapse of the Soviet Union three decades ago as the demise of what he called ""historical Russia"" and said the economic crisis that followed was so bad he was forced to moonlight as a taxi driver. 
Putin's comments, released by state TV on Sunday, are likely to further fuel speculation about his foreign policy intentions among critics, who accuse him of planning to recreate the Soviet Union and of contemplating an attack on Ukraine, a notion the Kremlin has dismissed as fear-mongering.
""It was a disintegration of historical Russia under the name of the Soviet Union,"" Putin said of the 1991 breakup, in comments aired on Sunday as part of a documentary film called ""Russia. New History"", the RIA state news agency reported.
""We turned into a completely different country. And what had been built up over 1,000 years was largely lost,"" said Putin, saying 25 million Russian people in newly independent countries suddenly found themselves cut off from Russia, part of what he called ""a major humanitarian tragedy"". 
Putin also described for the first time how he was affected personally by the tough economic times that followed the Soviet collapse, when Russia suffered double-digit inflation. 
""Sometimes (I) had to moonlight and drive a taxi. It is unpleasant to talk about this but, unfortunately, this also took place,"" the president said.
Putin, who served in the Soviet-era KGB, has previously called the collapse of the Soviet Union, which was ruled from Moscow, as the ""greatest geopolitical catastrophe"" of the 20th century, but his new comments show how he viewed it specifically as a setback for Russian power. 
Ukraine was one of 15 Soviet republics and Putin used a lengthy article published on the Kremlin website this year to set out why he believed Russia's southern neighbour and its people were an integral part of Russian history and culture. This view is rejected by Kyiv as a politically motivated and over-simplified version of history.
The West has accused Russia of massing tens of thousands of troops near Ukraine in preparation for a possible attack as soon as January. The Group of Seven wealthy democracies warned Moscow on Sunday of massive consequences and severe costs if it attacked Ukraine. 

The Kremlin has said Russia has no plans to launch a fresh attack on Ukraine and that the West appears to have convinced itself of Moscow's aggressive intentions based on what it calls false Western media stories.
Russia annexed Ukraine's Crimea region in 2014 and has backed separatists who took control of a swath of eastern Ukraine that same year and who continue to fight Ukrainian government forces.
 
",,,,,
6,"<span>Dec 12, 2021 12:55PM ET</span>","By Ghaida Ghantous and Aziz El Yaakoubi
DUBAI (Reuters) - The United Arab Emirates is walking a diplomatic high wire between superpower ally Washington, new friend Israel and old adversary Iran as it seeks to avoid a costly regional conflict that could torpedo its trade and tourism ambitions.
Abu Dhabi hosts Israel's prime minister this week and will receive a U.S. delegation seeking to warn companies in the UAE about compliance with sanctions on Iran over its nuclear activities. The Gulf state also dispatched a senior official to Tehran last week in a bid to mend ties and contain tensions.
The whirl of diplomacy marks a shift in foreign policy approach for the UAE, which is retreating from military adventurism after having waded into a series of damaging conflicts over the past decade, from Yemen to Libya, according to Emirati officials, analysts and regional diplomats. 
""We need to avoid a major conflict that will embroil the United States or indeed the countries in the region,"" senior UAE official Anwar Gargash told a U.S.-based think-tank on Thursday. ""Our interest is to try and avoid it at all costs.""
The United States and Israel have recently increased rhetorical pressure on Iran about possible economic or military consequences should efforts to salvage a 2015 nuclear pact fail.
World powers are trying to bring both Washington and Tehran back into full compliance with the pact, which then-President Donald Trump quit in 2018. He re-imposed sanctions, prompting Tehran to gradually violate the nuclear limits of the 2015 deal.
Abu Dhabi, which forged ties with Israel last year, shares U.S. and Israeli concerns about Iran's nuclear ambitions along with its missiles programme and regional proxies. But it is trying to balance curtailing Iran with protecting its economic interests as a tourism and commercial hub post COVID-19 in the face of increasing economic competition in the region.
""It is time to de-escalate, not escalate. If Israel is in this mood, we are not going to share it,"" said UAE political analyst Abdulkhaleq Abdulla.
Gargash, diplomatic adviser to the UAE president, told the Arab Gulf States Institute that neither the region nor Washington want another conflict like Iraq or Afghanistan.
Iran rejects Western suspicions that it is seeking atomic weapons, saying its nuclear activities are for civilian energy purposes. It says it abided by the terms of the 2015 deal in good faith, and wants all sanctions imposed by the United States after Trump abandoned the deal to be lifted. 
AMERICA IS 'ABSOLUTE PRIORITY' 
The UAE and Saudi Arabia, while pressing global powers to address Iran's missile programme and regional behaviour, are wary of a repeat of 2019 attacks on tankers in Gulf waters and on Saudi oil facilities that forced the kingdom to temporarily shut down more than half its crude output.
The UAE ""needs to hedge as best as it can to offset Iranian punitive actions, but there can be no doubt that its relationship with the U.S. is absolute priority,"" said Neil Quilliam, associate fellow at Chatham House.
Gulf nations rely heavily on the United States for security but there is deepening uncertainty over the U.S. regional role. Israel has broached setting up joint defences with Gulf states following normalisation of ties with the UAE and Bahrain.
The UAE signed a $23 billion deal at the tail end of the Trump presidency to buy American-made F-35 fighter jets, drones and other defence equipment. But the sales progress has since slowed amid U.S. concerns over UAE ties with China, a major Emirati trade partner.
Gargash said the UAE had recently halted work on Chinese facilities at an Emirati port after Washington voiced concern that they had military purposes.
The UAE, Gargash said, wants to find a ""common economic denominator"" to improve ties with Iran, Turkey and Syria, even as Abu Dhabi builds on relations forged with Israel.
In a sign Washington is cranking up economic pressure on Iran, Treasury official Andrea Gacki is due to visit the UAE as part of a delegation on Monday for what the State Department said were discussions with private sector firms and financial institutions that ""facilitate non-compliant Iranian commerce"".
The UAE, long one of Iran's main links to the outside world with business ties stretching back a century, saw its exports with Iran shrink from $14 billion in 2017 to $7 billion in 2019 according to World Bank data. Flows have started to recover.

Analyst Abdulla said there was no appetite in the UAE for further economic penalties on Iran.
""We have done our job and done our share of compliance in the past five, six years,"" he added. ""But enough is enough. Nobody is in the mood in Abu Dhabi to go for more sanctions. That is very clear."" 
 
",,,,,
7,"<span>Dec 12, 2021 12:50PM ET</span>","By Alexander Ratz and Humeyra Pamuk
LIVERPOOL, England (Reuters) -Russia faces massive consequences and severe costs if President Vladimir Putin attacks Ukraine, the Group of Seven warned in a statement on Sunday.
U.S. intelligence assesses that Russia could be planning a multi-front offensive on Ukraine as early as next year, involving up to 175,000 troops.
The Kremlin denies it plans to invade and says the West is gripped by Russophobia. Moscow says the expansion of NATO threatens Russia and has contravened assurances given to it as the Soviet Union collapsed in 1991.
At a meeting in the northern English city of Liverpool, the G7 delegates said they were united in their condemnation of Russia's military build-up near Ukraine and they called on Moscow to de-escalate.
""Russia should be in no doubt that further military aggression against Ukraine would have massive consequences and severe cost in response,"" said the statement, which confirmed a draft version first reported by Reuters. 
""We reaffirm our unwavering commitment to Ukraine's sovereignty and territorial integrity, as well as the right of any sovereign state to determine its own future.""
A statement released by the Russian Embassy in London on Saturday evening, before the joint G7 document was reported, said that Britain's frequent use of the phrase ""Russian aggression"" during the Liverpool meeting was misleading and designed to create a cause for the G7 to rally round.
""Russia has made numerous offers to NATO on ways to decrease tensions. The G7 forum could be an opportunity to discuss them, but so far we hear nothing but aggressive slogans,"" the embassy statement said.
'RED LINE'
For Moscow, the growing NATO embrace of a neighbouring former Soviet republic - and what it sees as the nightmare possibility of alliance missiles in Ukraine targeted against Russia - is a ""red line"" it will not allow to be crossed.
Putin has demanded legally binding security guarantees that NATO will not expand further east or place its weapons close to Russian territory; Washington has repeatedly said no country can veto Ukraine's NATO hopes.
In 2014 Russia seized the Black Sea peninsula of Crimea from Ukraine, prompting the West to impose sanctions on Russia. 
The Kremlin on Sunday said that Putin told U.S. President Joe Biden that Russian troops posed no threat and that Moscow was being demonised for moving troops around its own territory. Putin and Biden have agreed to hold more talks, Moscow said.
Kremlin spokesman Dmitry Peskov said there were very serious conceptual differences between Russia and the United States on Moscow's ""red lines"".
U.S. Secretary of State Antony Blinken said Russia could not exert its sphere of influence over Ukraine.
""That's what Russia is purporting to assert and if we let that go with impunity, then the entire system that provides for stability, prevents war from breaking out, is in danger,"" he told NBC News in a post-summit interview on Sunday.
The G7 comprises Britain, Canada, France, Germany, Italy, Japan and the United States, as well as a representative from the European Union.

""We call on Russia to de-escalate, pursue diplomatic channels and abide by its international commitments on transparency of military activities,"" the G7 said.
""We reconfirm our support for the efforts of France and Germany in the Normandy Format to achieve full implementation of the Minsk Agreements in order to resolve the conflict in eastern Ukraine.""
 
",,,,,
8,"<span>Dec 12, 2021 12:30PM ET</span>",,,,,,"(Reuters) -Veteran television journalist Chris Wallace announced on Sunday that he is leaving Fox News after about 18 years and he is set to join rival CNN's upcoming streaming service as an anchor.
Wallace, 74, hosted the program ""Fox News Sunday,"" and announced his departure on the show. He was one of the most prominent journalists at Fox News, including moderating a presidential debate last year between Republican Donald Trump and Democrat Joe Biden.
""I want to try something new, to go beyond politics to all the things I'm interested in. I'm ready for a new adventure,"" Wallace said.
CNN said Wallace will join the company as an anchor for its streaming service CNN+, which will debut early next year.
""I am thrilled to join CNN+. After decades in broadcast and cable news, I am excited to explore the world of streaming,"" Wallace said in a CNN statement, adding that he also looks forward to the ""new freedom and flexibility streaming affords.""
In a statement, Fox News said other journalists from the network will host ""Fox News Sunday"" until a replacement is named.
During last year's presidential debate, Wallace sought to stop Trump's interruptions, asking the then-president at one point: ""Why don't you observe what your campaign agreed to as a ground rule. Okay, sir?""

Trump at another point objected to a Wallace question on healthcare policy, saying, ""I guess I'm debating you not him (Biden). But that's okay. I'm not surprised.""
Wallace is the son of the late broadcast journalist Mike Wallace.
 
"
9,"<span>Dec 12, 2021 11:51AM ET</span>",,,,,,"By Marco Trujillo
(Reuters) - The volcanic eruption on La Palma that has sent spectacular rivers of molten lava running down the slopes of La Cumbre for nearly three months is the longest running on the Spanish island since records began in 1500, experts said on Sunday.
It began on Sept. 19 and Stavros Meletlidis, of the Spanish National Geographic Institute, said that was longer than any eruption on La Palma since records started over 500 years ago. 
Residents just wish it would stop so they could return to normal life. 

""People are fed up. As a local Palmero I took a break and went to Madrid to get some air,"" Juan Ernesto Pérez,57, of Los Llanos de Aridane told Reuters. 
The red-hot lava that lights up the night sky has been disruptive. According to the Copernicus disaster monitoring programme, lava flows have damaged or destroyed at least 2,650 buildings, forcing the evacuation of thousands of people from their homes on the island, part of the Canaries archipelego. 
 
"
