,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
0,"<span>Mar 08, 2022 06:21PM ET</span>","By Francois Murphy, John Irish and Parisa Hafezi
VIENNA (Reuters) -Western powers on Tuesday warned Russia against wrecking an almost completed deal on bringing the United States and Iran back into compliance with the 2015 nuclear accord, as Iran's top negotiator was set to return from consultations in Tehran.
Eleven months of talks to restore the deal which lifted sanctions on Iran in return for curbs on its nuclear programme have reached their final stages. 
But they have been complicated by a last-minute demand from Russia for guarantees from the United States that Western sanctions targeting Moscow over its invasion of Ukraine would not affect its business with Iran.
U.S. Under Secretary of State for Political Affairs Victoria Nuland said Russia was seeking to reap extra benefits from its participation in the effort to restore the nuclear agreement, but it will not succeed.
""Russia is trying to up the ante and broaden its demands with regard to the (nuclear deal) and we are not playing 'Lets make a deal',"" Nuland, the No. 3 U.S. diplomat, told a Senate Foreign Relations Committee hearing.
Iran's top negotiator Ali Bagheri Kani is due back in Vienna on Wednesday after unexpectedly returning to Tehran on Monday for consultations, an Iranian and a European official said.
The talks' coordinator, Enrique Mora of the European Union, said on Monday the time had come for political decisions to be taken to end the negotiations.
""The window of opportunity is closing. We call on all sides to make the decisions necessary to close this deal now, and on Russia not to add extraneous conditions to its conclusion,"" Britain, France and Germany said in a joint statement to the U.N. nuclear watchdog's 35-nation Board of Governors.
Iran has sought to remove all sanctions and it wants guarantees from the United States that it will not abandon the agreement once more, after then-U.S. President Donald Trump walked out of the deal in 2018 and reimposed sanctions.
Diplomats have said until now that several differences still needed to be overcome in the talks, including the extent to which sanctions on Iran, notably its elite revolutionary guards, would be rolled back and what guarantees Washington would give if it were to again renege on the deal.
Two Western officials said there was now a final text on the table and those issues had been resolved.
While they couldn't rule out further last-minute surprises, they said the last big open question was whether Russia's demands were manageably narrow and limited to nuclear cooperation spelled out in the agreement, as Moscow's envoy to the talks has told other parties, or much broader, as Russian Foreign Minister Sergei Lavrov has described them.
""We are very close to an agreement. It is essential we conclude while we still can,"" France's Foreign Ministry spokeswoman Anne-Claire Legendre told reporters in a daily briefing.
""We are concerned by the risks that further delays could weigh on the possibility of concluding,"" she said.
COMMON INTEREST
Moscow threw the potential wrench in the works on Saturday, just as months of indirect talks between Tehran and Washington in Vienna appeared to be headed for an agreement, with Lavrov saying the Western sanctions over Ukraine had become a stumbling block for the nuclear deal.
The EU's Mora and Russia's top negotiator Mikhail Ulyanov held talks in Vienna on Tuesday evening, exchanging views on the ""current developments and way ahead,"" Moscow's envoy said on Twitter (NYSE:TWTR).
Western officials say there is common interest in avoiding a nuclear nonproliferation crisis, and they are trying to ascertain whether what Russia is demanding regards only its commitments to the Iran deal. That would be manageable, but anything beyond that would be problematic, they say.
The new agreement would lead to Russia taking in excess highly enriched uranium that would be taken out of Iran to bring Tehran back into compliance with the original deal's caps on the purity and amount of the enriched uranium it is stockpiling.
Rosatom, a state-run company formed by Russian President Vladimir Putin in 2007, is key to that and has still not been added to Western sanctions.

U.S. Secretary of State Antony Blinken played down the issue during a visit to Estonia on Tuesday and said Russia and the United States still shared a desire to prevent Iran from acquiring a nuclear weapon.
European negotiators from France, Britain, and Germany had already temporarily left the talks as they believed they had gone as far as they could go and it was now up to the two main protagonists to agree on outstanding issues.
(additional reporting by Dubai Newsroom, Simon Lewis and Andrius Sytas in Tallinn; Writing by John Irish and Dominic Evans; Editing by Jonathan Oatis, Nick Macfie and Richard Pullin)",,,,,
1,"<span>Mar 08, 2022 06:00PM ET</span>",,,,,,"By Sarah N. Lynch
WASHINGTON (Reuters) -The U.S. Department of Homeland Security's intelligence office was aware in advance about threats connected to the Jan. 6, 2021, attack on the Capitol, but failed to warn other law enforcement offices until it was too late, the department's internal watchdog has found.
The new report from the DHS inspector general paints a critical picture of the Office of Intelligence and Analysis (I&A), which it says failed at least three times to disseminate intelligence about the storming of the building by then- President Donald Trump's supporters, who wanted to block Congress' certification of his November 2020 election defeat.
More than 140 police officers were assaulted, as were members of the media. One of the rioters, Ashli Babbitt, died after she was shot by Capitol Police as she climbed through a doorway. 
Since the attack, more than 775 people have been criminally charged.
""In the weeks before the events at the U.S. Capitol, I&A identified specific open source threat information related to January 6 but did not issue any intelligence products about these threats until January 8,"" the report says, adding that some of the missteps came from ""inexperienced collectors"" who received ""inadequate training"".
In one example, a field office division tried to share intelligence suggesting the right-wing group the Proud Boys planned to shut down the Washington, D.C. water system at 11:29 a.m. on Jan. 6.
The former chairman of the Proud Boys, Enrique Tarrio, was charged on Tuesday, just a few hours after the inspector general's report was released, for conspiring with fellow members to block President Joe Biden's election victory from being certified by lawmakers.
Other cryptic messages uncovered by intelligence-gatherers included people who openly discussed sharing maps of the U.S. Capitol building.
""I found a map of all the exits and entrances to the Capitol building,"" one person wrote to another on Jan. 2, 2021. ""I feel like people are actually going to try and hurt politicians. Jan 6th is gonna be crazy.""
In response to the report, John Cohen, a senior official with the Office of Intelligence and Analysis, said he concurred with the report's findings and recommendations, which call for additional training and more timely reporting on urgent open source threat intelligence.

“As Secretary (Alejandro) Mayorkas has said, the attack on the U.S. Capitol on January 6, 2021 was a violent assault on our democracy,"" a DHS spokesperson said.
The spokesperson added that the DHS ""has strengthened intelligence analysis, information sharing, and operational preparedness"" since the attack.
 
"
2,"<span>Mar 08, 2022 05:25PM ET</span>",,,,,,"By Jonathan Stempel
NEW YORK (Reuters) -A U.S. judge on Tuesday ordered the dismissal of Virginia Giuffre's lawsuit accusing Britain's Prince Andrew of sexually abusing her when she was underage, as Britain's finance ministry confirmed that no public funds were used in their settlement.
The dismissal by U.S. District Judge Lewis Kaplan in Manhattan federal court had been requested by Giuffre and Andrew, and was expected following the settlement announced on Feb. 15 between Giuffre and Queen Elizabeth's second son.
That accord included an undisclosed payment, with Andrew making a ""substantial donation"" to Giuffre's charity in support of victims' rights.
Andrew, the Duke of York, did not admit wrongdoing in agreeing to settle the civil lawsuit. He has not been accused of criminal wrongdoing.
The finance ministry issued its comment after The Sun, a British tabloid, said Andrew's older brother Prince Charles was bankrolling most of the settlement, with the queen chipping in.
Giuffre's case had focused on Andrew's friendship with the late Jeffrey Epstein, the financier and sex offender who the 38-year-old Giuffre said also sexually abused her.
Andrew, 62, denied Giuffre's accusations that he forced her to have sex when she was 17 at the London home of Epstein associate Ghislaine Maxwell, Epstein's mansion in Manhattan, and Epstein's private island in the U.S. Virgin Islands.
The allegations and Andrew's relationship with Epstein severely damaged the prince's reputation, forcing him to give up his royal patronages and no longer be known as ""His Royal Highness.""

In a statement announcing the settlement, Andrew said he regretted his association with Epstein, and accepted that Giuffre had suffered as an abuse victim.
Epstein killed himself at age 66 in a Manhattan jail in August 2019 while awaiting trial on sex trafficking charges. Maxwell is seeking a new trial after being convicted in December of recruiting and grooming underage girls for Epstein to abuse.
 
"
3,"<span>Mar 08, 2022 01:31PM ET</span>","By Patricia Zengerle, Jonathan Landay and Doina Chiacu
WASHINGTON (Reuters) - Leaders of U.S. spy agencies said on Tuesday that Russian President Vladimir Putin may intensify the assault on Ukraine despite military setbacks and economic hardships resulting from international sanctions, setting up ""an ugly next few weeks.""
They estimated that 2,000 to 4,000 Russian troops had died and said Russia was feeling the effects of sanctions, but the situation could become much worse for Ukrainians, with food and water supplies in Kyiv possibly running out within two weeks.
""Our analysts assess that Putin is unlikely to be deterred by such setbacks and instead may escalate,"" Director of National Intelligence Avril Haines told the annual House of Representatives Intelligence Committee hearing on worldwide threats, where she testified with other intelligence agency directors.
Haines said Putin's announcement that he was elevating his nuclear forces' readiness was ""extremely unusual"" since the 1960s, but that intelligence analysts had not observed changes in Russia's nuclear posture beyond what was detected during previous international crises.
""We also have not observed force-wide nuclear posture changes that go beyond what we've seen in prior moments of heightened tensions,"" Haines said.
William Burns, director of the Central Intelligence Agency, echoed Haines' assessment that Russia is unlikely to back down. 
""I think Putin is angry and frustrated right now. He's likely to double down and try to grind down the Ukrainian military with no regard for civilian casualties,"" Burns said.
Burns said he and CIA analysts do not see how Putin can accomplish his goal of taking Kyiv and replacing President Volodymyr Zelenskiy's government with a pro-Moscow or puppet leadership.
""I fail to see how he can produce that kind of an end game and where that leads, I think, is for an ugly next few weeks in which he doubles down ... with scant regard for civilian casualties,"" Burns told the committee.
'DESPERATE' IN KYIV
Given reports that Russia is cutting off basic supplies to Kyiv, home to 2.8 million people, Lieutenant General Scott Berrier, director of the Defense Intelligence Agency, said the situation in Ukraine's capital could worsen quickly. 
""I don't have a specific number of days of supply that the population has. But with supplies being cut off, it will be somewhat desperate in, I would say, 10 days to two weeks,"" Berrier said.
Berrier said the United States did not have evidence that Russia had committed war crimes beyond what has appeared on social media. Berrier said that ""the bombing of schools and facilities that are not associated with the Ukrainian military certainly would indicate that he is stepping up right to the line if he hasn't done so already.""
Burns said China's leaders are ""unsettled"" by events surrounding the assault on Ukraine, despite refusing to condemn Russia or call the attack an invasion. 
""They did not anticipate the significant difficulties the Russians were going to run into. I think they are unsettled by the reputational damage that can come by their close association with President Putin; second by the economic consequences at a moment when they are facing lower annual growth rates than they've experienced for more than three decades,"" Burns added.
""I think they're a little bit unsettled about the impact on the global economy. And third, I think they're a little bit unsettled by the way in which Vladimir Putin has driven Europeans and Americans much closer together,"" Burns said.
The United States has done ""intensive intelligence-sharing"" with Ukraine, Burns said.
Berrier said his ""low confidence"" assessment was that 2,000 to 4,000 Russian troops have been killed.

Russia calls its actions in Ukraine a ""special operation"" that it says is not designed to occupy territory but to destroy its southern neighbor's military capabilities and capture what it regards as dangerous nationalists.
At the hearing, Democratic and Republican committee members praised the work done by the U.S. intelligence community ahead of the Russian invasion. 
 
",,,,,
4,"<span>Mar 08, 2022 01:18PM ET</span>",,,,,,"By David Lawder
WASHINGTON (Reuters) - The war in Ukraine has worsened a difficult period for women, who have seen major economic and social setbacks prompted by the COVID-19 pandemic, International Monetary Fund Managing Director Kristalina Georgieva told the U.N. Security Council on Tuesday.
Speaking via video link to a special Security Council meeting on International Women's Day, Georgieva said that women disproportionately bear the devastation of war but are the best hope for peace -- often as the first to bridge conflict divides.
""My heart goes to all the women bracing the horror of war, protecting their children, caring for the wounded, sacrificing for their countries, their communities, their families,"" Georgieva said. ""Today this is the fate of our sisters in Ukraine — we admire your courage, we share your pain, we stand with you.""
She said the conflict, along with the COVID-19 pandemic and other crises, are threatening to set back years of progress in gender equality.
""Take the pandemic. Globally, twice as many women as men lost their jobs due to the precarity of their employment, lower social protection, and often the burden of child care and unpaid work,"" Georgieva said.
Some 20 million girls in developing countries may never return to school in the pandemic's aftermath, which will likely significantly reduce their lifetime earnings potential.
Gender-based violence also has been on the rise in sub-Saharan Africa, and Georgieva said if countries in the region could reduce incidences to the global average, this could boost long-term economic output by some 30%.
""When women and girls can reach their full potential, they do better, economies do better, and that is to the benefit of everyone,"" she added.

The IMF is planning to present new strategies on fragile and conflict-affected states to its executive board on Wednesday, which will include gender inequality in identifying drivers of country instability, along with food insecurity, forced displacement and climate change, Georgieva said. 
When women participate in countries' decision-making processes, they help build more stable, resilient societies, Georgieva said, adding that women helped build peace processes from Northern Ireland to Colombia to Liberia in recent years. 
 
"
5,"<span>Mar 08, 2022 12:36PM ET</span>",,,,,,"By Luc Cohen
NEW YORK (Reuters) -A juror in Ghislaine Maxwell's sex abuse trial said on Tuesday that his failure to disclose that he had been sexually abused as a child on a pre-trial screening form was a ""huge mistake,"" but that he did not deliberately lie to get chosen for the jury.
Maxwell was convicted on Dec. 29 on five of the six counts she faced for helping the late financier and convicted sex offender Jeffrey Epstein sexually abuse underage girls.
Her lawyers demanded a new trial after Juror No. 50 told media including Reuters that he shared with other jurors his history of sexual abuse during deliberations. He said in the pre-trial screening questionnaire that he had not been sexually abused.
U.S. District Judge Alison Nathan said the juror's statements provided evidence that he responded falsely on the questionnaire. She questioned the juror about his responses at a Tuesday hearing in Manhattan federal court. 
""This is one of the biggest mistakes I've ever made in my life,"" Juror No. 50, who testified without revealing his name, said in court. 
He testified that he had been abused by a stepbrother and the stepbrother's friend when he was 9 and 10 years old. He said that looking back on the question, he should have answered ""yes"" when asked whether he had ever been abused, but that the experience did not bias him. 
In explaining his incorrect response, the juror said he ""flew through"" the questionnaire. 
""This is a terrible excuse, but I really didn't think I'd be chosen,"" Juror No. 50 testified. ""I never thought I would be one of those 12.""
Nathan asked if he had hoped to be selected. 
""I did not hope to be on this jury,"" the juror said. ""If you're going to serve jury duty, it might as well be something that's interesting. But I did not set out to get on this jury."" 
Legal experts told Reuters that not all instances of jurors failing to disclose information are significant enough to merit a new trial, noting that cases where verdicts were overturned often involved jurors who deliberately misled the judge in order to get selected.
Nathan granted the juror immunity from prosecution. The juror's lawyer had previously said the juror would invoke his constitutional right to avoid self-incrimination and decline to answer questions at the hearing. 
The juror signed the pre-trial screening form under penalty of perjury, meaning he could have faced legal consequences if found to have lied.

At the close of the hearing, Nathan instructed both prosecutors and the defense to submit briefs about the juror's testimony before she rules on Maxwell's request for a new trial.
Maxwell, 60, faces up to 65 years in prison. Epstein died by suicide in 2019 at the age of 66 in a Manhattan jail cell while awaiting trial on sex trafficking charges
 
"
6,"<span>Mar 08, 2022 12:32PM ET</span>","WASHINGTON (Reuters) - The United States assesses that Russia and Ukraine both still have the vast majority of their combat power available to them as the Russia's invasion enters its 13th day, a senior U.S. defense official said on Tuesday.

The official, who spoke on condition of anonymity, added that the United States has not seen indications that Russia was pulling troops from elsewhere in Russia to add the more than 150,000 forces it had pre-staged and deployed into Ukraine.
Russian forces have isolated the Ukrainian city of Mariupol but the United States did not believe they had advanced into the city itself yet, the official said. 
 
",,,,,
7,"<span>Mar 08, 2022 12:32PM ET</span>","By Pavel Polityuk and Natalia Zinets
LVIV, Ukraine (Reuters) -Ukrainian civilians and foreign students clutching bags and rucksacks fled the besieged city of Sumy in buses and cars on Tuesday in the first successful ""humanitarian corridor"" opened since Russia's invasion.
Ukraine accused Russian forces of shelling one evacuation route - from Mariupol in southern Ukraine - but Sumy's regional governor said a temporary ceasefire had held long enough for at least two convoys of vehicles to leave the northeastern city.
The first evacuation convoy met a column of more than 160 Russian military vehicles coming towards them on the road, said Sumy Governor Dmytro Zhyvytsky in televised comments. 
""Our column stopped on the side of the road and let the vehicles through, then continued on its path,"" he said.
People stood patiently on the snowy ground in Sumy, waiting for the evacuation buses. Many had packed as many belongings as they could into a single bag, and some had their children with them. All were wrapped in warm winter clothes.
Around 1,000 foreign students were among the first wave of evacuees, Zhyvytsky said.
Some civilians were also evacuated from the town of Irpin near the capital Kyiv. There were no reports of them coming under fire in Irpin, two days after Reuters witnesses said residents trying to flee were caught in Russian shelling. 
But foreign ministry spokesperson Oleg Nikolenko said the evacuation route from Mariupol had been shelled and local officials said people had been unable to leave the city, which has been under fire without water or power for over a week.
""Ceasefire violated!"" Nikolenko wrote on Twitter (NYSE:TWTR). ""Pressure on Russia MUST step up to make it uphold its commitments.""
There were no immediate reports of any casualties and Nikolenko gave no other details. Russia did not immediately comment on his remarks. 
Civilians have been trapped by fighting since Russian troops invaded Ukraine on Feb. 24. Humanitarian corridors from Mariupol failed on Saturday and Sunday, with each side accusing the other of continuing to fire.
Ukraine refused to use any humanitarian corridors offered by Russia that would have taken Ukrainians into Russian or Belarusian territory. 

Ukrainian officials say food, water and other supplies have been running low in some of the besieged cities, and some have warned of a ""humanitarian catastrophe"".
Moscow calls its actions in Ukraine a ""special military operation"" to disarm its neighbour and denies targeting civilians.
 
",,,,,
8,"<span>Mar 08, 2022 11:42AM ET</span>","BRUSSELS (Reuters) - Canada's Prime Minister Justin Trudeau said on Tuesday his country was sending 150 additional troops to Latvia and extending its military operations in eastern Europe, known as Operation Reassurance, following Russia's invasion of Ukraine.
The Canadian forces were first sent to Europe in response to Russia's 2014 annexation of Crimea and extended to Latvia in 2016. He did not go into details. 

During the visit to Latvia with Trudeau, NATO Secretary-General Jens Stoltenberg said that Russia's President Vladimir Putin had ""seriously underestimated"" Ukraine as well as that of NATO's resolve.
Spain's Prime Minister Pedro Sanchez, also in Latvia, said Putin was ""alone"" and that the world was with Ukraine. 
 
",,,,,
9,"<span>Mar 08, 2022 11:06AM ET</span>","VIENNA (Reuters) - There is very little time left for diplomacy to revive the 2015 Iran nuclear talks, the United States said in a statement to the U.N. nuclear watchdog's 35-nation Board of Governors on Tuesday.

""There is some but very little time remaining for steadfast diplomacy to put us on the collective path to a mutual return to full implementation of the JCPOA,"" the statement to the quarterly board meeting said, using the deal's full name, the Joint Comprehensive Plan of Action.
""Should these negotiations succeed, such a return would be a significant achievement of international diplomacy and mark a new era in our approach to Iran’s nuclear programme."" 
 
",,,,,
