,company,date,title,content
0,By Reuters,"<span>Feb 22, 2021 04:05AM ET</span>",Indonesia president warns of forest fires as hot spots detected,"JAKARTA (Reuters) - Indonesian President Joko Widodo said on Monday local authorities should get prepared for potential forest fires later this year as hot spots had been detected on the island of Sumatra. 
The Southeast Asian country has suffered some of the biggest tropical forest fires outside the Amazon (NASDAQ:AMZN) and Congo in recent years, putting at risk endangered animals like orangutans and tigers and sending choking haze across the region.
""Ninety-nine percent of forest fires are perpetrated by humans, whether intentional or out of negligence,"" Jokowi, as the president is widely know, said in a virtual meeting with officials. 
Farmers often used fire as a cheap land clearing method, the president said, calling on local governments to get forest fire containment infrastructure ready.
Jokowi said Sumatra is facing a rising risk of forest fires this month and warned that the Kalimantan region on Borneo island, as well as Sulawesi island, could also start seeing forest fires in May to July, with the peak expected in the August to September period.
The president said the fires could cause considerable financial losses and ""not to mention the damage to our ecology and ecosystem."" 
Fires, sometimes set to clear land for palm oil plantations in the world’s top producer of the commodity, were the most damaging in years in 2015, with the World Bank estimating they caused $16.1 billion of damage.
Meanwhile, fires in 2019 caused total damage and economic loss amounting to at least $5.2 billion, equal to 0.5% of gross domestic product, the World Bank said. (https://reut.rs/3qJCnwH)
State news agency Antara, citing a meteorology official, reported that number of hot spots in Riau province on Sumatra island has jumped to 63 as of Monday, from nine a day earlier. 

($1 = 14,110.0000 rupiah)
 
"
1,By Reuters,"<span>Feb 22, 2021 04:05AM ET</span>",Exclusive: Indonesian plan calls for Southeast Asia to hold Myanmar junta to election pledge,"By Tom Allard
JAKARTA (Reuters) - Indonesia is pushing Southeast Asian neighbours to agree on an action plan over Myanmar's coup that would keep the junta to its promise of holding elections, with monitors to ensure they are fair and inclusive, three sources familiar with the move said.
The proposal from the biggest regional nation falls short of the public demands of protesters and some Western countries for the immediate release of elected leader Aung San Suu Kyi and the recognition of the Nov. 8 ballot her party won in a landslide.
Two senior officials, speaking on condition of anonymity, told Reuters a diplomatically-led solution had to focus on preventing bloodshed and helping the military to honour its commitment to hold a new election and hand power to the winner.
Protesters have scorned the junta's promise of a new election, saying it should recognise the one held last year. The army staged the coup after the electoral commission rejected its accusations of fraud in the November poll.
But the junta has not given a timetable for a fresh vote.
The U.N Security Council, China, the European Union and the United States, among others, have urged the Association of Southeast Asian Nations (ASEAN) regional grouping to help mediate in the crisis. 
The Indonesian plan also calls for ASEAN to facilitate dialogue between the junta and protesters, according to the two officials, and a third source familiar with it.
An Indonesian foreign ministry spokesman declined to comment on the proposal, saying Foreign Minister Retno Marsudi ""will make an announcement after she has completed her consultations with other ASEAN foreign ministers"".
Retno has been travelling across Southeast Asia to rally support among ASEAN's disparate membership for a special summit of foreign ministers on the Myanmar crisis.
Indonesia's proposal has strong support from several ASEAN countries, but the diplomatic effort underway is challenging, the three sources said. 
ASEAN is governed by consensus decision-making.
Its members range in diversity from Indonesia, the world's third biggest democracy, to communist one-party states Vietnam and Laos and one of the world's last absolute monarchies, Brunei. Myanmar is also a member, as are Cambodia, Malaysia, the Philippines, Singapore and Thailand. 
One of the senior officials said denouncing the coup was easy but concrete progress depended on engaging with the secretive military, a task ASEAN was best placed to execute, given its regional standing and relationships.
""This is our family so our approach will be different,"" the official added.
The two senior officials, and a regional diplomat, told Reuters that some ASEAN countries and Indo-Pacific nations were involved in ""back channel"" talks with some of the junta, urging compromise and no repeat of past bloody crackdowns on dissent.
""The message we want to send to Myanmar is you are facing a different situation to the past,"" the senior official said.
But persuading Myanmar to participate in the proposed ASEAN special summit was proving difficult, the two senior officials said. Initially, it rejected an invitation from ASEAN chair Brunei, saying the coup could be discussed at a scheduled meeting of ASEAN foreign ministers in August.
Myanmar's government spokesman and foreign minister did not respond to requests from Reuters for comment.
One possible compromise was to hold the summit at the ASEAN secretariat in Jakarta and not explicitly say it was about Myanmar, the two officials said.
It was crucial for ASEAN to act strongly on Myanmar, said
Dewi Fortuna Anwar, a foreign policy analyst based in Jakarta.

""If ASEAN does nothing, it will lose credibility,"" she said. ""Its claims to centrality in the Indo-Pacific will be shot down."" 
 
"
2,By Reuters,"<span>Feb 22, 2021 03:50AM ET</span>",Dutch investigate why Boeing 747 lost engine parts shortly after take off,"AMSTERDAM (Reuters) - The Dutch Safety Board said it was investigating what had caused a Boeing (NYSE:BA) 747-400 to lose parts of an engine shortly after taking off from Maastricht airport on Saturday.
The cargo plane scattered mostly small metal parts over the southern Dutch town of Meerssen on Saturday afternoon, causing damage to cars and lightly injuring one woman, local media said.
""Our investigation is still in a preliminary phase, it is too early to draw conclusions,"" a spokeswoman for the Dutch Safety Board said on Monday.
Witnesses said they saw fire in one of the engines of the plane, which landed safely at Liege airport in Belgium, some 30 kilometres (19 miles) south of Maastricht.
Boeing said on Sunday that it was recommending airlines halt flights of 777 airplanes, after a United Airlines plane of that type scattered debris over Denver in the United States at the weekend after its right engine failed.
 
"
3,By Reuters,"<span>Feb 22, 2021 03:42AM ET</span>","White supremacy a 'transnational threat', U.N. chief warns","GENEVA (Reuters) - United Nations Secretary-General Antonio Guterres warned on Monday that white supremacy and neo-Nazi movements are becoming a ""transnational threat"" and have exploited the coronavirus pandemic to boost their support.
    Addressing the U.N. Human Rights Council, Guterres said the danger of hate-driven groups was growing daily. 
    ""White supremacy and neo-Nazi movements are more than domestic terror threats. They are becoming a transnational threat,"" he told the Geneva forum. Without naming states, Guterres added: ""Today, these extremist movements represent the number one internal security threat in several countries.""  
    In the United States, racial tensions simmered during the turbulent four-year presidency of Donald Trump. His successor Joe Biden has said the Jan. 6 siege of the U.S. Capitol by Trump supporters was carried out by ""thugs, insurrectionists, political extremists and white supremacists"".
    ""Far too often, these hate groups are cheered on by people in positions of responsibility in ways that were considered unimaginable not long ago,"" Guterres said. ""We need global coordinated action to defeat this grave and growing danger.""
U.N. High Commissioner for Human Rights Michelle Bachelet is to report to the council on March 18 on systemic racism against people of African descent. The global inquiry was launched after George Floyd died in Minneapolis last May when a white police officer knelt on his neck for nearly nine minutes.
    Guterres also accused authorities in some countries of using the COVID-19 pandemic to deploy ""heavy-handed security responses and emergency measures to crush dissent"".
    ""At times, access to life-saving COVID-19 information has been concealed - while deadly misinformation has been amplified - including by those in power,"" he said.
    Guterres warned about the power of digital platforms and the use and abuse of data. 

    ""I urge all Member States to place human rights at the centre of regulatory frameworks and legislation on the development and use of digital technologies,"" he said. ""We need a safe, equitable and open digital future that does not infringe on privacy or dignity.""
 
"
4,By Reuters,"<span>Feb 22, 2021 03:04AM ET</span>",Hong Kong leader gets China's Sinovac vaccine to bolster public confidence,"HONG KONG (Reuters) - Hong Kong's leader Carrie Lam received China's Sinovac vaccine on Monday together with top officials at a live televised event to bolster public confidence ahead of the vaccine's rollout in the global financial hub this week. 
Sinovac is the first COVID-19 vaccine to be introduced in Hong Kong, ahead of the Pfizer/BioNTech vaccine set to arrive in the Chinese special administrative region before the end of February.
The city's vaccine rollout has lagged other developed cities and is far behind mainland China which started last July.
Lam, dressed in a white t-shirt, was filmed receiving the first vaccine in a centre set up at Hong Kong's central library. Her cabinet ministers including Health Secretary Sophia Chan and Chief Secretary for Administration Matthew Cheung lined up to get vaccinated after her.
Lam appealed to all residents to take the vaccine during a press briefing following her vaccination.
""This requires the full collaboration of the people of Hong Kong to help Hong Kong's society to recover as soon as possible.""
Health Secretary Chan told Reuters the government was trying to reassure residents worried about taking Sinovac, stating that standards had not been lowered to accept the vaccine and that there was no pressure from Beijing to get it approved.
One million doses of the Sinovac vaccine arrived from Beijing in the former British colony on Friday. Hong Kong's 7.5 million residents can get vaccinated from Feb 26 after applying online.
Residents will be allowed to choose the type of vaccine, the government said.
Anti-mainland sentiment has increased in Hong Kong since 2019 when protesters took to the streets to demonstrate against what they see as Beijing's strengthening hold over the territory.
A January survey by the University of Hong Kong found that fewer than 30% of people questioned said they would accept the Sinovac vaccine. 

Hong Kong has secured a total of 22.5 million doses of COVID-19 vaccines from  Pfizer  (NYSE:PFE), Sinovac and AstraZenca. The city has recorded around 10,800 cases since last January and 197 deaths. 
 
"
5,By Reuters,"<span>Feb 22, 2021 02:55AM ET</span>","China says China, U.S. and Europe should work together to uphold multilateralism","BEIJING (Reuters) - China, the United States and Europe should work together to uphold multilateralism, after U.S. President Joe Biden called for democracies to coordinate their approach to China, foreign ministry spokesman Wang Wenbin said at a briefing on Monday.

Biden on Friday drew a sharp contrast with the foreign policy of his predecessor, Donald Trump, and urged democracies to work together to challenge abuses by autocratic states such as China and Russia.
 
"
6,By Reuters,"<span>Feb 22, 2021 02:38AM ET</span>",Niger's ruling party candidate Bazoum in early lead with 54.1% vote share,"DAKAR (Reuters) - Niger's ruling party candidate Mohamed Bazoum has taken a small early lead in the second round of the West African nation's presidential election, data released by the electoral commission showed on Monday.

The provisional results from 38 out of a total 266 constituencies showed Bazoum was leading his challenger, former president Mahamane Ousmane, winning a 54.1% share of votes counted so far.
 
"
7,By Reuters,"<span>Feb 22, 2021 02:25AM ET</span>",U.N. refugee agency calls for rescue of Rohingya stranded in Andaman Sea,"(Reuters) - The United Nations refugee agency on Monday called for the immediate rescue of a group of Rohingya refugees who were adrift in their boat in the Andaman Sea without food or water, many of whom were ill and suffering from extreme dehydration. 
The agency said it understood some passengers had died, with fatalities rising over the weekend on a boat it said had left the coastal district of Cox's Bazar in Bangladesh about 10 days ago and had experienced engine failure. 
""In the absence of precise information as to the refugees' location, we have alerted the authorities of the relevant maritime states of these reports and appealed for their swift assistance,"" the U.N. High Commissioner for Refugees (UNHCR) said in a statement. 
""Immediate action is needed to save lives and prevent further tragedy,"" it said, offering to support governments by providing humanitarian help and quarantine measures to those rescued. 
A senior Indian Coast Guard official told Reuters the boat has been tracked and was reported to be safe but did not yet know the condition of those aboard. 
The Rohingyas are a Muslim minority that has suffered persecution in Buddhist-majority Myanmar and many have fled in rickety boats, encountering often perilous journeys in the hope of reaching Malaysia and Indonesia. 
Hundreds of thousands of Rohingya fled a deadly crackdown by Myanmar's security forces in 2017 and poured into neighbouring Bangladesh, where about a million live in poor conditions in sprawling refugee camps, unable to work or leave without government permission. 
 
"
8,By Reuters,"<span>Feb 22, 2021 01:45AM ET</span>",Philippines approves Sinovac vaccine but not for all health workers,"MANILA (Reuters) - The Philippines has approved Sinovac Biotech's COVID-19 vaccine for emergency use, but will not give it to healthcare workers at risk of exposure due to its varying levels of efficacy, its Food and Drugs Agency (FDA) said on Monday.
Late-stage trial data of Sinovac's vaccine showed it had a lower efficacy when used for healthcare workers exposed to COVID-19 compared with healthy individuals age 18-59, said FDA chief Rolando Enrique Domingo.
The Philippines has about 1.4 million health workers. 
""According to our experts, (Sinovac's) vaccine is not the best vaccine for them,"" Domingo said in a briefing, referring to health workers. 
He cited results of clinical trials of Sinovac's CoronaVac in Brazil, Turkey and Indonesia. 
CoronaVac is the third candidate to get emergency approval for use in the Southeast Asian nation of over 108 million.
That clears the way for the delivery of 600,000 doses of the Sinovac vaccines that China has agreed to donate, which were due to arrive on Tuesday but had been delayed because of the absence of the authorisation.
The Philippines, which has the second highest of coronavirus infections and deaths in Southeast Asia, has yet to begin its immunisation campaign.
It was banking on 117,000 Pfizer-BioNTech shots secured through the international vaccine sharing facility COVAX to kick off its vaccine programme. 
However, the unresolved question of who would pay for claims for damages in the event of adverse effects from the inoculations has delayed the delivery. 
A bill is pending in Congress that seeks to grant indemnity to coronavirus vaccine makers.

""We ask for your patience because the vaccines were delayed by a few days, but we can finally begin the vaccination,"" Presidential spokesman Harry Roque said in a separate briefing.
 
"
9,By Reuters,"<span>Feb 21, 2021 11:45PM ET</span>",Strike threat by South Korean doctors fans fears of vaccine rollout disruption,"By Sangmi Cha and Hyonhee Shin
SEOUL (Reuters) - Doctors in South Korea have threatened a protest strike against legislation to strip them of licences following criminal convictions, sparking fears about possible disruption of a coronavirus vaccination effort set to begin this week. 
Healthcare workers are scheduled to receive the first batch of AstraZeneca (NASDAQ:AZN)'s vaccine from Friday, as South Korea looks to protect 10 million high-risk people by July, on its way to reaching herd immunity by November. 
But over the weekend, the Korean Medical Association (KMA), the largest grouping of doctors, said it would go on strike if parliament passed the bill to revoke the licences of doctors getting jail terms.
""The bill might result in ordinary, innocent doctors being stripped of their licences and falling into hell because of an accident that has nothing to do with their job, or lack of legal knowledge,"" spokesman Kim Dae-ha said in a statement on Monday.
Association president Choi Dae-zip has called the bill ""cruel"", saying its passage into law would ""destroy"" current cooperation with the government to treat the virus and carry out the vaccine campaign.
No date has been set yet for the strike, the KMA told Reuters, however.
The standoff stoked concern that any strike of doctors could slow the rollout at a time when authorities are scrambling to allocate medical personnel to about 250 inoculation centres and 10,000 clinics nationwide.
Discord over the bill was undesirable ahead of the vaccine rollout, the health ministry said, adding that the doctors' association was in the grip of a ""misunderstanding"" about it.
Parliament has been seeking to revise the Medical Service Act to ban physicians guilty of violent crimes, such as sexual abuse and murder, from practicing their skills. 
Ruling party lawmakers pushing for the bill denounced the association, saying it was trying to ""take public health hostage to maintain impunity from heinous crimes"". 
The group of nearly 140,000 has a long history of medical policy disputes with the government.
Many hospitals were depleted of staff during the pandemic last year when it steered weeks-long walkouts over plans to boost the number of medical students, build medical schools, ease insurance coverage and increase telemedicine options.
That action spurred hundreds of thousands of Koreans to file presidential petitions urging punishment for the doctors, as polls showed 58% of respondents opposed the strike. There are no surveys yet on the latest stalemate. 
Last week, a government poll showed almost 94% of 367,000 healthcare workers aged 64 or younger in priority groups said they were ready to take the AstraZeneca vaccine, despite concerns over its efficacy in older people. About 95% said they would accept  Pfizer  (NYSE:PFE) products. 
South Korea reported 332 new virus infections by Sunday, taking its tally to 87,324, and a death toll of 1,562.

(Interactive graphic tracking global spread of coronavirus: https://graphics.reuters.com/world-coronavirus-tracker-and-maps)
 
"
