,company,date,title,content
0,By Investing.com,"<span>Apr 28, 2020 05:42AM ET</span>",StockBeat: KPMG Report Fails to Clear Wirecard,"By Geoffrey Smith 
Investing.com -- At last - a corporate news story that has nothing to do with Covid-19!
Sadly, it’s not a good one. German payments company Wirecard (DE:WDIG) - a darling of retail investors for years and a rare example of a German startup success on an exchange dominated by 20th century stalwarts -  has failed to banish accusations of improper accounting - principally by the Financial Times - that have dogged it for the last three years.
Wirecard stock fell as much as 22% in early trading in Frankfurt, before retracing to be down only 17.5%, after a special audit by KPMG concluded that it couldn’t validate the company’s accounts for 2016-2018 because it hadn’t received all the information that it considered necessary.  As a result, Wirecard has also been forced to postpone the publication of its annual accounts for 2019, which was scheduled for Thursday.
Wirecard, as usual, front-ran the bad news with its own (much more positive) spin.
“Incriminating evidence for the public allegations of balance sheet forgery has not been identified,” it said in a statement on its website. “With respect to all four areas of the audit - Third Party Acquiring business (TPA), Merchant Cash Advance (MCA)/Digital Lending as well as the business activities in India and Singapore -  no significant findings have been made, which would require an adjustment of the annual accounts 2016-2018.”
KPMG, however, said that it couldn't be sure that Wirecard had given it all the information necessary for its investigation.
“A final declaration of completeness was asked for by us but was, however, not provided by the management by the end of our investigation on April 27,” the accountants said. They also accused the company of taking months to provide the information they had asked for. 
“As a result, we cannot say definitively that these documents and information are complete, correct and free of contradiction,"" KPMG said. ""Similarly, we cannot judge whether all the information and evidence relevant to our judgment have been made accessible. In that regard, we cannot rule out that we would have come to a different conclusion with additional information and documents.”
As for validating the last three years’ accounts, KPMG noted that its mandate had been restricted to examining specific documents and matters related to them. As such, it said, the audit “cannot endorse the correctness of published accounts in general.”
Wirecard retorted that it couldn’t provide the data KPMG wanted because it was the property of third parties, so it provided its own numbers instead.
The investigation included, but was not limited to, allegations by the Financial Times that Wirecard used a Dubai-based entity, Al Alam Solutions, to inflate sales and profit figures. Wirecard, which initially sued the FT in response, has called the claims “nonsense”.
For the most part, investors have been happy to take the Aschheim-based company’s word over the FT’s, buying into a narrative that the allegations are just the expression of envious Anglo-Saxons in league with evil short-sellers.
However, the stock’s reaction on Tuesday suggests something may have shifted in perceptions. The glaring difference between KPMG’s conclusions and the company’s spin is not a good look, and investors don’t like being told that they cannot trust their own eyes, even by someone who has made them rich.
The news leaves the stock effectively where it was two years ago, and down 45% from its 2018 peak.
 
 
 "
1,By Reuters,"<span>Apr 28, 2020 05:30AM ET</span>",Norwegian Air slightly amends terms of conversion plan after talks with bondholders,"OSLO (Reuters) - Norwegian Air (OL:NWC), the budget carrier that is fighting for its survival, has made some amendments to the terms of its debt-to-equity conversion plan in response to demands from bondholders, it said on Tuesday. 
On Monday the airline published the full details of a plan that may help it survive the coronavirus outbreak, if creditors and shareholders give it a green light. 
""The revised proposal to the bondholders reflects that the company continues to make progress with its other stakeholders,"" Norwegian Air said in a statement.
If the swap is not approved, Norwegian has said, the company would run out of cash by mid-May. It has grounded 95% of its fleet, leaving just seven aircraft in operation.
Among the changes, Norwegian Air proposes to convert 50% of the value of two of the bonds into shares, rather than 60% as first proposed, and 80% of the value of a third bond into shares, rather than 85% as first proposed.

Bondholders will vote on the proposals on Thursday. If they approve the terms, the proposal is then put to a vote to shareholders on Monday.
 
"
2,By Reuters,"<span>Apr 28, 2020 05:25AM ET</span>","Another day, another 20% plunge in WTI oil","By Marc Jones
LONDON (Reuters) - Another big fall in oil prices dragged hordes of petrocurrencies under on Tuesday but even an HSBC warning of mounting bad credit and a near 80% plunge in  BP  (LON:BP)'s profits could not keep stock markets down for long.
There was some relatively good news to go with the bad and ugly numbers.
Plans to ease major economies out of coronavirus lockdowns were continuing, UBS lifted European banks 4% with reassuring earnings, while Italy's bonds recovered further after it had dodged a damaging credit rating downgrade on Friday. 
Oil was total carnage though. U.S. WTI (CLc1), which went negative last week, dived 20% in Europe after a scramble by the United States Oil Fund (USO) (P:USO), the largest oil-focused U.S. exchange-traded product, to shift its holdings had underscored the dwindling capacity to store excess supply.
Benchmark brent Brent (LCOc1) was down a more manageable 4.7% but it was still below $19 a barrel which is miles beyond where even the most efficient producer countries can balance their national finances. 
Petrocurrencies were hit too. Canada's dollar  and the Norweigen crown  were both around 0.2% lower, Russia's rouble  was down nearly 0.4%, while Brazil's record low real  and Indonesia's rupiah  had both tumbled 1% overnight. 
""Normally, a lower oil price disproportionately boosts consumer sentiment. However, the storage problem is due to reduced oil demand - if you are not putting petrol in your car, you will not notice the price,"" UBS Chief Economist Paul Donavan said.
""The good news is that the money saved by not buying petrol now may be spent later in the economic bounceback.""
Away from wild oil, there were signs that the market volatility triggered by the rapid spread of the coronavirus over the last few months was easing 
The U.S. stock market's so-called fear gauge, the VIX (VIX), was at its lowest in a month and the U.S. dollar was a tad softer against other major currencies (=USD) at 107.055 yen per dollar  and $1.08697 against the euro (EUR=EBS). 
MARKETS BUILD ON FEDROCK
Markets are looking for any forward guidance from the U.S. Federal Reserve, which meets later on Tuesday and is due to issue a statement on Wednesday. The European Central Bank then meets on Thursday. 
The Fed has led the global monetary policy response to the coronavirus pandemic by cutting interest rates to zero and aggressively buying bonds and corporate credit - a programme it extended overnight to include municipal debt of smaller U.S. cities.
Analysts said it was unlikely that the Fed would make further major policy moves, given the scope and depth of recent action to counter the economic damage caused by COVID-19.
Sweden's central bank had opted not to take its interest rates back into negative territory on Tuesday, sending its currency up 0.5% and to its highest in over a month. (EURSEK=D3) 
""The major central banks are at comparatively expansionary levels. All of them have beefed up asset purchases as much as they could. All of them are close to or even at the minimum lower interest rate bound,"" wrote Thu Lan Nguyen, an analyst at Commerzbank (DE:CBKG). 
""They are likely to remain there for the foreseeable future, which would point towards relatively stable exchange rates."" 
The ECB has had less room to manoeuvre on rates and announced an enormous bond-buying program. Still, bickering and indecision over a eurozone rescue package has some in the market expecting deeper action still, perhaps as soon as Thursday.
That has seen the euro left behind as expectations for an economic recovery from the pandemic has pressured the U.S. dollar and driven a rally in riskier currencies such as the Australian dollar.
Still, the fresh fall in oil put the brakes on the charging Aussie , which had climbed more than 1% earlier and has recovered nearly a fifth from a 17-year low struck last month.

Elsewhere the pound  rose 0.3% to $1.2456, having earlier been pressured after Prime Minister Boris Johnson warned it was too dangerous to relax a strict lockdown in Britain.
 
"
3,By Reuters,"<span>Apr 28, 2020 05:10AM ET</span>",Tesla's Musk nears $750 million options payday ahead of results,"By Noel Randewich
OAKLAND, Calif. (Reuters) - Tesla (NASDAQ:TSLA) Inc Chief Executive Elon Musk is on the cusp of a roughly $750 million payday as the electric carmaker's stock recovers from a slump caused by the coronavirus, which led the company to close its factories and furlough workers.
Shares of Tesla surged 10% on Monday ahead of the company's quarterly report this week, and in anticipation it could soon reopen its Fremont, California, plant after it was shuttered because of the pandemic. 
Monday's rally put Tesla's market capitalization at $145 billion. Importantly for Musk, its stock market value reached a six-month average of $96 billion. Hitting a six-month average of $100 billion would trigger the vesting of the first of 12 tranches of options granted to the billionaire to buy Tesla stock as part of his two-year-old pay package.
Each tranche gives Musk the option to buy 1.69 million Tesla shares at $350.02 each. Taking Monday's Tesla closing stock price of $798.75 as an example, Musk could sell those shares for a profit of $758 million.
Graphic - Elon Musk's options payout: https://fingfx.thomsonreuters.com/gfx/mkt/gjnpweexwpw/Musk%20payout.gif
Musk receives no salary or cash bonus, only options that vest based on Tesla's market cap and milestones for revenue and profit growth. Musk has already hit a growth target necessary for the first options to vest. 
A full payoff for Musk, who is also the majority owner and CEO of the SpaceX rocket maker, would surpass anything previously granted to U.S. executives. 
When Tesla unveiled Musk’s package in 2018, it said he could theoretically reap as much as $55.8 billion if no new shares were issued. However, Tesla has since issued shares to compensate employees, and last year it sold $2.7 billion in shares and convertible bonds.
The potential payout for Musk comes after Tesla said this month it would furlough all non-essential workers and implement salary cuts during a shutdown of its U.S. production facilities because of the coronavirus outbreak. The pandemic has slashed U.S. demand for cars and forced several other automakers to also furlough U.S. workers.
Tesla's quarterly report after the bell on Wednesday will show the damage done to global demand by the pandemic and the extent to which a recovery from the coronavirus in China, and a return to production at its Shanghai plant, are helping the U.S. carmaker. 
Investors will also focus on Tesla's cash burn related to its interrupted manufacturing and sales, and on Musk's expectations for consumer demand in a potential long-term global recession, Baird analyst Ben Kallo wrote in a client note last week. The closure of the Fremont plant came just as Tesla was increasing production of its new Model Y sport utility vehicle.
Analysts on average expect March quarter revenue to jump 30% to $5.9 billion, according to Refinitiv. That consensus revenue estimate is down from $6.7 billion at the start of February. Analysts on average expect a non-GAAP loss of 36 cents per share. 
When shareholders approved Musk's pay package, Tesla was valued at about $53 billion and it faced a cash crunch, production delays and increasing competition from rivals. The pay deal was viewed as massively ambitious because it implied the company's value could grow as much as ten-fold in 10 years, and its potentially huge size led some shareholders to oppose it. 
Tesla's market capitalization since then has expanded to nearly three times the combined values of General Motors (NYSE:GM) and Ford Motor (NYSE:F). 

Musk's subsequent options tranches would vest at $50 billion increments of Tesla market capitalization over the agreement's 10-year period, with the billionaire earning the full package if Tesla's market capitalization reaches $650 billion and the high tech vehicle maker achieves several revenue and profit targets.
 
"
4,By Reuters,"<span>Apr 28, 2020 05:05AM ET</span>",Bayer faces second investor reckoning over glyphosate litigation,"By Ludwig Burger and Patricia Weiss
FRANKFURT (Reuters) - Bayer (DE:BAYGn) on Tuesday faces its second annual investor reckoning over its handling of a wave of U.S. lawsuits claiming its glyphosate-based weedkillers cause cancer.
Criticism from investors at this year's annual shareholders' meeting - held in a virtual format with gatherings banned due to the coronavirus - will likely be less scathing than it was in 2019.
Bayer shares have plunged by about a third since August 2018, when the company lost the first U.S. lawsuit claiming Roundup - acquired via the $63 billion takeover of  Monsanto  (NYSE:MON) - causes cancer. 
At last year's meeting, Bayer's top management was handed an unprecedented show of shareholder disapproval with a 55.5 percent majority of shareholders voting against ratifying the executive board's business conduct.
Such a vote, which prominently wraps up every German AGM, has no bearing on management's liability or tenure but it is treated as a key gauge of investor sentiment.
Bayer reacted by stepping up efforts to settle the claims and appointing a veteran litigation lawyer to advise the supervisory board.
""We also took to heart the disappointing voting results at last year’s Annual Stockholders’ Meeting. We ... took on board the criticisms expressed and worked to improve,"" Chief Executive Werner Baumann said in prepared remarks addressing investors online on Tuesday.
In the run-up to the event, leading shareholder advisory firm ISS recommended a vote in favour of management and the supervisory board, seeing no evidence that fiduciary duties were breached in 2019.
Glass Lewis, another major proxy advisor, has said investors should abstain because Roundup proceedings were still pending.
Mutual fund firm Deka Investment, one of Bayer's largest German shareholders, said it would give management a vote of approval this time because Bayer had reacted to investor criticism. Deka had given them a thumbs-down last year.
""But with this vote we make an urgent call to bring clarity soon in the matter of litigation,"" said Ingo Speich, Deka's head of sustainability and corporate governance. 
Bayer on March 27 became the first German company to announce a move to hold its AGM online shortly after the German government laid the ground for such a switch.
Shareholders were only able to hand in written question in advance and are stripped of the opportunity to voice their views on management in front of fellow investors as is the norm in a regular meeting. 
The AGM will also see the retirement of Chairman Werner Wenning, who strongly supported CEO Werner Baumann's pursuit of Monsanto. He will be succeeded by Norbert Winkeljohann, a former executive at audit and consulting firm PricewaterhouseCoopers.

Bayer on Monday said the economic downturn and the need to preserve cash means it is taking a tougher stance in talks to settle claims over glyphosate, even as its earnings rose. 
 
"
5,By Reuters,"<span>Apr 28, 2020 04:50AM ET</span>",Japan automakers post 34% plunge in March global sales,"By Naomi Tajitsu
TOKYO (Reuters) - Japanese automakers saw a 34% fall in global vehicle sales in March when the coronavirus outbreak began to spread globally, and face a further tumble in the coming months. 
Toyota Motor Corp (T:7203), Nissan Motor Co (T:7201), Honda Motor Co (T:7267) and the country's four other major automakers posted retail sales of around 1.82 million cars worldwide, down from around 2.77 million a year earlier.

For the financial year ended March, their combined global sales fell 7.3% to 26.5 million vehicles, their lowest in 4 years, Reuters calculations showed based on individual automaker sales figures announced on Tuesday.
 
"
6,By Reuters,"<span>Apr 28, 2020 04:40AM ET</span>","BP hikes debt, keeps dividend as coronavirus hammers profits","By Ron Bousso and Shadia Nasralla
LONDON (Reuters) -  BP 's (L:BP) first-quarter profit tumbled by two thirds and its debt climbed to its highest in at least five years as the coronavirus crisis hammered oil demand, but the energy major kept its dividend despite warning of exceptional uncertainty.
London-based BP said it expected significantly lower refining margins in the second quarter when global restrictions on movement to halt the spread of the virus reached their peak, throttling consumption of gasoline, diesel and jet fuel.
BP shares were down 2% at 0750 GMT, as analysts questioned whether sticking with the dividend and hiking debt was a prudent strategy. The broader European energy index (SXEP) fell 0.9%.
""I can see many reasons why this recovery will take longer and therefore I think we're in this for quite some time,"" Chief Executive Bernard Looney, who took over in February, told Reuters.
The company said oil and gas production faced ""significant uncertainties"" linked to tumbling oil demand and plunging prices, as well as due to a deal between OPEC, Russia and other producers to cut global supplies of crude by about 10%.
BP reported an underlying replacement cost profit, its definition of net income, of $800 million, beating the $710 million forecast by analysts in a company-provided poll. The company reported $2.4 billion profit a year earlier.
But BP, whose net debt climbed to its highest since at least 2015, kept its dividend of 10.5 cents per share and said it had repurchased shares worth $776 million in the quarter.
Stuart Joyner, equities analyst at Redburn, said BP's ""large rise in net debt overshadows (its) underlying earnings beat.""
""Whilst the quarterly dividend was maintained at 10.5 cents, serious questions remain over its affordability,"" he added.
Including inventory charges of $3.7 billion for oil it holds, the company reported a loss of $4.4 billion.
Graphic - BP Q1 2020: https://fingfx.thomsonreuters.com/gfx/ce/bdwpkrryqvm/Pasted%20image%201588056193968.png
DIVIDEND QUESTION
BP has so far resisted cutting its dividend after raising it in February, even though some investors have said top oil and gas companies should consider reducing shareholder payouts.
Norway's Equinor became the first big oil firm to cut its dividend, reducing its first-quarter payout by two thirds and suspending a $5 billion share buyback.
BP, like its peers, responded to the 65% drop in oil prices in the first quarter by sharply reducing spending. The company slashed its 2020 budget by 25% to around $12 billion and reduced output at its U.S. shale operations.
Looney said BP aimed to reduce costs so it could generate profits and pay dividends at an oil price of $35 a barrel in 2021, down from a breakeven $56 a barrel in 2019. He said spending could be cut further next year.
Benchmark Brent crude (LCOc1) slumped to its lowest in two decades this month and was trading around $19 on Tuesday.
""The key question at this point is how far BP is willing to push the balance sheet in order to protect its dividend,"" RBC wrote in a note, adding that it could end up spending the rest of 2020 and 2021 trying to pay down debt to reduce its gearing.
BP's debt rose to $51.4 billion in the first quarter and its debt-to-capital ratio, or gearing, rose to 36%, significantly higher than its target of keeping it below 30%.
BP held $32 billion in liquidity at the end of the first quarter after it raised extra funds.
Cash flow slumped to $1 billion in the quarter, the lowest in at least six years, compared with $5.3 billion last year.
BP's output in the quarter reached 2.58 million barrel of oil equivalent, excluding its stake in Russia's Rosneft, and 2.9% lower than a year earlier.
It secured an average price of $31.80 per barrel of oil equivalent in the first quarter, a fifth less than a year ago.

Graphic - BP Q1 2020 cashflow: https://fingfx.thomsonreuters.com/gfx/editorcharts/nmovakxkvab/index.html
(R eporting by Ron Bousso and Shadia Nasralla; Editing by Edmund Blair) 
"
7,By Reuters,"<span>Apr 28, 2020 04:20AM ET</span>",In lockdown UK shoppers make fewer supermarket trips but spend more: Kantar,"LONDON (Reuters) - British grocery sales grew 5.5% year-on-year in the four weeks to April 19 as consumers adapted to life under coronavirus lockdown, making fewer trips to stores but spending more when there, industry data showed on Tuesday.
Market researcher Kantar said that while April's growth was significantly lower than March's record growth of 20.6% when Britons were building-up stocks for the lockdown, sales were still 524 million pounds ($652 million) higher than they were in April 2019.
It said on average, UK households shopped only 14 times for groceries over the four weeks, a record low and down from 17 in more normal times.
But the drop in shopping trips was matched by a corresponding uplift in the amount spent on each visit to 26.02 pounds - the highest figure ever recorded by Kantar and 7 pounds greater than last year.
The researcher said online sales accounted for 10.2% of the total grocery market, having been about 7% prior to the crisis, with the greatest increase among older shoppers.
In the 12 week period to April 19 total grocery sales rose 9.1% year-on-year.
Market leader  Tesco 's (L:TSCO) sales were up 7.2%, with  Sainsbury 's (L:SBRY), Asda (N:WMT) and Morrisons (L:MRW) up 8.4%, 3.5% and 4.3% respectively.

Sales at discounters Aldi and Lidl were up 8.8% and 14.8% respectively.
 
"
8,By Reuters,"<span>Apr 28, 2020 03:45AM ET</span>","European stocks inch higher as positive earnings counter oil, Wirecard slump","(Reuters) - European shares hovered near two-week highs on Tuesday as a slate of strong earnings reports from companies, including  Novartis  and UBS, outweighed a slump in oil prices and shares of Wirecard.
The pan-European STOXX 600 (STOXX) was up 0.1% by 0722 GMT, after closing at its highest level since mid-April on Monday as many countries planned to ease coronavirus-induced lockdown measures.
Europe's oil & gas sector (SXEP) shed 0.6% as oil prices (CLc1) (LCOc1) sank on concerns about dwindling crude storage capacity worldwide. 
London-based  BP  (L:BP) slipped 1.8% as it forecast significantly lower refining margins in the second quarter and its first-quarter profits tumbled by two-thirds as the health crisis hammered oil demand.
The biggest drag, however, was German financial services company Wirecard (DE:WDIG), which plunged 21.3% after it published results of an investigation by auditor KPMG.
Offering some respite to Europe's battered banking sector (SX7P), UBS (S:UBSG) gained 4.3% after reporting a 40% rise in January-March profit. 

Novartis (S:NOVN) rose 1% after it confirmed its 2020 targets as the pandemic prompted patients to stock up on their prescriptions in advance.
 
"
9,By Investing.com,"<span>Apr 28, 2020 03:38AM ET</span>",Stocks - Europe Largely Flat; Oil and Earnings in Focus,"By Peter Nurse 
Investing.com - European stock markets traded largely unchanged Tuesday, with investors wary of getting too involved ahead of key central bank meetings, against a background of weak earnings from the financial and oil sectors.
At 3:35 AM ET (0735 GMT), the U.K.'s FTSE index traded flat, France's CAC 40 was down 0.1%, while the DAX up 0.1%. The broader based Stoxx 600 Europe index climbed 0.3%. 
Oil futures slumped Tuesday after the largest U.S. oil exchange-traded fund said it would sell all its front-month crude contracts to avoid further losses as prices collapse. This renewed decline in oil prices has put a dampener on optimism about the easing of coronavirus-related restrictions seen globally.
At 3:35 AM ET, U.S. crude June futures traded 17% lower at $10.34 a barrel. The international benchmark Brent contract fell 4.7% to $21.98.
 BP  (LON:BP) fell 2% after its first-quarter profits tumbled by two-thirds, reflecting the drop in oil demand. The energy major's debt rose sharply as it defended its quarterly dividend payment.
Aside from oil, bank earnings have dominated the news flow Tuesday, with the banking sector in the spotlight.
Shares in UBS (NYSE:UBS) climbed 3.9% after the Swiss banking giant reported a 40% increase in first-quarter net profit, as clients increased trading activity during market turmoil sparked by the coronavirus outbreak.
By contrast, HSBC (LON:HSBA) dropped 1.4% after the London-headquartered bank reported a 48% slump in its year-to-year pretax profit, and a 5% drop in revenue, during the first quarter. of 2020 on Tuesday.
Shares in Delivery Hero (DE:DHER) rose 1.4% as the online takeaway food company reported that orders and revenues almost doubled in the first quarter as coronavirus lockdowns closed restaurants and prompted more people to order meals from home.
In economic news, French consumer confidence suffered its biggest ever monthly drop in April--falling to 95 from 103 in March, its lowest level since January 2019--amid the nationwide lockdown to contain the novel coronavirus.
These dire figures put the focus back on the central banks--the U.S. Federal Reserve finishes its two-day meeting on Wednesday while the European Central Bank meets on Thursday--amid rising expectations that these institutions could offer up more stimulus to boost economies that have been hit hard by the Covid-19 virus.
Elsewhere, gold futures fell 0.6% to $1,712.70/oz, while EUR/USD traded at 1.0828, flat on the day.
 "
