,company,date,title,content
0,By Seeking Alpha,"<span>Nov 09, 2018 01:17PM ET</span>",Scripps -4.7% after beat in Q3 with strong political ads,
1,By Investing.com,"<span>Nov 09, 2018 01:16PM ET</span>",Adobe Falls 3%,"Investing.com - Adobe (NASDAQ:ADBE) fell by 3.11% to trade at $242.19 by 13:15 (18:15 GMT) on Friday on the NASDAQ exchange.
The volume of Adobe shares traded since the start of the session was 1.17M. Adobe has traded in a range of $242.17 to $247.94 on the day.
The stock has traded at $254.1200 at its highest and $233.6200 at its lowest during the past seven days."
2,By Reuters,"<span>Nov 09, 2018 01:00PM ET</span>",Exclusive: Kuwait asks Dubai to release funds frozen in money laundering probe - letter,"By Davide Barbuscia
DUBAI (Reuters) - Kuwait's prosecutors have asked Dubai to release $500 million in funds belonging to a Kuwaiti private equity fund that were frozen as part of a money laundering investigation, according to a letter seen by Reuters.
The funds, held at a Dubai-based bank, were frozen at the behest of the United Arab Emirates (UAE) central bank in November 2017, according to a source with direct knowledge of the matter and legal documents and correspondence between parties involved in the case reviewed by Reuters.
According to a senior UAE official, the probe, which has not been previously reported, was undertaken by Dubai authorities to determine if funds sent from a bank in the Philippines to the Kuwaiti private equity fund's account in Dubai constituted money laundering.
The probe comes as the UAE tightens financial regulations to fight a perception among some foreign investors that it is a hot spot for illicit money flows owing to its free trade zones and geographic proximity to Iran, the target of U.S. sanctions.
But the freezing of funds, which Kuwait says are owed in part to two of its state entities, could test its relationship with regional ally Dubai, which has not disclosed the reason for the money laundering investigation.
In the letter, dated Oct. 16, Kuwait's attorney general asked his counterpart in Dubai to help release the funds.
The letter said two local government entities - the country's port authority and its pension fund - were owed a total of around $200 million.
""We ask for your constructive cooperation to order the release of the funds and transfer $125 million to Kuwait Port Authority's account and $79.2 million to the account of Public Institution for Social Security,"" the letter said. 
Both entities are among investors in Port Fund, a Cayman Islands-registered private equity fund.
The remainder of the frozen funds would be distributed to ""those (other) shareholders who have rights,"" the letter from Kuwait's attorney general said, without naming them.
The Kuwait public prosecutor's office did not respond to a Reuters request for comment about the content of the letter.
A Dubai government spokeswoman confirmed that an investigation into the funds frozen at Noor Bank was ongoing. Asked about the request by Kuwait's attorney general to release the funds, the spokeswoman said the government did not want to comment further on the matter.
Dubai authorities are investigating the initial transfer of the $500 million to an account held by Port Link, which manages Port Fund, at Dubai's state-owned Noor Bank, according to a July 2018 letter about the case sent by the UAE central bank governor to the country's ambassador in the United States.
The letter, also seen by Reuters, said the case related to ""money laundering offences"" linked to individuals in Kuwait ""suspected of public funds embezzlement and corruption.""
The letter did not name any individual and did not detail the allegations.
It said that at the time, Dubai and Kuwaiti state prosecutors were in contact with each other to investigate the lawfulness of the transaction.
U.S.-based law firm Crowell and Moring, which represents Port Fund, told Reuters that the money was a legitimate payment after Port Fund sold its investments in the Philippines.
The firm said that aside from the two Kuwaiti state entities, international investors, institutional investors in the Gulf and creditors – including U.S. advisers – were also owed some of the frozen funds.
The $496 million in question was transferred on Nov. 14, 2017, by Philippine bank BDO Unibank to Port Link's account in Dubai, according to interbank messages seen by Reuters between BDO and Citibank, which acted as the U.S. intermediary involved in the transfer.
BDO said in a statement to Reuters the transaction was legitimate and complied with all banking rules. A Citi spokesman declined to comment.
Susan Shoury, a spokeswoman for Noor Bank, said the bank is committed to the highest standards of compliance, governance and internal controls.
 
"
3,By Seeking Alpha,"<span>Nov 09, 2018 12:53PM ET</span>",New Nuance bylaws set ability to call special meetings,
4,By Seeking Alpha,"<span>Nov 09, 2018 12:50PM ET</span>",Nvidia and Nike among those seen boosting dividends,
5,By Seeking Alpha,"<span>Nov 09, 2018 12:49PM ET</span>","Phillips 66 to start open season for Liberty, Red Oak pipeline systems",
6,By Seeking Alpha,"<span>Nov 09, 2018 12:46PM ET</span>","Stocks add to losses, bonds catch a bid",
7,By Investing.com,"<span>Nov 09, 2018 12:45PM ET</span>",Portugal stocks lower at close of trade; PSI 20 down 0.01%,"Investing.com – Portugal stocks were lower after the close on Friday, as losses in the Technology, Basic Materials and Industrials sectors led shares lower.
At the close in Lisbon, the PSI 20 lost 0.01%.
The best performers of the session on the PSI 20 were Banco Comercial Portugues (LS:BCP), which rose 3.68% or 0.0091 points to trade at 0.2567 at the close. Meanwhile, Pharol SGPS SA (LS:PHRA) added 2.65% or 0.0044 points to end at 0.1704 and REN (LS:RENE) was up 0.99% or 0.0240 points to 2.4440 in late trade.
The worst performers of the session were  Corticeira Amorim  (LS:CORA), which fell 3.23% or 0.320 points to trade at 9.590 at the close.  Sonae Capital  (LS:SONAC) declined 2.51% or 0.0190 points to end at 0.7390 and EDP (LS:EDP) was down 2.14% or 0.0680 points to 3.1100.
Rising stocks outnumbered declining ones on the Lisbon Stock Exchange by 17 to 16 and 2 ended unchanged.
Brent oil for January delivery was down 0.86% or 0.61 to $70.04 a barrel. Elsewhere in commodities trading, Crude oil for delivery in December fell 1.07% or 0.65 to hit $60.02 a barrel, while the December Gold Futures contract fell 1.39% or 17.00 to trade at $1209.20 a troy ounce.
EUR/USD was down 0.31% to 1.1329, while EUR/GBP rose 0.34% to 0.8730.
The US Dollar Index Futures was up 0.23% at 96.77."
8,By Seeking Alpha,"<span>Nov 09, 2018 12:43PM ET</span>",Microsoft pays $1.3B in cash related to GitHub,
9,By Seeking Alpha,"<span>Nov 09, 2018 12:43PM ET</span>",Microcaps tops list of midday movers,
10,By Bloomberg,"<span>Nov 09, 2018 12:40PM ET</span>",Alibaba Expects Strong Sales of U.S. Goods During Singles’ Day Despite Trade War,"(Bloomberg) --  Alibaba  (NYSE:BABA) Group Holding Ltd. expects strong sales of American products on its web marketplaces during the Singles’ Day shopping extravaganza, despite the tit-for-tat trade war with the U.S. and a slowing Chinese economy.
Alibaba President Michael Evans said he was ""not too concerned"" about the trade fracas damping sales during the event that kicks off Sunday. ""11/11 is not an event that relies exclusively on any one market,"" Evans told Bloomberg TV in an interview Friday. ""We will be working with over 200 countries and regions as part of this enormous event and so we don’t expect any one area to have a huge amount of influence, other than China of course.""
Regarding the Chinese economy, Evans said there’s ""some uncertainty about what will happen going forward,"" while noting growth in the country is still running at about 6.5 percent a year.
Alibaba has seen softer demand for big-ticket items, such as washing machines, televisions and automobiles, Evans said. But other sectors, like cosmetics, food, fashion and apparel, are still going strong. The company is focusing on the 300 million Chinese people who are expected to enter the ranks of the middle class over the next five years, Evans said.
The company, based in Hangzhou, China, markets itself as a way for global brands to reach the Chinese consumer, with more than 10,000 American brands, including  Nike  (NYSE:NKE) and Starbucks (NASDAQ:SBUX) that sell their goods on Alibaba’s Tmall Global site. Billionaire co-founder Jack Ma has been a vocal opponent of the tariffs on hundreds of billions of dollars’ worth of U.S. and Chinese goods, calling the trade war ""the most stupid thing in this world."" China’s retaliatory tariffs on U.S. goods include products like food and wine, which are popular items sold on Alibaba’s platforms.
Alibaba has already discarded its pledge to create a million jobs in the U.S., but it has not “given up our initiatives to create jobs in the U.S. for small businesses,” Evans said. ""It is a little bit more difficult if tensions between these two governments continue, because we don’t want to get caught in the middle of geopolitical discussions."""
11,By Investing.com,"<span>Nov 09, 2018 12:36PM ET</span>",Denmark stocks higher at close of trade; OMX Copenhagen 20 up 0.14%,"Investing.com – Denmark stocks were higher after the close on Friday, as gains in the Chemicals, Consumer Goods and Personal & Household Goods sectors led shares higher.
At the close in Copenhagen, the OMX Copenhagen 20 rose 0.14% to hit a new 1-month high.
The best performers of the session on the OMX Copenhagen 20 were GN Store Nord (CO:GN), which rose 2.06% or 5.8 points to trade at 287.2 at the close. Meanwhile,  William Demant  Holding AS (CO:WDH) added 1.44% or 3.0 points to end at 212.0 and  ISS A/S  (CO:ISS) was up 1.26% or 2.80 points to 224.30 in late trade.
The worst performers of the session were Chr. Hansen Holding A/S (CO:CHRH), which fell 6.32% or 43.4 points to trade at 643.0 at the close. FLSmidth & Co. (CO:FLS) declined 2.32% or 8.4 points to end at 353.4 and Novozymes A/S B (CO:NZYMb) was down 1.37% or 4.6 points to 331.3.
Falling stocks outnumbered advancing ones on the Copenhagen Stock Exchange by 56 to 53 and 29 ended unchanged.
Crude oil for December delivery was down 1.32% or 0.80 to $59.87 a barrel. Elsewhere in commodities trading, Brent oil for delivery in January fell 1.12% or 0.79 to hit $69.86 a barrel, while the December Gold Futures contract fell 1.38% or 16.90 to trade at $1209.30 a troy ounce.
USD/DKK was up 0.34% to 6.5859, while EUR/DKK rose 0.01% to 7.4596.
The US Dollar Index Futures was up 0.24% at 96.78."
12,By Investing.com,"<span>Nov 09, 2018 12:36PM ET</span>",Spain stocks lower at close of trade; IBEX 35 down 0.46%,"Investing.com – Spain stocks were lower after the close on Friday, as losses in the Financial Services & Real Estate, Telecoms & IT and Building & Construction sectors led shares lower.
At the close in Madrid, the IBEX 35 fell 0.46%.
The best performers of the session on the IBEX 35 were ACS Actividades de Construccion y Servicios SA (MC:ACS), which rose 2.06% or 0.700 points to trade at 34.740 at the close. Meanwhile,  Enagas  (MC:ENAG) added 1.74% or 0.420 points to end at 24.600 and International Consolidated Airlines Group SA (MC:ICAG) was up 1.62% or 0.118 points to 7.380 in late trade.
The worst performers of the session were Indra A (MC:IDR), which fell 8.67% or 0.815 points to trade at 8.580 at the close. BBVA (MC:BBVA) declined 5.64% or 0.294 points to end at 4.923 and  Acerinox  (MC:ACX) was down 5.57% or 0.554 points to 9.386.
Falling stocks outnumbered advancing ones on the Madrid Stock Exchange by 93 to 74 and 15 ended unchanged.
Shares in Acerinox (MC:ACX) fell to 52-week lows; losing 5.57% or 0.554 to 9.386. 
Gold Futures for December delivery was down 1.37% or 16.80 to $1209.40 a troy ounce. Elsewhere in commodities trading, Crude oil for delivery in December fell 1.30% or 0.79 to hit $59.88 a barrel, while the January Brent oil contract fell 1.09% or 0.77 to trade at $69.88 a barrel.
EUR/USD was down 0.33% to 1.1327, while EUR/GBP rose 0.31% to 0.8727.
The US Dollar Index Futures was up 0.24% at 96.78."
13,By Investing.com,"<span>Nov 09, 2018 12:36PM ET</span>",France stocks lower at close of trade; CAC 40 down 0.48%,"Investing.com – France stocks were lower after the close on Friday, as losses in the Consumer Goods, Oil & Gas and Industrials sectors led shares lower.
At the close in Paris, the CAC 40 fell 0.48%, while the SBF 120 index fell 0.55%.
The best performers of the session on the CAC 40 were  Danone  SA (PA:DANO), which rose 3.57% or 2.26 points to trade at 65.61 at the close. Meanwhile, Engie SA (PA:ENGIE) added 2.44% or 0.30 points to end at 12.57 and Veolia Environnement VE SA (PA:VIE) was up 2.14% or 0.395 points to 18.890 in late trade.
The worst performers of the session were TechnipFMC PLC (PA:FTI), which fell 3.80% or 0.88 points to trade at 22.29 at the close.  Kering  SA (PA:PRTP) declined 3.49% or 14.20 points to end at 393.20 and ArcelorMittal SA (AS:MT) was down 2.37% or 0.540 points to 22.260.
The top performers on the SBF 120 were Danone SA (PA:DANO) which rose 3.57% to 65.61,  Edenred  (PA:EDEN) which was up 2.66% to settle at 34.30 and Engie SA (PA:ENGIE) which gained 2.44% to close at 12.57.
The worst performers were  Nexans  (PA:NEXS) which was down 14.85% to 22.82 in late trade, CGG SA (PA:GEPH) which lost 12.97% to settle at 1.530 and  Rubis  SCA (PA:RUBF) which was down 11.22% to 43.66 at the close.
Falling stocks outnumbered advancing ones on the Paris Stock Exchange by 395 to 162 and 107 ended unchanged.
Shares in Nexans (PA:NEXS) fell to 5-year lows; down 14.85% or 3.98 to 22.82. 
The CAC 40 VIX, which measures the implied volatility of CAC 40 options, was up 2.66% to 16.16.
Gold Futures for December delivery was down 1.37% or 16.80 to $1209.40 a troy ounce. Elsewhere in commodities trading, Crude oil for delivery in December fell 1.25% or 0.76 to hit $59.91 a barrel, while the January Brent oil contract fell 1.03% or 0.73 to trade at $69.92 a barrel.
EUR/USD was down 0.33% to 1.1327, while EUR/GBP rose 0.31% to 0.8727.
The US Dollar Index Futures was up 0.24% at 96.78."
14,By Investing.com,"<span>Nov 09, 2018 12:35PM ET</span>",Netherlands stocks higher at close of trade; AEX up 0.20%,"Investing.com – Netherlands stocks were higher after the close on Friday, as gains in the Consumer Services, Basic Materials and Financials sectors led shares higher.
At the close in Amsterdam, the AEX rose 0.20% to hit a new 1-month high.
The best performers of the session on the AEX were  Wolters Kluwer  (AS:WLSNc), which rose 2.48% or 1.26 points to trade at 52.14 at the close. Meanwhile,  ASR Nederland NV  (AS:ASRNL) added 2.41% or 0.98 points to end at 41.62 and Koninklijke Ahold Delhaize NV (AS:AD) was up 2.22% or 0.490 points to 22.600 in late trade.
The worst performers of the session were  Altice NV  (AS:ATCA), which fell 3.60% or 0.08 points to trade at 2.22 at the close. Philips Lighting NV (AS:LIGHT) declined 2.51% or 0.57 points to end at 22.12 and ArcelorMittal SA (AS:MT) was down 2.37% or 0.540 points to 22.260.
Falling stocks outnumbered advancing ones on the Amsterdam Stock Exchange by 79 to 55 and 6 ended unchanged.
Shares in Koninklijke Ahold Delhaize NV (AS:AD) rose to 5-year highs; rising 2.22% or 0.490 to 22.600. 
The AEX Volatility, which measures the implied volatility of AEX options, was up 0.08% to 14.23.
Crude oil for December delivery was down 1.19% or 0.72 to $59.95 a barrel. Elsewhere in commodities trading, Brent oil for delivery in January fell 0.96% or 0.68 to hit $69.97 a barrel, while the December Gold Futures contract fell 1.38% or 16.90 to trade at $1209.30 a troy ounce.
EUR/USD was down 0.33% to 1.1327, while EUR/GBP rose 0.31% to 0.8727.
The US Dollar Index Futures was up 0.24% at 96.78."
15,By Investing.com,"<span>Nov 09, 2018 12:35PM ET</span>",Italy stocks lower at close of trade; Investing.com Italy 40 down 0.78%,"Investing.com – Italy stocks were lower after the close on Friday, as losses in the Telecoms, Industrials and Technology sectors led shares lower.
At the close in Milan, the Investing.com Italy 40 fell 0.78%.
The best performers of the session on the Investing.com Italy 40 were Salvatore Ferragamo SpA (MI:SFER), which rose 2.06% or 0.42 points to trade at 20.85 at the close. Meanwhile, A2A (MI:A2) added 1.63% or 0.024 points to end at 1.466 and  Italgas SpA  (MI:IG) was up 1.56% or 0.076 points to 4.935 in late trade.
The worst performers of the session were Leonardo SpA (MI:LDOF), which fell 8.79% or 0.854 points to trade at 8.862 at the close.  Saipem  SpA (MI:SPMI) declined 5.12% or 0.2390 points to end at 4.4320 and  Telecom Italia  (MI:TLIT) was down 4.83% or 0.0262 points to 0.5160.
Falling stocks outnumbered advancing ones on the Milan Stock Exchange by 204 to 151 and 26 ended unchanged.
Crude oil for December delivery was down 1.14% or 0.69 to $59.98 a barrel. Elsewhere in commodities trading, Brent oil for delivery in January fell 0.96% or 0.68 to hit $69.97 a barrel, while the December Gold Futures contract fell 1.37% or 16.80 to trade at $1209.40 a troy ounce.
EUR/USD was down 0.32% to 1.1328, while EUR/GBP rose 0.30% to 0.8726.
The US Dollar Index Futures was up 0.23% at 96.77."
16,By Seeking Alpha,"<span>Nov 09, 2018 12:34PM ET</span>","Q3 miss and softer guidance pressure Natera, down 22%",
17,By Seeking Alpha,"<span>Nov 09, 2018 12:30PM ET</span>","TransCanada, Canadian producers lower after latest Keystone XL setback",
18,By Investing.com,"<span>Nov 09, 2018 12:30PM ET</span>",Finland stocks lower at close of trade; OMX Helsinki 25 down 1.22%,"Investing.com – Finland stocks were lower after the close on Friday, as losses in the Basic Materials, Oil & Gas and Industrials sectors led shares lower.
At the close in Helsinki, the OMX Helsinki 25 declined 1.22%.
The best performers of the session on the OMX Helsinki 25 were  Kesko  Oyj (HE:KESKOB), which rose 1.39% or 0.74 points to trade at 53.82 at the close. Meanwhile, Sampo Oyj A (HE:SAMPO) added 0.39% or 0.16 points to end at 41.36 and Cargotec Oyj (HE:CGCBV) was up 0.38% or 0.14 points to 37.06 in late trade.
The worst performers of the session were Outokumpu Oyj (HE:OUT1V), which fell 4.79% or 0.1910 points to trade at 3.7930 at the close.  Metsa Board Oyj B  (HE:METSB) declined 3.94% or 0.325 points to end at 7.925 and UPM-Kymmene Oyj (HE:UPM) was down 3.25% or 0.90 points to 26.79.
Falling stocks outnumbered advancing ones on the Helsinki Stock Exchange by 91 to 60 and 14 ended unchanged.
Brent oil for January delivery was down 0.92% or 0.65 to $70.00 a barrel. Elsewhere in commodities trading, Crude oil for delivery in December fell 1.07% or 0.65 to hit $60.02 a barrel, while the December Gold Futures contract fell 1.37% or 16.80 to trade at $1209.40 a troy ounce.
EUR/USD was down 0.31% to 1.1329, while EUR/GBP rose 0.29% to 0.8725.
The US Dollar Index Futures was up 0.22% at 96.76."
19,By Seeking Alpha,"<span>Nov 09, 2018 12:24PM ET</span>",Assurant declares $0.60 dividend,
