,company,date,title,content
0,By Investing.com,"<span>Dec 15, 2020 09:52AM ET</span>",Comic: IPOs Are All Pumped Up,"By Geoffrey Smith
Investing.com -- Investors have had plenty of reason to think that stock valuations have become detached from reality this year – and the reasons just keep coming.
The market for initial public offerings is still running ridiculously hot, especially in the U.S. and China, where retail investors, in particular, are piling into new offerings with little thought for traditional valuations.
Last week’s debuts by home rental company Airbnb (NASDAQ:ABNB) and food delivery group DoorDash (NYSE:DASH) set new standards for an exuberance for loss-making technology stocks not seen since 1999. While they’ve come off a little this week, DoorDash still trades nearly 60% above the IPO price and even further above the price that bankers – not generally known for under-selling their products – thought advisable. AirBnB, for its part, closed on Monday nearly 100% above its IPO price.
Even in a year full of magical thinking about stocks with a growth narrative, these two stood out. Neither is profitable, although DoorDash did eke out a small profit of $23 million in the second quarter and its numbers may look better again in 2021 when it no longer has to spend tens of millions of dollars to head off campaigns for its riders to be classed as employees.
But the most telling indication of how ludicrous things had got was when AirBnB CEO Brian Chesky was left lost for words when told how high the share price had gone on its debut visibly torn between regret at all the money he’d left on the table and the urge to explain to investors why they were wrong.
As recently as April, AirBnB had had to raise $2 billion fresh capital at a reported valuation of only $18 billion. At the end of its first day of trading, it was valued at $86.5 billion.
The contradiction implied in the blowout performance of both companies is stark: DoorDash’s business has been accelerated by a pandemic that has forced restaurants to close and deliver their meals if they want to stay afloat. Covid has been good for it. By logical extension, when restaurants reopen their doors again, DoorDash’s growth will falter.
By contrast, the pandemic has been a negative for AirBnB: gross bookings were down year-on-year by as much as 67% in the second quarter before rebounding. The company may claim credit for pivoting its business away from short-term holiday lets, but the fact is that the pandemic that has, almost certainly, flattened the growth curve for the travel business in all its forms, for the foreseeable future. The conquest of Covid will surely help its business recover.
So while it’s possible to make a case for one or the other having a blowout, it’s really hard to see how two blowouts can be explained, except by irrational exuberance.
It's not just in the U.S. that performance has been startling. China's stock market bears many of the same hallmarks - including a headlong rush by retail investors into new stocks that has pumped the Chinext growth index up more than 22% from its pre-pandemic levels. This month alone, the health arm of online commerce platform JD (NASDAQ:JD).com has nearly doubled in a week since floating, while toymaker Pop Mart rose 56% on its debut and has added to them since then.  Burger King's Indian franchise, meanwhile, rose 125% on its market debut on Monday, untroubled by any possible pitfalls in selling beef to a country of 1 billion Hindus.
In Latin America, Brazil's IPO market is on track for its best year since 2007, as a welcome rebound in the real has allowed companies to stick to listing plans that were largely drawn up during the period of relative stability under President Michel Temer. Only in Europe, it seems, is it impossible to cook up a growth story that can convince investors. 
 "
1,By Investing.com,"<span>Dec 15, 2020 09:42AM ET</span>",Wall Street Opens Higher as Apple Report Reassures; Dow up 188 Pts,"By Geoffrey Smith 
Investing.com -- U.S. stock markets opened higher on Tuesday, with investors picking up some relative bargains after a four-day losing streak in which the spreading pandemic and the lack of fiscal action to support the economy have weighed heavily.
As of 9:40 AM ET (1440 GMT), the Dow Jones Industrial Average was up 188 points, or 0.6%, at 30,050 points, while the S&P 500 and the Nasdaq Composite were both up 0.8%. 
The market was helped at the margins by Senate Majority Leader Mitch McConnell acknowledging Joe Biden as President-elect for the first time, a day after the Electoral College confirmed Biden's victory in November. Investors were unfazed by figures showing that U.S. industrial production growth had slowed in November to 0.4%, leaving it down 5.5% on the year. By contrast, China overnight had reported output growing 7% on the year, at close to its pre-pandemic levels.  
Among early movers, Apple  (NASDAQ:AAPL) stock stood out with a 3.4% rise on the back of a report suggesting it will increase production of this year's suite of iPhones in response to strong demand.  Dropbox (NASDAQ:DBX) stock meanwhile edged 0.3% higher to a new 17-month high, still supported by speculation that the cloud storage company will be taken over.
By contrast, Snowflake (NYSE:SNOW) stock fell another 4.5% as the post-IPO lockup on insiders selling their holdings expired. While most IPOs come with a six-month lockup period, the enterprise software company's lasted only three. It's now down some 20% from its high last week, albeit still up more than 25% from its debut day.
Another stock in negative territory was  Moderna  (NASDAQ:MRNA), which came off 4.0% in profit-taking after a run that saw it gain over 70% in the last three weeks. The Food and Drug Administration Tuesday released data analysing the stage 3 test of Moderna's Covid-19 vaccine, putting it on track for a decision on emergency use authorization as early as the end of this week, according to the New York Times.
If approved, Moderna's vaccine would increase access to protection against the coronavirus at a time when it is still running almost unchecked through the U.S. The country posted a new record for people hospitalized with the virus on Monday, at over 109,000, while the seven-day average for deaths also hit a new record high.  New York City Mayor Bill de Blasio said on Monday the city may need to move to a full lockdown again to stem the spread of the disease and take the pressure off the city's hospitals. 
 "
2,By Reuters,"<span>Dec 15, 2020 09:35AM ET</span>",Russia flies first new post-Soviet passenger airliner with domestic engines,"By Gleb Stolyarov
MOSCOW (Reuters) - Russia flew a new passenger airliner with domestically-built engines for the first time since the Soviet era on Tuesday, the start of what it hopes will be a revival of a civil aviation industry to challenge Boeing (NYSE:BA) and Airbus.
The medium-range MC-21 plane took off from a Siberian airfield powered by Russian-built PD-14 turbo-fan engines. The plane first flew in May, 2017, but with U.S.-made engines.
The MC-21 is built by Irkut Corporation, part of United Aircraft Corporation (UAC), and the engines are built by United Engine Corporation, all of which are majority owned by Rostec, Russia's state aerospace and defence conglomerate.
UAC said the plane carried out a range of flight tests in a maiden voyage that lasted one hour and 25 minutes.
The Soviet Union was a major builder of passenger airliners used widely at home and in allied countries. But after the fall of communism, airlines largely retired their fleets of Tupolevs and Ilyushins for Boeings and Airbuses.
The Kremlin has been pushing to make Russia less reliant on Western imports, particularly since 2014, when the United States and EU imposed some financial sanctions in response to Russian military intervention in Ukraine.
Moscow had planned to begin delivering the MC-21 to buyers in 2019, but that date was pushed back, with Rostec saying U.S. sanctions had forced manufacturers to replace composite materials in the wings with Russian-made equivalents. The first deliveries are now expected at the end of next year.
Two modifications of the plane, which can seat 130 to 211 passengers, will be made available for order - one with U.S. Pratt & Whitney PW1400G-JM engines and the other with the PD-14 engines, UAC said.

Orders have been placed for 175 of the aircraft, with state carrier Aeroflot accounting for 50, UAC said. It did not say how many would include the Russian-built engines.
 
"
3,By Reuters,"<span>Dec 15, 2020 09:25AM ET</span>",Mental health tech startups fetch record investments with COVID-19,"By Jane Lanhee Lee
(Reuters) - The COVID-19 pandemic has put the spotlight on mental health tech startups, globally marking a record year for venture capital investment in the sector, according to data firm PitchBook.
PitchBook data showed 146 deals raked in nearly $1.6 billion in venture capital investments as of Dec. 10. Last year the total was $893 million from 111 deals. A decade ago there were only 3 deals, worth $6.6 million.
The investments come as employers are increasingly seen as customers for these startups. Consulting firm McKinsey reported last month that 52% of companies offer mental-health and bereavement counseling.
Sleep and mediation app Calm, which raised $75 million last week, said one primary driver for its business was from employer partnerships. It was valued at $2 billion, making it the top valued mental health startup, according to PitchBook.
Mental health and wellness platform Modern Health on Tuesday said it raised $51 million, with a valuation above half a billion dollars. Its services are offered through employers as well. Founder and Chief Executive Alyson Watson said since the onset of the pandemic, Modern Health doubled the number of customers to over 190 enterprises.
“The way that we think about this is the fourth pillar,” said Watson, adding that employers are increasingly offering mental health care in addition to medical, dental and vision benefits. 
Roger Lee, general partner at Battery Ventures, who will be joining Modern Health’s board, said the current size of the industry is just the “tip of the iceberg” and he expects huge growth in the mental sector. 
He said the use of social media, not just the pandemic, would continue to exacerbate the problem. “When the book of social media is written, people will realize this was this generation's tobacco,” said Lee.

According to the Centers for Disease Control and Prevention’s report earlier this year, two in five adults surveyed said they had at least one adverse mental or behavioral health condition.
 
"
4,By Investing.com,"<span>Dec 15, 2020 09:15AM ET</span>",Saudi Arabia stocks lower at close of trade; Tadawul All Share down 0.01%,"Investing.com – Saudi Arabia stocks were lower after the close on Tuesday, as losses in the Energy & Utilities, Financial Services and Real Estate Development sectors led shares lower.
At the close in Saudi Arabia, the Tadawul All Share lost 0.01%.
The best performers of the session on the Tadawul All Share were Halwani Bros (SE:6001), which rose 10.00% or 6.80 points to trade at 74.80 at the close. Meanwhile, Allied Cooperative Insurance Group SJSC (SE:8150) added 9.89% or 5.50 points to end at 61.10 and Saudi Company for Hardware (SE:4008) was up 6.94% or 3.60 points to 55.50 in late trade.
The worst performers of the session were Electrical Industries Co (SE:1303), which fell 3.36% or 0.95 points to trade at 27.30 at the close. Al Samaani Factory Metal Industries Co CJSC (SE:1832) declined 2.60% or 6.20 points to end at 232.00 and Riyad Bank (SE:1010) was down 2.24% or 0.46 points to 20.10.
Rising stocks outnumbered declining ones on the Saudi Arabia Stock Exchange by 114 to 71 and 17 ended unchanged.
Shares in Halwani Bros (SE:6001) rose to 5-year highs; rising 10.00% or 6.80 to 74.80. Shares in Allied Cooperative Insurance Group SJSC (SE:8150) rose to 5-year highs; rising 9.89% or 5.50 to 61.10. 
Crude oil for January delivery was up 0.62% or 0.29 to $47.28 a barrel. Elsewhere in commodities trading, Brent oil for delivery in February rose 0.38% or 0.19 to hit $50.48 a barrel, while the February Gold Futures contract rose 1.11% or 20.25 to trade at $1852.35 a troy ounce.
EUR/SAR was up 0.03% to 4.5563, while USD/SAR rose 0.01% to 3.7513.
The US Dollar Index Futures was down 0.09% at 90.573."
5,By Reuters,"<span>Dec 15, 2020 09:05AM ET</span>",Starbucks suspends U.S. Happy Hours due to crowd concerns as COVID-19 surges,"By Hilary Russ
NEW YORK (Reuters) -  Starbucks Corp  (NASDAQ:SBUX) customers in the United States will have to pay the full $5.65 for a second grande Eggnog Latte this holiday season, as the company suspends two-for-one deals due to overcrowding concerns amid a resurgence in coronavirus cases.
Happy Hour events scheduled for Dec. 17 and Jan. 7 have been canceled, according to an internal memo to employees posted inside stores and seen by Reuters. The temporary suspension has not been previously reported.
Last December, the world's largest coffee chain held the events each week, totaling four that month. 
""Partner care and safety remains the top priority,"" the note said. ""However, with the anticipated rise in cases as a result of holiday travel and the latest guidance from the scientific community to not gather indoors in large groups for a prolonged period of time, we feel it is best to pause Happy Hours."" 
Rossann Williams (NYSE:WMB), Starbucks' president of U.S. and Canada retail, originally alerted employees to the pause on Dec. 1, the company confirmed in an email to Reuters.
Williams had told employees in a memo that they all shared a responsibility to ""protect each other, our customers and our business as we navigate this pandemic.""
A spokeswoman said the company would re-asses Happy Hour in early January. A Dec. 3 event was also cancelled.
Happy Hours helped lift Starbucks' slumping sales when the company re-introduced them in October 2018. Visits increased more than 11% during the events on average during the fourth quarter that calendar year, according to a January report from advertising platform inMarket.
The events boost foot traffic during a normally slow time of day – afternoons and evenings. But as the coronavirus pandemic hit the United States and Canada this year, Happy Hours in those markets also helped offset reduced visits during breakfast hours as people stopped commuting to work.
Happy Hours are on Thursdays from 2 pm to 7 pm, usually scheduled every few weeks, for customers who download the Starbucks app.

Starbucks had suspended Happy Hour and Double-Star Days promotions in the U.S. and Canada earlier this year as government restrictions shut dining rooms. It restarted the deals in June, according to media reports.
 
"
6,By Reuters,"<span>Dec 15, 2020 08:50AM ET</span>",Exclusive-Aon's $30 billion Willis Towers deal faces EU probe - sources,"By Foo Yun Chee
BRUSSELS (Reuters) - Aon (NYSE:AON)'s $30 billion bid for Willis Towers to create the world's largest insurance broker faces a full-scale investigation because of its complexity, two people familiar with the matter said.
The companies, which are the second and third-largest brokers globally after leader Marsh & McLennan Companies Inc (NYSE:MMC), are looking to the deal to boost their pricing power. Analysts said this will likely trigger deep regulatory scrutiny.
The insurance industry is facing a host of issues, with rising claims and new threats from the global outbreak of coronavirus and climate change.
The European Commission, which will open the probe following the end of its preliminary review on Dec. 21, and Aon declined to comment. A full-scale EU investigation takes about five months.
Aon did not provide concessions on Monday, the deadline for doing so in the preliminary phase to address EU competition concerns, the EU competition enforcer's website showed.
The two companies put together insurance contracts for clients that involve a number of insurance providers, for anything from airlines to large sporting events.

This is Aon's second attempt at acquiring Willis Towers. It dropped an earlier bid last year after media reports broke the news. 
 
"
7,By Bloomberg,"<span>Dec 15, 2020 08:45AM ET</span>","Covid Shined Light on Biotech, and Bulls See Even Brighter 2021","(Bloomberg) -- This year’s meteoric rise in biotech stocks is here to stay.
That’s according to money managers who expect fresh tailwinds after the industry climbed to records as the advancement of Covid-19 vaccines and therapies drew praise from Wall Street.
While the approval and deployment of vaccines from partners  Pfizer  Inc. (NYSE:PFE) and BioNTech SE (NASDAQ:BNTX), as well as  Moderna  (NASDAQ:MRNA) Inc., have dominated talk by investors looking to bet on the economy’s rebound, the drug development industry has a range of other catalysts waiting in the wings.
“The outlook for 2021 for biotech is still very positive because the fundamentals are intact, innovation is continuing” and access to capital hasn’t been an issue, said Wendy Lam, a portfolio manager at Franklin Templeton. Industry success in quickly developing shots to fight the virus, “shine a light on how important the sector is for society,” she said.
Among the most closely tracked catalysts are the potential approval of Biogen Inc (NASDAQ:BIIB).’s experimental drug for Alzheimer’s disease, expectations for a rebound in deal-making activity, and innovations from gene therapy updates to next-generation cancer technologies. AstraZeneca (NASDAQ:AZN) Plc’s $39 billion deal to buy Alexion Pharmaceuticals Inc (NASDAQ:ALXN). showed deal making appears set to come roaring back after Covid-19 impacted appetite.
The benchmark Nasdaq Biotechnology Index has climbed 28% this year to trade at a record, and has gained more than twice that of the broader S&P 500. Industry strength, however, has been driven by smaller companies related to Covid-19 shots and therapies or earlier-stage experimental medicines. An ETF with more exposure to smaller biotechs, the SPDR S&P Biotech ETF (NYSE:XBI), has jumped 54% this year.
Biotech bulls are continuing to bet on emerging platforms to treat diseases like cancer. They’re also focusing on next-generation medicines such as gene therapies or those developed using technologies like the gene editing tool Crispr. Large-cap players in the space like Regeneron Pharmaceuticals Inc (NASDAQ:REGN)., Vertex Pharmaceuticals Inc (NASDAQ:VRTX)., and  Gilead Sciences Inc  (NASDAQ:GILD). are ripe to outperform in 2021, according to Oppenheimer analyst Hartaj Singh.
‘Transforming Medicine’
For those who have followed the industry since it emerged as an investment vehicle in the 1980s or when it blossomed further at the turn of the century, public recognition of drug development’s value in society has been a long time coming.
Brad Loncar, chief executive officer at Loncar Investments, said the advancement seen with newer technologies like messenger RNA -- used in both Moderna and Pfizer-BioNTech’s vaccines -- are the tip of the iceberg in terms of helping patients.
“As a biotech investor, for years and years, it’s been frustrating that we have all of these amazing new technologies that are transforming medicine that the general public doesn’t necessarily see,” he said in an interview. “You see a Tesla (NASDAQ:TSLA) driving down the street or use a social media app so you see the advances in tech, but not necessarily in the biotech sector.”
Euphoria for biotechnology stocks has fueled demand for both initial public offerings and secondary offerings from companies looking to beef up their balance sheets. More than $95 billion has been raised so far this year -- that’s more than double the amount raised in 2019 and the most on record, according to data compiled by Bloomberg.
One of the biggest concerns for generalist investors looking to break into the space has been the unknown impact that a new administration under President Elect Joe Biden will mean for drug pricing. Many industry specialists argue that the ongoing pandemic and broader issues like social equality will trump plans to advance drug-pricing legislation.
Concerns surrounding plans to shake-up what drug developers can charge is “not a risk you want to ignore,” said Amy Kong, chief investment officer of Barrett Asset Management LLC.
Drug pricing is “always a concern and always a risk,” but investors must weigh those worries against the drug pipelines and growth trajectory of the stocks they’re buying, she said.
“Overall, Biotech is still a great place to invest and there’s a lot going on in terms of innovation that should continue to lead to value creation ex-Covid,” said Geoffrey Hsu, a biotech fund manager for OrbiMed Advisors. “This is not a sector that is dependent on Covid to generate returns.”
©2020 Bloomberg L.P.
 "
8,By Reuters,"<span>Dec 15, 2020 08:35AM ET</span>",Citi names Derek Hafer as global head of spread products portfolio trading,"(Reuters) -  Citigroup  Inc (NYSE:C) appointed Derek Hafer as its global head of spread products portfolio trading on Tuesday, as the form of trade has gained significant popularity during the coronavirus-driven market volatility.
Portfolio trading involves the bundling of several bonds into a single package to trade.
""Over the past 18 months, portfolio trading has grown rapidly in the flow credit markets and has become one of the major changes driving our industry. We expect this trend to continue,"" Citi said in a memo seen by Reuters.
Hafer will also take over as the global head of electronic client connectivity and North America macro trading. 

Hafer joined Citi as a trader in 2005 and was appointed as the head of U.S. investment grade credit trading in 2014. He will be responsible for risk pricing in his new role. 
 
"
9,By Investing.com,"<span>Dec 15, 2020 08:13AM ET</span>","Moderna, Eli Lilly and Apple Rise Premarket","By Peter Nurse 
Investing.com -- Stocks in focus in premarket trade on Tuesday, December 15th. Please refresh for updates."
