,company,date,title,content
0,By Reuters,"<span>Apr 09, 2018 07:40AM ET</span>",Lufthansa cancels half Tuesday's flights due to Verdi strike,"BERLIN (Reuters) - Lufthansa (DE:LHAG) has canceled more than 800 flights planned for Tuesday, around half of its scheduled services, after public sector union Verdi said it was extending walkouts to airports.
Most of the cancellations are short-haul services, but 58 long-haul flights have also been scrapped, Lufthansa said. 

Verdi, which is asking for a 6 percent pay rise for around 2.3 million employees in various public sector roles across Germany, earlier said ground staff and some fire services staff would be on strike on Tuesday at Frankfurt, Munich, Cologne and Bremen airports.
 
"
1,By Seeking Alpha,"<span>Apr 09, 2018 07:32AM ET</span>",Ritchie Bros. posts strong auction total,
2,By Reuters,"<span>Apr 09, 2018 07:56AM ET</span>",China's HNA to sell Hilton stake in secondary offering,"(Reuters) -  Hilton Worldwide  Holdings Inc's (N:HLT) main shareholder HNA Tourism Group will sell about 63 million shares of Hilton common stock in a secondary offering, making good on signals it would exit its stake in the U.S. hotel operator. 
Hilton announced the issue on Monday in a statement that also raised its first-quarter profit forecast.
HNA held a 26 percent stake, or about 82.5 million shares, in Hilton as of April 5. Its parent, HNA Group Co Ltd, said last week it would sell some or all of the $6.3 billion stake in Hilton.
Hilton, which also owns the Waldorf Astoria brand, said it now expects first quarter adjusted earnings per share in a range of 52-54 cents per share, up from 43-47 cent per share previously.
Hilton also raised its quarterly forecast for revenue per available room (RevPAR), a key performance metric for the hotel industry, to 3.5 to 4 percent, from 1 to 3 percent.
The company said underwriters will have a 30-day option to purchase up to an additional 9.4 million shares of its common stock from HNA.
Hilton has agreed to repurchase from HNA 10 million shares of its common stock at a price equal to the one at which the underwriters will purchase shares from HNA, less 1 percent of the public offering price per share. 
Hilton will have the option to repurchase from HNA up to an additional 6.5 million shares of its common stock at the same price.

The company will not receive any proceeds from the sale of shares in this offering, Hilton said.
 
"
3,By Investing.com,"<span>Apr 09, 2018 07:26AM ET</span>",Wall Street's Already Bullish On Spotify,"Investing.com - It didn't take long for Wall Street to weigh in on Spotify after the music streaming service went public.Research firms Canaccord Genuity and Stifel have issued bullish buy notes to clients.Canaccord Genuity said the music streaming service deserves a ""premium valuation"", and set a 12-month stock-price target of $200 a share.Stifel said it expects the company to become profitable by 2021 as it doubles it user base and paying subscribers. Stifel's stock price forecast is $180.Spotify broke with Wall Street convention by opting for a direct listing of its shares rather than an initial public offering with underwriters.Spotify's closely-watched launch was deemed a success, with the stock gaining 13% in its NYSE debut. Other prominent tech firms looking to go public, such as Uber and Airbnb, are said to be considering the direct listing route."
4,By Seeking Alpha,"<span>Apr 09, 2018 07:22AM ET</span>",Facebook suspends another data analytics firm after CNBC alert,
5,By Investing.com,"<span>Apr 09, 2018 07:20AM ET</span>",United Arab Emirates stocks higher at close of trade; DFM General up 0.36%,"Investing.com – United Arab Emirates stocks were higher after the close on Monday, as gains in the Real Estate & Construction, Banking and Insurance sectors led shares higher.
At the close in Dubai, the DFM General added 0.36%, while the ADX General index climbed 1.35%.
The best performers of the session on the DFM General were Dubai Islamic Insurance Co. (DU:AMAN), which rose 2.15% or 0.015 points to trade at 0.714 at the close. Meanwhile,  Amlak Finance  PJSC (DU:AMLK) added 1.95% or 0.016 points to end at 0.836 and Union Properties PJSC (DU:UPRO) was up 1.76% or 0.015 points to 0.866 in late trade.
The worst performers of the session were Gulf General Investments Company (DU:GGIC), which fell 2.71% or 0.008 points to trade at 0.287 at the close. Dubai Investments PJSC (DU:DINV) declined 1.90% or 0.040 points to end at 2.070 and Emaar Malls (DU:EMAA) was down 1.87% or 0.040 points to 2.100.
The top performers on the ADX General were  Eshraq Properties Co PJSC  (AD:ESHR) which rose 4.11% to 0.7600,  Gulf Cement Co  (AD:GCEM) which was up 3.85% to settle at 1.0800 and  Ad Natl Energy  (AD:TAQA) which gained 3.33% to close at 0.930.
The worst performers were  Commercial Bank International  (AD:CBI) which was down 9.20% to 0.790 in late trade,  National Marine Dredging  PSC (AD:NMDC) which lost 5.71% to settle at 3.300 and  Al Khazna Ins  (AD:AKIC) which was down 4.17% to 0.230 at the close.
Rising stocks outnumbered declining ones on the Dubai Stock Exchange by 25 to 8 and 5 ended unchanged; on the Abu Dhabi, 11 fell and 9 advanced, while 6 ended unchanged.
Shares in Gulf General Investments Company (DU:GGIC) fell to 5-year lows; losing 2.71% or 0.008 to 0.287. Shares in Ad Natl Energy (AD:TAQA) rose to 3-years highs; rising 3.33% or 0.030 to 0.930. Shares in Al Khazna Ins (AD:AKIC) fell to all time lows; falling 4.17% or 0.010 to 0.230. 
Crude oil for May delivery was up 0.29% or 0.18 to $62.24 a barrel. Elsewhere in commodities trading, Brent oil for delivery in June rose 0.61% or 0.41 to hit $67.52 a barrel, while the June Gold Futures contract fell 0.38% or 5.10 to trade at $1331.00 a troy ounce.
USD/AED was up 0.00% to 3.6732, while EUR/AED fell 0.05% to 4.5080.
The US Dollar Index Futures was up 0.11% at 89.92."
6,By Seeking Alpha,"<span>Apr 09, 2018 07:19AM ET</span>",Novartis takeout of AveXis stokes buying in gene therapy players,
7,By Seeking Alpha,"<span>Apr 09, 2018 07:04AM ET</span>",Auris Medical announces early repayment of part of its loan facility,
8,By Investing.com,"<span>Apr 09, 2018 06:50AM ET</span>",Sri Lanka stocks lower at close of trade; CSE All-Share down 0.38%,"Investing.com – Sri Lanka stocks were lower after the close on Monday, as losses in the Services, Information Technology and Beverages & Tobacco sectors led shares lower.
At the close in Colombo, the CSE All-Share lost 0.38% to hit a new 1-month low.
The best performers of the session on the CSE All-Share were Hunter & Company PLC (CM:HUNT), which rose 18.24% or 74.80 points to trade at 485.00 at the close. Meanwhile,  Shalimar Estates  (CM:SHAL) added 16.72% or 250.40 points to end at 1748.00 and  Serendib Hotels  PLC (CM:SHOT) was up 14.86% or 2.60 points to 20.10 in late trade.
The worst performers of the session were  Swadeshi Industrial Works PLC  (CM:SWAD), which fell 21.95% or 2812.50 points to trade at 10000.00 at the close.  SMB Leasing  PLC (CM:SEMB) declined 16.67% or 0.1000 points to end at 0.5000 and Autodrome PLC (CM:AUTO) was down 12.44% or 11.10 points to 78.10.
Rising stocks outnumbered declining ones on the Colombo Stock Exchange by 101 to 69 and 45 ended unchanged.
Shares in SMB Leasing PLC (CM:SEMB) fell to 52-week lows; falling 16.67% or 0.1000 to 0.5000. 
Crude oil for May delivery was up 0.23% or 0.14 to $62.20 a barrel. Elsewhere in commodities trading, Brent oil for delivery in June rose 0.49% or 0.33 to hit $67.44 a barrel, while the June Gold Futures contract fell 0.35% or 4.70 to trade at $1331.40 a troy ounce.
GBP/LKR was up 0.15% to 219.330, while USD/LKR rose 0.07% to 155.560.
The US Dollar Index Futures was up 0.12% at 89.93."
9,By Investing.com,"<span>Apr 09, 2018 06:47AM ET</span>",Stocks- U.S. Futures Rise as Trade Worry Dissolves,"Investing.com - U.S. futures pointed to a higher opening bell on Monday, as investors shrugged off trade war concern.
The S&P 500 futures was up 18 points or 0.70% to 2,624.0 as of 6:44 AM ET (10:44 GMT) while Dow futures increased 186 points or 0.78% to 24,112.0. Meanwhile tech heavy Nasdaq 100 futures rose 57 points or 0.89% to 6,512.50.
All three indices closed sharply in the negative on Friday as U.S. President Donald Trump threatened to impose new tariffs on China, prompting investor worry of a trade war between the two biggest countries in the world.
A disappointing jobs report also weighed on markets, with the Labor Department reporting an increase of 103,000 jobs in March, well below market expectation.
Trump tweeted over the weekend that China could remove its trade barriers but on Monday the Foreign Ministry of China blamed the U.S. for trade agitation.



“The United States with one hand wields the threat of sanctions, and at the same time says they are willing to talk. I’m not sure who the United States is putting on this act for,” Chinese Foreign Ministry spokesman Geng Shuang said.
Chinese e-commerce giant  Alibaba  (NYSE:BABA) was among the top gainers in pre-market trading, rising 1.96%, while telecommunications firm Nokia (HE:NOKIA) Corp ADR (NYSE:NOK) increased 0.93% and  Vodafone  Group PLC (LON:VOD) ADR (NASDAQ:VOD) was up 0.66%. Meanwhile  Deutsche Bank  AG (DE:DBKGn) NA O.N. (NYSE:DB) surged 4.61% after it dismissed chief executive John Cryan.
Elsewhere Chesapeake Energy Corporation (NYSE:CHK) fell 2.35% while automobile firm  Tata Motors  Limited ADR (NYSE:TTM) was down 1.17% after reporting poor sales of its subsidiary Jaguar Land Rover.
In Europe stocks were up. Germany’s DAX rose 90 points or 0.74% while in France the CAC 40 increased 16 points or 0.31% and in London, the FTSE 100 was up one points or 0.02%. Meanwhile the pan-European Euro Stoxx 50 gained 21 points or 0.63% while Spain’s IBEX 35 surged 68 points or 0.70%.
In commodities, gold futures fell 0.41% to $1,330.60 a troy ounce while crude oil futures rose 0.23% to $62.20 a barrel. The U.S. dollar index which measures the greenback against a basket of six major currencies, rallied 0.12% to 89.93."
