,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
0,"<span>Dec 13, 2021 08:31AM ET</span>",,,,,,"By Manoj Kumar
NEW DELHI (Reuters) - India's retail inflation accelerated in November, led by a rise in food prices, but remained within the medium-term target of the central bank, strengthening views that the bank could keep interest rates on hold at its next meeting in February.
Consumer prices rose 4.91% in November from the same month last year, speeding up from October's 4.48% but lower than the consensus Reuters poll forecast of 5.10%, Ministry of Statistics data showed on Monday.
The Reserve Bank of India left interest rates on hold last week, saying growth was a priority as it warned of risks from inflation and the new Omircon variant on the economic recovery. 
India's economy expanded 8.4% in the September quarter from a year earlier, the fastest pace among major economies, but economists say the pandemic situation is a wild card.
The central bank expects retail inflation at 5.1% for October-December period and 5.7% for January-March quarter in the current financial year. 
Food prices, which contribute to nearly half of the consumer price index (CPI) rose 1.87% year-on-year in November, compared with 0.85% a month before. Prices of edible oil rose nearly 30% from a year ago period while vegetable prices fell by 13.6%.
Inflation has been within the RBI's 2-6% target range in recent months, and a cut in fuel tax last month by the federal government and softening of global crude oil prices have dampened inflationary pressures. 
Economists, have, however warned of risks of uptick in headline inflation over the coming months as companies pass on rising input costs to consumers amid economic recovery. 
""CPI inflation is set to rise further over the coming months and the risks are stacked to the upside,"" said Shilan Shah, India economist at Capital Economics. 
However, any rise in inflation is unlikely to trigger monetary tightening by the central bank, he said. 
Retail fuel prices rose 13.35% in November year-on-year compared to 14.35% in the previous month, the data showed. 

Annual core inflation, excluding volatile food and energy prices, was estimated at between 6.08% and 6.2% in November, according to three economists, compared with 6% to 6.1% in the previous month.
The government does not release core inflation numbers. 
 
"
1,"<span>Dec 13, 2021 04:21AM ET</span>",,,,,,"BERLIN (Reuters) - German wholesale prices rose by 16.6% on the year in November, official data showed on Monday, recording their biggest annual rise since data collection for the measure began in 1962 and suggesting higher consumer prices may follow.
The price measure is widely considered an indicator of future inflationary tendencies as wholesale trade is the hinge between manufacturers and end-customers.
""The high rates of change for wholesale prices in annual comparison derive from increased prices for raw materials and intermediate products,"" the Federal Statistics Office said in a statement.
The largest impact on the annual measure came from increased prices for mineral oil products, which rose 62.4% on the year.
Supply chain bottlenecks have put upwards pressure on the cost of intermediate products.
More than half of German companies doing business abroad are suffering severe problems in their supply chains or logistics, pushing them to diversify suppliers, shorten delivery routes and even relocate their own production, a survey showed last month.
German consumer prices, harmonised to make them comparable with inflation data from other European Union countries, rose 6.0% year-on-year in November, increasing pressure on the European Central Bank to react.

Germany's new chancellor, Olaf Scholz, said last month - just before taking office - that very high inflation rates had to be watched closely.
On the month, wholesale prices rose 1.3% in November. 
 
"
2,"<span>Dec 13, 2021 04:06AM ET</span>",,,"SHANGHAI (Reuters) - SHANGHAI, Nov 24 (Reuters) - Shipments of smartphones within China rose 25.7% year on year to 34.8 million handsets in November, the China Academy of Information and Communications (CAICT) reported on Monday.
Shipment numbers were up from about 27.7 million in November 2020 and 32.7 million in October 2021, according to the CAICT, a state-backed think-tank.
Handset brands are currently experiencing production issuesdue to a global computer chip shortage.
A combination of factors including demand miscalculation,unexpected factory shutdowns and U.S.-China tensions haveprompted a number of automobile companies to report chipsourcing issues.

That shortage has since spread to many types of chips andall kinds of hardware, including smartphones. 
Delayed upgrades from consumers had also caused sales toslow. 
 
",,,
3,"<span>Dec 13, 2021 03:46AM ET</span>",,,,,,"By Victor Jack
LONDON (Reuters) - The number of British manufacturers raising prices has hit its highest in at least two decades, according to a survey published on Monday as the Bank of England considers whether to head off inflation pressure with an interest rate hike this week.
Trade body Make UK and accountants BDO said a net balance of 52% of manufacturers had increased their prices in the final three months of the year, up from 50% three months earlier and the fourth quarterly rise in a row.
It was the highest reading since the survey began asking questions about prices in 2000, pushed up in large part by global supply chain problems since the COVID-19 pandemic, and the share was likely to rise further to 58% in early 2022.
Domestic market orders outpaced export orders but demand for both was slowing, the survey showed.
Make UK said it remained positive about manufacturing output growth for next quarter but lowered its forecast for 2021 from 7.1% to 6.9% and predicted growth of 3.3% in 2022.
""While manufacturers will be able to enjoy some festive cheer this year, their spirits will be tempered by the eye-watering impact of escalating cost pressures,"" James Brougham, senior economist at Make UK, said.
""Given the global nature of some of these pressures there is little sign that they will abate anytime soon. However, they will hope as we enter a fresh year that these will gradually unwind,"" he said.
Richard Austin, head of manufacturing at BDO, said orders and output remained very positive compared to historical levels but input prices, labour, logistics and inflation were ""settling in for the long haul.""
Official data last week showed British manufacturing output in October remained more than 2% below its pre-pandemic level. 

The survey of 303 companies was conducted between Nov. 3 and Nov. 24.
The figures come ahead of the BoE's interest rate announcement on Thursday as it tries to balance rising inflationary pressures with the risk that the Omicron variant of the coronavirus slows Britain's recovery from the pandemic. 
 
"
4,"<span>Dec 12, 2021 09:50PM ET</span>",,,,,,"By Leika Kihara and Tetsushi Kajimoto
TOKYO (Reuters) -Japan's service-sector mood improved to a two-year high but the recovery among manufacturers stalled, a closely watched central bank survey showed, a sign rising raw material costs was weighing on the economy's recovery from the pandemic.
Big firms expect conditions to worsen ahead as high fuel prices and a weak yen push up import costs, reinforcing expectations Japan will maintain massive fiscal and monetary support to underpin a fragile economy.
""Non-manufacturers' sentiment got a boost from the end to pandemic curbs, while supply constraints hit manufacturers,"" said Toru Suehiro, an analyst at Daiwa Securities.
""Overall, business confidence lacks strength with both manufacturers and non-manufacturers expecting conditions to worsen,"" he said.
The headline index gauging big manufacturers' sentiment stood at plus 18 in the final quarter of 2021, unchanged from the previous quarter and below a market forecast for plus 19, the Bank of Japan's (BOJ) tankan survey showed on Monday.
Rising costs and auto output disruptions hit industries such as non-ferrous metals, chemicals and machinery, it showed.
By contrast, big non-manufacturers' sentiment improved for the sixth straight quarter at plus 9, up from plus 2 in September and exceeding market forecasts of plus 6.
The index hit the highest level since December 2019, as the Sept. 30 lifting of state of emergency curbs to combat the COVID-19 pandemic boosted morale among retailers.
But the survey, conducted for a month through Dec. 10, likely did not incorporate much of the recent spread of the Omicron variant, with nearly 80% of the replies coming in by Nov. 29.
Rising raw material costs add to uncertainty by squeezing profits of firms just emerging from the pandemic's hit.
An index gauging big manufacturers' output prices rose to levels last seen in 1980, though the gauge for input prices was also at its highest since 2008, the survey showed, a sign firms may struggle to hike prices as much as needed to cover costs.
Companies expect inflation to hit 1.1% a year from now, the tankan showed, marking the highest level since September 2015.
Despite the murky outlook, companies plan to increase hiring and capital expenditure to deal with a chronic labour shortage.
Big firms plan to increase capital spending by 9.3% in the year ending in March 2022, less than market forecasts for a 9.8% gain but rebounding from an 8.3% drop in the previous year.
Separate data showed machinery orders, a leading indicator of capital expenditure, rose in October for the first time in three months.
The tankan also showed corporate funding continued to ease, giving the BOJ scope to phase out emergency support deployed last year to combat a pandemic-induced credit crunch.

Japan has lagged other countries in staging a strong rebound from last year's pandemic hit, shrinking an annualised 3.6% in July-September due to weak consumption and output hit by a spike in infections and supply constraints.
While analysts expect growth to bounce back in the final quarter of this year, some warn the emergence of Omicron clouds the outlook and may keep the recovery feeble next year.
 
"
5,"<span>Dec 12, 2021 08:00PM ET</span>",,,,,,"By Kantaro Komiya
TOKYO (Reuters) -Japan's core machinery orders rose in October for the first time in three months as service sector firms ramped up investment amid low COVID-19 infections, a welcome sign firms were spending and the broader economy was recovering.
The world's third-largest economy is set to post a solid rebound this quarter after a larger-than-expected contraction in July-September, although the outlook is currently blurred by uncertainties around the new Omicron coronavirus variant.
Core machinery orders, a highly volatile leading indicator of capital spending in the coming six to nine months, rose 3.8% in October from the previous month, the Cabinet Office data showed on Monday.
That compared with a 2.1% expansion forecast by economists in a Reuters poll and followed no change in September.
Core orders from service-sector firms excluding ships and electrical utilities gained 16.5% month-on-month in October, led by transport and postal services that grew 170.1% due to large-scale orders for railroad vehicles.
""As the coronavirus outbreak settled down, capital expenditure among a broad range of non-manufacturers grew,"" a government official told reporters.
Meanwhile, orders from manufacturers declined 15.4% from a month earlier, as decreasing demand from chemical firms offset growth from semiconductor-making equipment and production machinery companies.
In a year-on-year basis, core orders rose 2.9% in October, the data showed, versus a 4.0% rise expected by economists.
Companies' capital expenditure slowed in the third quarter due to a global resurgence of COVID-19 outbreak, which particularly battered carmakers and other manufacturers dependent on parts supplies from Asian factories.

While supply bottlenecks eased, the outlook on production and spending remained sluggish. The Bank of Japan's quarterly Tankan survey on Monday showed large manufacturers' business mood was flat in December from October, whereas sentiment among service-sector firms improved more than expected.
The central bank is expected at this week's policy review to debate whether to extend pandemic relief programmes beyond their current March 2022 deadline, although no change to its ultra-easy monetary policy is expected.
 
"
6,"<span>Dec 12, 2021 07:36PM ET</span>",,,,,,"(Bloomberg) -- Confidence among Japan’s large manufacturers held at the highest level since 2018 but slippage in the outlook signaled that the omicron variant has clouded views on the country’s economic recovery.
Sentiment among big makers of products stayed at 18 this month, while an index of the outlook slipped to 13, according to the Bank of Japan’s quarterly Tankan survey released Monday. The index subtracts the percentage of pessimists from the percentage of optimists.
 
The Tankan offers a key piece of information for BOJ policy board members as they decide the fate of a special Covid funding program as early as Friday. Deputy Governor Masayoshi Amamiya said last week that economic uncertainty is extremely high partly due to the emergence of the new variant.
Until the emergence of omicron, Japanese businesses had seen reasons for more optimism compared with the summer. Infection cases at home and a continued economic recovery in their main export destinations from U.S. to China had given cause for guarded bullishness. 
Prime Minister Fumio Kishida also likely helped buoy corporate sentiment by unveiling a larger-than-expected economic package last month offering record fiscal support for the economy.    
The Tankan survey was taken from Nov. 10 to Dec. 10, so at least some of the businesses responding factored omicron into their answers. The variant was flagged as a variant of concern on Nov. 26.
A separate report Monday from the Cabinet Office showed orders for Japanese machinery rose for the first time in three months. Bookings are a signal of planned capital spending. 
(Adds survey details.)
©2021 Bloomberg L.P."
7,"<span>Dec 10, 2021 02:15PM ET</span>",,,,,,"(Reuters) - The U.S. government on Friday posted a $191 billion budget deficit for November, 32% higher than the $145 billion shortfall a year earlier as pandemic-related spending drove record outlays for the month and outstripped a sharp rise in personal income tax receipts on the back of the rebounding economy.
The November deficit was $4 billion below the median estimate among economists polled by Reuters of $195 billion.
Receipts for the second month of the federal government's fiscal year totaled $281 billion, up 28% and a record for the month of November, the Treasury Department said. Individual tax receipts rose 27% to $244 billion.
A Treasury official said the increase stems largely from the improvement in the economy and people continuing to return to work after last year's widespread shutdowns from the COVID-19 pandemic, which triggered a short but sharp recession.
Spending also was a record for the month of November, with total outlays of $473 billion, up 30% from November 2020's $365 billion. Spending increases for the Health and Human Services and Treasury departments largely arising from pandemic programs drove most of the increase.
For the fiscal year 2022 to date the deficit totaled $356 billion, a decrease of 17% from the first two months of fiscal 2021, which is being fueled by record year-to-date increases in government revenue.
 
 "
8,"<span>Dec 10, 2021 12:51PM ET</span>",,,,,,"By Lucia Mutikani
WASHINGTON (Reuters) - U.S. consumer prices rose solidly in November as Americans paid more for food and a range goods, leading to the largest annual gain since 1982, posing a political nightmare for President Joe Biden's administration and cementing expectations for the Federal Reserve to start raising interest rates next year.
The report from the Labor Department on Friday, which followed on the heels of a slew of data this month showing a rapidly tightening labor market, makes it likely the U.S. central bank will announce that it is speeding up the wind-down of its massive bond purchases at its policy meeting next week. 
With supply bottlenecks showing little sign of easing and companies raising wages as they compete for scarce workers, high inflation could persist well into 2022. The increased cost of living, the result of shortages caused by the relentless COVID-19 pandemic, is hurting Biden's approval rating. The White House and the Fed have characterized high inflation this year as transitory.
""There's not much room to explain away this inflation from pandemic or reopening anomalies,"" said Will Compernolle, a senior economist at FHN Financial in New York. ""Inflation is a tax, gas and food are among the most regressive aspects of it. Lower-income Americans spend disproportionately on both.""
The consumer price index increased 0.8% last month after surging 0.9% in October. The broad-based rise was led by gasoline prices, which increased 6.1%, matching October's gain. With crude oil prices declining recently, gasoline prices have likely peaked for now.
Food prices rose 0.7%. The cost of food at home increased 0.8%, driven by a jump in the price of fruits and vegetables, meat, and cereals and bakery products. The price of food consumed at home gained 6.4% over the past 12 months, the most since December 2008. Dining out was also more expensive last month.
In the 12 months through November, the CPI accelerated 6.8%. That was the biggest year-on-year rise since June 1982 and followed a 6.2% advance in October. Economists polled by Reuters had forecast the CPI would climb 0.7% and rise 6.8% on a year-on-year basis.
Rising inflation is eroding wage gains. Inflation-adjusted average weekly earnings fell 1.9% on a year-on-year basis in November.
Biden acknowledged the increased burden on household budgets from the high inflation, while trying to reassure Americans that the country was pushing ahead with efforts to ease supply bottlenecks.
""We are making progress on pandemic-related challenges to our supply chain which make it more expensive to get goods on shelves, and I expect more progress on that in the weeks ahead,"" Biden said in a statement.
Indeed, gasoline prices have been trending lower since the end of November. That helped to lift consumer sentiment in early December, a separate survey from the University of Michigan showed on Friday.
(Graphic: Consumer sentiment: the present vs the future, https://graphics.reuters.com/USA-STOCKS/lbpgnlwwkvq/umich.png) 
Investors took the strong inflation readings in stride. U.S. stocks were trading higher. The dollar slipped against a basket of currencies. U.S. Treasury prices rose.  
TIGHTENING LABOR MARKET 
The government reported last week that the unemployment rate fell to a 21-month low of 4.2% in November. Tightening labor market conditions were underscored by a report on Thursday showing new applications for unemployment benefits dropped to the lowest level in more than 52 years last week.
Other data this week showed there were 11 million job openings at the end of October and Americans quit jobs at near-record rates. Fed Chair Jerome Powell has said the U.S. central bank should consider hastening the tapering of its bond purchases at its policy meeting next week.
""The Fed has little choice but to accelerate tapering and prepare for the possibility of much earlier rate hikes than it was planning just a few months ago,"" said Sal Guatieri, a senior economist at BMO Capital Markets in Toronto.
Excluding the volatile food and energy components, the CPI rose 0.5% last month after gaining 0.6% in October. The so-called core CPI was supported by rents, with owners' equivalent rent of primary residence, which is what a homeowner would receive from renting a home, rising a solid 0.4%.
(Graphic: Core CPI, https://graphics.reuters.com/USA-STOCKS/egvbkolqnpq/corecpi.png) 
Hotel and motel accommodation also cost more as did apparel, household furnishings and healthcare.
Prices for used cars and trucks increased 2.5% for a second straight month. New motor vehicle prices rose 1.1%, marking the eighth consecutive month of gains. A global semiconductor shortage has undercut motor vehicle production. 
Airline fares rebounded 4.7%. But gains are likely to be curbed by the spread of the Omicron variant of COVID-19, which could make some people hesitant to travel by air. The United States is already experiencing a resurgence in coronavirus infections, driven by the Delta variant. 
But the cost of motor vehicle insurance fell. Recreation prices dropped after nine straight months of gains. The so-called core CPI jumped 4.9% on a year-on-year basis, the largest rise since June 1991, after increasing 4.6% in October.
The Fed tracks the personal consumption expenditures (PCE) price index, excluding the volatile food and energy components, for its flexible 2% inflation target. The core PCE price index surged 4.1% in the 12 months through October, the most since January 1991. Data for November will be released later this month.
(Graphic: The COVID inflation surge, https://graphics.reuters.com/USA-FED/INFLATION/akvezawxopr/chart.png) 

Economists expect the year-on-year CPI could top 7% before falling back and the core CPI rate could rise above 6%.
""The recent strength in CPI and PCE inflation reflects both factors that are temporary and should fade over time and factors that could be more persistent,"" said Daniel Silver, an economist at JPMorgan (NYSE:JPM) in New York. ""But the tightening in the labor market likely will continue over time and this should keep upward pressure on inflation."" 
 
"
9,"<span>Dec 10, 2021 10:41AM ET</span>",,,,,,"(Reuters) - U.S. consumers' moods brightened unexpectedly in early December with an outsized increase in sentiment among lower-income households lifting overall sentiment from the lowest in a decade, a survey showed on Friday.
The University of Michigan's closely watched Consumer Sentiment Index rose to 70.4 this month from a final November reading 67.4, which had been the lowest since November 2011. Economists polled by Reuters had been expecting it to slip further, with a median estimate of 67.1.
Readings of both current conditions and future expectations also improved unexpectedly.

The increase in headline sentiment was powered entirely by a 23.6% improvement among households in the lower one-third of the survey's income distribution, the biggest monthly increase for that group since 1980. This was driven by expectations of improving incomes in the year ahead. Sentiment slipped further for the middle and upper thirds.
""While it is usually assumed that such extreme changes represent an erroneous result due to small samples, in 1980 it was the households in the bottom income third that initially signaled the end of the first part of the double recession in 1980-82, with upper income households following in subsequent months,"" survey Director Richard Curtin said in a statement. 
 
"
