,company,date,title,content
0,By Investing.com,"<span>Jul 27, 2011 10:24AM ET</span>",Natural gas futures slide ahead of contract expiry,
1,By Investing.com,"<span>Jul 27, 2011 09:53AM ET</span>",Gold extends gains to fresh record after durable goods data,
2,By Reuters,"<span>Jul 27, 2011 09:40AM ET</span>","UPDATE 10-Oil falls as US inventories rise, debt talks falter"," * Surprise rise in crude stocks pressures U.S. oil
 * Weak U.S. durable goods, business spending weigh too
 * Eyes on Mexico Gulf as cyclone said sure to hit
 * Coming up: U.S. jobless claims, 8:30 a.m. EDT Thursday
 *
(Updates prices, market activity)
 By Gene Ramos
 NEW YORK, July 27 (Reuters) - Oil prices fell on Wednesday
as data showed the first release of crude from the U.S.
petroleum reserve unexpectedly pushed up domestic inventories
last week, adding to concerns over weak economic data.
 U.S. crude inventories rose 2.3 million barrels, boosted by
the release of 2.268 million barrels of oil from the Strategic
Petroleum Reserve, part of a coordinated move by members of the
International Energy Agency announced in late June to cover
supply losses due to the conflict in Libya. [EIA/S]
 Jitters over the higher stockpiles piled on top of fears
about the unsettled debate on raising the U.S. debt ceiling
before an Aug. 2 deadline to avoid a disastrous default.
 Further pressure came as data showed new orders for
long-lasting U.S. manufactured goods fell unexpectedly in June,
and a gauge of business spending plans slipped.
[ID:nN1E76Q0BV]
 ""(The inventory report) was clearly a disappointment ...
although we are trading much more off of the problems of the
broader financial market and debt ceiling"", said Bill O'Grady,
chief investment strategist at Confluence Investment Management
in St. Louis, Missouri.
 U.S. crude weakened further against Brent oil, sending the
premium of Brent to U.S. futures  to above $20 a
barrel after ending below $19 on Tuesday, in spread trading,
traders said.
 U.S. crude for September delivery  fell $2.19, or 2.2
percent, to settle at $97.40 a barrel, having slid to a session
low of $97.28.
 In London, ICE September Brent  settled at $117.43,
down 85 cents, dropping from the day's high of $118.50.
 Trading volumes were light, Reuters data showed. By 2:50
p.m. EDT (1850 GMT), U.S. volume was nearly 450,000 contracts,
26 percent below the 30-day average. Brent volume was around
368,000 contracts, 24 percent below the 30-day average.
 GULF OF MEXICO STORM FEARS
 The market eyed the development of a potential tropical
cyclone in the Gulf of Mexico, home to 29 percent of U.S. oil
production, which could impact supplies. [ID:nL3E7IR2EB]
 As a precaution, Royal Dutch Shell  pulled support
personnel in its area platforms while other companies monitored
the development. No production had been shut in. [ID:nWEN6263]
 Near the close, the U.S. Federal Reserve, in its summary of
conditions across the country, said economic growth slowed in
much of the United States in June and early July, raising
doubts of a pickup in activity in the second half of the year.
[ID:nW1E7IL00I]
 <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
 Full coverage of U.S. budget and debt [ID:nUSBUDGET] 
 Reuters Insider TV http:link.reuters.com/zat72s
 Chart on safe haven performance in July http://graphic/
 COLUMN-Death of Treasury benchmark [ID:nN1E76O04X]
 BREAKINGVIEWS-US can save its AAA rating [ID:nN1E76P1SC]
 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 UNCERTAINTY UNNERVES
 Deeply divided Republican and Democratic leaders in
Washington are still scrambling to find common ground with less
than a week before the government hits its borrowing limit,
triggering a possible default that would shake global markets.
[ID:nN1E76P2HJ]
 ""Should the U.S. default on its debt, the effect on the oil
markets will be bifurcated,"" said Jason Schenker, president and
chief economist of Prestige Economics LLC in Austin, Texas.
 ""For WTI (U.S. crude), prices will fall on economic growth
concerns. For Brent crude, which has a more global benchmark
status than U.S. crude, it will get support from a lower dollar
and continued global growth expectations,"" Schenker said.
 Global stock markets fell as the United States edged toward
default. Wall Street slid as anxiety grew over the debt debate
in Washington and weak economic data stoked concerns about a
further slowing of the economy. [.N]
 The dollar was up 0.9 percent against a basket of
currencies <.DXY>, rebounding as political wrangling over
raising the U.S. debt ceiling continued. [USD/]
(Additional reporting by Robert Gibbons and David Sheppard in
New York; Claire Milhench and Simon Falush in London; Editing
by Dale Hudson)
"
3,By Reuters,"<span>Jul 27, 2011 08:52AM ET</span>",Gold prices extend record highs," LONDON, July 27 (Reuters) - Gold prices extended their
earlier record high to a new peak of $1,625.70 an ounce as
investor concerns over the health of the U.S. economy stoked
demand for the metal as a haven from risk.	
 The dollar extended losses against the yen after an
unexpected fall in orders for U.S. durable goods orders, while
U.S. authorities are still trying to avert a debt default which
could cost the United States its top-notch credit rating.	
 Spot gold was up 0.3 percent at $1,623.45 an ounce at
1243 GMT.
(Reporting by Jan Harvey; Editing by Alison Birrane)
"
4,By Reuters,"<span>Jul 27, 2011 07:56AM ET</span>","UPDATE 5-Oil retreats as debt stalemate, stocks rise weigh"," * Unexpected increase in crude stocks weighs on U.S. oil
 * U.S. debt battle hurts riskier assets
 * Brent neutral in $115-$120/bbl range -technicals

 * Coming up: EIA inventory data at 1430 GMT
(Adds poll information, updates prices)	
 By Simon Falush	
 LONDON, July 27 (Reuters) - Oil fell on Wednesday as
wrangling over the U.S. debt limit unnerved investors and sent
them fleeing from assets perceived to be dependent on growth. 
 Brent crude  fell 49 cents to $117.79 a barrel by
1136 GMT, U.S. oil  dropped 74 cents to $98.85, also
pressured by an industry report which showed crude stocks in the
country rose unexpectedly.	
 ""The main factor is the debt situation (in the United
States), there are fears about growth and the country's AAA
rating is under threat,"" Michael Hewson, analyst at CMC Markets
said.	
 A Republican plan to cut the U.S. deficit faced delay and
stiff opposition on Wednesday, piling anxiety onto investors and
ordinary Americans hoping for a late compromise to avoid a
crippling debt default. 
 Analysts polled by Reuters expect the U.S. will probably
lose its top-notch AAA credit rating from at least one major
rating agency, believing the wrangling over the debt ceiling has
already damaged the economy. 
 Also weighing on the price outlook for oil, crude stocks
rose by 4 million barrels confounding analysts' expectations for
a 1.7 million-barrel draw in a Reuters poll. 
 Analysts said this pointed to further potential weakness for
crude as it is often a pointer for data for the more closely
followed U.S. Energy Information Administration, which is due
out at 1430 GMT.	
 ""Over the past 12 months, there have been only 15 weeks in
which API and DoE data pointed in different directions,""
Commerzbank said in a note. 
 ""This means that, contrary to market expectations and for
the first time in nine weeks, the official DoE figures might
also show an increase in stock levels.""	
 U.S. crude oil inventories were forecast down for the eighth
straight time last week as imports leveled off, an expanded
Reuters poll showed on Tuesday ahead of weekly inventory data. 
 Eleven of the 12 analysts polled expect a crude stockpile
draw for the week to July 22, with the average forecast coming
in at 1.7 million barrels on average, 
 Further ahead, analysts are expecting oil prices to retreat
with Brent seen falling to around $110 a barrel, pressured by
sluggish growth and debt worries, a Reuters poll showed.
 
 
 
 An unexpected rise in crude oil inventories also weighed on
prices as data from oil industry group American Petroleum
Institute showed weekly refinery operations fell.

 
 UNCERTAINTY UNNERVES 
 Deeply divided Republican and Democratic leaders in the U.S.
are scrambling to find common ground with less than a week
before the government hits its borrowing limit approved by
Congress, triggering a possible default that would roil global
markets. 
 ""Until the path to global economic growth is ascertained, it
will be difficult for oil markets to focus on much else,
Barclays Capital said in a report. ""After all, economic growth
is one of the biggest drivers of oil prices.""	
 Sovereign debt will remain a key factor capping the upside
in prices in the immediate future, the report said.	
 Debt problems in Europe, notably in Italy and Greece, while
not the main focus of investor concern on Wednesday, were also
keeping investors wary of risky assets, analysts said.	
 The dollar sank to a three-month low against a basket of
major currencies on Wednesday, though it subsequently recovered
slightly.	
 A weak dollar can support dollar-denominated oil by making
it less expensive for consumers using other currencies and by
luring yield-hungry investors to commodities markets. 
 Still, most analysts expect the debt ceiling issue to be
resolved before the deadline and oil prices to be supported by
reduced output amid growing demand from China, India and other
emerging nations.
(Additional reporting by Manash Goswami in Singapore)
"
5,By Investing.com,"<span>Jul 27, 2011 06:39AM ET</span>","Corn futures fall on favorable U.S., China weather",
6,By Reuters,"<span>Jul 27, 2011 05:32AM ET</span>","PRECIOUS-Gold drops from record on profit-taking, technicals"," * Technical selling, dollar rally trigger profit-taking
 * Volume hits highest since January after options expiry
 * More put option strategies to lock in futures profits
 * Coming up: U.S. weekly jobless claims Thursday
(Recasts, adds comment, updates market activity)
 By Frank Tang
 NEW YORK, July 27 (Reuters) - Gold fell on Wednesday after
hitting record highs on growing fears of a U.S. default, as
technical weakness, a rallying dollar and a broad sell-off of
riskier assets prompted bullion investors to take profits.
 Gold volatility rose as trading volume hit its highest
since January and marked the second-heaviest trading day of the
year, after option investors exercised a large number of
in-the-money $1,600 calls at Tuesday's option expiry.
 In early trade, gold rose as the fate of Republican and
Democratic deficit-reduction plans remained heavily in doubt as
top lawmakers pursued a behind-the-scenes compromise to avert a
crippling U.S. debt default. [ID:nN1E76P2HJ]
 Bullion could pull back sharply if a deal to cut the U.S.
deficit dampens market fears, analysts said. The metal is up
about 9 percent in July on concerns over the euro zone debt
crisis and uncertainty ahead of the Aug. 2 deadline to raise
the $14.3 trillion U.S. debt ceiling.
 ""It was more of a technical failure combined with a
dramatic bounce of the dollar,"" said David Meger, director of
metals trading at Vision Financial Markets.
 ""The market is vulnerable to further retracement, and now
it's just a matter to see if near-term support levels hold or
we fail further from a technical perspective.""
 Spot gold  was down 0.4 percent at $1,613.05 by 2:53
p.m. EDT (1853 GMT), after rallying to a record $1,628 an
ounce. U.S. gold futures  for August delivery settled
down $1.70 an ounce at $1,615.10, after trading between
$1,608.90 and $1,628.80.
 Silver  lost 1.5 percent at $40.23 an ounce.
 <^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
 Take a Look on gold hitting record high [ID:nL6E7ID1SS]
 Gold correlation with dollar: http://r.reuters.com/ryx52s
 Inflation-adjusted gold price: http://r.reuters.com/pun62s
 Gold in different currencies: http://r.reuters.com/wun62s
 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^>
 Meger said bullion prices were pressured by back-and-fill,
retracement-type selling after the metal failed to rise further
above the record high of $1,628.
 OPTION VOLATILITY RISES
 By 3:30 p.m. EDT, U.S. gold futures trading volume had
topped 380,000 lots, the second-highest this year after the
2011 peak of about 410,000 lots set on Jan. 27.
 The CBOE Gold ETF Volatility Index <.GVZ>, often referred
to as the ""Gold VIX"" and based on SPDR Gold Trust 
options, rallied more than 3 percent.
 Option traders said around 20,000 contracts of in-the-money
calls with strike prices near $1,600 were exercised at
Tuesday's option expiration.
 More investors are using option strategies to lock in
profits made in the underlying gold futures.
 ""The dealers are definitely buying puts and selling calls,""
COMEX gold options floor trader Jonathan Jossen said. ""When you
see these dealers are doing this ... they are looking for a
move down or just locking in their risks.""
 Sharp losses in the U.S. equity markets and industrial
commodities such as crude oil amid U.S. debt fears prompted
investors to take profits in the gold market to cover losses
elsewhere, analysts said.
 Gold's safe-haven appeal fell after the president of
Standard and Poor's, Deven Sharma, said the rating agency did
not think the United States would default. [ID:nWEN6265]
 A sharp dollar rally against the euro amid risk aversion
also increased volatility and weighed down bullion prices. The
euro came under pressure after Standard & Poor's cut Greece's
sovereign credit rating further into junk territory.
 Supply concerns underpinned gold as tens of thousands of
South African gold miners will down tools on Thursday. South
Africa is the world's fourth-largest gold producer.
 Platinum  was up 0.1 percent at $1,803 an ounce, and
palladium  eased 0.4 percent at $828.97 an ounce.
Prices at 2:53 p.m. EDT (1853 GMT) 
 LAST/ NET PCT YTD
 CLOSE CHG CHG CHG
US gold  1615.10 -1.70 -0.1% 13.6%
US silver  40.568 -0.130 0.3% 31.1%
US platinum  1808.00 0.80 0.0% 1.7%
US palladium  833.20 -2.90 -0.3% 3.7%
Gold  1613.05 -5.75 -0.4% 13.6%
Silver  40.23 -0.62 -1.5% 30.4%
Platinum  1803.00 2.45 0.1% 2.0%
Palladium  828.97 -3.03 -0.4% 3.7%
Gold Fix  1625.00 4.00 0.2% 15.2%
Silver Fix  40.81 47.00 1.2% 33.2%
Platinum Fix  1814.00 4.00 0.2% 4.8%
Palladium Fix  842.00 4.00 0.5% 6.4%
(Reporting by Frank Tang; Editing by Lisa Shumaker and Dale
Hudson)
"
7,By Investing.com,"<span>Jul 27, 2011 04:29AM ET</span>",Crude oil futures edge lower on U.S. demand concerns,
8,By Investing.com,"<span>Jul 27, 2011 03:31AM ET</span>",Gold futures rally to fresh record high on U.S. debt worries,
9,By Reuters,"<span>Jul 27, 2011 01:24AM ET</span>","CORRECTION - LONDON, July 27 (Reuters) - UPDATE 4-Oil dips as debt stalemate, stocks rise weigh"," (Updates prices, adds quote)	
 * Unexpected increase in crude stocks weighs on U.S. oil
 * U.S. debt battle hurts riskier assets
 * Brent neutral in $115-$120/bbl range -technicals

 * Coming up: EIA inventory data

 By Simon Falush	
 LONDON, July 27 (Reuters) - Oil fell on Wednesday as
partisan wrangling over the U.S. debt limit unnerved investors
and sent them fleeing from assets perceived to be dependent on
growth. 
 Brent  fell 33 cents to $117.95 a barrel by 1019 GMT,
U.S. oil  dropped 58 cents to $99.01, also pressured as
an industry report showed crude stocks in the country rose
unexpectedly.	
 ""The main factor is the debt situation (in the United
States), there are fears about growth and the country's AAA
rating is under threat,"" Michael Hewson, analyst at CMC Markets
said.	
 A Republican plan to cut the U.S. deficit faced delay and
stiff opposition on Wednesday, piling anxiety onto investors and
ordinary Americans hoping for a late compromise to avoid a
crippling debt default. 
 Analysts polled by Reuters expect the U.S. will probably
lose its top-notch AAA credit rating from at least one major
rating agency, believing the wrangling over the debt ceiling has
already damaged the economy. 
 Bank of Japan board member Hidetoshi Kamezaki said that
global growth is slowing and there is uncertainty about its
outlook as emerging nations battle rising costs and the debt
crisis in the U.S. and Europe threaten to derail recovery. 
 
 
 
 An unexpected rise in crude oil inventories also weighed on
prices as data from oil industry group American Petroleum
Institute showed weekly refinery operations fell.	
 Crude stocks rose by 4 million barrels confounding analysts'
expectations for a 1.7 million-barrel draw in a Reuters poll.

 Analysts said this pointed to further potential weakness for
crude as it is often a pointer for data for the more closely
followed U.S. Energy Information Administration, which is due
out at 1430 GMT.	
 ""Over the past 12 months, there have been only 15 weeks in
which API and DoE data pointed in different directions,""
Commerzbank said in a note. 
 ""This means that, contrary to market expectations and for
the first time in nine weeks, the official DoE figures might
also show an increase in stock levels.""	
 U.S. crude oil inventories were forecast down for the eighth
straight time last week as imports leveled off, an expanded
Reuters poll showed on Tuesday ahead of weekly inventory data. 
 Eleven of the 12 analysts polled expect a crude stockpile
raw for the week to July 22, with the average forecast coming in
at 1.7 million barrels on average, 
 
 UNCERTAINTY UNNERVES 
 Deeply divided Republican and Democratic leaders in the U.S.
are scrambling to find common ground with less than a week
before the government hits its borrowing limit approved by
Congress, triggering a possible default that would roil global
markets. 
 ""Until the path to global economic growth is ascertained, it
will be difficult for oil markets to focus on much else,
Barclays Capital said in a report. ""After all, economic growth
is one of the biggest drivers of oil prices.""	
 Sovereign debt will remain a key factor capping the upside
in prices in the immediate future, the report said.	
 Debt problems in Europe, notably in Italy and Greece, while
not the main focus of investor concern on Wednesday, were also
keeping investors wary of risky assets, analysts said.	
 The dollar sank to a three-month low against a basket of
major currencies on Wednesday, though it subsequently recovered
slightly.	
 A weak dollar can support dollar-denominated oil by making
it less expensive for consumers using other currencies and by
luring yield-hungry investors to commodities markets. 
 Still, most analysts expect the debt ceiling issue to be
resolved before the deadline and oil prices to be supported by
reduced output amid growing demand from China, India and other
emerging nations.	
 Libya being away from the oil market has already reduced
OPEC's spare capacity, and concerns of disruptions from other
countries will boost prices for the rest of the year, analysts
said.
(Additional reporting by Manash Goswami in Singapore; Editing
by Alison Birrane)
"
