,company,date,title,content
0,By Investing.com,"<span>May 03, 2017 12:43PM ET</span>",Gold edges lower as Fed rate decision draws closer,"Investing.com - Gold prices traded lower on Wednesday, after the release of strong U.S. data sparked upside momentum in the dollar and capped gains in the precious metal. 
Gold for June delivery on the Comex division of the New York Mercantile Exchange shed $7.17, or 0.57%, to $1,249.89 a troy ounce by 12:42 EDT.
Gold continued to trade close to three-week lows, after better than expected jobs and services sector growth data fuelled expectations that the Federal Reserve would hike interest rates in June.
The Institute for Supply Management said its non-manufacturing purchasing managers’ index rose to 57.5 in April from 55.2 in March. The reading was above economists’ forecasts of 55.8.
A report from ADP and Moody's Analytics showed U.S. companies created 177,000 new positions for the month, slightly above expectations of 175,000.
According to investing.com’s Fed rate monitor tool, about 60% of traders expect the Federal Reserve to hike interest rates in June.
Meanwhile, focus shifted towards the Fed rate decision and statement, scheduled for release today at 14:00 EDT. 
Although the majority of market participants expect the Fed to leave rates unchanged, investors remained cautious of any change in tone from the Fed statement concerning future interest rate hikes. 
The Federal Reserve has previously indicated that three total rate hikes in 2017 would be appropriate, should economic data, mainly jobs and inflation, continue to show steady growth.
Treasury yields eased ahead of the Federal Reserve interest rate decision, with the U.S. 10-Year at 2.293, down 0.14%. 
Meanwhile, on the political front, investors looked ahead to a televised French election debate, on Wednesday, between pro-EU candidate Emmanuel Macron and far-right candidate Marine Le Pen.
According to the latest polls, pro-EU candidate Emmanuel Macron holds a healthy lead, about 20 percentage points, over far-right candidate Marine Le Pen.
In other precious metals trading, silver futures lost 1.31% to $16.611 a troy ounce while platinum traded at $904.50, down 2.32%.
Copper traded flat at $2.541 while natural gas added 0.75% to $3.219."
1,By Reuters,"<span>May 03, 2017 12:02PM ET</span>","Oil dips on small U.S. crude stock drop, weak gasoline demand","By Julia Simon
NEW YORK (Reuters) - Oil prices edged lower Wednesday after U.S. government data showed a smaller-than-expected decline in domestic crude inventories and weak demand for gasoline, feeding concerns about a supply glut.
U.S. West Texas Intermediate (WTI) crude (CLc1) was down 18 cents at $47.48 a barrel at 11:33 EST. Benchmark Brent crude (LCOc1) was down 8 cents at $50.38 a barrel.
The U.S. Energy Information Administration (EIA) said weekly crude stocks fell by 930,000 barrels to 527.8 million, less than half the 2.3 million-barrel draw that had been forecast.
""U.S. domestic production rose again, and continues its steady climb,"" said John Kilduff, partner at energy hedge fund Again Capital in New York. He noted that a sharp decline in imports turned what would have been an increase in stocks into a small drawdown.
EIA data also showed gasoline stocks rose by 191,000 barrels, which was much less than the 1.3 million-barrel gain that had been forecast. However, gasoline demand slipped 2.7 percent over the last four weeks from the same period a year ago. 
""This is continuing a trend since the beginning of the year in which sales have been lower and that is casting a shadow on the market and pressuring crude oil prices,"" said Andrew Lipow, president of Lipow Oil Associates in Houston, 
""Gasoline demand is going to be the story going forward.""
While the market remains fixated on U.S. production, oil investors continue to watch whether producing countries have been complying with their 2016 deal to cut output around 1.8 million barrels per day (bpd) by the middle of the year.
Russia, contributing the largest production cut outside OPEC, said that as of May 1, it had curbed output by more than 300,000 bpd since hitting peak production in October.
This means Russia has achieved its reduction target a month ahead of schedule, just as the latest Reuters survey of OPEC production showed the group's compliance had fallen slightly.
More oil from Angola and higher UAE output than originally thought meant OPEC compliance with its production-cutting deal slipped to 90 percent in April from a revised 92 percent in March, the Reuters survey showed.

""Although OPEC is expected to extend a self-imposed output cap by another six months, it would be a challenge convincing several non-OPEC members to join the endeavor,” said Abhishek Kumar, senior energy analyst at Interfax Energy’s Global Gas Analytics in London.
 
"
2,By Reuters,"<span>May 03, 2017 11:31AM ET</span>","U.S. oil inventories dip, but gasoline builds amid weak demand: EIA","By David Gaffen
(Reuters) - U.S. crude stockpiles fell less than expected last week, while gasoline inventories grew as demand remained weak, the Energy Information Administration said on Wednesday, keeping concerns about global supply on a simmer.
Crude inventories  fell by 930,000 barrels in the week to April 28, much less than analysts' expectations for a decrease of 2.3 million barrels. Although crude stocks have steadily declined for the last four weeks, at 527.8 million barrels they still 3 percent higher from this time a year ago.
""It has been another fairly uninspiring report for the bulls,"" said Matt Smith, director of commodity research at ClipperData.
The oil markets turned negative immediately after the report. U.S. crude futures (CLc1) was down 16 cents at $47.50 a barrel by 10:50 a.m. EDT, while Brent (LCOc1) fell 10 cents to $50.36 a barrel. 
Analysts said the declines came in part after Tuesday's data from industry group the American Petroleum Institute, which showed bigger drawdowns. 
Stocks at the Cushing, Oklahoma, delivery hub for U.S. crude futures  fell 728,000 barrels, EIA said.
U.S. crude production rose modestly again, and currently sits at 9.29 million barrels a day, highest since August 2015, while imports  fell by 34,000 bpd. 
Gasoline stocks  rose by 191,000 barrels, compared with expectations in a Reuters poll for a 1.3 million-barrel gain.
Stocks of the motor fuel, at 241.2 million barrels, were still 10 percent higher than the seasonal average over the past decade, as gasoline demand for the past four weeks was down by 2.7 percent from the year-ago period.
""This is continuing a trend since the beginning of the year in which sales have been lower and that is casting a shadow on the market and pressuring crude oil prices,"" said Andrew Lipow, president of Lipow Oil Associates in Houston.
Refinery crude runs  inched down from record highs, slipping 108,000 barrels per day, to 17.2 million bpd, as utilization rates  fell 0.8 percentage points to 93.3 percent of capacity, EIA data showed. 
Distillate stockpiles , which include diesel and heating oil, fell by 562,000 barrels, versus expectations for a 723,000 barrel-increase, the EIA data showed. 

 
"
3,By Investing.com,"<span>May 03, 2017 10:54AM ET</span>","U.S. crude stocks down 930,000 barrels vs. forecast fall of 2.333 mn","Investing.com - U.S. crude stocks fell less than expected in the latest week, official data showed Wednesday.The EIA said crude inventories fell by 930,000 barrels after a fall of 3.641 mn barrels the previous week.Crude inventories were forecast to fall by 2.333 mn barrels.Gasoline stocks rose by 191,000 barrels after a rise of 3.369 mn barrels the previous week.Gasoline inventories were expected to rise by 1.322 mn barrels.U.S. crude gave up earlier gains and was off 0.36% at $47.49 after data release."
4,By Investing.com,"<span>May 03, 2017 10:35AM ET</span>",Oil slides to 5-week low as weekly U.S. stockpile data disappoints,"Investing.com - Oil prices reversed overnight gains in North American trading on Wednesday, sliding to a fresh five-week low after data showed a lower than expected drawdown in U.S. oil stockpiles.
The U.S. West Texas Intermediate crude June contract shed 17 cents, or around 0.3%, to $47.51 a barrel by 10:35AM ET (14:35GMT) after falling to $47.34, a level not seen since March 27. Prices were at around $47.98 prior to the release of the inventory data.
Elsewhere, Brent oil for July delivery on the ICE Futures Exchange in London dipped 22 cents to $50.23 a barrel, after sliding to $50.14 in the prior session, its deepest trough since March 27.
The U.S. Energy Information Administration said in its weekly report that crude oil inventories fell by 930,000 barrels in the week ended April 28.
Market analysts' expected a crude-stock decline of 2.3 million barrels, while the American Petroleum Institute late Tuesday reported a supply-drop of 4.1 million barrels.
Supplies at Cushing, Oklahoma, the key delivery point for Nymex crude, decreased by 728,000 barrels last week, the EIA said.
Total U.S. crude oil inventories stood at 527.8 million barrels as of last week, which the EIA considered to be at the upper limit of the average range for this time of year.
The report also showed that gasoline inventories increased by 191,000 barrels, compared to expectations for a gain of 1.3 million barrels.
For distillate inventories including diesel, the EIA reported a decline of 562,000 barrels.
Crude has been under pressure in recent weeks amid fears that an ongoing rebound in U.S. shale production is derailing efforts by other major producers to rebalance global oil supply and demand.
U.S. drillers last week added rigs for the 15th week in a row, implying that further gains in domestic production are ahead. The U.S. rig count rose by 9 to 697, extending an 11-month drilling recovery to the highest level since August 2015.
The relentless increase in U.S. output has overshadowed pledged output cuts by major producers.
In November last year, OPEC and other producers, including Russia agreed to cut output by about 1.8 million barrels per day between January and June, but so far the move has had little impact on inventory levels.
A final decision on whether or not to extend the deal beyond June will be taken by the oil cartel on May 25.
Elsewhere on Nymex, gasoline futures for June slumped 2.3 cents, or 1.5%, to $1.512 a gallon, while June heating oil slipped 0.6 cents to $1.461 a gallon.
Natural gas futures for June delivery inched up 1.2 cents to $3.207 per million British thermal units.
"
5,By Reuters,"<span>May 03, 2017 09:20AM ET</span>",UK oil lobby warns May post-Brexit tariffs could double trade costs,"LONDON (Reuters) - The cost of Britain's oil and gas trade with the rest of the world could nearly double if the country fails to agree new tariffs when it leaves the European Union, the country's oil lobby group has warned Prime Minister Theresa May.
The head of Oil and Gas UK told May in a letter seen by Reuters that yearly oil trade costs could rise to 1.1 billion pounds ($1.4 billion), from around 600 million pounds now, if Britain reverts to World Trade Organization rules after Brexit.
May, whose government is negotiating the terms of Britain's exit from the EU, has said not reaching an agreement with the bloc would be better than signing a bad deal, leaving open the possibility of reverting to default WTO rules from March 2019.
""Our request of government is that any change, whether domestic or European, is managed in a manner that minimises risk to the oil and gas industry,"" Oil and Gas UK Chief Executive Deirdre Michie wrote in the letter dated May 1.
Michie also said her association's research showed that if Britain agreed minimal tariffs with EU member states and improved terms with other countries, trade costs could fall by around 100 million pounds a year.
Britain's oil and gas trade with the world is worth about 73 billion pounds a year.
Michie called for ""frictionless access"" to the EU's labor market as around 5 percent of Britain's oil and gas workforce are non-British EU nationals, many of whom fill roles the association deems critical.
 
"
6,By Investing.com,"<span>May 03, 2017 09:13AM ET</span>","U.S. natural gas futures decline with weather, supply in focus","Investing.com - U.S. natural gas futures edged lower in early trade on Wednesday, as traders continued to monitor shifting weather forecasts to assess the outlook for early-spring demand and supply levels.
U.S. natural gas for June delivery slipped around 1.0 cent, or about 0.3%, to $3.187 per million British thermal units by 9:10AM ET (13:10GMT).
Prices of the heating fuel fell for the second consecutive session on Tuesday.
A strong spring storm tracking through the southeastern U.S. with heavy showers and thunderstorms will push across the Great Lakes and Northeast this weekend into early next week to keep below normal temperatures in place.
Overall, natural gas demand will be slightly stronger than normal well into next week, according to forecasters at NatGasWeather.com.
Natural gas prices have closely tracked weather forecasts in recent weeks, as traders try to gauge the impact of shifting outlooks on spring demand.
Gas use typically hits a seasonal low with spring's mild temperatures, before warmer weather increases demand for gas-fired electricity generation to power air conditioning.
Nearly 50% of all U.S. households use gas for heating.
Total natural gas in storage currently stands at 2.189 trillion cubic feet, according to the U.S. Energy Information Administration, 14.0% lower than levels at this time a year ago but 13.7% above the five-year average for this time of year.
The EIA's next storage report due Thursday is expected to show a build in a range between 57 and 65 billion cubic feet in the week ended April 28.
That compares with a gain of 74 billion cubic feet in the preceding week, an increase of 68 billion a year earlier and a five-year average rise of 63 billion cubic feet.
"
7,By Investing.com,"<span>May 03, 2017 09:01AM ET</span>",Oil recovers after U.S. stockpile fall,"Investing.com - Oil recovered some ground Wednesday after a fall in U.S. crude stocks.U.S. crude was up 20 cents, or 0.42%, at $47.86 at 08:00 ET. Brent crude gained 27 cents, or 0.54%, to $50.73.The American Petroleum Institute Tuesday reported a surprise fall of 4.16 million barrels in U.S. crude stockpiles in the latest week.Official Energy Information Administration inventories are due out later Wednesday.The EIA is forecast to report a fall in U.S. crude stocks of 2.33 million barrels.Rising U.S. output continues to overhang the market.That is weighing on output cuts of 1.8 million barrels a day agreed by OPEC and non-OPEC producers. Investors are looking to see if the output cut deal is extended beyond June.OPEC and non-OPEC producers are expected to decide later this month whether to extend the accord."
8,By Investing.com,"<span>May 03, 2017 08:30AM ET</span>",Gold stays lower after ADP report; Fed statement ahead,"Investing.com - Gold prices nursed overnight losses in North American morning trade on Wednesday, holding near the prior session's three-week lows after data showed U.S. non-farm private employment rose more than expected in April and as market players looked ahead to the outcome of the Federal Reserve's policy meeting for further clues on the timing of the next rate hike.
Comex gold futures lost $2.70, or around 0.2%, to $1,254.55 a troy ounce by 8:30AM ET (12:30GMT). Meanwhile, spot gold was at $1,253.30.
The yellow metal fell to its weakest level since April 10 at $1,252.60 on Tuesday as strong earnings and manufacturing data boosted risk appetite.
Also on the Comex, silver futures shed 10.4 cents, or about 0.6% to $16.73 a troy ounce, after touching a more than three-month low of $16.70 earlier in the day.
Payroll processing firm ADP said non-farm private employment rose by a 177,000 last month, just above forecasts for an increase of 175,000.
Besides the ADP report, Wednesday' calendar also features the ISM non-manufacturing survey at 10:00AM ET (14:00GMT).
Meanwhile, the Fed is not expected to take action on interest rates at the conclusion of its two-day policy meeting at 2:00PM ET (18:00GMT) on Wednesday.
The U.S. central bank will release its post-meeting statement as investors look for any change in language which could point more clearly to a June rate hike, especially in light of recent softening data.
Futures traders are pricing in around a 60% chance of a hike at the Fed's June meeting, according to Investing.com’s Fed Rate Monitor Tool. Odds of a September increase was seen at about 80%.
The median Fed policymaker forecast is for two more rate increases by year-end, after already raising its benchmark interest rate once this year, by a quarter percentage point at its last policy meeting in March.
The precious metal is sensitive to moves in U.S. rates, which lift the opportunity cost of holding non-yielding assets such as bullion.
Elsewhere in metals trading, platinum dropped 1.2% to $915.10, while palladium tanked 2.2% to $795.70 an ounce.
Copper futures plunged 8.3 cents, or about 3%, to $2.553 a pound.
"
9,By Investing.com,"<span>May 03, 2017 04:07AM ET</span>",Oil bounces back as investors await U.S. supply data,"Investing.com - Oil prices edged higher in European trading on Wednesday, bouncing back from the prior session's more than one-month low after industry data overnight showed a sizable decline in U.S. oil and gasoline stockpiles.
The U.S. West Texas Intermediate crude June contract tacked on 25 cents, or around 0.5%, to $47.91 a barrel by 4:05AM ET (08:05GMT).
The U.S. benchmark settled lower for the second session in a row on Tuesday after hitting its weakest level since March 27 at $47.35.
Elsewhere, Brent oil for July delivery on the ICE Futures Exchange in London added 37 cents to $50.83 a barrel, after sliding to $50.14 in the prior session, its deepest trough since March 27.
After markets closed Tuesday, the American Petroleum Institute said that U.S. oil inventories fell by 4.16 million barrels in the week ended April 28.
The API report also showed a decline of 1.93 million barrels in gasoline stocks, while distillate stocks shrank by 440,000 barrels.
The U.S. Energy Information Administration will release its official weekly oil supplies report at 10:30AM ET (14:30GMT) Wednesday. There are often sharp divergences between the API estimates and the official figures from EIA.
Analysts expect crude oil inventories dropped 2.3 million barrels at the end of last week, while gasoline supplies increased by 1.3 million barrels and distillates rose by 720,000 barrels.
Crude has been under pressure in recent weeks amid fears that an ongoing rebound in U.S. shale production is derailing efforts by other major producers to rebalance global oil supply and demand.
U.S. drillers last week added rigs for the 15th week in a row, implying that further gains in domestic production are ahead. The U.S. rig count rose by 9 to 697, extending an 11-month drilling recovery to the highest level since August 2015.
The relentless increase in U.S. output has overshadowed pledged output cuts by major producers.
In November last year, OPEC and other producers, including Russia agreed to cut output by about 1.8 million barrels per day between January and June, but so far the move has had little impact on inventory levels.
A final decision on whether or not to extend the deal beyond June will be taken by the oil cartel on May 25.
Elsewhere on Nymex, gasoline futures for June held steady at $1.535 a gallon, while June heating oil rose 1.3 cents to $1.481 a gallon.
Natural gas futures for June delivery inched down 0.4 cents to $3.191 per million British thermal units.
"
