,company,date,title,content
0,By Investing.com,"<span>Oct 20, 2014 12:52PM ET</span>",Crude slips on global supply concerns,"Investing.com - Crude prices edged lower in choppy trading on Monday due to ongoing concerns that the world is awash in crude at a time when demand remains soft.
Bottom fishing brought the commodity in and out of positive territory at times.
In the New York Mercantile Exchange, West Texas Intermediate crude oil for delivery in December traded down 0.27% at $81.84 a barrel during U.S. trading. New York-traded oil futures hit a session low of $80.81 a barrel and a high of $82.73 a barrel.
The December contract settled up 0.13% at $82.06 a barrel on Friday.
Nymex oil futures were likely to find support at $79.10 a barrel, Thursday's low, and resistance at $84.08 a barrel, Thursday's high.
Oil prices fell due to ongoing concerns that global supply far outstrips demand, with OPEC members Saudi Arabia, Kuwait and Iran recently hinting at the need to get used to current prices and leave output quotas on unchanged.
The oil cartel will hold its next biannual meeting in Vienna on Nov. 27.
Elsewhere, Germany’s Bundesbank reported that the country’s economy barely grew in the third quarter, as industrial output slowed and business sentiment deteriorated, which pressured prices lower on concerns a more sluggish European economy will consume less fuel and energy going forward.
In its monthly report the German central bank said that while the euro zone’s largest economy was unlikely to enter a recession the economic outlook for the fourth quarter was cautious.
Separately, on the ICE Futures Exchange in London, Brent oil futures for December delivery were down 0.68% at US$85.58 a barrel, while the spread between Brent and U.S. crude contracts stood at $3.74.




"
1,By Investing.com,"<span>Oct 20, 2014 10:47AM ET</span>","Crude oil futures resume decline, Brent down more than $1","Investing.com - Crude oil prices fell to the lowest levels of the session during U.S. morning trade on Monday, as market players remained concerned over the global economic outlook and the impact on future demand prospects.
On the ICE Futures Exchange in London, Brent for December delivery slumped $1.47, or 1.7%, to trade at $84.70 a barrel during U.S. morning hours.
London-traded Brent prices fell to a four-year low of $82.93 a barrel on October 16.
Elsewhere, on the New York Mercantile Exchange, crude oil for delivery in November traded at $81.10 a barrel, down 96 cents, or 1.17%.
New York-traded oil futures tumbled to $79.78 a barrel on October 16, a level not seen since June 2012.
London-traded Brent prices have fallen nearly 26% since June, when it climbed near $116, while WTI futures are down almost 23% from a recent peak of $107.50 in June.
Indications that the Organization of the Petroleum Exporting Countries will not cut output to support oil markets have weighed on prices.
Kuwait lowered official selling prices to Asian buyers last week in an effort to retain its market share, following similar moves from core OPEC members Saudi Arabia, Iraq and Iran.
Global supplies have far outpaced demand in recent months. A report earlier in the month showed that OPEC oil output hit a two-year high of 31 million barrels per day in September, led by higher production from Iraq and Libya.
Oil ministers from the 12-member group are scheduled to meet in Vienna on November 27 to consider whether to adjust their production target for early 2015.
Some market analysts believe that only a cut in output by the oil cartel will halt the decline in prices.
Market participants looked ahead to a raft of Chinese economic data due on Tuesday for further indications on the strength of the economy and the future path of monetary policy.
The Asian nation will release data on third quarter gross domestic product, as well as reports on industrial production, retail sales and fixed-asset investment for September.
Market analysts expect China's economy to grow 7.2% in the three months ending September 30, down from growth of 7.5% in the preceding quarter.
Recent economic data from the Asian nation has indicated that the recovery remains fragile and may require further monetary stimulus.
China is the world's second largest oil consumer after the U.S. and has been the engine of strengthening demand.
"
2,By Investing.com,"<span>Oct 20, 2014 09:59AM ET</span>",Natural gas futures tumble to 11-month low on mild weather,"Investing.com - U.S. natural gas futures fell to an 11-month low on Monday, as investors bet that mild weather will dampen early-winter demand for the heating fuel.
On the New York Mercantile Exchange, natural gas for delivery in November fell to a session low of $3.674 per million British thermal units, a level not seen since November 21, 2013.
Prices recovered to last trade at $3.677 during U.S. morning hours, down 8.9 cents, or 2.36%.
Futures were likely to find support at $3.659 per million British thermal units, the low from November 21, and resistance at $3.817, the high from October 17.
Updated weather-forecasting models showed that cold temperatures along the U.S. East Coast will give way to more seasonal readings from October 27 through October 31.
The heating season from November through March is the peak demand period for U.S. gas consumption.
Meanwhile, investors continued to digest Thursday's weekly inventory data, which showed that natural gas storage in the U.S. rose by a more than expected 94 billion cubic feet last week.
Inventories rose by 79 billion cubic feet in the same week a year earlier, while the five-year average change is a build of 78 billion cubic feet.
Injections of gas into storage have surpassed the five-year average for 26 consecutive weeks, alleviating concerns over tightening supplies.
Total U.S. natural gas storage stood at 3.299 trillion cubic feet as of last week, narrowing the deficit to the five-year average to 9.9% from a record 54.7% at the end of March.
The Energy Information Administration's next storage report is slated for release on Thursday, October 23, with analysts expecting a build in the range of 95 to 98 billion cubic feet for the week ending October 17.
The five-year average change for the week is an increase of 70 billion cubic feet.
Elsewhere on the Nymex, crude oil for delivery in December shed 46 cents, or 0.56%, to trade at $81.60 a barrel, while heating oil for November delivery dipped 0.56% to trade at $2.483 per gallon.
"
3,By Investing.com,"<span>Oct 20, 2014 08:55AM ET</span>",Gold re-approaches 5-week high on weaker dollar,"Investing.com - Gold prices rose to re-approach a five-week high on Monday, as a broadly weaker U.S. dollar boosted the appeal of the precious metal.
On the Comex division of the New York Mercantile Exchange, gold futures for December delivery traded at $1,246.10 a troy ounce during U.S. morning hours, up $7.10, or 0.57%.
Prices rallied to a five-week high of $1,250.30 on October 15.
Futures were likely to find support at $1,222.00, the low from October 15, and resistance at $1,250.30, the high from October 15.
Also on the Comex, silver futures for December delivery picked up 12.2 cents, or 0.7%, to trade at $17.45 a troy ounce.
The US Dollar Index, which tracks the performance of the greenback against a basket of six major currencies, dipped 0.12% to hit 85.21.
Dollar weakness usually benefits gold, as it boosts the metal's appeal as an alternative asset and makes dollar-priced commodities cheaper for holders of other currencies.
Gold prices remained supported amid speculation weaker than expected global economic growth and its effect on the U.S. economy may lead the Federal Reserve to push back interest-rate increases.
A delay in raising interest rates would be seen as bullish for gold, as it decreases the relative cost of holding on to the metal, which doesn't offer investors any similar guaranteed payout.
Elsewhere in metals trading, copper for December delivery lost 2.2 cents, or 0.73%, to trade at $2.982 a pound.
Market participants looked ahead to a raft of Chinese economic data due on Tuesday for further indications on the strength of the economy and the future path of monetary policy.
The Asian nation will release data on third quarter gross domestic product, as well as reports on industrial production, retail sales and fixed-asset investment for September.
Market analysts expect China's economy to grow 7.2% in the three months ending September 30, down from growth of 7.5% in the preceding quarter.
Recent economic data from the Asian nation has indicated that the recovery remains fragile and may require further monetary stimulus.
China's central bank signaled plans on Friday to inject as much as 200 billion yuan in short-term loans to the nation's banks in order to spur lending activity and boost growth.
Copper traders also looked ahead to the outcome of a four-day meeting of China’s top Communist Party officials on Thursday, known as the 4th Plenum, amid expectations that policymakers will unveil economic reforms.
China is the world’s largest copper consumer, accounting for almost 40% of world consumption.
"
4,By Investing.com,"<span>Oct 20, 2014 06:47AM ET</span>","Soybean, corn futures decline on ideal U.S. crop weather","Investing.com - U.S. soybean and corn futures declined for the second consecutive session on Monday, amid speculation beneficial weather in the U.S. Midwest will speed up the pace of the harvest.
On the Chicago Mercantile Exchange, US soybeans for November delivery lost 9.77 cents, or 1.03%, to trade at $9.4163 a bushel during U.S. morning hours.
Prices of the oilseed tumbled 14.6 cents, or 1.53%, on Friday to end at $9.5160.
Updated weather forecasting models called for mostly dry conditions across the Midwest over the next 10 days, which should allow farmers to accelerate the pace of the harvest.
According to the U.S. Department of Agriculture, approximately 40% of the U.S. soy harvest was completed as of October 12, compared to the five-year average of 53% for this time of year.
The agency is scheduled to release its crop progress report later in the session.
Meanwhile, US corn for December delivery traded at $3.4463 a bushel, down 2.98 cents, or 0.86%.
Corn futures slumped 4.2 cents, or 1.21%, on Friday to settle at $3.4800.
Nearly 24% of the U.S. corn harvest was completed as of last week, below the five-year average of 43% for this time of year.
Elsewhere on the CBOT, US wheat for December delivery shed 7.53 cents, or 1.46%, to trade at $5.0788 a bushel, tracking weakness in corn.
Prices of the grain rallied to a five-week high of $5.2220 on Friday.
Corn is the biggest U.S. crop, followed by soybeans, government figures show. Wheat was fourth, behind hay.
"
5,By Investing.com,"<span>Oct 20, 2014 05:09AM ET</span>",Gold edges higher with Fed rate outlook in focus,"Investing.com - Gold futures edged higher on Monday, as investors continued to speculate over the timing of a rate hike in the U.S.
On the Comex division of the New York Mercantile Exchange, gold for December delivery traded at $1,241.80 a troy ounce during European morning hours, up $2.80, or 0.23%.
Futures were likely to find support at $1,222.00, the low from October 15, and resistance at $1,250.30, the high from October 15.
Comex gold prices rose $17.30, or 1.39%, last week, the second consecutive weekly gain.
Gold prices remained supported amid speculation weaker than expected global economic growth and its effect on the U.S. economy may lead the Federal Reserve to push back interest-rate increases.
A delay in raising interest rates would be seen as bullish for gold, as it decreases the relative cost of holding on to the metal, which doesn't offer investors any similar guaranteed payout.
Also on the Comex, silver for December delivery picked up 4.6 cents, or 0.27%, to trade at $17.37 a troy ounce.
Elsewhere in metals trading, copper for December delivery lost 0.9 cents, or 0.3%, to trade at $2.995 a pound.
Market participants looked ahead to a raft of Chinese economic data due on Tuesday for further indications on the strength of the economy and the future path of monetary policy.
The Asian nation will release data on third quarter gross domestic product, as well as reports on industrial production, retail sales and fixed-asset investment for September.
Market analysts expect China's economy to grow 7.2% in the three months ending September 30, down from growth of 7.5% in the preceding quarter.
Recent economic data from the Asian nation has indicated that the recovery remains fragile and may require further monetary stimulus.
China's central bank signaled plans on Friday to inject as much as 200 billion yuan in short-term loans to the nation's banks in order to spur lending activity and boost growth.
Copper traders also looked ahead to the outcome of a four-day meeting of China’s top Communist Party officials on Thursday, known as the 4th Plenum, amid expectations that policymakers will unveil economic reforms.
China is the world’s largest copper consumer, accounting for almost 40% of world consumption.
"
6,By Investing.com,"<span>Oct 20, 2014 04:09AM ET</span>",Brent oil futures extend rebound from four-year low,"Investing.com - Brent oil futures edged higher on Monday, as investors returned to the market to seek cheap valuations in wake of recent losses and to close out bets on lower prices.
On the ICE Futures Exchange in London, Brent oil for December delivery tacked on 16 cents, or 0.19%, to hit $86.32 a barrel during European morning hours.
London-traded Brent prices fell to a four-year low of $82.93 on October 16 as concerns over the global economic outlook and the impact on future demand prospects dampened the appeal of the commodity.
Elsewhere, on the New York Mercantile Exchange, crude oil for delivery in November traded at $82.41 a barrel, up 35 cents, or 0.41%.
New York-traded oil futures tumbled to $79.78 a barrel on October 16, a level not seen since June 2012.
London-traded Brent prices have fallen nearly 26% since June, when it climbed near $116, while WTI futures are down almost 23% from a recent peak of $107.50 in June.
Indications that the Organization of the Petroleum Exporting Countries will not cut output to support oil markets have weighed on prices.
Kuwait lowered official selling prices to Asian buyers in an effort to retain its market share last week, following similar moves from core OPEC members Saudi Arabia, Iraq and Iran.
Oil ministers from the 12-member group are scheduled to meet in Vienna on November 27 to consider whether to adjust their production target of 30 million barrels per day for early 2015.
Global supplies have far outpaced demand in recent months. A report earlier in the month showed that OPEC oil output hit a two-year high of 31 million barrels per day in September, led by higher production from Iraq and Libya.
Some market analysts believe that only a cut in output by the oil cartel will halt the decline in prices.
Market participants looked ahead to a raft of Chinese economic data due on Tuesday for further indications on the strength of the economy and the future path of monetary policy.
The Asian nation will release data on third quarter gross domestic product, as well as reports on industrial production, retail sales and fixed-asset investment for September.
Market analysts expect China's economy to grow 7.2% in the three months ending September 30, down from growth of 7.5% in the preceding quarter.
Recent economic data from the Asian nation has indicated that the recovery remains fragile and may require further monetary stimulus.
China is the world's second largest oil consumer after the U.S. and has been the engine of strengthening demand.
"
7,By Investing.com,"<span>Oct 20, 2014 03:21AM ET</span>",Copper trades near 7-month low ahead of China GDP data,"Investing.com - Copper futures edged lower during European morning trade on Monday, as market players looked ahead to key economic data later in the week which could provide more evidence of a slowdown in China
On the Comex division of the New York Mercantile Exchange, copper for December delivery traded at $2.988 a pound during European morning hours, down 1.5 cents, or 0.51%.
Comex copper prices slumped to $2.951 on Friday, a level not seen since March 23, before turning higher to end at $3.003, up 2.2 cents, or 0.74%.
Futures were likely to find support at $2.951, the low from October 17, and resistance at $3.026, the high from October 16.
Market participants looked ahead to a raft of Chinese economic data due on Tuesday for further indications on the strength of the economy and the future path of monetary policy.
The Asian nation will release data on third quarter gross domestic product, as well as reports on industrial production, retail sales and fixed-asset investment for September.
Market analysts expect China's economy to grow 7.2% in the three months ending September 30, down from growth of 7.5% in the preceding quarter.
Recent economic data from the Asian nation has indicated that the recovery remains fragile and may require further monetary stimulus.
China's central bank signaled plans on Friday to inject as much as 200 billion yuan in short-term loans to the nation's banks in order to spur lending activity and boost growth.
Copper traders also looked ahead to the outcome of a four-day meeting of China’s top Communist Party officials on Thursday, known as the 4th Plenum, amid expectations that policymakers will unveil economic reforms.
China is the world’s largest copper consumer, accounting for almost 40% of world consumption.
Elsewhere on the Comex, gold for December delivery tacked on $2.50, or 0.2%, to trade at $1,241.50 a troy ounce, while silver for December delivery picked up 6.7 cents, or 0.39% to trade at $17.39 an ounce.
Gold prices remained supported amid speculation weaker than expected global economic growth and its effect on the U.S. economy may lead the Federal Reserve to push back interest-rate increases.
A delay in raising interest rates would be seen as bullish for gold, as it decreases the relative cost of holding on to the metal, which doesn't offer investors any similar guaranteed payout.
"
8,By Investing.com,"<span>Oct 19, 2014 07:06PM ET</span>",Gold prices dip in Asia as China moves to stoke growth,"Investing.com - Gold prices fell in Asia early Monday as China moved to prime growth and investors see more likelihood the U.S. Federal Reserve will move to hike rates early next year.On the Comex division of the New York Mercantile Exchange, gold for December delivery traded at $1,236.30 a troy ounce, down 0.22%, after settling at a troy ounce by close of trade last week.U.S. and European stock markets rallied on Friday, following steep losses and massive intraday swings over the past five days, sparked by concerns about global economic weakness and fears over the spread of Ebola.The S&P 500, Dow 30 and the tech-heavy NASDAQ Composite all gained more than 1% on Friday, while Germany's DAX surged more than 3%.Gold and stocks tend to move in opposite directions.Meanwhile, investors continued to speculate over the timing of a rate hike in the U.S. after a report showed that the University of Michigan’s consumer sentiment index unexpectedly rose to 86.4 in October, the most since July 2007.Another report showed that housing starts rose more than expected last month, bolstering the outlook for the sector.Gold prices rallied to a five-week high on Wednesday amid speculation weaker than expected global economic growth and its effect on the U.S. economy may lead the Federal Reserve to push back interest-rate increases.A delay in raising interest rates would be seen as bullish for gold, as it decreases the relative cost of holding on to the metal, which doesn't offer investors any similar guaranteed payout.Also on the Comex, silver for December delivery shed 0.38% to $17.265 a troy ounce. Copper for December delivery rose 0.29% to $3.014 a pound.Last week, copper futures turned higher after China's central bank signaled plans to extend as much as 200 billion yuan in short-term loans to the nation's banks in order to spur lending activity and boost growth.Copper traders are looking ahead to a raft of Chinese economic data later this week, including reports on third quarter gross domestic product, as well as data on industrial production and retail sales.The Asian nation is the world’s largest copper consumer, accounting for almost 40% of world consumption last year.
"
9,By Investing.com,"<span>Oct 19, 2014 07:00PM ET</span>",NYMEX crude oil gains in Asia as investors look ahead to China,"Investing.com - Crude oil prices gained in Asia early Monday as investors kept a sharp look out for demand cues from China in the week ahead.On the New York Mercantile Exchange, crude oil for delivery in November traded at $82.70 a barrel, up 0.77%, after ending last week at $82.75 a barrel.On the ICE Futures Exchange in London Friday, Brent oil for December delivery tacked on 34 cents, or 0.4%, on Friday to settle at $86.16 a barrel by close of trade.London-traded Brent prices fell to $82.93 on Thursday, the lowest level since December 2010.Crude oil futures sank to multi-month lows on Thursday as concerns over the global economic outlook and the impact on future demand prospects dampened the appeal of the commodity.London-traded Brent prices have fallen nearly 26% since June, when it climbed near $116, while WTI futures are down almost 23% from a recent peak of $107.50 in June.Indications that the Organization of the Petroleum Exporting Countries will not cut output to support oil markets have weighed on prices.Kuwait lowered official selling prices to Asian buyers in an effort to retain its market share last week, following similar moves from core OPEC members Saudi Arabia, Iraq and Iran.Oil ministers from the 12-member group are scheduled to meet in Vienna on Nov. 27 to consider whether to adjust their production target of 30 million barrels per day for early 2015.Global supplies have far outpaced demand in recent months. A report earlier in the month showed that OPEC oil output hit a two-year high of 31 million barrels per day in September, led by higher production from Iraq and Libya.Some market analysts believe that only a cut in output by the oil cartel will halt the decline in prices.In the week ahead, investors will be awaiting U.S. data on consumer price inflation and new home sales for fresh signals on the strength of the economic recovery.Oil traders are looking ahead to a raft of Chinese economic data later this week, including reports on third quarter gross domestic product, as well as data on industrial production and retail sales.The U.S. and China are the world’s two largest oil consuming nations.
"
