,company,date,title,content
0,By Investing.com,"<span>Feb 23, 2012 09:14AM ET</span>","Crude oil at fresh 9-month high after U.S. claims, inventory data eyed",
1,By Investing.com,"<span>Feb 23, 2012 07:47AM ET</span>","Sugar futures trade at 16-week high on Brazil concerns, chart buying",
2,By Investing.com,"<span>Feb 23, 2012 06:25AM ET</span>",Soybeans hit fresh 5-month high ahead of USDA report,
3,By Investing.com,"<span>Feb 23, 2012 05:24AM ET</span>","Copper pares losses after IFO data, global growth concerns weigh",
4,By Investing.com,"<span>Feb 23, 2012 04:26AM ET</span>",Crude oil futures break higher on upbeat German IFO data,
5,By Investing.com,"<span>Feb 23, 2012 03:37AM ET</span>","Gold futures steady near 3-month high, USD1,800 eyed",
6,By Investing.com,"<span>Feb 22, 2012 09:08PM ET</span>","Crude dips on weak European factory data, U.S. stockpiles",
7,By Investing.com,"<span>Feb 22, 2012 08:25PM ET</span>","Gold gains on technical buying, output data",
8,By Investing.com,"<span>Feb 22, 2012 03:53PM ET</span>","Natural Gas downtrends on warm winter, supply",
9,By Investing.com,"<span>Feb 22, 2012 01:51PM ET</span>","Gold trades higher on euro zone fears, strong dollar",
10,By Investing.com,"<span>Feb 22, 2012 01:29PM ET</span>","Crude oil lower on weak data, Iranian tensions",
11,By Investing.com,"<span>Feb 22, 2012 10:47AM ET</span>",Crude oil holds above USD106 as Iran worries counter EZ fears,
12,By Investing.com,"<span>Feb 22, 2012 10:16AM ET</span>","Natural gas futures slump with mild weather, supply data in focus",
13,By Investing.com,"<span>Feb 22, 2012 09:47AM ET</span>","Gold futures dip as USD strengthens on EU recession fears, Greece",
14,By Investing.com,"<span>Feb 22, 2012 08:23AM ET</span>",Coffee futures re-approach 15-month low as record Brazil crop weighs,
15,By Investing.com,"<span>Feb 22, 2012 06:23AM ET</span>",Wheat futures down for 2nd day as U.S. crop weather improves,
16,By Investing.com,"<span>Feb 22, 2012 05:26AM ET</span>","Copper futures retreat from 1-week high on China, EZ PMI data",
17,By Investing.com,"<span>Feb 22, 2012 04:31AM ET</span>","Crude oil eases after EZ PMI’s, Iran fears continue to support",
18,By Investing.com,"<span>Feb 22, 2012 03:37AM ET</span>",Gold futures steady near 3-week high as Greece uncertainty remains,
19,By Investing.com,"<span>Feb 21, 2012 08:58PM ET</span>","Crude dips on lingering Greece concerns, U.S. demand",
20,By Investing.com,"<span>Feb 21, 2012 08:17PM ET</span>",Gold steady as market grows wary of Greece deal,
21,By Investing.com,"<span>Feb 21, 2012 03:54PM ET</span>",Natural gas lower as mild winter forecasts continue,
22,By Investing.com,"<span>Feb 21, 2012 03:35PM ET</span>","Crude oil surges on Iranian tensions, Greek fears",
23,By Investing.com,"<span>Feb 21, 2012 01:58PM ET</span>",Gold surges higher on Greek bailout worries,
24,By Investing.com,"<span>Feb 21, 2012 10:44AM ET</span>",Natural gas futures plunge on mild weather forecasts,
25,By Investing.com,"<span>Feb 21, 2012 10:05AM ET</span>","Gold futures top USD1,750 in wake of Greece bailout deal",
26,By Investing.com,"<span>Feb 21, 2012 09:26AM ET</span>","Crude oil futures remain close to 9-month high on Iran, Greece",
27,By Investing.com,"<span>Feb 21, 2012 07:58AM ET</span>","Sugar trades close to 4-week high on Brazil crop fears, China demand",
28,By Investing.com,"<span>Feb 21, 2012 06:06AM ET</span>","Soybeans hit 5-month high on Chinese demand, Greece deal",
29,By Investing.com,"<span>Feb 21, 2012 05:20AM ET</span>",Copper futures rally on Greece bailout deal,
30,By Investing.com,"<span>Feb 21, 2012 04:29AM ET</span>","Crude oil trades near 9-month high after Greek deal, Iran fears",
31,By Investing.com,"<span>Feb 21, 2012 03:33AM ET</span>",Gold futures rise to 8-day high after Europe approves Greek aid,
32,By Investing.com,"<span>Feb 20, 2012 09:10PM ET</span>","Crude surges on Iran supply threats, Greece deal",
33,By Investing.com,"<span>Feb 20, 2012 08:26PM ET</span>",Gold gains as market awaits Greek decision,
34,By Investing.com,"<span>Feb 20, 2012 04:08PM ET</span>",Natural gas futures trade lower on warm winter weather,
35,By Investing.com,"<span>Feb 20, 2012 03:35PM ET</span>","Greek optimism, Chinese easing push gold futures higher",
36,By Investing.com,"<span>Feb 20, 2012 01:37PM ET</span>","Crude 0il soars on Iran, China, Greece",
37,By Investing.com,"<span>Feb 20, 2012 10:48AM ET</span>",Natural gas futures off 3-week high as production-cut rally ebbs,
38,By Investing.com,"<span>Feb 20, 2012 10:08AM ET</span>","Crude oil hits 9-month high on Iran, China moves, Greece optimism",
39,By Investing.com,"<span>Feb 20, 2012 09:28AM ET</span>","Gold futures remain higher on Greek deal optimism, China easing",
40,By Investing.com,"<span>Feb 20, 2012 07:42AM ET</span>","Crude oil tops USD105 on Iran exports fears, Greece talks eyed",
41,By Investing.com,"<span>Feb 20, 2012 05:29AM ET</span>","Copper futures up sharply on China easing, Greece bailout hopes",
42,By Investing.com,"<span>Feb 20, 2012 04:22AM ET</span>",Crude oil futures rally to 9-month high on Iran export halt,
