,company,date,title,content
0,By Investing.com,"<span>Oct 14, 2013 07:38AM ET</span>",Soft futures mixed; Sugar trades near 7-month high on Brazil concerns,
1,By Investing.com,"<span>Oct 14, 2013 06:21AM ET</span>",Grain futures mixed; Corn trades near 37-month low on crop outlook,
2,By Investing.com,"<span>Oct 14, 2013 05:27AM ET</span>","Copper rises on China import data, U.S. debt talks remain in focus",
3,By Investing.com,"<span>Oct 14, 2013 04:35AM ET</span>",Silver futures higher despite U.S. default fears,
4,By Investing.com,"<span>Oct 14, 2013 04:00AM ET</span>","Crude oil futures fluctuate on China data, U.S. debt impasse ",
5,By Investing.com,"<span>Oct 14, 2013 03:23AM ET</span>",Gold futures trade near 3-month low with U.S. debt talks in focus,
6,By Investing.com,"<span>Oct 13, 2013 08:36PM ET</span>",Oil slides after China data,
7,By Investing.com,"<span>Oct 13, 2013 08:24PM ET</span>",Gold rises although no U.S. debt deal in sight,
8,By Investing.com,"<span>Oct 13, 2013 10:52AM ET</span>",Natural gas futures - weekly outlook: October 14 - 18,
9,By Investing.com,"<span>Oct 13, 2013 10:08AM ET</span>",Grain futures - weekly outlook: October 14 - 18,
10,By Investing.com,"<span>Oct 13, 2013 07:46AM ET</span>",Crude oil futures - weekly outlook: October 14 - 18,
11,By Investing.com,"<span>Oct 13, 2013 07:04AM ET</span>",Gold / Silver / Copper futures - weekly outlook: October 14 - 18,
12,By Investing.com,"<span>Oct 11, 2013 03:10PM ET</span>",Gold falls on hopes for end of U.S. budget impasse,
13,By Investing.com,"<span>Oct 11, 2013 02:09PM ET</span>","Crude prices fall on profit taking, fears of shutdown fallout",
14,By Investing.com,"<span>Oct 11, 2013 01:15PM ET</span>","Natural gas prices gain on bullish supply report, cold weather forecasts",
