,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
0,"<span>Nov 09, 2020 01:15AM ET</span>",,,,,,"By Tom Westbrook
SYDNEY (Reuters) - The dollar hit a 10-week low on Monday as investors heralded Joe Biden's election as U.S. president by buying trade-exposed currencies on expectations that a calmer White House could boost world commerce and that monetary policy will remain easy.
The Chinese yuan  struck a 28-month peak, the New Zealand dollar  rose 0.6% to hit a 19-month high and the Australian dollar  made a seven-week top as the dollar index fell to its lowest since early September (=USD). 
Sterling  hit its highest in more than two months while the euro (EUR=) rose 0.1%, extending an almost 2% gain from last week to hit a two-month high of $1.1895.
Biden crossed the threshold of the 270 electoral college votes required for victory on Saturday by winning the battleground state of Pennsylvania. Republicans appear to have retained control of the Senate, though the final makeup may not be clear until runoff votes in Georgia in January.
""The outcome is ideal from a market point of view,"" said CMC Markets' chief strategist in Sydney, Michael McCarthy.
""Neither party controls the Congress, so both trade wars and higher taxes are largely off the agenda.""
The prospect of more gridlock also means that expectations for a massive U.S. fiscal stimulus package have been lowered, which has sent bond yields down in anticipation of less borrowing and more quantitative easing from the Federal Reserve.
The buoyant mood sent equities surging and the safe-haven Japanese yen  slipped a fraction to 103.42 per dollar - just below an eight-month high made on Friday when the dip in U.S. yields deterred investment flows from Japan. 
The yuan, particularly sensitive to the election outcome because of a perception that Biden will take a softer or more predictable line on China, was also boosted by strong Chinese trade data over the weekend to stand at 6.5758 per dollar. 
The South Korean won  hit a 21-month high of 1,115.33 per dollar and the Mexican peso  rose 0.7% to 20.3980 per dollar, its highest since March. 
""The undertow of dollar weakness is probably going to have a bit of a way to run in terms of the Fed and also less trade tension as something positive for other currencies,"" said Westpac currency analyst Sean Callow.
RISKS REMAIN
Selling was held in check by underlying virus worries and because Donald Trump, the first incumbent to lose a re-election bid in 28 years, has made no sign of conceding while fighting legal battles to overturn the result.
Traders are also wary of fresh lockdowns as coronavirus cases surge, with the global tally of infections topping 50 million on Sunday as cases in the United States surpassed 10 million.
""To me the bearishness that's in the dollar needs to get reassessed,"" said Hayden Briscoe, head of fixed income at UBS Asset Management in Hong Kong.
He cited the possibility of fresh lockdowns in the United States or hoped-for European stimulus ultimately disappointing as major risks to the dollar's decline.
Europe's fiscal and monetary responses to a second wave of coronavirus infections, which have already prompted new restrictions on everyday life, will be in focus when European Central Bank President Christine Lagarde speaks on Thursday.
Later on Monday are appearances from Bank of England Governor Andrew Bailey and chief economist Andy Haldane at 1035 GMT and 1400 GMT, where talk of negative rates is in focus. Dallas Fed President Robert Kaplan makes a speech at 2200 GMT.
On Wednesday, the Reserve Bank of New Zealand meets, with expectations it will hold rates but lay the framework for going negative next year.
In emerging markets, the beaten-down Turkish lira  rose more than 2% in the wake of the ouster of the central bank chief and the resignation of Turkey's finance minister over the weekend.

The lira has slid 30% to record lows this year amid the coronavirus pandemic as investors worried about falling forex reserves and double-digit inflation.
 
"
1,"<span>Nov 08, 2020 10:18PM ET</span>",,,,,,"(Bloomberg) -- The yuan extended its recent rally as the dollar weakened following Joe Biden’s presidential victory in the U.S.
The offshore yuan strengthened 0.16% to 6.5811 per dollar at 10:42 a.m. in Hong Kong, following last week’s 1.6% surge that was the biggest gain since January 2017. The currency has been on a tear since the start of June as China’s economy rebounded, attractive bond yields drew overseas funds and investors bet on more stable relations with the U.S. in the event of a Biden presidency.
With the election result all but concluded, investors are likely to focus on China’s economic reports as well as signals from the People’s Bank of China. In the absence of efforts to restrain the currency’s strength, the nation’s assets will remain attractive to global investors. China’s 10-year sovereign debt yields 3.2% versus 0.8% for Treasuries, while a recovery in exports and consumption is expected to continue as the country remains largely free from the pandemic.
“As long as dollar weakness continues, the yuan’s appreciation can only be slowed but not inverted,” said Gao Qi, a strategist at Scotiabank in Singapore who expects to change his year-end yuan forecast from 6.7. “We may hear comments from PBOC officials to warn the market of one-sided movement in the yuan and more relaxations on capital outflows.”
Yuan Is Halfway Through Erasing Losses Since Trade War Began
So far, there’s been no strong sign officials want to halt the rally. China is relaxing controls on the yuan at the fastest pace since a shock devaluation five years ago, easing curbs on money flowing out of the country and giving banks more say on the reference rate.
The onshore yuan rose 0.2% to 6.5947 per dollar. China’s central bank on Monday set its daily yuan fixing slightly stronger than expected, the first time it did so since Oct. 23.
©2020 Bloomberg L.P."
2,"<span>Nov 08, 2020 09:27PM ET</span>",,,,,,"By Gina Lee
Investing.com – The dollar was down on Monday morning in Asia, starting its week with losses as Democrat candidate Joe Biden was declared the winner of the U.S. presidential elections.
The U.S. Dollar Index, which tracks the greenback against a basket of other currencies, edged down 0.14% to 92.168 by 10:20 PM ET (2:20 AM GMT), barely above a ten-week low. Investors retreated from the greenback over the expectation that a Biden administration would mean a steadier U.S. foreign policy and the continuation of a soft monetary policy, as announced by the Federal Reserve during the previous week.
“The dollar has weakened in anticipation of a Biden presidency bringing calmer politics ... and anticipation of Fed coming to the rescue again amid near term risk of rising COVID infection,” Bank of Singapore FX analyst Moh Siong Sim told Reuters.
Biden won the state of Pennsylvania on Sunday, thereby obtaining the 270 electoral votes needed to win the election against incumbent president Donald Trump. However, Trump is refusing to concede and continuing legal action to contest the result. Adding to the uncertainty is which party holds the Senate majority, with four races yet to declare winners, some investors warned that it was too early to say whether market volatility has finally calmed down.
“We would caution that heightened volatility is not necessarily behind us, even though the election result is all but settled,” Commonwealth Bank of Australia (OTC:CMWAY) currency analyst Kim Mundy said in a note.
However, some investors are betting on the Republicans retaining their majority in the Senate, boosting stocks but putting downward pressure on the greenback. Should their bets be correct, the divided Congress would create more work for the Federal Reserve as the Democrat agenda on taxes or regulations is thwarted.
“Republican control of the Senate is likely to see them dump the economic populism of President Trump and pursue a material decline in the U.S. fiscal deficit, which is set to underpin a large fiscal drag in 2021,” Perpetual head of investment strategy Matt Sherwood told Reuters.
“That means 2021 growth will now be more dependent on the U.S. Fed,” Sherwood added, as well as a COVID-19 vaccine, both of which would be negative for the dollar.
The USD/JPY pair inched down 0.01% to 103.31.
The AUD/USD pair was up 0.37% to 0.7281 and the NZD/USD pair gained 0.53% to 0.6808. Although the Reserve Bank of New Zealand is widely expected to hold rates when it meets on Wednesday, the central bank is also expected to lay the groundwork to introduce negative rates in 2021.
The USD/CNY pair edged down 0.20% to 6.5950. The yuan rose to a 28-month peak over news of Biden’s victory, with investors hopeful of a more conciliatory approach to U.S.-China relations. China also released trade data, including October’s exports and imports year-on-year, as well as the trade balance, over the weekend. Further data, including the Consumer Price Index, is due tomorrow.
The GBP/USD pair edged up 0.20% to 1.3182. Bank of England Governor Andrew Bailey and chief economist Andy Haldane are due to speak later in the day, with the focus squarely on negative rates. Dallas Fed President Robert Kaplan is also due to speak later in the day."
3,"<span>Nov 07, 2020 06:35PM ET</span>",,,,,,"By Gertrude Chavez-Dreyfuss and Sujata Rao
(Reuters) - An increasingly bearish picture is unfolding for the U.S. dollar, which has suffered its worst week since March on signs that Federal Reserve money printing rather than government spending may be deployed to bolster the economy in the aftermath of Tuesday's elections. 
A potentially divided U.S. government with Republicans in control of the Senate may mean a smaller fiscal stimulus package from lawmakers, increasing pressure on the U.S. central bank to ramp up its bond-buying and other economically supportive policies that have weighed on the dollar (=USD) this year. 
Major networks on Saturday declared Democrat Joe Biden the winner of the U.S. presidential election, offering some certainty after days of conflicting reports about who might run the White House for the next four years. 
At the same time, Democrats could still win more sway in the Senate if runoff races in two Republican-held seats in Georgia go their way in January, bolstering the case for a larger fiscal stimulus package that has been viewed by some investors as dollar-negative.
Those fresh concerns come on top of issues that have dragged the dollar lower for most of 2020 and led some investors to fret about its status as the world's dominant reserve currency, including expectations of rock-bottom interest rates and massive U.S. government spending for years to come.
The U.S. currency is off about 10% from its highs of the year and stands near more than a two-year low. Its decline has buoyed rallies in assets some investors see as dollar alternatives, such as gold and bitcoin, which are up 4% and 12% so far this month, respectively. 
""If you had to write a playbook that would get people to say 'I need an alternative to the dollar,' this whole process fits that story,"" said Kit Juckes, a strategist at Societe Generale (OTC:SCGLY). 
Fed Chair Jerome Powell said on Thursday that the central bank was committed to keeping its bond purchases steady at $120 billion a month, but he also said lawmakers will likely need to provide more fiscal stimulus to help the economy recover from the coronavirus-fueled contraction earlier this year.
More of the burden for supporting the economy could shift to the Fed if a fiscal stimulus package is delayed or smaller than needed, some investors said. That's a potential negative for the dollar, as some quantitative easing policies are tantamount to printing money. 
""The Fed can surprise us,"" said Jack McIntyre, fixed income portfolio manager at Brandywine Global. ""They can do a lot to provide liquidity to the market, to push back the solvency risks that will come about if we don't get a fiscal package.""
McIntyre has reduced his dollar exposure in favor of emerging markets and investment grade government bonds. 
DOVISH FED
A weaker dollar would likely be welcomed by many U.S. companies, as it makes it cheaper for multinationals to convert earnings back into their home currency while boosting the competitiveness of U.S. products abroad. 
But it also pushes up the value of other currencies, complicating the efforts of economies like the euro zone and Japan to boost growth and potentially leading other central banks to cheapen their own currencies in response. 
The euro has gained around 6% against the dollar this year, while the Japanese yen is up around 5%.
Momtchil Pojarliev, head of currencies at BNP Asset Management, believes the dollar will sink to fresh lows over the next three months. 
""The Fed is very dovish and is going to stay dovish,"" he said. ""The bigger the stimulus, the worse for the dollar.""
Some don't agree with the bearish sentiment on the dollar. John Floyd, head of macro strategy at Record Currency Management, argues that while the Fed has said it will keep asset purchases at current levels, the European Central Bank recently signaled it may increase its economic support in December. 

""That's a big difference,"" he said.
 
"
4,"<span>Nov 06, 2020 03:45AM ET</span>",,,,,,"(Bloomberg) -- A Joe Biden presidency, checked by a Republican-controlled Senate, may be just what emerging market investors are looking for.
While the Democrat is seen pursuing policies conducive to trade and the environment, a divided Congress may stop him from firing a fiscal bazooka. That means more exports and faster growth for developing nations, as well as a boost for riskier assets from a more accommodative Federal Reserve, according to investors and analysts.
Emerging-market stocks are heading for their best weekly performance in five months after a turbulent week dictated by prospects of the U.S. presidential election outcome. Investor demand for riskier assets has risen amid speculation that Biden will win the presidency and with the final result still uncertain, U.S. policy makers left interest rates near zero on Thursday and made no change to asset purchases.
The MSCI emerging-market stock index swung between gains and losses on Friday in Asia, after rising to the highest since 2018 and erasing all its post-pandemic losses the previous day. A similar measure of developing-nation currencies added 0.1%, paced by the Indonesian rupiah and the Thai baht.
Here’s what market participants had to say:
Charles Robertson, chief global economist at Renaissance Capital in London:
It’s arguably the best news since the taper tantrum of 2013 and commodity price collapse of 2014 hit many in emerging markets so hard. EM debt and currencies should perform very well. The big problem in recent years was dollar strength driven in part by Trump’s protectionism. Fewer trade wars should reduce the bid for dollars, allowing currency appreciation, and improving external debt ratios to gross domestic product.
Charles Diebel, money manager at Mediolanum International Funds in Dublin:
It means that you have a president who is more normal in his approach to trade. EM is supported by its correlation to weaker USD, so it is good for exports. With U.S. Treasuries likely to be in a range, it allows EM to adopt a slightly more dovish tone and will see inflows on a yield pick-up basis.
Simon Harvey, a foreign-exchange analyst at Monex Europe in London:
You will see some currencies outperform -- notably the Mexican peso and Chinese yuan -- from a reduced trade risk. We’ll see a marginal boost to risk appetite. EM currencies will also receive some tailwinds from lower U.S. yields and protracted expectations of the Fed normalizing policy. This favors the rand and Latam currencies.
Magdalena Polan, global emerging-market economist at Legal & General Investment Management in London:
I would expect less headline risk and lower volatility. I would expect President Biden and his team to be more predictable than Trump, and more prone to a multilateral approach. But attempts to limit China’s impact on the U.S. economy will likely continue as they have bipartisan support.
Kerry Craig, global market strategist at JPMorgan (NYSE:JPM) Asset Management in Melbourne:
The implications of a widening U.S. deficit, possibly more predictable U.S. foreign policy, and lower bond yields is a weaker U.S. dollar. All of which are positive for emerging markets, and notably, Asian assets. Meanwhile, as inflation expectations reduce and the anticipated rise in yields in DM government bond markets are capped further, it will be emerging-bond markets where investors seek out income and relatively higher spreads.
Luca Paolini, chief strategist at Pictet Asset Management in London:
A Biden win with a split Congress is perhaps the best outcome for riskier asset classes in the medium term. Trump’s corporate tax cuts will stay in place, while fiscal stimulus should turn out to be sufficient, not excessive. What is more, policy making should become less erratic with Biden in the White House, which could reduce stocks’ risk premium over time.
Kunjal Gala, lead global emerging markets portfolio manager at Federated Hermes (NYSE:FHI) in London:
A Biden Presidency is likely to be pragmatic with a focus on globalization and hence positive for emerging markets. However, pressure on China is likely to be sustained as Biden could possibly unite with allies to counter China. Regardless of the political outcome, the emerging market structural growth opportunity remains intact, driven by an aspiring, growing middle class, rising digitization, reforms and infrastructure development.
Zhikai Chen, head of Asian equities at BNP Paribas (OTC:BNPQY) Asset Management in Hong Kong:
In the event of a Biden victory, it will potentially bring relief to Asian equity investors as U.S. policies will likely return to the prior norm versus the current administration’s unpredictable tactics. This reduces the political and policy uncertainties between the two largest economies and allow investors to focus more on company fundamentals. We are mostly invested in companies where we have very good visibility on the earnings outlook and derived the vast majority of their revenues from domestic demand.
 
 "
5,"<span>Nov 06, 2020 02:43AM ET</span>",,,,,,"By Peter Nurse
Investing.com - The dollar edged higher in early European trade Friday, with the result of the contentious U.S. presidential election still unknown and the possibility of a legal battle likely to lead to prolonged uncertainty.
At 2:45 AM ET (0745 GMT), the Dollar Index, which tracks the greenback against a basket of six other currencies, was up 0.1% at 92.537. EUR/USD rose 0.1% to 1.1838, USD/JPY fell 0.1% to 103.44, while the risk sensitive AUD/USD fell 0.2% to 0.7269.
The U.S. presidential battle still remains undecided early Friday, but Democratic candidate Joe Biden has an edge over President Donald Trump, with a few important states still counting votes.
Trump's legal challenges to vote counts in Nevada, Pennsylvania, Georgia and Michigan have so far had no effect.  
Trump has also questioned the election’s credibility. “If you count the legal votes, I easily win. If you count the illegal votes, they can try to steal the election from us,” he said late on Thursday, as usual without presenting any evidence. 
“FX markets have reacted to news of a much closer U.S. election by selling currencies most exposed to the global recovery story and buying USD and JPY,” said ING analyst Chris Turner, in a research note. 
“Certainly, the prospect of at least smaller fiscal stimulus, if not an outright contested election – combined with poor Covid-19 trends – favor more defensive positioning this month.”
Uncertainty about the U.S. economic recovery from the pandemic is also growing, along with the number of Covid-19 cases, with Wednesday’s private payrolls data and Thursday’s initial jobless claims both disappointing. This put the focus squarely on October’s nonfarm payrolls data, due later in the day, which is forecast to show a slight slowdown in job creation.
The Federal Reserve kept its monetary policies unchanged on Thursday, but Chair Jerome Powell stated that more fiscal and monetary support was needed as rising coronavirus cases clouded the outlook for the economic recovery.
Elsewhere, GBP/USD fell 0.1% to 1.3138, edging lower after Thursday’s strong gains on the back of the Bank of England deciding to increase its bond-buying program to try and support the country’s weakening economy.
EU Internal Market Commissioner Thierry Breton said Friday there was only a ""50/50"" chance that Britain and the European Union will be able to reach a deal over the terms of Britain's exit from the EU.
 "
6,"<span>Nov 05, 2020 11:00PM ET</span>",,,,,,"(Bloomberg) -- China’s rallying yuan is more than halfway through its recovery from a selloff triggered by President Donald Trump’s trade war.
Underpinning the recent strength in the Chinese currency are its wide interest-rate premium over the borrowing costs on the dollar and the country’s relatively fast economic recovery from the virus pandemic. The prospects of a Joe Biden win in the U.S. presidential election are also boosting confidence in the yuan because the Democrat is expected to be less hostile -- or at least more predictable -- in his policies toward Beijing.
The yuan is poised for a gain of 0.9% this week to 6.6338 per dollar, closing in on the key level of 6.6 for the first time in more than two years. The currency has jumped 8% since late May, trimming more than half of the declines since China-U.S. disputes in everything from trade to intellectual property protection sent the exchange rate to the weakest level in a decade.
The rapid rally is a double-edged sword for Beijing. While it opens an window for policy makers to liberalize the foreign-exchange market, it also hurts exporters repatriating overseas funds. In October, China relaxed its controls on the yuan at the fastest pace since after a shock devaluation five years ago, easing curbs on capital outflows and giving banks more say on the reference rate. It has set its fixing at levels weaker than analysts and traders had expected for 10 straight sessions as of Friday, suggesting the authorities could be seeking to slow the gains.
While poised for weekly gain, the yuan declined as much as 0.4% on Friday morning.
©2020 Bloomberg L.P."
7,"<span>Nov 05, 2020 10:05PM ET</span>",,,,,,"By Stanley White
TOKYO (Reuters) - The dollar steadied against many currencies on Friday, but traders say more losses are likely as a contentious U.S. presidential election diminished hopes for large stimulus to support the economy any time soon.
Investors are betting that Democrat Joe Biden will become the next president but Republicans will retain control of the Senate, which will make it difficult for the Democrats to pass the larger fiscal spending they have been pushing.
Biden maintains an edge over President Donald Trump, but a few important states are still counting votes and Trump is mounting legal challenges to vote counts, so there is still a high degree of uncertainty.
A large decline in long-term Treasury yields due to expectations for less fiscal spending, combined with a rally in equities and other risk assets, has placed the dollar under consistent selling pressure that is likely to continue.
""There is a green light for the resumption of dollar selling, reflecting past declines in real interest rates,"" said Ray Attrill, head of foreign exchange strategy at National Australia Bank (OTC:NABZY) in Sydney.
""There's an argument that the U.S. Federal Reserve will have to backstop risk assets. The pandemic is still trending in the wrong direction.""
The dollar traded at 103.61 yen  in Asia on Friday, close to an eight-month low.
Japanese Prime Minister Yoshihide Suga has vowed to work closely with overseas authorities to keep currency moves stable, because a strong yen is widely viewed as a threat to Japan's economy.
Against the euro (EUR=EBS), the dollar traded at $1.1818 after falling 0.87% in the previous session.
The British pound  traded at $1.3128, holding onto a hefty 1.23% gain from Thursday.
The dollar index (=USD) against a basket of six major currencies stood at 92.668, close to a two-week low.
For the week, the dollar index was down 1.5%, on course for its biggest drop in almost four months.
Voting tallies from several U.S. states continued to trickle in during the Asian session, but currencies showed little reaction because the declaration of an outright winner could take several more days or even weeks, some traders said.
Investors also await the release of U.S. non-farm payrolls later on Friday, which is forecast to show a slight slowdown in job creation.
Worries about the U.S. economy are growing, which is a reason to expect declines in the dollar to continue into next year, some analysts say.
The rise in new coronavirus cases to record levels in several states could also curb U.S. economic activity.
The onshore yuan  fell slightly to 6.6366 per dollar but still remained close to its more than two-year high reached on Thursday.
Many investors expect a Biden administration will slightly scale back Trump's trade war with China, which should benefit the yuan.
Elsewhere, the Australian dollar  fell against the greenback in Asian trading after the country's central bank said it is prepared to expand bond purchases if needed to support the economy.

The declines in the Aussie also dragged the New Zealand dollar  lower.
 
"
8,"<span>Nov 05, 2020 08:53PM ET</span>",,,,,,"By Gina Lee
Investing.com – The dollar was up on Friday morning in Asia, reversing earlier losses even as a victor is yet to be declared in the U.S. presidential elections and expectations that large stimulus packages to support the COVID-19-hit economy will be rolled out soon diminish.
The U.S. Dollar Index, which tracks the greenback against a basket of other currencies, was up 0.21% to 92.743 by 9:45 PM ET (1:45 AM GMT).
Democrat Joe Biden is close to declaring a victory, with 264 of the 270 electoral votes needed to win and Pennsylvania, Georgia, Nevada and North Carolina still counting votes. Incumbent President Donald Trump has 214 votes and has already mounted legal challenges to vote counts in Nevada, Pennsylvania, Georgia and Michigan as well as requesting a recount in Wisconsin, adding to the uncertainty.
An additional challenge to a Biden presidency is that Republicans retain control of the Senate, making it difficult to push through stimulus packages with large price tags.
Investors’ expectations of less fiscal spending have led to a large decline in long-term Treasury yields, which alongside a rally in shares and other risk assets, is expected to put the dollar under consistent selling in the long term, some investors warned.
“There is a green light for the resumption of dollar selling, reflecting past declines in real interest rates … there’s an argument that the Federal Reserve will have to backstop risk assets. The pandemic is still trending in the wrong direction,” National Australia Bank (OTC:NABZY) head of foreign exchange strategy Ray Attrill told Reuters.
Uncertainty about the U.S. economic recovery from COVID-19 is also growing, with investors digesting Thursday’s monetary policy released by the Federal Reserve and awaiting non-farm payrolls data, due later in the day.
These worries could lead to declines in the greenback into 2021, some investors warned.
The number of COVID-19 cases continues to rise, with several U.S. states reporting record levels of COVID-19 cases after the election.
The USD/JPY pair edged down 0.14% to 103.62, hovering near an eight-month low.
The AUD/USD pair was down 0.25% to 0.7264, after the Reserve Bank of Australia said it is prepared to expand bond purchases if needed to support the economy. An ongoing trade dispute with China, with a deadline for Chinese traders to stop buying at least seven categories of Australian commodities arriving, also has Australian exporters on edge.
Across the Tasman Sea, the NZD/USD pair inched up 0.10% to 0.6777.
The USD/CNY pair gained 0.29% to 6.6219.
The GBP/USD pair edged own 0.17% to 1.3120. The Bank of England also handed down its monetary policy on Thursday."
9,"<span>Nov 05, 2020 09:18AM ET</span>",,,,,,"(Bloomberg) -- The dollar dropped a third day to its lowest level in more than two years as Joe Biden looked increasingly likely to claim the U.S. presidency.
The Bloomberg Dollar Spot Index fell as much as 0.9% to the lowest since May 2018. That came as the euro rallied 1% and the yen strengthened past 104 per dollar, its strongest level in eight months and a resistance level from 2016. It was broken briefly during virus-induced market panic in March.
“The dollar has been declining as a result of the increasing likelihood of a Biden victory,” said Sonja Marten, a strategist at DZ Bank AG. “For now, the dollar is trading as a safe haven and the prospect that we are going to get a clear election result sooner than some had feared is currently reflected in rising risk appetite, and hence a weaker dollar.”
Investors have been bracing themselves for such a slide in the case of a Biden win, which could pave the way for more stimulus. Combined with an decidedly dovish Federal Reserve, whose policy makers are due to meet later Thursday, this creates increased headwinds for the world’s reserve currency.
©2020 Bloomberg L.P.
 "
