,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
0,"<span>May 27, 2020 02:42AM ET</span>",,,,,,"By Peter Nurse 
Investing.com - The U.S. dollar bounced in early European trade Tuesday amid rising risk aversion given the mounting tensions between China and the U.S. over the new security law for Hong Kong. 
At 2:45 AM ET (0645 GMT), the U.S. Dollar Index, which tracks the greenback against a basket of six other currencies, stood at 99.207, up 0.3%, USD/JPY rose 0.1% to 107.56, while GBP/USD fell 0.2% to 1.2308.
Protests occurred in Hong Kong Wednesday as the national security law - which critics have called a direct attempt to curtail the city's unique freedoms - underwent a second reading in the city’s Legislative Council.
U.S. President Donald Trump has promised a U.S. reaction to the law by the end of the week. Meanwhile, China retaliated by threatening countermeasures against any U.S. action, including sanctions.
“We are in a broad risk-on trend, but the only thing that can change this is the U.S.-China relationship,” Junichi Ishikawa, senior FX strategist at IG Securities, told CNBC.
“More problems between these two countries would slow the dollar’s recent decline and potentially lead to dollar buying as a safe haven.”
At 2:45 AM ET, the yuan, often seen as a barometer of relations between the world's two biggest economies, slid 0.4% to 7.1604 per dollar on Wednesday, taking its four-week decline to 1%, and edging toward its record low of 7.1965 per greenback set in September last year.
The Australian dollar also weakened, linked as it is to the performance of the Chinese economy, falling 0.2% to 0.6639.
Another currency in focus Wednesday is the euro, after Isabel Schnabel, a member of the European Central Bank’s executive board, in an interview with the Financial Times, made it clear that the central bank is ready to act and use any instrument ""if it judges that the medium-term inflation outlook has worsened"". 
“This is another comment similar to the French Central Governor's made earlier this week, that the ECB will act if needed,” said analysts at Danske Bank, in a note to clients. “We believe this raises the probability that the ECB will increase the PEPP (Pandemic Emergency Purchase Programme) at next week's ECB meeting.”
This comes as the latest estimates from INSEE, the French national statistics bureau, suggested that France's economy is on course to contract 20% in the second quarter as the country emerges from a nationwide coronavirus lockdown.
That would mark a sharp deterioration in France's recession after the euro zone's second-biggest economy contracted 5.8% in the first quarter.
At 02:45 AM ET, EUR/USD dropped 0.2% to 1.0955.
 "
1,"<span>May 27, 2020 12:12AM ET</span>",,,,,,"By Gina Lee
Investing.com – The dollar was up on Wednesday morning in Asia with U.S.-China tensions mounting over the latter’s national security laws for Hong Kong and Macau.
A planned protest in Hong Kong as the city’s Legislative Council begins to debate a national anthem bill, failed to draw the expected numbers.
U.S. President Donald Trump promised a U.S. reaction to the law by the end of the week. Meanwhile, China retaliated by threatening countermeasures against any U.S. action, including sanctions.
The U.S. Dollar Index that tracks the greenback against a basket of other currencies was up 0.26% to 99.168 by 12:06 AM ET (5:06 AM GMT), with investors turning to the safe-haven asset.
“We are in a broad risk-on trend, but the only thing that can change this is the U.S.-China relationship,”. Junichi Ishikawa, senior FX strategist at IG Securities, told CNBC.
“More problems between these two countries would slow the dollar’s recent decline and potentially lead to dollar buying as a safe haven.”
The USD/JPY pair was up 0.02% to 107.55 and the USD/CNY pair was up 0.34% to 7.1582
The AUD/USD pair lost 0.10% to 0.6644 and the NZD/USD pair was down 0.14% to 0.6188. The Antipodean currencies, with close ties to the Chinese economy and global commodities, took hits as the tensions reduced investors’ risk appetite.
The GBP/USD pair lost 0.13% to 1.2315."
2,"<span>May 27, 2020 12:09AM ET</span>",,,,,,"(Bloomberg) -- China’s currency weakened, extending a slide that’s made it one of the worst performers in the world in the past month, amid increasing tensions with the U.S.
The offshore yuan slid as much as 0.35% to 7.1698 per dollar on Wednesday, taking its four-week decline to 1%. That’s the biggest drop among at least 32 major currencies after those in Peru and Argentina. The offshore rate is edging toward its record low of 7.1965 per greenback set in September last year.
There are signs Chinese authorities are content to allow the yuan to fall as the U.S. administration steps up its criticism over Beijing’s initial handling of the coronavirus and intention to impose a national security law on Hong Kong. The People’s Bank of China (OTC:BACHY) had this week set its daily yuan reference rate at the weakest level since 2008. The fixing was slightly stronger on Wednesday.
“The PBOC will allow the yuan to continue weakening as U.S. China trade tensions continue rising, as long as it is orderly,” said Qi Gao, a currency strategist at Scotibank.
©2020 Bloomberg L.P."
3,"<span>May 26, 2020 10:36PM ET</span>",,,,,,"(Bloomberg) -- Hong Kong stock exchange’s boss called for confidence that the city will maintain its “undisputed” role as Asia’s financial nave even as it battles the fallout from the coronavirus outbreak and political unrest.
“I don’t see anything on the horizon that’s going to fundamentally change that,” Chief Executive Officer Charles Li said in a telephone interview on Wednesday. “But it’s required of all of us to maintain confidence, to maintain our belief this great city is going to become even greater once we are able to get over on the other side of the current public health challenges and other challenges.”
Hong Kong Exchanges & Clearing Ltd. faces what could be an even more turbulent year than 2019, when political unrest dragged down trading and brought revenue growth to a near standstill. At the same time, the bourse is now set to welcome a slew of China’s corporate giants after years of lobbying from Li and growing political tension between the U.S. and China.
HKEX shares have retraced losses after on Friday posting their biggest drop in a year as investors were spooked by a Beijing plan to impose security legislation on the city. The push sparked protests over the weekend and more are brewing on Wednesday near the city’s Legislative Council, where lawmakers plan to hold a hearing on a bill that would criminalize disrespect toward China’s national anthem.
Li said he was not “looking into any specific political initiatives” since “they come, they go.”
“We have no control over them,” he said. “We just have the commercial initiatives that go into the heart of enhancing Hong Kong’s global competitiveness. And that remains unchanged.”
Authorities, including Chief Executive Carrie Lam, have this week sought to reassure investors that Beijing’s plans wouldn’t alter the city’s freedoms and threaten its status as a financial hub. The Hong Kong Monetary Authority issued a statement late Tuesday, saying the security law wouldn’t impede the free flow of capital.
That would be crucial for Li’s vision to make the exchange a gateway to China for foreign investors. The CEO, who announced he’s stepping down when in October next year, has pushed through a number of changes to lure more of China’s corporate giants to list in the city, away from New York.
Reforms over the past years have allowed the exchange to attract tech behemoth  Alibaba  (NYSE:BABA) Holdings Inc. to do a $13 billion dual listing last year. Companies such as JD (NASDAQ:JD).com Inc. and NetEase (NASDAQ:NTES) Inc. are planning to follow suit next month even amid rising tension.
Before the security bill rekindled protests, the exchange last week received a string of good news. The U.S. Senate unveiled a bill that could bar Chinese listings, while Nasdaq Inc. moved to clamp down on such listings after an accounting scandal erupted at Chinese coffee chain  Luckin Coffee  (NASDAQ:LK) Inc., which is listed in New York. Optimism was also stoked by changes to the city’s benchmark Hang Seng index to include China’s corporate giants.
The exchange on Wednesday revealed a licensing agreement with MSCI (NYSE:MSCI) Inc. to offer 37 futures and options contracts based on MSCI equity indexes in Asia and emerging markets.
The agreement is “absolutely a vote of confidence” in Hong Kong, Li said.
©2020 Bloomberg L.P.
"
4,"<span>May 26, 2020 04:47PM ET</span>",,,,,,"By Jamie McGeever
BRASILIA (Reuters) - Brazil's real rose for the fifth day in a row on Tuesday, sealing its longest winning streak against the dollar this year as buoyant global markets and ebbing of domestic political tensions added fuel to the rally.
The real's near 2% jump brought its gains since the start of last week to around 10%, and a dollar fall below 5.00 reais now seems more likely than a pierce up through 6.00 reais, traders said.
""There's still a lot of room for recovery. 5.00 (reais) is still high for the dollar,"" said Cleber Alessie Machado, broker at Commcor DTVM in Sao Paulo.
""If the political situation cools and impeachment is taken completely out of the question... yes, we could go back to 5.00 and below,"" he said, noting growing optimism that a global economic recovery could soon start as the world emerges from coronavirus lockdown.
Pressure on President Jair Bolsonaro built up this month due to his alleged role in changing senior federal police officials amid investigations of members of his political clan.
The real traded as high as 5.3350 per dollar (BRBY) and continued its close correlation with local interest rates. A flattening curve between short- and long-term rates is a sign of improving investor sentiment and easier financial conditions.
(GRAPHIC - Brazil FX and rates futures: https://fingfx.thomsonreuters.com/gfx/mkt/yzdvxdddmvx/BRAZILFXRATES.png)
This follows central bank president Roberto Campos Neto's reaffirmation last week that the bank stands ready to dip into its large pool of foreign exchange reserves and continue intervening in the market if needed.
That helped defuse some of the gloom surrounding the real and punctured the consensus view that a fall through 6.00 per dollar was inevitable.

""The real was very unloved (but) ran out of dollar buyers at 5.95. It was a bit too extended,"" said a hedge fund manager in Sao Paulo.
 "
5,"<span>May 26, 2020 03:27PM ET</span>",,,,,,"(Bloomberg) -- Foreign-exchange options traders anxious about worsening U.S.-China relations are using key currency proxies to hedge against the uncertainties.
Tuesday saw nearly $1.4 billion of options traded on the Hong Kong dollar and U.S. dollar that will be profitable if the Asian currency is below 7.61 per greenback in three months’ time, while another $640 million worth of similar derivatives was traded that are tied to the 7.64 level. They could also prove profitable for traders even without spot breaking below the official trading band of 7.75-7.85 if option-implied volatility were to rise sufficiently.
The volume seen Tuesday made the U.S.-Hong Kong pair one of the most actively traded in options for the day, according to Depository Trust & Clearing Corp. data. Option activity in the Taiwanese dollar was also notably higher than normal with turnover in greenback call options nearly four times that of puts.
Traders purchasing the options will likely benefit from a broad increase in yuan’s implied volatility, even if the Hong Kong currency peg is maintained. Swings in the yuan, Taiwan dollar and Hong Kong dollar both moved sharply higher in August when U.S.-China trade tensions erupted.
Read more: Trump ‘Displeased’ With China’s Hong Kong Actions: White House
The hectic activity in the options market came on Tuesday as China’s decision to impose a security law on Hong Kong drew ire from the U.S. and helped push the spread between two-year Hong Kong dollar and greenback swap rates to levels last seen in the late 1990s.
Traders were also worried about possible sanctions as the Trump administration continued to push allies to avoid Chinese businesses perceived as threats to their national security, and criticized China’s handling of the coronavirus outbreak.
“There’s clearly lots of concern with respect to whether or not the U.S. will hit China and HK with sanctions,” said Bipan Rai, strategist at Canadian Imperial Bank of Commerce. “The forwards market has eased up a bit on concerns over the past few sessions, but if imposed, U.S. sanctions would be damaging and might lead to changes with respect to the USD/HKD trading band eventually.”
©2020 Bloomberg L.P.
 "
6,"<span>May 26, 2020 02:11PM ET</span>",,,,,,"By Yasin Ebrahim 
Invesing.com – The pound had its biggest one-day surge against the dollar in more than a month on Tuesday, but is still likely to cap off the month in the red and likely faces a bumpy road ahead amid little progress on Brexit talks so far.
GBP/USD rose 1.23% to $1.2332.
""For the embattled pound, the news doesn't seem to get any better these days,"" UBS said, highlighting several headwinds for the currency including safe-haven demand for the dollar, renewed Brexit concerns and expectations for the Bank of England to adopt negative rates.
But negative rates are likely not baked in yet as the economy would have to get ""materially worse"" to prompt the BoE to cut rates to below zero, UBS suggested.
While cable is on track to end the month about 2% lower - following a coronavirus impact to the economy that has seen growth in the first quarter contract by a record 5% and ongoing worries about Brexit – it will end the year higher, the bank added.
Brexit talks have yielded little progress so far. Without a positive outcome in the final round of negotiations - set for next week before a conference in June to assess progress before the year-end transition deadline - some have raised concerns of a stalemate.
Heading into the talks, the EU is reportedly willing to extend an olive branch and ease its stance on fisheries.
The U.K. has expressed a desire to take control over access to its waters and fish when the transition period ends, rather stick with the EU's Common Fisheries Policy, which set fishing quotas among EU member states.  "
7,"<span>May 26, 2020 05:45AM ET</span>",,,,,,"(Bloomberg) -- Leaders in the euro area need to make its widely-touted recovery fund a reality to revive the fortunes of its battered currency.
The euro’s comeback was threatened after the so-called frugal four -- Austria, Denmark, Sweden and the Netherlands -- countered a joint proposal by France and Germany for a 500 billion euro ($548 billion) fund by suggesting aid in the form of loans, not grants.
“The euro’s road to recovery will likely be bumpy as markets assess the scope for the commission to come up with a plan acceptable to all member-states,” Gaétan Peroux, a strategist at UBS Global Wealth Management said in a client note. “Continuing signs of a global and European recovery should eventually open the window to euro-dollar levels above 1.10.”
The Recovery Fund proposals have several key elements that would in theory help Europe’s weakest economies: the European Commission would issue the debt, money would be distributed through grants and repayments would come via the EU budget.
How much of that makes it into the final plan will start to emerge this week with negotiations beginning formally and the European Commission unveiling its own proposal.
The lack of region-wide fiscal framework has long been seen as a thorn in the ambitions of EU leaders to make the euro a stronger rival to the U.S. dollar. The currency weakened to its lowest level in three years in March, when Europe became the epicenter for the coronavirus, with the bloc’s most-indebted nations, including Italy and Spain, suffering severe outbreaks.
That same month, five-year Italian credit default swaps -- a gauge of EU breakup risk -- spiked to the highest since 2013, spurred by worries of a another sovereign debt crisis in the bloc. That measure fell to the lowest level in over a month after the Franco-German proposal.
“This proposal isn’t a fix of any kind yet,” wrote Kit Juckes, a strategist at Societe General SA, in a note to clients. “For now, it’s just something to shake out euro shorts, against the yen as much as the dollar. We will go on bumping along the bottom of the post-2014 range.”
Bearishness on the euro was the strongest since 2018, according to Citigroup's FX Pain Index for the currency, an indicator of active trader positions. It’s a sign to some analysts that a so-called short squeeze is looming.
Sure enough, while one-week risk reversals on the euro-dollar pair eased since hitting the highest since March last week, it still shows a preference for the common currency, which rose as much as 0.7% as of 10:17 a.m. in London to $1.0973.
“It is only one step and more will be required,” said Ned Rumpeltin, European head of foreign-exchange strategy at Toronto-Dominion Bank. “If it is able to get across the line with the other EU members, it does represent an important step forward.”
©2020 Bloomberg L.P.
 "
8,"<span>May 26, 2020 02:48AM ET</span>","By Peter Nurse 
Investing.com - The U.S. dollar sold off in early European trade Tuesday amid optimism over the global recovery given positive news of a potential coronavirus vaccine as well as the further reopening of economies, prompting investors to edge out of this safe haven.
At 2:45 AM ET (0645 GMT), the U.S. Dollar Index, which tracks the greenback against a basket of six other currencies, stood at 99.582, down 0.3%, EUR/USD rose 0.2% to 1.0922, GBP/USD gained 0.5% to 1.2240, and USD/JPY rose 0.2% to 107.87.
Late Monday, U.S. biotech company  Novavax  (NASDAQ:NVAX) said it has begun trials for a coronavirus vaccine in Australia. It expects preliminary results from the Phase 1 clinical trial in July, and upon successful completion Phase 2 will be conducted in several countries, including the United States.
Novavax is one of many drugmakers around the world racing to find a way to fight a pandemic that's infected over 5 million people worldwide.
This followed news that a drop-off in virus cases led the Japanese government to end its state of emergency, adding to the increasing number of countries that are reopening their economies as the course of the coronavirus slows. 
Still, ranges are tight as the U.K. and the U.S. return from Monday’s holiday while investors keep a wary eye on the tensions between the U.S. and China and the protests in Hong Kong. 
""Markets are caught between two conflicting currents,"" said Michael McCarthy, CMC Markets' chief strategist. ""Rising tensions between China and the U.S. are raising concerns, while easing Covid-19 lockdown measures are fuelling growth optimism.""
The Chinese yuan, a barometer of relations between the world's two biggest economies, firmed a bit to 7.1324, though it remains near a two-month low of 7.1465 hit on Friday.The Australian dollar was at $0.6580, up 0.5%, and the kiwi up 0.6% at $0.6136.",,,,,
9,"<span>May 26, 2020 12:45AM ET</span>",,,,,,"(Bloomberg) -- The pound is heading for this year’s worst monthly slide, and a lengthening list of risks is pointing to more turbulence in June.
Sterling traders look set to face heightened uncertainty on multiple fronts next month -- the end-June deadline to extend the Brexit transition period, the possibility of negative interest rates in the U.K. and the economy’s tentative exit from the pandemic lockdown.
That suggests the market will likely break with the trading lull typical for the time of the year, with volatility possibly scaling highs unseen in June since the 2016 Brexit referendum. Sterling has slid more than 3% versus the dollar this month to around $1.2190 on Monday, falling in May for the 11th year in a row.
“Much uncertainty hangs in the balance around Brexit and the end of June,” said Neil Jones, head of foreign-exchange sales to financial institutions at Mizuho Bank. “Uncertainty generally pushes volatility higher.”
The current Brexit transition period finishes at year-end, which means Britain and the European Union have only until then to forge a new trade deal in order to avoid tariffs and quotas. The other option is to extend the interim period -- and the last date to do so is June 30. Talks between negotiators resume on June 1, after this month’s discussions made little progress.
Brexit Gets Personal as Officials Trade Barbs Amid High Tension
Unwillingness to extend the transition period would leave negotiators with the tall task of cobbling together a trade pact -- a process that often runs into years -- in a matter of months. That would only heighten concern that the two sides may part ways without an agreement.
Sterling volatility will likely rise on such a prospect as well as any move to extend the transition, albeit not to highs seen during the peak of the pandemic turmoil in March, according to Mizuho’s Jones.
The pound may also see wide fluctuations around the Bank of England’s meeting on June 18. Money markets are already pricing in the prospect of sub-zero U.K. interest rates by year-end after recent comments by Monetary Policy Committee members suggested the central bank isn’t ruling out the possibility. That prospect sent two-year U.K. bond yields to a record low below 0% last week.
What Bloomberg Intelligence Says
“Risk managers will be hedging negative rates given they can’t be completely ruled out now, but they remain unlikely to become policy anytime soon with upsizing quantitative easing the preferred option. It’s only until we get a real signal that two-year yields can go a lot more negative, as was the case in Germany”
-- Tanvir Sandhu, Chief Global Derivatives Strategist
According to Bloomberg Economics, negative rates probably won’t be a game changer for the economy and a more potent policy mix may be for the BOE to continue with asset purchases, complementing government fiscal stimulus.
“I think an extension to QE is in the price, but negative rates would still increase pressure on pound at this point,” said Jane Foley, a senior foreign currency strategist at Rabobank International.
Pound Risks 35-Year Low With BOE Fueling Sub-Zero Rate Bets
Should the U.K. become the next major nation with negative interest rates, the pound could also face pressure from the options front, where risk reversals suggest that traders have stayed less bearish compared with the spot market.
The gauge, a barometer of market positioning and sentiment, shows that overall downside risks still prevail for the U.K. currency. The latest data reveal the depth of the economic damage from the Covid-19 crisis and investors will be on the lookout to assess the impact of the easing restrictions on the rate of the spread of coronavirus in the country.
For Rabobank’s Foley, expectations for pound swings next month should have been higher already as Brexit news is back.
“Given that Brexit tensions look set to rise as well as political pressure on the government over its handling of Covid-19, it is almost inevitable that we will see further volatility and downside pressure on the pound into June,” she said.
©2020 Bloomberg L.P."
