,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
0,"<span>Sep 08, 2021 03:00AM ET</span>",,,,,,"By Peter Nurse
Investing.com - The dollar traded higher Wednesday, benefiting from higher Treasury yields, caution ahead of the European Central Bank’s policy meeting and concerns over global growth. 
At 2:55 AM ET (0755 GMT), the Dollar Index, which tracks the greenback against a basket of six other currencies, gained 0.1% to 92.635, just off its highest level so far in September. 
USD/JPY rose 0.2% to 110.44, EUR/USD fell 0.1% to 1.1833, GBP/USD dropped 0.2% to 1.3760, while the risk sensitive AUD/USD fell 0.2% to 0.7370, following the Reserve Bank of Australia's decision on Tuesday to extend its bond-buying the program through February.
The benchmark 10-year Treasury note traded at 1.37% early Wednesday, just off Tuesday’s high of 1.39%, which was the highest level since mid-July, and a boost to the dollar. 
This yield soared in the wake of Friday's disappointing jobs report, which the market took to suggest that the Federal Reserve’s tapering of its bond-buying program would be delayed despite a spate of high inflation prints. 
The weak report added to fears that the rise in Covid cases, with the United States having recorded roughly 650,000 deaths and last week exceeded 40 million cases, would stunt U.S. economic growth in the second half of the year. Influential investment bank Goldman Sachs (NYSE:GS) earlier this week cut its estimate for 2021 GDP growth in the U.S. to 5.7% from 6.2%.
Also attracting a degree of caution is the upcoming meeting of the European Central Bank, with discussions about the potential scaling back of its monetary stimulus becoming more vocal.
“The time to call an end to the pandemic-era bond purchases is not here, but we think the ECB will decide to slow down the pace of its bond buying at its meeting,” said analysts at Nordea, in a note. “Financial markets could interpret such a step with a slightly hawkish tilt.”
Ahead of Thursday’s meeting, both the Bank of Canada and Poland’s central bank are due to meet later Wednesday.
The BoC isn’t expected to change monetary policy at this meeting, particularly after disappointing second-quarter GDP data. The Polish central bank is also expected to leave its benchmark at a record-low 0.1%, where it has been for well over a year, but the European Union’s fastest inflation is putting pressure on the bank to lift interest rates. 
 "
1,"<span>Sep 08, 2021 12:10AM ET</span>",,,,,,"By Gina Lee
Investing.com – The dollar was up on Wednesday morning in Asia, remaining near a one-week high. A weaker euro ahead of Thursday’s policy decision from the European Central Bank (ECB) gave the U.S. currency a boost.
The U.S. Dollar Index that tracks the greenback against a basket of other currencies inched up 0.03% to 92.543 by 12:01 AM ET (4:01 AM GMT). It remained just below Tuesday's high of 92.571, last hit on Sep. 1.
The USD/JPY pair inched up 0.02% to 110.30.
The AUD/USD pair inched up 0.05% to 0.7389 and the NZD/USD pair edged up 0.14% to 0.7107.
The USD/CNY pair inched down 0.04% to 6.4636 and the GBP/USD pair inched down 0.03% to 1.3779.
Investors now await the U.S. Federal Reserve’s policy decision for September, where the central bank is widely expected to hold off announcing that it will begin asset tapering.
The rising number of COVID-19 deaths in the U.S. could also give the Fed reason to delay withdrawing its support, with the total number of deaths passing 650,000 as of Sep. 8, according to Johns Hopkins University data. U.S. President Joe Biden is also due to outline a plan to tackle the rising number of daily COVID-19 cases on Thursday.
""Risk aversion in the air alongside the move up in UST yields have helped the dollar extend its post-payrolls recovery,"" National Australia Bank (OTC:NABZY) senior foreign-exchange strategist Rodrigo Catril said in a note.
""Investors are wary of the ECB policy decision on Thursday, anticipating a potential trim to the Pandemic Emergency Purchase Program bond-buying pace,” the note added.
In Asia Pacific, the Reserve Bank of Australia kept its interest rate steady at 0.10% when it handed down its policy decision on Tuesday. The central bank also confirmed that it would begin asset tapering, with the program to continue until February 2022.
Lower oil prices weighed, while investors anticipate a dovish narrative in the Bank of Canada's policy decision, due later in the day following an unexpected economic contraction during the previous quarter, according to Catril's note.
In cryptocurrencies, El Salvador had a rocky start to its implementation of a law that makes bitcoin legal tender. Several trading platforms also reported performance issues."
2,"<span>Sep 07, 2021 07:45AM ET</span>",,,,,,"(Bloomberg) -- Don’t read too much into the euro’s recent bout of strength -- its headwinds are continuing to swirl.
The common currency has advanced nearly 2% since Aug. 20 as dovish signals from the Federal Reserve weighed on the dollar. Yet with the European Central Bank’s policy decision just around the corner, and the pandemic damping the prospect of a hawkish shift, it may be running out of steam.
“The risks are skewed toward a lower euro-dollar pair because it’s been rallying and I think the ECB will out-dove market expectations,” said James Athey, investment director at Aberdeen Asset Management, who is short the shared currency.
But a hawkish tilt could also weigh on the euro, Athey said. The BTP-bund spread has narrowed to around 100 basis points this week, from close to 120 in May. Should the central bank surprise investors by scaling back stimulus faster than they expect, this risk gauge would widen again, weighing on appetite for the common currency.
Signs are mounting that the euro is bumping up against a ceiling. The euro-dollar pair is seen trading little changed at $1.19 by year-end, according to the median forecast of 84 analysts. It fluctuated close to that level on Tuesday. 
The euro could test $1.20 this week, its highest since late June, but it may require a bigger surprise than anything the ECB can offer to break out of its current range, said Kit Juckes, chief foreign-exchange strategist at Societe Generale (OTC:SCGLY) in London. “The best I can hope for is ‘steady as she goes,’” he said. 
To be sure, there are still bulls out there. At Australia & New Zealand Banking Group (OTC:ANZBY) Ltd., senior international economist Brian Martin sees the ECB scaling back bond buying soon, which could help the euro to rise.
Until now, the ECB has insisted that any surge in consumer prices is destined to be temporary, allowing officials led by President Christine Lagarde to keep crisis stimulus flowing. That contrasts with global counterparts such as the Federal Reserve, which has flagged the need to start talking about scaling back.
The currency will likely push higher if the ECB announces that it will taper its monthly asset puchases, but this is unlikely to last, according to Jane Foley, head of foreign exchange at Rabobank. “Lagarde will likely be keen to underpin the ECB’s dovish credentials and may try and avoid using the term ‘taper’ altogether,” she said.
 "
3,"<span>Sep 07, 2021 03:08AM ET</span>",,,,,,"By Peter Nurse
Investing.com - The dollar edged higher Tuesday, but remained near recent lows after last week’s frail jobs report, while attention turns to a number of central bank meetings during the week. 
At 2:55 AM ET (0755 GMT), the Dollar Index, which tracks the greenback against a basket of six other currencies, gained 0.2% to 92.215, rebounding a touch after falling to a one-month low of 91.941 on Friday. 
USD/JPY rose 0.1% to 109.92, EUR/USD fell 0.1% to 1.1865, just off last week’s high of 1.1909, while GBP/USD dropped 0.1% to 1.3824, after British house price growth slowed to 7.1% in August from 7.6% in July, the weakest reading in five months, according to mortgage lender Halifax. Prices still rose a surprisingly strong 0.7% on the month.
Monday’s U.S. holiday limited activity in the foreign exchange markets, after the latest U.S. jobs report disappointed, suggesting the U.S. Federal Reserve is likely to delay any dialing down of monetary stimulus until November at least.
The “chances of the Fed announcing tapering at the September 22nd meeting seem to be dwindling,” analysts at ING said, in a note, after only 235,000 payrolls were added in August, with a resurgence in Covid-19 infections hurting the hospitality sector, in particular.
Still, with the jobs report now out of the way, the focus is now on policy decisions outside the U.S.
AUD/USD dropped 0.3% to 0.7416, falling from the recent high of 0.7477, after the Reserve Bank of Australia pushed ahead with a cautious reduction of its bond-buying program, although it extended the length of time it will exist.
The central bank said earlier Tuesday that it will purchase government bonds at a pace of A$4 billion ($3 billion) a week, down from A$5 billion previously. However, it will do this until at least mid-February, after originally planning to review the program in mid-November.
Next is the Bank of Canada, which will make its policy decisions on Wednesday. The Canadian dollar remains near its highest level in about three weeks, supported by belief that it will be reluctant to put off tightening policy despite the wave of Delta-variant Covid-19. 
Poland’s central bank is also due to meet on Wednesday, amid rising expectations for interest-rate increases. Inflation recently hit 5%, equaling its highest level in two decades.
The European Central Bank’s policy decision on Thursday will probably be the week’s highlight, with hawkish members becoming more vocal about the gradual scaling back of the central bank’s monetary stimulus. The ECB had increased its pace of bond-buying earlier in the year to stop Eurozone long-term rates being pulled higher by U.S. ones.
The debate within the ECB is likely to become more vocal after euro area inflation surged to a 10-year high at 3% last week, but it's not clear tthat there is a majority in the governing council for reducing purchases now.
Finally, on Friday, Russia’s central bank meets just a couple of weeks after annual inflation hit a five-year high. It raised its benchmark policy rate by 100 bps to 6.5% at its July meeting, and is expected to hike again.
 "
4,"<span>Sep 06, 2021 10:39PM ET</span>",,,,,,"By Gina Lee
Investing.com – The dollar was down on Tuesday morning in Asia, remaining near recent lows. Investors now await a central bank policy decision from Australia, and other central bank decisions due throughout the week, for any clues that they will begin asset tapering.
The U.S. Dollar Index that tracks the greenback against a basket of other currencies edged down 0.11% to 92.112 by 10:33 PM ET (2:33 AM GMT).
The USD/JPY pair inched down 0.03% to 109.80.
The AUD/USD pair edge d up 0.12% to 0.7448 and the NZD/USD pair inched up 0.06% to 0.7141.
The USD/CNY pair inched up 0.03% to 6.4559 and the GBP/USD pair edged up 0.12% to 1.3851.
With the U.S. Federal Reserve likely to delay beginning asset tapering after the latest U.S. jobs report, the focus is now on policy decisions outside the U.S.
The Reserve Bank of Australia (RBA) will go first, handing down its decision later in the day.
If RBA pauses its asset tapering plans, investors are likely to sell the Australian dollar and possibly push it towards its support level of around $0.7420. A hawkish central bank would send the currency higher, according to IG Markets analyst Kyle Rodda.
Next is the Bank of Canada, which will hand down its policy decision on Wednesday. The Canadian dollar remains near its highest level in about three weeks and is also above its 200-day moving average at C$1.2525 per dollar.
The European Central Bank’s policy decision will round up the week on Thursday.
The U.S. report, released during the previous week, showed that non-farm payrolls were lower than expected and put paid to expectations that the Fed would announce it is beginning asset tapering in September.
But how long this delay could be will not be clear for another month, NatWest's head strategist John Briggs said in a note.
""It does not necessarily derail our current timeline of a November announcement for December start. The next payroll report on Oct. 8 now looms very large as the main event in considering the timing of asset tapering,” the note added.
In Asia Pacific, Chinese trade data, including imports, exports and the trade balance, will be released later in the day. Further data, including the consumer and producer price indexes, will be released on Thursday."
5,"<span>Sep 06, 2021 11:10AM ET</span>",,,,,,"By Saikat Chatterjee
LONDON (Reuters) - The dollar erased all losses sustained after last week's poor U.S. jobs report and extended broad gains on Monday as concerns about slowing global growth boosted its safe-haven appeal in holiday-calmed trade.
While the weak jobs report doused expectations the U.S. Federal Reserve might strike a hawkish note at a meeting later this month, analysts said the data is yet another reminder of global growth losing steam after a bounce earlier this year, a significant headwind for cyclical currencies such as the euro and the Aussie dollar. 
The dollar index, which measures the currency against six rivals, edged 0.2% higher to 92.25. It had dipped to 91.941 for the first time since Aug. 4 on Friday, when a closely watched U.S. labour report showed the world's largest economy created the fewest jobs in seven months in August. 
Though currencies stuck to recent well-worn trading ranges, the underlying sentiment turned in favour of the dollar in London trading as fears rose the global economy is set for a rough patch. U.S. markets are shut for a holiday.
Economic surprise indexes from the United States to China have slipped sharply in recent weeks while latest manufacturing surveys from Britain to Japan show the rise in coronavirus delta cases is sapping sentiment. 
""The key to the narrative in the next few weeks will be how sharply the growth data can snap back globally, if at all, how the Delta variant cases evolve as pupils return to school, and from a momentum perspective do we continue to see real money begin to put money back to work,"" said a trader at a U.S. bank.
The weak jobs report did not spark a new wave of dollar selling on Monday as the greenback spent the Asian and European session pushing higher against its rivals, prompting some major currencies including the euro and the Australian dollar to move back to pre-Friday jobs report levels.
Benchmark 10-year U.S. Treasury yields firming to more than one-week highs also boosted the dollar. U.S. markets were shut for a holiday, contributing to lower volumes.
HEDGE FUNDS BULLISH
While analysts remain bearish on the outlook for the greenback with Citibank strategists expecting it to weaken in the coming months as the Fed postpones tapering plans to November, hedge funds have quietly ramped up bullish bets.
Latest data showed they have increased bets on the greenback versus the euro for a second consecutive week, boosting net bets to their highest since March 2020.
Kenneth Broux, an FX strategist at Societe Generale (OTC:SCGLY), ascribed the dollar's rise to profit-taking on the euro and other currencies before central bank policy meetings this week.
Most of the dollar's gains was focused on the Australian dollar, which weakened 0.2% to $0.7436 ahead of a central bank decision on Tuesday where analysts remain divided on whether the Reserve Bank of Australia will call time on its stimulus plans.
National Australia Bank (OTC:NABZY) predicts the central bank will reduce asset purchases again, ""although the optics of tapering amid protracted lockdowns means it is likely to be a close decision,"" NAB analyst Tapas Strickland wrote in a report.
The euro also failed to extend its gains on Monday after rising above the $1.19 level for the first time since the end of July. It was trading 0.1% weaker at $1.1866 before a European Central Bank policy decision on Thursday.

Economists reckon it is still too early for the ECB to call time on emergency stimulus, but it could agree to slow the pace of its bond buys after euro area inflation surged to a 10-year high at 3% last week.
In cryptocurrencies, bitcoin was about flat at $51,862, after earlier touching $51,601, a level not seen since May 12. Smaller rival ether traded little changed at $3,932.77 after topping $4,000 last week for the first time since mid-May. 
 
"
6,"<span>Sep 06, 2021 02:54AM ET</span>",,,,,,"By Peter Nurse
Investing.com -- The dollar edged higher in early European trading Monday, but remained near a one-month low as Friday's disappointing jobs report weakened expectations of an early tapering of the Federal Reserve monetary stimulus.
At 2:55 AM ET (0655 GMT), the Dollar Index, which tracks the greenback against a basket of six other currencies, gained 0.2% to 92.172, after falling to 91.941 for the first time since Aug. 4 on Friday. Volatility is likely to be limited Monday with the U.S. markets on holiday. 
USD/JPY rose 0.1% to 109.80, EUR/USD fell 0.1% to 1.1875, just off last week’s high of 1.1909, and GBP/USD fell 0.1% to 1.3851.
The risk sensitive AUD/USD dropped 0.2% to 0.7440, but remained not far from the previous session’s high of 0.7477, its peak since July 15. The Reserve Bank of Australia holds its latest policy-setting meeting on Tuesday, and could reverse its tapering decision given the still rampant Covid-19 outbreak throughout the country. 
The dollar was hit hard by Friday’s nonfarm payrolls release, with the disappointing report impacting expectations of when the Federal Reserve will start tapering its massive bond-buying program.
Chairman Jerome Powell has made a recovery in the country’s labor market a key condition for such a move, but only 235,000 payrolls were added in August, following a resurgence in Covid-19 infections. That was the smallest gain in seven months, and was way below the previous month’s over one million growth. 
“A tapering plan launched in September would either need to be 100% data dependent or else the discussion will have to be postponed until November,” said analysts at Nordea, in a note.
The weekly jobless claims data will now be studied carefully on Thursday for further clues about the strength of the labor market, but Friday’s producer price release for August will also be of interest after July data showed the largest annual increase in over a decade.
Elsewhere, the European Central Bank is due to hold its latest monetary policy setting meeting this week, with hawkish members becoming more vocal about the gradual scaling back of the central bank’s monetary stimulus.
German factory orders, released earlier Monday, rose 3.4% on the month in July, a slight slowdown in growth from the previous month, but still a lot better than had been expected. 
 "
7,"<span>Sep 05, 2021 10:57PM ET</span>",,,,,,"By Gina Lee
Investing.com – The dollar was up on Monday morning in Asia, but remained near a one-month low after investors postponed expectations of when the U.S. Federal Reserve will begin asset tapering.
The U.S. Dollar Index that tracks the greenback against a basket of other currencies edged up 0.14% to 92.165 by 10:51 PM ET (2:51 AM GMT).
The USD/JPY pair inched up 0.09% to 109.82.
The AUD/USD pair was down 0.29% to 0.7437. The NZD/USD pair was down 0.25% to 0.7142, after climbing to $0.7170 on Friday for the first time since Jun. 11.
The USD/CNY pair inched up 0.02% to 6.4541.
The GBP/USD pair inched down 0.06% to 1.3856.
The latest U.S. jobs report, released on Friday, disappointed. Non-farm payrolls were at 235,000, the smallest gains in seven months, and the unemployment rate was 5.2% for August. The dollar fell to 91.941, its lowest level since Aug. 4, on Friday.
In Europe, the U.S. data gave the euro a boost as expectations that the European Central Bank would begin asset tapering when it hands down its policy decision on Thursday. The euro was flat at $1.18775 after hitting its highest level since Jun. 29, $1.1909, at the end of the previous week.
With labor market recovery a condition for the Fed to begin asset tapering, Commonwealth Bank of Australia (OTC:CMWAY) (CBA) analysts now expect the process to begin in December 2021.
""The U.S.'s deteriorating COVID-19 situation will weigh on the dollar because the situation is better elsewhere in the major economies,"" CBA analysts said in a note.
Meanwhile, the Australian dollar remained near its highest level since Jul. 15 with the Reserve Bank of Australia due to hand down its latest policy decision on Tuesday.
National Australia Bank (OTC:NABZY) predicts the central bank will reduce asset purchases again at the meeting, ""although the optics of tapering amid protracted lockdowns means it is likely to be a close decision,"" analyst Tapas Strickland said in a note.
Following strong two-week rallies, both the Australian and New Zealand dollars ""appear to have firmly broken out of recent ranges,"" said Strickland.
In cryptocurrencies, bitcoin remained around the $51,785.60 mark after hitting $51,920 for the first time since May 12 earlier. El Salvador’s bitcoin law that will make the virtual currency legal tender in the country, will take effect on Tuesday."
8,"<span>Sep 03, 2021 03:12PM ET</span>",,,,,,"(Updates prices, market activity and comments; adds bitcoin, ethereum)
By Chuck Mikolajczak
NEW YORK (Reuters) - The dollar fell for a fourth straight day against a basket of other major currencies on Friday after a much weaker than expected U.S. payrolls report that is likely to keep the Federal Reserve at bay in scaling back its massive stimulus measures.
Nonfarm payrolls increased by 235,000 in August, well short of the 728,000 forecast by economists in a Reuters poll, while the unemployment rate dipped to 5.2% from 5.4% in the prior month.
The dollar index dropped to a low of 91.941, its lowest level since Aug. 4, and was last down 0.231% at 92.014. The index is down about 0.7% on the week. 
The dollar has been subdued on uncertainty over the path of Fed policy. Fed Chair Jerome Powell said last Friday that while tapering of its stimulus could begin this year if job growth continues, the central bank was in no hurry to do so. 
Rising COVID-19 cases in recent weeks have brought on concerns the economic recovery could stall. The jobs data will likely keep the Fed on hold. 
""It adds more concern or focus on the October number, because now we want to see if there is a trend,"" said JB Mackenzie, managing director for futures and forex at TD Ameritrade in Chicago. 
""(The Fed) is trying to telegraph that if the economy continues to heat up and they need to take action, they will, and that transparency is important to the markets and that is one of the main reasons you continue to see not a huge reaction to the downside here because the market feels as though they have been given that clear direction.""
Mackenzie said the 92 level was an important support level for the greenback after having bounced back from that level in early August. 
Separately, data from the Institute for Supply Management showed activity in the services sector grew at a moderate pace in August, with signs that rising prices and supply constraints were beginning to ease. 
The euro strengthened against the greenback following the report, touching a high of 1.1909 to match its best level since July 30. 
The single currency has been supported by data earlier this week that showed regional inflation at a decade high and hawkish comments from European Central Bank officials ahead of a policy meeting on Sept. 9.
The euro was last up 0.15% to $1.1891.

The Japanese yen strengthened 0.29% versus the greenback to 109.62 per dollar, gaining ground after the jobs data, but showed little reaction to Prime Minister Yoshihide Suga's decision to step down at the end of the month.
In cryptocurrencies, Bitcoin last rose 2.2% to $50,358.39 while ethereum last rose 4.48% to $3,956.04 after rising as high as $4,025 to top the $4,000 mark for the first time since May 15. 
 
"
9,"<span>Sep 03, 2021 07:46AM ET</span>",,,,,,"By Fergal Smith
TORONTO (Reuters) - There is less upside for Canada's dollar over the coming year, according to analysts who are weighing the effect of a surprise contraction in the economy and signs of a cooler housing market on the Bank of Canada's policy outlook, a Reuters poll showed.
With about 68% of its population fully vaccinated against COVID-19, Canada's economy could be positioned better than some others to cope with a fourth wave of the virus.
Still, the economy surprisingly shrank in the second quarter, when lockdowns were in place, and likely had far less momentum than had been expected heading into the summer, data showed on Tuesday.
The Bank of Canada had expected second-quarter growth of 2%, so the data could cause it to raise its estimate of the economy's spare capacity.
That's crucial because the BoC has pledged to keep interest rates on hold until slack is absorbed, which would occur in the second half of 2022 according to the central bank's latest forecast. 
The data ""does create a bit of a question mark about just how quickly the Bank of Canada will raise interest rates going forward,"" said Shaun Osborne, chief currency strategist at Scotiabank.
""It does raise the risk of maybe a slightly more dovish than we are currently expecting Bank of Canada, at least on the messaging front.""
The BoC is due to make an interest rate decision next Wednesday but an update of its economic projections is not expected until October.
Meanwhile, a snap Canadian election has been called for Sept. 20 but analysts see little difference between the major parties on fiscal and economic policy and doubt it will have much lasting impact on the currency.
The median forecast of 36 strategists, polled Aug. 30-Sept. 2, was for the Canadian dollar to strengthen around 1.6% in three months to 1.2350 per U.S. dollar, or 80.97 U.S. cents, compared to 1.2250 in last month's poll.
It was then expected to rise further to 1.22 in a year's time. In August, the forecast was 1.21.
The currency has gained 1.4% since the start of the year, the best performance among G10 currencies, helped by higher commodity prices. Canada is a major producer of commodities, including oil.
But oil has pulled back from a July peak, with the outlook for demand becoming more uncertain and OPEC raising output.
A combination of more oil supply and weakening residential investment could weigh on the Canadian dollar next year, said Stephen Brown, senior Canada economist at Capital Economics.
Housing investment boomed during the pandemic but the market has cooled from its March peak, while a recent Reuters poll showed property market analysts expect prices to come off the boil next year.[CA/HOMES]

The Bank of Canada ""will not be as eager to raise rates"" should the slow down in housing activity continue, Brown said.
(For other stories from Reuters foreign exchange polls:) 
 
"
