,title,date,content
0,Nissan ramps up push into self-driving vehicles,2014-07-18T14:06:35+0000,"['  Betting on demand from motorists in the world’s crowded  megacities, Nissan CEO Carlos Ghosn has laid out an aggressive  timetable for bringing autonomous vehicles to market. But before  the company’s first self-driving cars go on sale in 2020,  Nissan will launch new technologies that will supplement drivers behind the wheel. ', '  The move is part of the automaker’s push to take the lead in the  development of autonomous technologies—an area that’s being eyed  by other car companies and tech giant Google. ', 'A recent report by Navigant Research forecast annual sales of autonomous  vehicles could reach nearly 95 million by 2035.', '  “By the end of 2016, Nissan will make available the next two  technologies under its autonomous drive strategy,” Ghosn said.  “We are bringing to market a traffic-jam pilot, a technology  enabling cars to drive autonomously—and safely—on  congested highways. In the same time frame, we will make  fully automated parking systems available across a wide range of  vehicles.”', ' More from The Detroit  Bureau:  Automakers  getting charged up about turbos Ultra-expensive  autos running at a record pace VW ready to  build modern version of Beetle Dune Buggy', '  These capabilities will be followed in 2018 by the introduction  of what Ghosn described as “multiple-lane controls,” which will  allow cars to autonomously negotiate hazards and change lanes.  Before the end of the decade, Ghosn said, the company will  introduce vehicles that can negotiate city crossroads without  driver intervention.', '  Nissan is already making strides in autonomous technologies,  with prototype Leaf electric vehicles that are outfitted with an  array of cameras, radar, lasers and sonar sensors. Nissan is also  equipping some of its products with basic technologies that will  eventually be part of a fully autonomous car.', '  One example is the steer-by-wire system on the new Infiniti Q50,  which eliminates the traditional, mechanical link between the  steering wheel and the tires. (There is a backup system  in case the sedan loses power, though the vehicle last year was subject to a recall linked to the system.)', '  While there are plenty of skeptics who question the potential for  autonomous vehicles, Navigant’s study suggests the technology  will become the dominant form of automotive  transportation down the road. ', ' Read MoreSelf-driving cars are coming, but  how?', '  “Combinations of advanced driver assistance features that can  enable semiautonomous driving are now being brought to market  for the first time,” said David Alexander, senior research  analyst with Navigant Research. “The cost reductions brought  about by increasing volumes and technological advances make the  installation of the multiple sensors necessary for such  capability feasible.”', '  The research firm said the key obstacles to widespread sales of  autonomous vehicles are not technological. Instead, they relate  to “liability, regulation and legislation.”', '  —By CNBC Contributor Paul A. Eisenstein. Follow him on  Twitter @DetroitBureau or at thedetroitbureau.com.']"
1,"GM announces another 6 recalls covering nearly 718,000 US vehicles",2014-07-23T18:05:29+0000,"[' General Motors announced on  Wednesday six safety recalls on 717,950 U.S.  vehicles. ', '  None of the recalls were related to the ignition switch issues  that have caused nearly 15 million recalls of GM vehicles  worldwide this year. The new set of recalls brings GM’s recalls  worldwide this year to nearly 30 million.', '  Company shares were down slightly after the news.', '  The largest recall is for a potentially loose bolt in power  adjustable front seats for several cars from model years 2010 and  2012.', '  Vehicles involved in the recalls announced Wednesday have been  linked to two crashes, 3 injuries and no deaths, GM said.', '  The defective vehicles included 2011-2012 model year Chevrolet  Camaro, 2010-2012 model year Chevrolet Equinox and GMC Terrain;  2011-2012 Buick Regal and LaCrosse; and 2010-2012 Cadillac SRX  models for a loose bolt in the power height front seat adjuster  that has caused injuries.', '  The recall also covered recent model years, with concerns of an  incomplete weld on a seat hoot bracket in model year 2014  Chevrolet Caprice, 2014 Chevrolet SS, 2014-2015 Chevrolet  Silverado LD and HD, 2013-2014 Cadillac ATS, 2014 Cadillac CTS, 2014 Cadillac ELR, 2013-2014 Buick Encore and 2014-2015 GMC  Sierra LD and HD vehicles. ', 'In a statement, GM told vehicle  owners to bring affected models to dealers for inspection and  that less than 1 percent of welds would likely need  replacement.', ' Read More', 'Buick Regals from 2011-2013 and model year 2013 Chevrolet Malibus faced  recalls for failure to alert the driver to burnout of one of two  bulbs in a front turn signal.', '  Owners of 2014 Chevrolet Impalas with belt-drive electric power  steering should also have their dealers inspect and repair the  system if necessary, GM said, as paint may have impaired steering  control by seeping behind the ground nut. ', '  The car maker also recalled 2014-2015 Chevrolet Sparks imported  from Korea for a lower control arm bolt that was “not fastened to  specification.” Although GM did not know of any accidents related  to the issue, the company said the defect could cause mechanical  problems that would result in loss of steering control.', ' Read MoreGM lawyers criticized for ‘deceit’ in  switch recall', '  Twenty-two vehicles of model year 2015 Chevrolet Tahoe/Suburban and GMC  Yukon/Yukon Denali have roof carriers possibly attached  with the wrong screws that could cause holes or tears in deployed  roof rail air bags, the release said. GM added that the eight  vehicles still at dealers will be repaired before sale.', ' Read MoreGM global sales rise in second  quarter', ' —By CNBC.com. Reuters contributed to this report.']"
2,Trucks left in the dust as China vehicle market races ahead,2014-07-09T23:47:24+0000,"['  China’s automotive industry continued to power ahead in the  first half of this year, but one sector has been left behind.', '  Sales of trucks and buses declined over the first two quarters of  2014, in a development that analysts blame on commercial vehicle  makers’ greater exposure to slower economic growth and stricter  emission standards.', '  The China Association of Automobile Manufacturers reported on  Wednesday that first-half sales of passenger cars increased 11  per cent to 9.6 million units.', ' Read MoreCadillac stuck in neutral while  luxury autos zoom ', '  The strong growth has surprised industry executives and analysts  who expected China’s car market would cool after growing 16 per  cent to 18 million units last year, making it 10 times bigger  than India’s.', '  Sales of commercial vehicles, however, are declining. They fell 3  per cent over the first six months to 2 million units, according  to CAAM, the leading lobby group for domestic vehicle  manufacturers.', '  China is the world’s largest market for trucks, accounting for  almost half of global sales of those weighing 14 tons or more.  About 600,000 heavy-duty trucks were sold in China last year,  compared with about 200,000 in the EU.', ' Read MoreCramer: Share boosting transformation  underway', '  But that is down from an annual sales peak of almost 900,000 in  2011, and some industry observers forecast further decline as  Chinese truck operators become more efficient.', '  “A lot of trucks are just standing idle waiting for goods to  transport,” said one European automotive executive. “Once  vehicles start to be used more productively, the total market is  going to shrink further.”', '  Leading commercial vehicle makers are still rushing into China,  in part because their joint ventures there focus on mid-tier  trucks that are expected to take market share from low-end  domestic models facing pressure from stricter environmental  regulations.', 'Read MoreWhat ’Transformers’says about China’s economy', '  Sweden’s Volvo Group has agreed to pay Rmb5.6 billion ($900  million) for a 45 per cent stake in the commercial vehicle  operations of Dongfeng Motor.', '  The deal, signed in January 2013, was conditionally approved by  China’s National Development and Reform Commission this year.  MAN has partnered with SinoTruk while Mercedes-Benz has  a joint venture with Foton Motor.', '  Many analysts link the commercial vehicle sector’s slower growth  to the performance of the broader economy. China’s gross domestic  product expanded 7.4 per cent year-on-year in the first quarter,  decelerating from 7.7 per cent growth in the last three months of  2013.', '  The slowdown has been most severe in cities and provinces  traditionally reliant on coal mining and other heavy industries,  affecting demand for commercial vehicles. Taiyuan, a provincial  capital in the heart of China’s coal belt, recorded first-quarter  economic growth of just 0.1 per cent.', ' More from the Financial Times:', ' Corporation tax cuts cost £5bn annually Harper Collins looks to bypass Amazon USto counter Chinese naval advance', '  “The decline in commercial vehicle sales is mainly due to the  economic slowdown and will probably be even worse in the second  half,” says Wang Liusheng, an automotive analyst at China  Merchants Securities.', '  Higher prices stemming from stricter environmental regulations  are another factor, according to analysts. After repeated delays,  China’s industry ministry confirmed in April that a new emissions  standard – equivalent to the EU’s Euro IV standard –  will come into effect in January 2015.', '  Some Chinese cities such as Beijing are moving even further  ahead, with plans to force trucks and buses to adhere to a higher  Euro V standard.', 'Read MoreApple loses Sirivoice recognition case in China', '  “Light trucks once cost as little as Rmb50,000 but a [Euro IV]  engine can increase their price by Rmb20,000,” said John Zeng at  LMC Automotive, a consultancy.', '  “Buyers will have to face the fact that cheap commercial vehicles  have had a terrible impact on the environment and are not  sustainable. Prices have to increase.”']"
3,Jay Leno on new versus used vehicles,2015-11-10T13:43:10+0000,"['  It’s an age-old question nearly every driver will face. When buying a car, should you opt for a new or used vehicle?', '  New cars have become giant computers on wheels that have the  magical capability of getting you to Taco Bell. Or, you know,  other places. Like jobs.', '  But for do-it-yourself repairmen trained to fix old-school cars, the  ins and outs of these computerized vehicles can be daunting. Old  motors and components just make sense for someone who’s handy with a wrench.', '  If a car owner plans to let someone else suffer the sweat and  scraped knuckles, however, they have to at least consider the  cost of maintenance when making the big decision. And unfortunately, there’s no perfect answer.', '  With new cars, fresh parts and factory warranties save drivers a lot  of money during the first several years. ', 'On the other hand, depreciation is a big expense. That can make buying a pre-owned vehicle attractive — though that option carries risk as it pertains to potential maintenance issues. ', '  It’s a difficult balance — pay now or pay later. What does Jay Leno prefer? Watch the video to find out.', ' Each week, Jay Leno shares his thoughts about hot topics in  the auto industry. Tune in to “Jay  Leno’s Garage” Wednesdays at 10 p.m. ET/PT on  CNBC.', ' ', ' ']"
4,Lawyer wants GM to park recalled vehicles,2014-04-04T15:38:32+0000,"[' General Motors is coming under  increasing pressure to tell the millions of owners impacted by an  ignition switch recall to park those vehicles until it can make  the necessary repairs— a request that will be brought before  a federal judge on Friday.', '  But such a move—which is being backed by plaintiffs’  attorneys, as well as several members of the Senate—could  create a nightmare for the embattled automaker, which would need  to scramble to come up with just under 2.6 million loaner  vehicles so owners wouldn’t be left without transportation.', '  GM is so far resisting such a move. While it has already offered  to provide loaners for owners who didn’t want to drive their  recalled cars, CEO Mary Barra  told a Senate subcommittee earlier this week that the vehicles  are safe as long as there is nothing hanging from the ignition  key.', 'Read More  GM offering loaners for recalled cars, but ...', '  ”[If] there was any risk, I would ground these vehicles across  the country,” Barra said. The first female CEO of a major global  automaker, Barra was hammered on Capitol Hill by critics who  suggested the automaker was engaging in a cover-up of the  ignition switch problem, which now covers nearly 2.6 million  vehicles.', 'Read MoreGM boosts  truck discounts', '  Some of the loudest voices in the request to ground all recalled  GM vehicles are those of plaintiffs’ attorneys, who are suing GM  in connection with ignition switch crashes, or who are putting  together possible class action lawsuits.', '  That includes Texas personal injury attorney Robert Hilliard, who  will ask a federal judge on Friday to order GM to tell owners the  vehicles are unsafe to drive.', '  “Ground every recalled vehicle and do to it now,” Hilliard  demanded in a letter sent to Barra on Thursday. The attorney  cited a claim by Laura Valle, the owner of a 2007 Chevrolet  Cobalt, who claimed to have had her car stall out last month even  though she had removed all but the ignition key from her key  ring.', ' Click here to see GM’s recall notice.', '  Hilliard’s request will go before U.S. District Judge Nelva  Gonzales Ramos in the federal court of Corpus Christi, Texas, on  Friday afternoon.', '  To date, GM has provided about 13,000 loaner vehicles, but going  much beyond that could be a challenge. Several of the automaker’s  dealers have said they’ve already had trouble coming up with  temporary replacements from local rental car firms.', ' More from The Detroit  Bureau:March car sales bounce back from winter  freeze A simple ticket  can double your insurance premiums Detroit Electric  halts plan to produce battery sports car in Motor City', 'GM plans to begin replacing the defective ignition switches next  week, but the process is expected to take months to complete.', '  At the heart of the issue is an ignition switch that can  inadvertently switch off under certain conditions—most  commonly if a motorist has a lot of weight on the key ring. In  such an instance, the car’s engine can stall, causing its power  brakes and steering, as well as the airbag system, to be  disabled.', '  Read MoreJittery GM  customers may hit sales ', '  GM has been scrambling to do damage control, but it hasn’t been  easy—especially for Barra. Along with the grillings she  faced in the Senate and House this week, GM is also said to be  facing a separate investigation by the U.S. Justice Department.  Meanwhile, there are calls for the automaker to set up a victims’  compensation fund.', '  At least 13 deaths and 32 crashes have been linked to the problem  in the U.S. and Canada.', '  —By CNBC Contributor Paul A.  Eisenstein. Follow him on  Twitter @DetroitBureau or at thedetroitbureau.com. ']"
5,Toyota recalling more than 1 million vehicles,2013-09-10T16:08:23+0000,"['  If at first you don’t succeed, order a second recall. The RAV4  goes back into the shop.', ' Toyota’s efforts to overcome  concern about quality and safety could take a hit after word  of its latest recalls.', '  On Monday, Toyota and the National Highway Transportation Safety  Administration cited three separate voluntary recalls,  involving a total of 1,015,259 vehicles built between 2006 and 2011. The  recalls were only the latest in a long list by the Japanese auto  giant.', '  The first recall is not only one of the year’s larger  safety-related recalls, but it also marks the second time the  Japanese giant will attempt to fix a problem with the rear  suspensions on 780,000 crossovers and hybrids that could lead to  a crash.', 'Toyota found that a fix it put in place in August 2012 didn’t  solve the problem and will have to recall the vehicles again.', '  The two vehicles covered by the latest service action are the  2010 Lexus HS 250 hybrid and the 2006 through 2011 Toyota RAV4  crossover, the latter one of the maker’s most popular models.', ' (Read more: Some surprising winners and losers in August  numbers)', '  The original problem involved a wobbling rear suspension arm that  could, over time, rust out. That could lead to a suspension  failure and, in a worst-case scenario, a crash. The maker has  since discovered that the nuts it used to adjust the alignment of  the rear wheels on the two vehicles during the August 2012 recall  were not tightened properly.', '  The maker has notified the NHTSA it will now have to recall the same 780,000  vehicles to inspect for damage. The nuts will now be properly  tightened and Toyota will take the additional step of sealing the  rear lower suspension arms with an epoxy coating designed to  prevent corrosion.', '  Toyota said it will have to stage the recall because of limited  parts availability, with the entire recall process likely to be  completed by mid-February. The inspection process actually began  in June and Toyota told the NHTSA that the vast majority of those  vehicles it looked at did not need further repairs. But it has no  way of being sure which vehicles do need the fix without  conducting the inspection.', '  In addition, Toyota, which seemed well on its way to  re-establishing its peerless reputation for quality, also said it  was recalling 133,091 hybrids from 2006-2010, including the  Highlander and Lexus RX 400h models. Toyota said there was a  potential for shutting down of the hybrid system, causing the  vehicle to stall.', '  Transistors within the hybrid system’s inverter assembly can  experience heat damage due to variations in characteristics of  the transistors built in parallel circuits. Should this occur,  various warning lights on the instrument panel will illuminate,  and in most cases the vehicle will enter “limp home mode.” ', '  In limited instances, the hybrid system will shut down, resulting  in the vehicle stopping while it is being driven.', '  The Lexus RX 400h was previously covered by an unintended  acceleration recall.', '  Toyota also is recalling 101,584 Lexus GS 350 and IS 350 models  from 2006 to 2011 for loose bolts on the variable-valve timing  system gear assembly, potentially causing the engine to stop  while driving. The GS 350 was replaced with a new model last year  and the IS 350 was replaced earlier this year.', '  Bolts used to secure the variable valve timing control device can  loosen, causing the vehicle to stop while being driven. Early  warning for this condition can be an abnormal noise just after  start up.', '  Several makers have had to repeat recalls in recent months,  including Honda which  notified thousands of owners that a repair meant to prevent the  short-circuiting of a master power window switch might not have  been sufficient.', ' (Read more: Honda Accord hits 50—mpg, that  is)', '  Toyota Senior Vice President Bob Carter last week told reporters  in Detroit that quality and safety are two of the maker’s top  priorities, adding that the company had redoubled its efforts in  the wake of a series of problems involving so-called unintended  acceleration that led to the recall of more than 10 million  Toyota products worldwide.', '  Toyota was hit with a series of record fines for failing to  respond to a known safety defect in a timely manner as required  by law.', '  Compounding the issue, the maker has had more of its vehicles  recalled than any other manufacturer operating in the U.S. during  three of the last four years.', '  Despite such problems, Toyota’s reputation has largely rebounded  from its unintended acceleration problems, notes George Peterson,  chief analyst with AutoPacific, though he cautions that  continuing problems with quality and safety could again tarnish  the maker’s long-standing reputation.', ' (Read more: First look, Audi’s newest convertible, the  A3)', '  —By CNBC Contributor Paul A. Eisenstein. Follow him on  Twitter @DetroitBureau or at thedetroitbureau.com. Joseph Szczesny  contributed to this report.']"
6,20 vehicle pileup on snowy roads brings traffic on Connecticut interstate to a halt,2017-01-07T21:26:24+0000,"['  A Saturday afternoon crash involving as many as 20 vehicles  — including three tractor-trailers and a tanker truck  — closed a section of Interstate 91 in Connecticut,  authorities said.', '  Conntecticut State Police said there were no serious injuries in  the pileup that occurred near exit 21 on the southbound side on  I-91 in Middletown, as heavy snow from a massive winter storm was  falling in southern New England.', ' #CTtraffic: I-91 sb x21 Middletown closed for  multi-car crash. Troopers report at least 20 cars, 3 TT’s, a  tanker. No serious injuries.', ' I-91 nb/sb x20-25 closed due to multi-veh &  many crashes. Multiple crashes & spin-outs also reported  across the state.', ' #CTtraffic: I-91 nb & sb x20-25 closed for  multiple crashes. Check weather reports/rd conditions before  heading out. No serious injuries.', '  Fuel tanks from at least two of the trucks ruptured, spilling  diesel fuel onto the highway, according to Middletown Mayor Dan  Drew who spoke to the WNBC television station in Hartford, which is  north of the accident scene.', '  Millions of Americans on Saturday were struggling under a winter storm that  blocked roads and covered airports in treacherous ice across the  South Saturday, threatening to paralyze transportation from  Alabama all the way to New York City and New England.', '  — AP also contributed to this report.']"
7,Toyota to miss China 2014 sales goal of over 1.1 million vehicles,2014-12-30T05:25:40+0000,"[' Toyota Motor is likely to miss  its 2014 objective of selling over 1.1 million vehicles in  China because of a faster-than-anticipated economic slowdown  and resulting price war in the local auto market.', '  Toyota and its two Chinese joint ventures will miss the goal and  will sell slightly more than 1 million vehicles in 2015, two  company executives told Reuters. Researcher IHS Automotive  puts sales at 1.09 million in 2014 and 1.15 million in 2015.', '  The shortcoming reveals continued difficulty for Japanese  automakers in China even as diplomatic relations recover  from a territorial spat that turned Chinese consumers  against Japanese goods. Compounding matters is an increase  in models from premium German brands priced within  reach of mainstream Japanese cars.', '“Toyota can resort to a fire sale and meet our sales  targets, but our philosophy is to produce and sell as many  as a market wants, not much more,” said one of the  executives. “We try to stay away from price wars as much as  we can.”', '  The Japanese automaker has unofficially aimed for 1 million  vehicles in China since 2010, coming close with 917,500  vehicles in 2013.', '  But with economic growth nearing its slowest rate in 24 years,  Toyota has had to revise sales plans gradually since the  third quarter, said the executives, who were not authorized  to speak with media on the matter and so declined to be  identified.', 'Projected 2014 sales for the automaker’s luxury brand Lexus, for  example, are now roughly 75,000 cars from an original target  of 85,000, they said. Toyota is scheduled to release  full-year figures on Jan. 6.', ' Premium competition ', 'Another reason for slower-than-planned sales at Toyota - as  well as at compatriots Nissan  Motor  and Honda  Motor  - is competition from premium German  brands such as BMW, said one  of the Toyota executives.', '  Dealers of those brands have tried to meet planned growth rates  by heavily discounting cars at the lower end of product  line-ups, making prices comparable to non-premium Japanese  cars.', 'Read MoreCha-ching: Auto sales to reach $1.1 trillion', '  For instance, BMW’s 3-Series starts at about 283,000 yuan while  the most expensive version of Toyota’s Camry mid-sized sedan  costs 275,000 yuan.', '  “When the BMW 3-Series is given a 10 percent or more discount, it  really squeezes sales of the Camry and similarly priced cars  in our line-up,” said one of the Toyota executives.', '  A BMW spokesman declined to comment.', '  Toyota sold about 907,400 vehicles in China in January-November,  up 12.2 percent, aided by several redesigned models  including the high-volume Corolla compact, as well as the  China launch of the Vios and Yaris subcompacts.', '  A relative dearth of redesigned models for 2015 will leave growth  in the new year more or less on par with that of the overall  market, the two executives said. IHS sees the market growing  7.1 percent to 24.9 million vehicles.', '  There may only be one significant redesign of a mainstream  Toyota-brand model, said one of the executives, namely the  Crown sedan which is “not a huge volume generator.”']"
8,"US Treasury prices rise amid vehicle sales, equities sell-off",2016-05-03T21:29:34+0000,"[' U.S. sovereign  bond prices climbed Tuesday amid vehicle  sales data and a broad-based stock market sell-off.', '  The yield on the 10-year Treasury note, which moves inversely to its  price, dipped to 1.799 percent, while the 30-year Treasury bond yield fell to 2.659 percent. ', '  Investors kept an eye on dollar weakness, as the U.S. currency touched an 18-month low against the yen, and saw its lowest  point against the euro since August 2015. ', 'U.S. equities dropped Tuesday, with the three major indexes falling more than 1 percent each before gaining back some of those losses.', '  On the data front, April vehicle sales reported Tuesday are expected to total 17.3  million, versus 16.6 million in March. ', '  There will also be $40 billion auction of four-week bills later  in the day. ', '  Atlanta Fed President Dennis Lockhart is set to speak at the  World Affairs Council Jacksonville at 7 p.m. ET, discussing  the economic outlook and monetary policy. ']"
9,"Oil will crash to $10 a barrel with electric vehicle revolution, strategist says",2017-10-13T11:06:11+0000,"['Oil prices are poised to crash to just $10 per barrel over the next six to eight years as alternative energy fuels continue to attract more and more investors, Chris Watling, chief executive of Longview Economics, told CNBC on Friday.', 'When looking ahead to 2018, Watling acknowledged that a key catalyst for the oil market would most likely be Saudi Aramco’s initial public offering () in the second half of next year. And when he was asked about Saudi Arabia’s state oil group being launched on the international stock market, he replied, “Well I think they need to get it away quick before oil goes to $10 (per barrel).”', 'While Watling explained that he did not necessarily expect such an intense decline in oil prices over the coming weeks or months, he did argue that over the long term “what happens with electric vehicles is really, really important” given that around 70 percent of oil is used for transportation.', '“We forget don’t we? I mean 120 years ago the world didn’t live on oil. Oil hasn’t always driven the global economy… The point is alternative energy in some forms is gathering speed (and) things are changing,” he added.', 'The Longview Economics CEO forecast the price of oil would ultimately slump to $10 a barrel over the next six to eight years.', 'On Thursday, the International Energy Agency (IEA) said the global outlook for oil markets in 2018 could put a dampener on hopes for higher prices. In its , the IEA said global stock builds, rising non-OPEC production and static oil demand could weigh on the oil price.The IEA’s latest monthly report was published amid optimistic forecasts from the major oil producer group , with the cartel arguing there was evidence of the global oil market rebalancing following several years of low prices.', 'The price of oil  due to weak demand, a strong dollar and booming U.S. shale production. OPEC’s reluctance to cut output was also seen as a key reason behind the fall. But, the oil cartel soon moved to curb production — along with other oil producing nations — in late 2016.', 'Brent crude traded at around $57.39 a barrel Friday morning, up 2 percent, while U.S. crude was around $51.50 a barrel, up 1.8 percent.']"
