,title,date,content
0,Oil heads toward next target of $125 on fear that Russian fuel will be taken off market,2022-03-01T20:01:16+0000,"['Oil prices surpassed $100 and could be quickly heading toward a target of $125 per barrel, if traders start to find evidence that Russian fuel has a limited market.']"
1,Ryanair CEO says greater Western oil production ‘hits Russia hardest’,2022-03-02T12:58:45+0000,"['The chief executive of budget airline Ryanair has said that the most effective way to target Russia amid its ongoing onslaught of Ukraine is to ramp up oil production in the West.', 'Speaking to Sky News Wednesday, Michael O’Leary said that Russia — one of the world’s largest energy producers — is benefiting from soaring oil and gas prices as supply fears bite in an already tight market.', 'Further production from Western countries would reduce their reliance on Russia — particularly in Europe, which derives 40% of its oil and gas from the country — and weaken the energy markets on which Russia’s economy strongly depends.', '“The most important thing that we in the West can do is drive up oil production, because what hits Russia hardest is low oil prices and low gas prices,” O’Leary said.', 'Russia’s economy has already been hard hit by Western sanctions, with markets slipping into freefall and the Russian ruble tumbling almost 30% against the dollar. But so far it has done little to deter President Vladimir Putin’s resolve to seize control of Ukraine.', 'Global energy markets, meanwhile, have rallied amid concerns over further disruption to the oil and gas pipelines which carry Russian products through Ukraine, and some have accused Putin of trying to weaponize the West’s reliance on its hefty energy supplies.', 'U.S. oil climbed to the highest level in more than a decade in Wednesday trade, with global benchmark Brent topping $111 per barrel as crude’s blistering rally continues.', 'O’Leary, whose budget airline business is heavily exposed to energy costs, said his company was able to absorb further energy price hikes into 2023 without passing on costs to consumers.', '“We have hedged out about 80% of our fuel needs out to March 2023. So for this summer, and for the rest of this year, we’ll still be able to pass on low oil prices and low fares to our customers because we have a very strong fuel hedging position,” he told Sky News.', 'However, he noted that the coming 12 months are likely to be “very difficult for most airlines,” especially as they vie to recoup losses endured during two years of Covid-induced travel restrictions.', 'OPEC and its oil-producing allies, including Russia, are due to meet Wednesday to discuss April’s energy output.', 'It follows a meeting Monday of the International Energy Agency, which includes the United States and Japan, where members agreed to release 60 million barrels of crude from their reserves to try to quell the sharp increase in prices.']"
2,Japan’s Nikkei jumps about 4% following oil drop; Nio sees gains fizzle in Hong Kong debut,2022-03-09T23:40:37+0000,"['SINGAPORE — Shares in Asia-Pacific jumped on Thursday, following an overnight bounce on Wall Street after oil prices fell sharply from a recent surge.', 'International benchmark Brent crude and U.S. crude futures tumbled more than 10% overnight on Wednesday.', 'Oil prices however recovered from some of those losses in the afternoon of Asia trading hours on Thursday, with international benchmark Brent crude futures up 4.1% to $115.70 per barrel. U.S. crude futures climbed 2.92% to $111.87 per barrel.', 'Asia markets responded on Thursday to the overnight declines in oil prices. China, India, Japan and South Korea are all major importers of oil, according to 2020 data from the International Energy Agency.', 'The Nikkei 225 in Japan led gains among the region’s major markets as it jumped 3.94% to close at 25,690.40 while the Topix index climbed 4.04% to 1,830.03.', 'The Hang Seng index in Hong Kong closed 1.27% higher at 20,890.26. Shares of Chinese electric vehicle maker Nio started trading in Hong Kong on Thursday, in what is the firm’s secondary listing. The shares initially jumped but later erased most of those gains, finishing its debut day 0.82% above its issue price.', 'Mainland Chinese stocks closed in positive territory, with the Shanghai composite gaining 1.22% to 3,296.09 while the Shenzhen component surged 2.179% to 12,370.95.', 'South Korea’s Kospi also gained 2.21% on the day to 2,680.32, with markets returning to trade from Wednesday’s presidential election which saw conservative opposition candidate Yoon Suk-yeol emerging victorious.', 'In India, the Nifty 50 jumped 1.47% while the BSE Sensex advanced 1.53%, as of 1:47 p.m. local time.', 'In Australia, the S&P/ASX 200 climbed 1.1% to close at 7,130.80. Shares of major miner Rio Tinto, however, plunged 7.73%. The firm told CNBC on Thursday that it is “in the process of terminating all commercial relationships it has with any Russian business.”', 'MSCI’s broadest index of Asia-Pacific shares outside Japan gained 1.84%.', 'Overnight stateside, the S&P 500 gained 2.57% to 4,277.88. The Dow Jones Industrial Average climbed 653.61 points, or 2%, to 33,286.25. The tech-heavy Nasdaq Composite jumped 3.59% to 13,255.55.', 'The U.S. dollar index, which tracks the greenback against a basket of its peers, was at 98.124 after a recent decline from around 99.', 'The Japanese yen traded at 115.90 per dollar, weaker than levels below 115.2 seen against the greenback earlier this week. The Australian dollar was at $0.7339, still off lows below $0.726 seen earlier in the week.', '— CNBC’s Will Koulouris contributed to this report.']"
3,A Russian oil and gas embargo is in the cards. And analysts warn it will have huge consequences,2022-03-03T11:57:16+0000,"['It may only be a matter of time before the U.S. and Western allies impose full sanctions on Russia’s energy exports, analysts say, warning that such a move would have seismic repercussions for oil and gas markets and the world economy.', 'It comes as Russia’s onslaught on key Ukrainian cities enters its second week, with fighting raging in the north, east and south of the country.', 'Western sanctions imposed on Russia over the invasion have so far been carefully constructed to avoid directly hitting the country’s energy exports, although there are already signs the measures are inadvertently prompting banks and traders to shun Russian crude.', 'Russia is the world’s third-largest oil producer, behind the U.S. and Saudi Arabia, and the world’s largest exporter of crude to global markets. It is also a major producer and exporter of natural gas.', 'The U.S. has said that sanctions on Russia’s oil and gas flows are “certainly on the table,” but that going after exports now could be counterproductive in terms of raising global energy prices.', 'Nonetheless, there have been calls for Western governments to ratchet up measures targeting Russia’s economy and Ukraine Foreign Minister Dmytro Kuleba has called on foreign governments to impose a “full embargo” on Russian oil and gas.', 'John Kilduff, partner at Again Capital, said the market is already starting to believe that Russia’s oil exports will be sanctioned.', '“Oil from Russia will be foreclosed from the global market here at some point and we are already seeing commercial activity reduced, particularly as it relates to Russia exports via maritime assets and that is already hitting the market,” Kilduff told CNBC’s “Closing Bell” on Tuesday.', '“These are barrels that we cannot make up, so that’s why this market is on tenterhooks,” he added.', 'Oil prices have surged to multiyear highs in recent weeks, with mounting supply disruptions pushing international benchmark Brent crude toward $120 a barrel.', 'Brent futures traded 1.6% higher to $114.72 on Thursday morning in London, while U.S. West Texas Intermediate crude futures rose 2.2% to $113.06.', 'The U.S. and European Union have publicly sought to ringfence Russia’s energy sector, wary of the potential damage for domestic consumers and the prospect of Moscow curtailing exports as a retaliatory measure.', 'For months, escalating Russia-Ukraine tensions have resulted in a sense of deepening concern about the potential for a full supply disruption to the EU — which receives roughly 40% of its gas via Russian pipelines, several of which run through Ukraine.', 'The prospect of cutting off the supply of Russian gas could have profound public health and economic consequences, especially given that it is currently winter and governments are already battling the coronavirus pandemic.', 'Brenda Shaffer, senior advisor for energy at the Foundation for Defense of Democracies think tank, told CNBC via telephone that the prospect of removing Russian energy exports from the market would likely result in “a tremendous jolt” to global oil prices and the world economy.', '“We’re in unknown territory if you pull 13% to 15% of global oil out of the pool. Sanctions on Iran and Venezuela, it’s not even comparable to what that could do to the global oil market if you actually pulled away most of Russian production,” Shaffer said.', 'The impact of Western oil majors pulling the plug on Russia is also likely to have “huge” economic ramifications, Shaffer said, citing a flurry of announcements from the likes of Exxon Mobil, Shell and BP in recent days.', '“People are really cheering this as a feel-good moment but it’s actually going to be a huge, huge shock to the state of these companies and to the stock market in general,” Shaffer said.', 'To many market participants, there is a sense of confusion over the likelihood of Russian energy sanctions in the coming weeks.', '“If Russia continues to wage this war with this much ferocity [and] with this many civilian casualties, it is only a matter of time before we’re talking about full secondary sanctions on energy exports, like we saw with Iran. So, I think the market is just very, very concerned,” Helima Croft, head of global commodities strategy at RBC, told CNBC’s “Closing Bell” on Tuesday.', '“If we do get full energy sanctions, we will then have to look at another SPR release. But more importantly, there’s going to be a lot of pressure on the OPEC producers that are sitting on spare capacity to release more barrels onto the market,” Croft said.', 'On Wednesday, members of the International Energy Agency agreed to release 60 million barrels of oil reserves, in an attempt to offset energy market disruptions caused by the sanctions against Russia. The U.S. has said 30 million of this total will come from its Strategic Petroleum Reserve.', 'OPEC and non-OPEC partners — an influential energy alliance known as OPEC+ — on Wednesday agreed to stick to their plan of a modest output rise in April. The group defied calls for more crude even as oil prices rally on supply disruption fears.', 'It is thought de facto OPEC leader Saudi Arabia, alongside the United Arab Emirates and Kuwait, may be among the few members of the alliance with enough spare capacity to ramp up production.', 'Croft said that even in the absence of sanctions targeting Russia’s energy exports, there is a “self-sanctioning phenomenon” underway given that Moscow is being viewed as a “toxic asset.”', 'Analysts at risk consultancy Eurasia Group have noted that Russia’s commodity trading is drying up as international banks and traders refuse to do deals with their Russian counterparts as they digest the impact of sanctions. This was likely to propel oil prices even higher, the analysts added.', '“While the U.S. and EU governments are attempting to ringfence the energy sector from sanctions so far, absent further clarification regarding carveouts, widespread risk aversion is likely to persist,” the analysts said in a note published Monday.', '“There also remains a risk that energy will be targeted directly if fighting escalates, or that Russia will curtail some oil exports as a retaliatory measure,” they said. “As the main supplier of fossil fuels to the EU, Russia retains leverage.”']"
4,Kelly Evans: What’s going on with commodities?,2022-04-19T15:20:18+0000,"['I had to rub my eyes for a moment yesterday when I saw that the price of U.S. natural gas had surged to $7.50 per million BTUs. Nah...must be a different contract or something, was my first reaction. Must be a quirk. Maybe there was some kind of pipeline problem or weird cold snap or outage. Nat gas always trades around $3 or $4, maaaybe $5. It doesn’t go that high. ', 'Oh but yes, it does go that high. And higher--by noon, we had crossed above $8. I asked Toby Rice, the CEO of EQT, the biggest natural gas producer, what was going on. “Why are prices surging now?” I asked. “Isn’t this a seasonally weak period?” Yes, he answered, it usually is. But a confluence of factors, from Russia’s war on Ukraine to the actual cold snap that is going on right now, has conspired to suddenly push the price dramatically higher.  ', 'This is bad news for end users if it doesn’t reverse quickly; natural gas powers more than half the electricity grid in hot southern states like Texas and Florida that are soon entering peak air-conditioning season. It will be even worse news if prices remain stubbornly high by next autumn, as winter approaches and roughly half the population--not to mention schools and businesses--relies on natural-gas heat. ', 'And it’s not just the natural gas price that is surging. Have you seen the price of oil? It got back yesterday to basically where it was at the end of last month, before the Biden administration announced the massive release of barrels from the Strategic Petroleum Reserve. This on signs that China is allowing more of Shanghai to slowly reopen. The massive city’s lockdowns have helped remove a key source of demand on global oil supplies, and its reopening means that upward pressure is gradually returning.  ', 'And it doesn’t end there. Food prices are back on the rise, too. Corn is about to hit record highs, having yesterday closed at the highest since a nasty drought in 2012. Corn prices are up 35% just since January; wheat prices are up 46%, soybeans are up 28%, cotton is up 27%, even orange juice is up 36% in that time. And now rice, only up 11% so far this year, has also been starting to play catch-up; with its recent rally, rice prices are now up 65% compared with five years ago. ', 'So we can talk about drought conditions, the war on Ukraine, the pandemic, the supply chain, the trucking shortages, the labor shortages, etc., etc., but that’s exactly the point--it’s a “lollapalooza” effect, as Munger likes to call it, that’s taking place here. And all of these supply-side issues are just exacerbating the real cause of this commodities “super-cycle,” which is a huge structural increase in global demand.  ', 'Goldman’s Jeff Currie has been talking about this for a year now. As he explained, the global policy response to the pandemic unleashed a structural increase in demand, and that is why we’re seeing these inflationary pressures everywhere. “Only the world’s low-income groups can create inflation and commodity bull markets,” he said. “What do the world’s rich control? Dollars. Can they create GDP? Yes. But can they create physical goods inflation? Numerically impossible. There’s not enough of them.” ', ' Two more observations to add here. For one, this is obviously not how commodity prices behave if we’re going into recession. Last cycle, when the Fed’s tightening truly triggered downturn concerns, you’d see immediate selloffs in demand-sensitive commodities like oil and copper. That’s definitely not happening right now--in fact, these prices keep moving higher. The market is not sending “Fed policy mistake” signals about their sudden hawkishness lately. At all. It’s almost completely shrugging it off.   ', 'And that’s because, number two, not only are commodity prices not collapsing, but inflationary pressures are now broadening out across the services arena. Which is even worse, because that’s a much larger part of household budgets and the economy. “I just found out my kids’ swim lessons are going up 8% this year,” my producer mentioned the other day. Yep. “The data show an inflation process that is actually broadening out, not retreating,” wrote MKM’s Michael Darda in response to the CPI report last week.  ', '“Policy has been, and remains, too loose,” Darda wrote. “Those predicting a crash in inflation...are likely to have their expectations dashed once again.” Households haven’t even returned to their pre-pandemic level of spending on services, he warned; as they do, that will put even more upward pressure on prices, and exacerbate the labor shortages at the heart of the problem. “These pressures are likely to intensify as a super-tight labor market collides with reopening and a deep pool of spendable deposits,” he cautioned.   ', 'I don’t like where this is all going. The public--which is supposed to be helped by the stimulus and tight labor market--doesn’t seem thrilled, either. The president’s job approval on the economy was recently at -30, with voters vastly preferring Biden focus on inflation versus the war in Ukraine. Politico reports that “the hot-button issue of inflation has become central to the midterms.” And as Dan Clifton remarked on our show the other day; “This is my twenty-sixth year of working in policy, and I’ve never seen an issue this lopsided. Voters want Washington to deal with inflation.”  ', 'Point being, any policy makers hoping this problem would “go away on its own” should by now be realizing it definitely won’t.  ', 'See you at 1 p.m! ', 'Kelly', 'Twitter: @KellyCNBC', 'Instagram: @realkellyevans']"
5,"Average national gasoline price surges to $3.83 a gallon, the highest since 2012",2022-03-04T21:22:15+0000,"['Gas prices are surging, with the national average now at the highest in nearly a decade. The rapid ascent is pinching consumers’ pockets, and experts say there may be little end in sight.', 'The national average for a gallon of regular gas stood at $3.83 on Friday,  the highest since Sept. 21, 2012, according to data from AAA. Prices are rising at a fast clip, with Friday’s average nearly 11 cents a gallon above Thursday’s. Americans are paying about 27 cents more than last week, and 41 cents more than a month ago.', 'In some places consumers are paying a lot more. In California, the state average is now $5.07 per gallon.', 'The surge in prices has become a headache for President Joe Biden whose administration has vowed for months that it’s working to combat high prices at the pump.', 'Rising oil prices are behind the spike. West Texas Intermediate crude, the U.S. oil benchmark, topped $116 per barrel Thursday, the highest level since 2008. Russia’s invasion of Ukraine and the subsequent sanctions levied against the nation’s financial sector are prompting fears of supply shortages in what was already a tight market.', 'More than 50% of the cost of gasoline is based on the price of oil, according to the U.S. Energy Information Administration. Costs associated with refining, distribution, marketing, and taxes make up the rest of the price of gasoline.', 'As the adage goes “the cure for high prices is high prices” and experts say that demand destruction — in the form of high prices — might be the only thing to quell the surge in crude prices.', 'Wells Fargo pegs that number at $130 per barrel of oil or $4.60 per gallon of gasoline', 'Patrick De Haan, head of petroleum analysis at GasBuddy, predicted the national average could top $4 later this month.', '“The fallout from Russia’s oil production or lack thereof is likely to continue impacting us as we head to the peak of summer driving season,” he said Thursday on CNBC’s “The Exchange.”', 'Gasoline futures settled about 8% higher on Friday, after jumping to the highest level since July 2008 during the session.']"
6,"U.S. government should subsidize frackers and consider a minimum pump price, strategist says",2022-03-07T11:46:41+0000,"['U.S. President Joe Biden’s administration should step in to subsidize fracking operations, according to Michael Harris of Cribstone Strategic Macro, as oil prices climb to their highest levels since 2008 on Russia supply disruption fears.', 'Russia’s military forces on Monday continued to attack some Ukrainian cities as Moscow’s invasion of Ukraine entered its twelfth day.', 'Oil prices have soared more than 60% since the start of the year due to the crisis, and the prospect of the U.S. and Western allies imposing a ban on Russian crude has lent further support to crude futures.', '“We need a government policy response that is effectively going to address this. And this is where I feel really, really strongly that the U.S. needs to step up and say we’re going to do something which seems very, very outrageous and we’re going to subsidize frackers,” Harris told CNBC’s “Squawk Box Europe” on Monday.', '“The reason I think it seems outrageous is in the context of what’s going on with climate but in a geopolitical context, it would make perfect sense. If it were 20 years ago, this might be very, very natural,” he added.', 'His comments come just one week after the world’s leading climate scientists delivered a landmark report on the real-world impacts of the climate emergency.', 'In an ominous conclusion, the Intergovernmental Panel on Climate Change warned on Feb. 28 that any further delay to concerted global action on climate adaptation and mitigation “will miss a brief and rapidly closing window of opportunity to secure a liveable and sustainable future for all.”', 'U.N. Secretary-General António Guterres described the findings as an “atlas of human suffering,” before adding that the report once again makes it clear that “fossil fuels are choking humanity.”', 'The IPCC reaffirmed the urgent need to rapidly phase out fossil fuels in order for humanity to avoid the worst impacts of the climate crisis. To be sure, burning fossil fuels, such as coal, oil and gas, is the chief driver of the climate emergency.', 'The report was published at a time when there are fears Russia’s onslaught of Ukraine could distract policymakers from taking fast and far-reaching climate action.', 'In a crisis, Harris said there would typically either be an “easy fix” or some kind of policy response to resolve the problem, and a simple solution does not appear to be forthcoming.', '“Now, usually markets look for central banks to have an answer and central banks, unfortunately, absolutely do not have an answer. This is a problem for them and if anything, their actions will contribute to the problem because of the inflationary ramifications of oil,” Harris said.', 'As a result, he said the U.S. needed to “think outside the box” and consider imposing a minimum pump price, which could be set at $75 or $80 a barrel.', '“That is going to fund, effectively, a floor for fracking. We’re going to create a floor for U.S. frackers so that they know they can invest with confidence now because no one can invest with confidence in this highly volatile market,” Harris said.', '“Oil was going to be a problem for a decade if they didn’t effectively rectify this. So, I feel very, very strongly that we need some coordinated policy action to improve supply. And yeah, we can ask the Saudis, but if you put a floor price in for frackers … it is almost going to turn into more of a utility,” he continued.', '“And they’re going to know they’re going to have a guaranteed return in fracking investment, which is relatively short term to begin with, so it’s not going to cause huge climate problems,” Harris said.', 'A spokesperson for the U.S. Department of Energy was not immediately available for comment when contacted by CNBC.', 'The IPCC’s report said human-induced climate change is causing dangerous and widespread disruption in nature, with people and ecosystems least able to cope being the hardest hit.', 'It followed a 12-month period in which the world has seen record-breaking heatwaves and wildfires in North America, flooding events causing devastation in Europe and China, severe drought prompting a hunger crisis across the Horn of Africa and unprecedented changes in the polar regions.', '“As current events make all too clear, our continued reliance on fossil fuels makes the global economy and energy security vulnerable to geopolitical shocks and crises,” the U.N.’s Guterres said last week.', 'U.S. Special Presidential Envoy for Climate John Kerry said the IPCC’s report “paints a dire picture of the impacts already occurring because of a warmer world and the terrible risks to our planet if we continue to ignore science.”', 'International benchmark Brent crude futures rose 6.3% to trade at $125.50 a barrel on Monday morning in London, while U.S. West Texas Intermediate futures jumped 6.3% to $122.99.', 'Brent had briefly hit $139 and WTI touched $130.50 earlier in the session to notch their highest levels since July 2008, before paring gains.']"
7,"U.S. oil tumbles more than 8%, dips below $100 per barrel",2022-03-14T15:14:38+0000,"['U.S. oil tumbled more than 8% on Monday, breaking below $100 per barrel, amid talks between Russia and Ukraine as well as new Covid-19 lockdowns in China — which could dent demand.', 'West Texas Intermediate crude futures, the U.S. oil benchmark, lost 8.75% to trade at $99.76 per barrel at the lows of the day. International benchmark Brent crude shed 8% to $103.68 per barrel.', 'In afternoon trading some of the losses were recovered. WTI settled 5.78% lower at $103.01 per barrel, with Brent finishing the day at $106.90 per barrel, for a loss of 5.1%.', 'Rebecca Babin, senior energy trader at CIBC Private Wealth U.S., attributed the declines to a mix of geopolitical and demand factors. Russia and Ukraine were slated to resume peace talks on Monday, while China’s March demand is set to be revised lower due to new coronavirus lockdowns. Additionally, open interest in Brent futures has dropped, which means financial players are reducing risk.', '“Today’s action reflects a shift in sentiment in Russia/Ukraine causing sentiment traders to sell, fundamental concerns around demand coming from China’s Covid lockdowns causing fundamental traders to take profits, and technical pressure as crude breaks” key levels, said Babin.', 'Monday’s sell-off builds on last week’s decline, which saw WTI and Brent register their worst week since November.', 'Oil surged above $100 in late February as Russia invaded Ukraine, prompting fears that supply would be disrupted in what was already a tight market. It was the first time oil breached the triple-digit level since 2014.', 'And the climb didn’t stop there. WTI traded as high as $130.50 last week, with Brent almost reaching $140.', 'The market has been whipsawing between gains and losses in what’s been an especially volatile time for oil prices. The surge has sent the national average for a gallon of gas in the U.S. to the highest on record, unadjusted for inflation, which is adding to inflationary fears across the economy.', 'Even with Monday’s big decline both Brent and WTI are still up more than 30% for the year.', '“We have a demand scare for the first time in a while,” said John Kilduff, partner at Again Capital. “The Covid lockdown in China has spooked the market,” he added, noting that high fuel prices around the world is also causing demand destruction.']"
8,"U.S. oil tumbles more than 8%, dips below $100 per barrel",2022-03-14T15:14:38+0000,"['U.S. oil tumbled more than 8% on Monday, breaking below $100 per barrel, amid talks between Russia and Ukraine as well as new Covid-19 lockdowns in China — which could dent demand.', 'West Texas Intermediate crude futures, the U.S. oil benchmark, lost 8.75% to trade at $99.76 per barrel at the lows of the day. International benchmark Brent crude shed 8% to $103.68 per barrel.', 'In afternoon trading some of the losses were recovered. WTI settled 5.78% lower at $103.01 per barrel, with Brent finishing the day at $106.90 per barrel, for a loss of 5.1%.', 'Rebecca Babin, senior energy trader at CIBC Private Wealth U.S., attributed the declines to a mix of geopolitical and demand factors. Russia and Ukraine were slated to resume peace talks on Monday, while China’s March demand is set to be revised lower due to new coronavirus lockdowns. Additionally, open interest in Brent futures has dropped, which means financial players are reducing risk.', '“Today’s action reflects a shift in sentiment in Russia/Ukraine causing sentiment traders to sell, fundamental concerns around demand coming from China’s Covid lockdowns causing fundamental traders to take profits, and technical pressure as crude breaks” key levels, said Babin.', 'Monday’s sell-off builds on last week’s decline, which saw WTI and Brent register their worst week since November.', 'Oil surged above $100 in late February as Russia invaded Ukraine, prompting fears that supply would be disrupted in what was already a tight market. It was the first time oil breached the triple-digit level since 2014.', 'And the climb didn’t stop there. WTI traded as high as $130.50 last week, with Brent almost reaching $140.', 'The market has been whipsawing between gains and losses in what’s been an especially volatile time for oil prices. The surge has sent the national average for a gallon of gas in the U.S. to the highest on record, unadjusted for inflation, which is adding to inflationary fears across the economy.', 'Even with Monday’s big decline both Brent and WTI are still up more than 30% for the year.', '“We have a demand scare for the first time in a while,” said John Kilduff, partner at Again Capital. “The Covid lockdown in China has spooked the market,” he added, noting that high fuel prices around the world is also causing demand destruction.']"
9,Oil could spike above $130 amid the Russia-Ukraine invasion,2022-02-25T14:28:47+0000,"['Prices across the energy complex surged on Thursday after Russia officially invaded Ukraine, prompting fears that supply disruptions could strain markets that are already in tight supply.', 'Oil topped $100 per barrel for the first time since 2014, while European natural gas futures spiked more than 50%. Analysts say prices are likely to keep climbing — at least for the time being.', '“Oil prices are soaring with no end in sight,” said Louise Dickson, senior oil market analyst at Rystad Energy. “Prices could approach $130 per barrel by June if the Ukrainian conflict disrupts Russian crude flows, but that estimate could soar higher if additional disruptions materialize.”']"
