,title,date,content
0,"After initial jolt on Qatar tensions, energy markets settle",2017-06-05T13:39:47+0000,"['As Saudi Arabia and four other Arab states  cut diplomatic ties with Qatar on Monday, energy markets tried to digest whether the tensions would translate into disruptions.', 'The flare-up in the Middle East added to the instability in the world’s most important energy-exporting region. Saudi Arabia is the world’s biggest exporter of crude, while Qatar is home to substantial natural gas resources.', 'But a diplomatic dispute will not necessarily threaten supplies. Amid a global glut, other countries could easily step in to fill the void, provided tensions in the region do not escalate.', 'More from New York Times: Trial will decide if ABC News sullied a company with ’pink slime’‘Wonder Woman’ could be the superhero women in Hollywood needA tax cut might be nice. But remember the deficit.', 'Investors seem to be making that calculus. While oil prices initially spiked 1.6 percent on Monday, the markets quickly fell back to just above $50 a barrel.', '“It is very difficult to see how this break in diplomatic relations would lead to a disruption of oil supplies,” said Paul Stevens, a Middle East oil specialist at Chatham House, a research organization in London.', 'Investors appear to be focused for now on the oversupply of oil, which has kept prices low for more than two years. Saudi Arabia and other major oil-exporting nations are trying to keep supplies in check, but American shale players continue to ramp up production.', 'Qatar, a member of  OPEC, helped broker last year’s agreement by the cartel and by other producers, like Russia,  to trim output in an effort to soak up supplies. Despite continuing political tensions, the parties  agreed last month to extend the cuts for nine months.', 'A small country with only 2.2 million residents — many of whom are not citizens — Qatar occupies a strategic position, jutting into the Persian Gulf from the Arabian Peninsula. Qatar has a border with Saudi Arabia and shares the world’s largest natural gas field with Iran.', 'Qatar is a relatively small oil producer with output of about 620,000 barrels a day in April, less than 1 percent of world supply. But Qatar the country is a world power in natural gas.', 'Through partnerships with Exxon Mobil, Royal Dutch Shell, Total and other companies, Qatar has built major infrastructure for chilling natural gas into liquid form so that it can be exported on ships. Qatar was the world’s largest exporter of liquefied natural gas last year, accounting for nearly 30 percent of supplies, according to the consultancy group Wood Mackenzie.', 'Gas has helped make Qatar one of the world’s richest countries. The government has used the steady flow of cash to intervene in regional disputes and to fund activities like the broadcast network Al Jazeera, actions that often annoy its Arab neighbors.', 'The diplomatic dispute has economic implications. Saudi Arabia has called for multinational companies to withdraw from Qatar, putting those firms in a difficult position. Major construction work is underway in preparation for Qatar’s hosting of the 2022 World Cup, for instance.', 'Disruptions of Qatar’s supplies would shake the natural gas market, but would not necessarily destabilize it. There are multiple sources of liquefied natural gas, including huge facilities developed recently in Australia, and companies are showing themselves increasingly willing and able to route cargoes to different ports according to need and price.', 'If the turmoil persists, it could threaten investment in oil and gas facilities. Even before the latest diplomatic moves against Qatar, tensions were high, stoked in part by the bitter differences between Saudi Arabia and Iran, and the fighting in Yemen and Iraq.', '“If this continues for any length of time it will have implications for the Qatari economy,” said Richard Mallinson, a geopolitical analyst at Energy Aspects, a market research firm. “The question is, do calmer heads prevail and do we see work to de-escalate.”']"
1,Trump may turn to Vietnam for help on South China Sea,2017-05-31T04:04:38+0000,"['Hanoi could emerge as a key player in Washington’s long-term Southeast Asia push that’s aimed at neutralizing Beijing’s influence in the South China Sea.', 'On Wednesday, Vietnamese Prime Minister Nguyen Xuan Phuc will be the first ASEAN leader to visit the White House since President Donald Trump’s election and the U.S. may look to tap into the emerging market’s friction with China.', '“Vietnam sits in a very interesting position in Southeast Asia,” said Rodger Baker, vice president of strategic analysis at geopolitical intelligence firm Stratfor. Because Hanoi maintains a strong position against Beijing’s activities in the South China Sea, Trump may eye Vietnam as a potential counter to China in the disputed area, Baker explained.', 'The world’s second-largest economy claims 90 percent of the sea, home to over 250 islands and rich natural gas reserves, while Vietnam, Brunei, Malaysia, the Philippines and Taiwan assert ownership of certain parts. And as Beijing ramps up island-building and military construction in the maritime region — reports recently emerged of Chinese rocket launchers in the Spratly Islands — Hanoi has not shied away from publicly denouncing the mainland.', 'In 2014, Vietnam witnessed violent protests as demonstrators criticized China’s assertiveness in the important waterway while Vietnamese officials lambasted Beijing in March after a Chinese cruise ship visited the Paracel Islands, which are claimed by both countries.', 'China’s territorial expansion has also irked Washington, with Trump promising vowing to halt Beijing’s construction of artificial islands days after taking office. And while the president’s hands are currently tied as he seeks the mainland’s help on reigning in a hostile North Korea, the South China Sea issue still looms large — last week, the Chinese navy deployed two missile frigates to a U.S. Navy warship that sailed near the China-claimed Spratly Islands.', 'The Vietnamese PM’s visit to Washington “adds momentum to a U.S.-Vietnam relationship that is moving in an increasingly strategic direction,” Jonathan Stromseth, senior fellow at Brookings, described in a recent note.', 'Indeed, the two allies have already initiated a series of bilateral military exchanges that could raise eyebrows in Beijing.', '“Within the past week or so, Washington has delivered small vessels to the Vietnamese coast guard, there have been naval exchange visits (and) the U.S. has also waived some restrictions on arms exports to Vietnam,” said Baker, adding that he expected this type of military cooperation to continue.', 'Of course, Vietnam isn’t Trump’s sole ASEAN ally in the maritime conflict.', 'The White House has been visibly cozying up to several Southeast Asian nations “in the context of rising Chinese influence and growing concerns about the U.S. staying power in the region, particularly after (Washington’s) withdrawal from the Trans-Pacific Partnership,” Stromseth explained.', 'Over the past month, Vice President Mike Pence has visited Indonesia, Trump has telephoned several ASEAN leaders, including controversial Philippine President Rodrigo Duterte, while Secretary of State Rex Tillerson has hosted ASEAN foreign ministers in Washington.', 'The White House’s demonstrated commitment to the region could “foster conditions that enable constructive multilateral engagement with China in the Asia-Pacific, helping to mitigate strategic rivalry between Washington and Beijing over the long term,” Stromseth said.']"
2,Kushner reportedly called up Lockheed Martin CEO to cut cost of Saudi arms deal,2017-05-19T08:34:13+0000,"['U.S. President Trump’s son-in-law Jared Kushner personally asked the chief executive of Lockheed Martin to lower the price of a radar system so Saudi Arabia could afford to include it in an arms deal, according to a report by The New York Times.', 'Trump is set to use his Saudi Arabia trip this weekend to announce one of the largest arms sales deals in U.S. history, estimated to be upwards of $100 billion. The radar system, designed to shoot down ballistic missiles, would be added to the list of Saudi requests that also includes U.S. built planes, ships and precision-guided bombs.', 'A number of U.S. officials said that during negotiations in early May, Kushner sensed that the cost of the radar system could be a problem for the Saudis and immediately called the chief executive of Lockheed Martin, Marillyn A. Hewson, to ask if a deal could be done, the newspaper reported late Thursday. Officials said Hewson responded by saying she would look in to it, the report also said.', 'Lockheed Martin said they had no comment to make. The U.S. government had yet to reply when contacted by CNBC.', 'Click here for more on this story.']"
3,Saudi Aramco CEO says to sign $50 billion of deals with U.S. companies,2017-05-20T07:09:45+0000,"['National oil giant Saudi Aramco expects to sign $50 billion of deals with U.S. companies on Saturday, part of a drive to diversify the kingdom’s economy beyond oil exports, Aramco’s chief executive Amin Nasser said.  Nasser was speaking to reporters at a conference of scores of senior U.S. and Saudi business executives, coinciding with the visit of U.S. President Donald Trump to Riyadh.  He said 16 agreements with 11 companies would be signed, including memorandums of understanding for joint ventures. Officials said earlier that many of the agreements would flesh out previously announced plans.  “We expect the deals signed today to provide a boost to bilateral trade between both countries,” Nasser said, adding that Aramco currently spent $6.5 billion a year on goods and services from U.S. suppliers.  Among the deals, executives said, were a plan by Jacobs Engineering Group Inc. for a joint venture with Aramco to manage business projects in the kingdom, and a plan by McDermott International to transfer some of its ship fabrication facilities from Dubai to a new shipbuilding complex which Aramco will build within Saudi Arabia.  Top Saudi economic policy makers, including the finance minister and head of the kingdom’s main sovereign wealth fund, described ways in which they planned to attract U.S. capital and technology. Officials said they aimed to prepare new rules covering direct investment by foreign firms within 12 months.  “We want foreign companies to look at Saudi Arabia as a platform for exports to other markets,” Energy Minister Khalid al-Falih told the conference.', 'Follow CNBC International on Twitter and Facebook.']"
4,Companies not parting with cash as economy wilts,2014-02-19T16:48:27+0000,"['  Hope that companies will begin deploying cash to grow sales and  hire workers remain just that—hope that it will happen but  defied by a reality showing that corporate America is still  playing it relatively safe.', '  Business investment remains elusive for companies that have  watched their share prices soar by cutting costs and returning  money to investors.', '  Capital expenditures—or capex—have been the missing  link for the economy, with firms instead plowing about $1  trillion into share buybacks and dividend increases since the end  of the recession and the onset of historically easy monetary  policy. In the meantime, cash on the balance sheet remains at an  elevated $1.9 trillion while long-term unemployment persists and  corporate infrastructure continues to age.', '  “Public companies should not make money just to buy back stock,”  analyst Don Rissmiller at Strategas said in an economic research  note. “The purpose of the capital markets is to fund  growth—as is commonly noted, the people with the good ideas  are not always the people with money. The capital market matches  the two.”', '  (Read more: Cashin: Why ‘the Fed is flying blind’)', '  What has happened much more often over the past five years,  though, has been a capital market that has matched cheap money  with companies more than willing to take it. They’ve used that  cash to reward the 20 percent minority that owns the lion’s share  of the stock market, to the detriment of a labor force and a  broader economy that relies on sales growth to expand.', '  Rissmiller noted that bottom-line profit for  companies has exploded 119 percent  since 2008—when the Federal Reserve began its zero interest rate  policy—while sales growth has been a paltry 7 percent.', '  “Cost-cutting (including lower interest costs) and share  repurchases have made up the difference,” he said.', '  As part of hopes for economic escape velocity for 2014, many  high-profile economists have been preaching the capex theme. But  so far the biggest headlines have come from still more buyback  intentions.', ' Apple’s intention to purchase $14 billion of its  shares has led the first-quarter buyback parade, and numerous  other companies have followed suit.', '  (Opinion: Real solutions to America’s jobs problem)', '  That hasn’t stopped the capex believers from insisting this year  will be different.', '  “If corporations begin to spend more on capital projects, they  could spend less on stock buybacks and dividend increases,” Dick  Bove, vice president of equity research at Rafferty Capital  Markets, said in a note on the topic. “This would be a corporate  taper mirroring the Federal Reserve taper.”', '  Bove’s point is an important one: Much of the stock market growth  since the lows of March 2009 can be traced directly to Fed  money-printing.', '  The central bank has expanded its balance sheet to more than $4.1  trillion, mainly through the purchases of Treasurys and  mortgage-backed securities. The purchases have dovetailed with a  near-zero interest rate policy, with the twin effects being a  fertile environment for companies to borrow low-cost money to  reduce share count and boost their stock prices.', '  But the Fed is planning on scaling back those purchases this  year, with the market believing that the quantitative easing program will be over by the end of  2014.', '  (Read more: Helping the rich to become $100 trillion industry)', '  Corporate America, then, will be left to take the handoff for  growth, something that would have to be done through expansion.  S&P 500 companies have set multiple records for profit by  slashing employment and expenses, but have cut to the bone and  will have to spend money on capital and labor if they want to  grow more.', '  Bove and others point to a few supporting factors for capex this  year: Productivity—often a leading indicator for  capex—has shown some signs of life lately, while banks have  indicated in Fed surveys a willingness to make commercial and  industrial loans, the backbone of capex growth.', '  Finally, chief financial officers responding to the most recent  Duke University CFO Survey project a 7.3 percent increase in  capex for 2014, up from the anemic 2013 where spending barely hit  3 percent.', '  “Hopefully what those numbers drive home is it’s not a flash in  the pan sort of idea,” Tom Porcelli, chief U.S. economist at RBC  Capital Markets, said in an interview. “These are the  foundational sort of components of a capex story. If that’s true,  then they’re also thematic.”', '  Not all capex is created equal, though.', '  (Read more: Did stimulus work? Five years later debate rages on)', '  S&P Capital IQ senior index analyst Howard Silverblatt said  the numbers in the Duke survey sound about right for capital  spending this year, but it may not manifest itself in ways that  foster strong growth.', '  “The means to get there, for what we’re looking for, is new jobs. That speaks to a new plant or bringing in that second shift  or expansion,” he said. “We haven’t seen the new plants and the  ships yet.”', '  What Silverblatt did see in the fourth quarter through his data  analysis at S&P is another huge period for stock  buybacks—about 31 percent higher on an annualized  basis. ', '  “More companies are doing it  They have the ability to do  it—the cash is high,” he said. “We still don’t see ... new  plants being built, ships being added. We see a lot of  maintenance work, efficiency things, but not where I’m building a  new plant.”', '  In addition to the simple hope for more capex, there is some  evidence that companies are putting money to work.', '  Mergers and acquisitions, for example, have surged out of the  gate, with $266 billion committed in the U.S. in 2014, the highest  year-to-date level since 2000, according to Dealogic. The $69.8  billion bid from CNBC.com-parent Comcast to purchase Time Warner Cable greatly helped drive that  number.', '  However, M&A is not generally associated with employment  growth, though it can help plant the seeds for future expansion.', '  In the interim, investors, after being content with simply  watching their portfolios grow thanks to cost-cutting and Fed  largesse, have indicated their sentiments are changing.', '  The most recent Bank of America Merrill Lynch Fund Manager  Survey, released earlier this week, showed investors “demanding  corporates put their cash to work in the real economy.”', '  (Read more: Welcome to the good news/bad news economy)', '  A record 69 percent of respondents said companies are  underinvesting, while the gap between investors demanding capex  against returning cash to shareholders also grew to a record 33  percentage points—58 percent to 25 percent.', '  They don’t appear optimistic about getting their way, though,  with eight of 10 predicting below-trend growth and a tendency for  investors to avoid committing their own cash until they see capex  increasing.', '  A survey at the end of 2013 backs up that sentiment, with Factset  predicting just a 1.6 percent increase in 2014 due to a slowdown  in telecom and utilities.', '  Still, the hope persists.', '  “Early on in the recovery capex was the one thing that was really  keeping economic activity afloat,” Porcelli said. “We have since  pulled back as the 2013 number would suggest. What we think is  we’re basically on the verge of better outcomes.”', ' —By CNBC’s Jeff Cox. Follow him on  Twitter @JeffCoxCNBCcom.']"
5,"CNBC’s ‘The Filthy Rich Guide’ Returns for Season Three on Wednesday, May 10th at 10PM ET",2017-05-02T17:06:00+0000,"['There’s Rich…Then There’s FILTHY Rich!', 'ENGLEWOOD CLIFFS, N.J. — May 2, 2017— Imagine a world where not only is a man’s home is his castle… but his other five homes are ALSO castles. Picture a life where tech titans wage their own Space Race and billionaires build private “giga-yachts” that rival cruise ships. Beginning Wednesday, May 10 at 10PM ET, CNBC’s original primetime series “The Filthy Rich Guide” returns with ten all-new episodes, providing a billionaire’s blueprint to understanding the mega-wealthy and the spectacular ways they spend their time and money. “The Filthy Rich Guide” is produced by Cineflix.', 'Does Mariah Carey really spend 100K a month on flowers? Did Nicolas Cage fork over three times that amount for dinosaur bones? How much will PayPal Billionaire Peter Thiel pay to discover a real “fountain of youth”? To understand the habits of these sky-high spenders, you’ll need a Filthy Rich Guide!', '“The Filthy Rich Guide” – Episode 301 – Winning the Wedding Wars, Filthy Rich Internet, Luxury Life Hacks', 'Premiere Episode: Airing Wednesday, May 10th at 10pm ET', 'Filthy Rich bad boy Dan Bilzarian reveals the keys to Instagram immortality. Free Love, Firepower and Felines! Celebrity Wedding Planner Kevin Lee literally moves mountains to win the Billionaire Wedding Wars. Plus, got a dirty Maserati? Bathe it in champagne! Filthy Rich Life Hacks explore the most expensive ways to solve life’s little problems.', '“The Filthy Rich Guide” – Episode 302 – Gifting like a Billionaire, Covering it in Gold, Billionaire People Problems', 'Airing Wednesday, May 17th at 10pm ET', 'What does one get the billionaire who has EVERYTHING? The Filthy Rich think WAY outside the gift box, with rare albino crocodile handbags, or million dollar falcons that demand first class airfare. Does “Mo Money” ACTUALLY equal “Mo Problems?” Ask one billionaire gamer who just can’t turn his frown upside down. Plus, it’s the dawn of a new gilded age where EVERYTHING is better dipped in gold.', 'To learn more about “The Filthy Rich Guide,” visit  http://filthyrichguide.cnbc.com/. Like us on Facebook https://www.facebook.com/FilthyRichGuide and follow us on Twitter https://twitter.com/FilthyRichCNBC.', '“The Filthy Rich Guide” is produced for CNBC by Cineflix (Rich) Inc. with Dave Hamilton and Mike Riley serving as executive producers. Jim Ackerman is the executive producer for CNBC.', 'About CNBC:', 'With CNBC in the U.S., CNBC in Asia Pacific, CNBC in Europe, Middle East and Africa, and CNBC World, CNBC is the recognized world leader in business news and provides real-time financial market coverage and business information to more than 385 million homes worldwide, including more than 94 million households in the United States and Canada. CNBC also provides daily business updates to 400 million households across China. The network’s 15 live hours a day of business programming in North America (weekdays from 4:00 a.m. - 7:00 p.m. ET) is produced at CNBC’s global headquarters in Englewood Cliffs, N.J., and includes reports from CNBC News bureaus worldwide. CNBC at night features a mix of new reality programming, CNBC’s highly successful series produced exclusively for CNBC and a number of distinctive in-house documentaries.', 'CNBC also has a vast portfolio of digital products which deliver real-time financial market news and information across a variety of platforms including: CNBC.com; CNBC PRO, the premium, integrated desktop/mobile service that provides live access to CNBC programming, exclusive video content and global market data and analysis; a suite of CNBC mobile products including the CNBC Apps for iOS, Android and Windows devices; and additional products such as the CNBC App for the Apple Watch and Apple TV.', 'Members of the media can receive more information about CNBC and its programming on the NBCUniversal Media Village Web site at http://www.nbcumv.com/programming/cnbc.', 'For more information about NBCUniversal, please visit http://www.NBCUniversal.com.', 'About Cineflix Media Inc.', 'Cineflix Media creates, produces, and distributes popular factual and scripted content for the global market with operations in Montreal, Toronto, New York, London, and Dublin. Producing approximately 200 hours of network-defining programming per year across a wide range of genres, and with a growing catalogue of 4,500 hours, Cineflix is behind some of TV’s most highly-rated brands.']"
6,Wanted: Investors to upgrade India’s roads,2017-04-24T23:40:35+0000,"['Asia’s third-largest economy has kicked off an international roadshow in Singapore for a masala bond sale aimed at upgrading the country’s highways.', 'The National Highways Authority of India (NHAI) is looking to sell 50 billion rupees ($775 million) worth of the offshore rupee-denominated bond in order to build expressways, economic corridors, bridges and tunnels.', 'With stops to come in Hong Kong and London, the roadshow is a visible sign of Prime Minister Narendra Modi’s commitment to the upgrade of public works, which is seen as critical to future economic growth.', 'India is looking to reduce traffic congestion by building multi-lane roads and increasing the rate of national highway construction, the country’s Minister for Road Transport, Highways and Shipping Nitin Gadkari said at a Nomura event on Monday. Enhancing the monetization of existing infrastructure to fund maintenance and the development of multi-modal hubs were also key goals, he added.', 'New Delhi has already facilitated investments to fund these programs— the government will be injecting $3 billion of annual equity commitments into the newly-formed National Investment and Infrastructure Fund — but Modi wants the private sector to help.', 'To drum up foreign investor interest in India’s road network, the second-largest in the world, policymakers have undertaken a slew of reforms, Gadkari said. Measures include a one-time fund infusion to revive stuck projects, a fast-track dispute resolution and a new model of public-private partnerships that offers lower risk for the private sector. ', 'Innovative technologies, such as electronic toll collection and intelligent transportation systems, are also underway.', 'Previously, confidence in the system was lacking and that impacted decision-making, Gadkari said. “Now, there is a stronger political will. We created confidence in the minds of people so the overall mind-set has changed.”', 'As part of a fiscal incentive package, New Delhi has granted 100 percent tax exemption for five years and duty-free import of specified equipment for highway construction.', 'Investors from more than ten countries already have stakes in various projects, including the U.S., Canada, China and Russia.', 'A former president of the ruling Bharatiya Janata Party, 59 year-old Gadkari assured his audience that corruption and red-tape, common complaints from Indian businesses, were no longer issues.', '“We have zero tolerance against corruption, the system is transparent and each tender is there.”', 'Solid returns awaited long-term investors looking to participate in India’s highway story, Gadkari added. Vehicle sales keep increasing and the compound annual growth rate of road freight is expected to grow 15 percent over the next decade, he said.', '“Every day we collect tolls so we are ready to give you returns daily, monthly or yearly.”']"
7,PetSmart is acquiring Chewy.com for $3.35 billion in largest e-commerce acquisition,2017-04-18T19:46:46+0000,"['PetSmart has made the biggest e-commerce acquisition in history, snatching up fast-growing pet food and product site Chewy.com for $3.35 billion, according to multiple sources familiar with the deal.', 'The deal is a huge one by any standard — bigger than Walmart’s $3.3 billion deal for Jet.com last year — and especially for a retail company like PetSmart that was itself valued at only $8.7 billion when private-equity investors took it over in 2015.', 'More from Recode:Mark Zuckerberg, in his own words, on why AR is Facebook’s next big platform betThe state of the H-1B program, which Donald Trump is now reviewing, in five chartsThese surveillance robots will work together to chase down suspects', 'But Chewy.com has been one of the fastest-growing e-commerce sites on the planet, registering nearly $900 million in revenue last year in what was only its fifth year in operation. The company had been a potential IPO candidate for this year or next, but was taken out by its brick-and-mortar competitor before that.', 'Chewy was founded in 2011 by Ryan Cohen and Michael Day and built a cult following for its excellent customer service, large selection and fast shipping. It had quietly raised at least $236 million in venture capital from investors including Volition Capital, T. Rowe Price and BlackRock.', 'Its under-the-radar status was probably aided by the fact that it was headquartered in Fort Lauderdale, Fla. and not a big e-commerce market like New York, Los Angeles or Seattle. But it did have a big name in the industry as chairman: Mark Vadon, who also co-founded Blue Nile and Zulily.', 'The deal is the type of bet-the-company acquisition by a traditional retailer that commerce-focused venture capitalists have been betting on for some time.', 'PetSmart had announced its intention to acquire Chewy on Tuesday morning, but didn’t disclose a price. PetSmart is owned by a group of private-equity investors led by BC Partners.', '—By JASON DEL RAY, Recode.net. ', 'CNBC’s parent NBCUniversal is an investor in Recode’s parent Vox, and the companies have a content-sharing arrangement.', 'Watch: PetSmart goes private']"
8,Makeup guru Bobbi Brown’s new chapter: Get customers back in department stores,2017-04-19T16:20:48+0000,"['Bobbi Brown, who left her namesake cosmetics company late last year, is taking on a new challenge that’s been baffling a retail industry ravaged by e-commerce: how to create compelling reasons to bring shoppers back to brick-and-mortar stores. The founder of Bobbi Brown Cosmetics was appointed creative consultant at Lord & Taylor this week, kicking off the partnership with a concept store-within-a-store called justBOBBI. “It’s basically a creative pop-up shop that really talks more about lifestyle. There’s beauty in there. There’s beauty tools. There’s great health supplements,” Brown told CNBC’s “Squawk Box” on Wednesday. “We are all buying online. There’s no question,” Brown acknowledged. But justBOBBI is a “way to bring people into the store,” she said. Retailers have to be creative “in order to bring the customer back,” she said, hoping to be that catalyst at Lord & Taylor. “Right now, it’s on LordandTaylor.com and we’re in five stores. And there are plans for growth and new things.” Even with the pressure from online shopping, Brown believes retailers should not abandon physical stores. “People still want to touch and feel things,” she said. “We need talented people hanging around to give a reason for people to come into a store.”', 'Brown started her cosmetics company in 1991. Estee Lauder Cos. bought the brand in 1995. She left Bobbi Brown Cosmetics in December after 25 years. “I’m not the first founder that has left a company. There’s Calvin Klein. There’s Donna Karan,” she told CNBC. “I love the company. I love the company I created. I love the products. I still these products I love.” “But now I have an open slate” and a new challenge at Lord & Taylor, she said. Brown, who built a global brand that started with selling lipsticks shipped in manila envelopes, said entrepreneurs could benefit from guidance she got from Leonard Lauder, the 84-year-old chairman emeritus of Estee Lauder. “As Leonard Lauder once told me, ‘never ask for permission, beg for forgiveness.’ That was great advice,” she said.']"
9,Mexican drug cartels now make money exporting ore,2013-11-29T17:06:00+0000,"['  Mexican drug cartels looking to diversify their businesses long  ago moved into oil theft, pirated goods, extortion and kidnapping,  consuming an ever larger swath of the country’s economy. This  month, federal officials confirmed the cartels have even entered  the country’s lucrative mining industry, exporting iron ore  to Chinese mills.', '  Such large-scale illegal mining operations were long thought to be  wild rumor, but federal officials confirmed they had known about  the cartels’ involvement in mining since 2010, and that the Nov. 4  military takeover of Lazaro Cardenas, Mexico’s second-largest  port, was aimed at cutting off the cartels’ export trade.', 'That news served as a wake-up call to Mexicans that  drug traffickers have penetrated the country’s economy at  unheard-of levels, becoming true Mafia-style organizations.', 'The Knights Templar cartel and its predecessor, the  La Familia drug gang, have been stealing or extorting shipments of  iron ore,  or illegally extracting the mineral themselves and  selling it through Pacific coast ports, said Michoacan residents,  mining companies and current and former federal officials.  The cartel had already imposed demands for “protection payments”  on many in the state, including shopkeepers, ranchers and farmers.', '(Read more: Fed tapering could take iron ore to record highs)', '  But so deeply entrenched was the cartel connection to mines,  mills, ports, export firms and land holders that it took  authorities three years to confront the phenomenon head-on.  Federal officials said they are looking to crack down on other  ports where drug gangs are operating.', '  “This is the terrible thing about this process of (the cartel’s)  taking control of and reconfiguring the state,” said Guillermo  Valdes Castellanos, the former head of the country’s top domestic  intelligence agency. “They managed to impose a Mafia-style  control of organized crime, and the different social groups like  port authorities, transnational companies and local land owners,  had to get in line.”', '  Valdez Castellanos said that even back in 2010, the La Familia  cartel would take ore from areas that were under concession to  private mining companies, sometimes with the aid or complicity of  local farmers and land owners, then sell the ore to processors,  distributors and even, apparently, foreign firms.', '  Mexico’s Economy Department said the problem was so severe that  it prompted the government to quietly toughen rules on exporters  in 2011 and 2012 and make them prove they received their ore from  established, recognized sources.', '  (Read more: Iron ore prices  set to rise despite China slowdown)', '  Many exporters couldn’t. In 2012, the department denied export  applications from 13 companies, because they didn’t meet the new  rules. And the problem wasn’t just limited to Michoacan, or the  Knights Templar cartel.', '  “Since 2010, evidence surfaced of irregular mining of iron in the  states of Jalisco, Michoacan and Colima,” the department said in a  statement to The Associated Press.', '  “That illegal activity was encouraged by the great demand for  iron by countries such as China, to develop their industries,”  according to the department.“Many trading companies began to  build up big stockpiles of legally and illegally obtained iron  (ore), that was later shipped out for export.”', '  A Mexican federal official, who was not authorized to speak on  the record, said the cartels would use a combination of threats  and outright theft to get the ore from mines. He said the nexus  between the cartels and export companies was key.', '  (Read more: Mexican  Drug Cartel Enters Coal-Mining Business)', '  “They extort the merchandise from mining companies and then  export it through legal companies, or they rob trucks full (of  ore) that later turn up in a legal manner, through a distributor,  and export it,” said the official. “The incredible thing is  that they export it, these guys are exporting to South America  and Asia.”', '  Ofelia Alcala, a resident of the Michoacan mining village of  Aquila, said that since 2012, the Knights Templar cartel demanded  residents hand over part of the royalty payments from a local  iron ore mine operated by Ternium, a Luxembourg-based consortium.  Alcala, a member of a self-defense group that rose up in arms in  Aquila this summer to kick the cartel out, said the cartel also  had been hiring people to extract the ore without permits, and  then exporting it through another Pacific coast port, Manzanillo.', '  “They weren’t content with getting our money and robbing our  trucks, so they began secretly extracting our minerals,” Alcala  said.', '  Ternium said in a statement that it has received reports of  irregular mining near its operations in Aquila.', '  (Read More: New BHP CEO takes pay cut as miners suffer, strips out top jobs)', '  “Those have been passed on to the appropriate authorities,” the  company said in a statement.', '  Government figures show the amount of iron ore being exported to  China quadrupled between 2008 and the first half of 2013, rising  to 4.6 million tons per year, precisely during the period the La  Familia cartel and later the Knights Templar cemented their  control over Michoacan.', '  In 2008,Lazaro Cardenas handled only 1.5 percent of Mexico’s iron  ore exports to China;by mid-2013, the seaport was shipping out  nearly half.', '  In 2010,the attorney general’s office estimated the cartels  shipped 1.1 million tons of illegally extracted iron ore abroad  that year.', '  Officials said the export scheme may have involved other sea  ports, and that more military takeovers may be necessary.', 'The cartel mining issue also resurfaced last year in the  coal-mining state of Coahuila bordering Texas. The former  governor, Humberto Moreira, called a press conference to claim  that Heriberto Lazcano, leader of the Zetas cartel, was running  illegal coal mining ventures and partnering with legitimate ones.  So far, none of the accusations have been proven.', '  The only known arrests related to cartel mining operations  occurred in Michoacan in 2010, when Ignacio Lopez Medina, an  alleged member of La Familia, was accused of selling ore  illegally to China, the federal Attorney General’s Office said at  the time.', '  But the arrest apparently came to little; the Attorney General’s  Office could not say whether Lopez Medina had been tried or  convicted of that crime, nor could The Associated Press determine  if he is represented by a lawyer or is still in custody.', '  The Chinese Chamber of Commerce did not immediately respond to  requests for information on companies that have been involved in  buying ore from cartels, knowingly or otherwise.', '  (Read More: China’s big  moment—the  commodities set to benefit)', '  The Chinese Foreign Ministry declined to comment on whether China  had any measures in place to ensure the legal provenance of such  imports.', '  The iron ore, meanwhile, has both swelled the cartels’ bankrolls,  giving them more money to buy guns and bribe officials, and fed  the hunger of Asian steel mills.', '  And it maybe a two-way trade: Precursor chemicals the cartel uses  to make methamphetamines often arrive from China at both the  Lazaro Cardenas and Manzanillo ports.', ' —By Associated Press.']"
