,company,date,title,content
0,By Reuters,"<span>Jan 30, 2020 10:27PM ET</span>",State of emergency declared as bushfire threatens Australian capital,"By Colin Packham
SYDNEY (Reuters) - Australian officials declared a state of emergency for the capital city of Canberra and surrounding regions on Friday, as soaring temperatures and strong winds threatened to propel a large bushfire beyond the control of firefighters.
Andrew Barr, Chief Minister for the Australian Capital Territory (ACT), said the decision to declare the first state of emergency since fatal wildfires in 2003 indicated the potential danger over the weekend.
Officials said an uncontrolled fire in the ACT's south, on the doorstep of Canberra, had grown to 185 sq km, almost 8% of the territory's land mass.
""This fire may become very unpredictable. It may become uncontrollable,"" Barr told reporters in a televised briefing. ""The combination of extreme heat, wind, and a dry landscape will place suburbs in Canberra's south at risk.""
Australia's federal parliament is located in Canberra, which is also home to several government and independent institutions as well as national museums. Four people died and almost 500 homes were destroyed in the 2003 Canberra fires.
The state of emergency declared on Friday will run for 72 hours, giving authorities greater powers to order evacuations, close roads and take control of private property.
Heatwave conditions are also expected to sweep through Victoria and New South Wales states over the weekend, where some 80 fires are burning. 
In neighboring New Zealand, where smoke from the Australian blazes has turned glaciers brown, firefighters were battling to contain around 25 fires that spread rapidly to cover around 100 hectares on the South Island. Heatwave conditions were also forecast for much of the country over the weekend.
Australia has been battling bushfires across its east coast that have killed 33 people and an estimated 1 billion native animals since September. Around 2,500 homes have been destroyed as more than 11.7 million hectares (117,000 sq km) have been razed.
Key events on Friday in the bushfire crisis:
** There were 58 active fires in NSW state, 20 in Victoria and 22 in South Australia.
** Temperatures across NSW and Victoria states were forecast to reach 40 degrees Celsius (104 degree Fahrenheit) on Friday.
** The Australian Energy Market Operator, attempting to prevent supply shortages, urged people in Victoria to restrict energy use on Friday evening when demand is expected to peak because of unusually high humidity.

** Prime Minister Scott Morrison, who critics say has not done enough to address the impact of climate change, on Friday pledged funding for emissions reduction projects as part of a A$2 billion ($1.37 billion) package to increase gas supplies in NSW.
 
"
1,By Reuters,"<span>Jan 30, 2020 09:05PM ET</span>",Pentagon chief defends Trump after traumatic brain injury comments,"WASHINGTON (Reuters) - U.S. Defense Secretary Mark Esper on Thursday defended President Donald Trump's response to American troops' being diagnosed with traumatic brain injuries from Iran's missile strike, saying he cared about the service members, as the number of service members diagnosed increased to 64. 
Last week, Trump appeared to play down the injuries, saying he ""heard that they had headaches and a couple of other things,"" prompting criticism from lawmakers and a U.S. veterans group.
Of the 64 service members who have been diagnosed, 39 had returned to duty, the military said.
""I've had the chance to speak with the president; he is very concerned about the health and welfare of all of our service members, particularly those who were involved in the operations in Iraq, and he understands the nature of these injuries,"" Esper said during a news conference on Thursday. 
Army General Mark Milley, chairman of the military's Joint Chiefs of Staff, said the service members suffering from traumatic brain injuries had been diagnosed with mild cases. He added the diagnosis could change as time went on. 
Pentagon officials have said there had been no effort to minimize or delay information on concussive injuries, but its handling of the injuries following Tehran's attack has renewed questions over the U.S. military's policy regarding how it deals with suspected brain injuries.
""(Traumatic brain injury) manifests itself over time. ... I still believe that morning there were no casualties reported,"" Esper said.
Since 2000, about 408,000 service members have been diagnosed with traumatic brain injury, according to Pentagon data.
Iran fired missiles at the Ain al-Asad base in Iraq in retaliation for the U.S. killing of a top Revolutionary Guard general, Qassem Soleimani, in a drone strike at Baghdad airport on Jan. 3.

The missile attacks capped a spiral of violence that had started in late December. Both sides have refrained from further military escalation.
 
"
2,By Reuters,"<span>Jan 30, 2020 08:19PM ET</span>",Brazil's Bolsonaro visits hospital for hernia complication: source,"By Lisandra Paraguassu
BRASILIA (Reuters) - Brazilian President Jair Bolsonaro visited a hospital in Brasilia on Thursday night, leaving without speaking to reporters, with a source familiar with the matter saying the president had felt discomfort in his abdomen.
The source, speaking on condition of anonymity, said a medical team was weighing whether to replace mesh that was put in Bolsonaro's abdomen to treat a prior hernia.
Government representatives could not be reached for comment on the reason for the visit.
Bolsonaro, 64, was stabbed by an attacker on the campaign trail in 2018 and has repeatedly sought follow-up treatment for the injury and related issues.
He has undergone four surgeries since the attack, with the most recent operation using the mesh to correct a hernia in the area where he was stabbed.
Thursday's hospital visit was not on Bolsonaro's official agenda for the day, which was set to end after he visited the state of Minas Gerais where heavy rains and flooding last week led to the deaths of more than 50 people."
3,By Reuters,"<span>Jan 30, 2020 07:50PM ET</span>",'Dawn of a new era': UK's Johnson 'respectfully' marks Brexit day,"By Elizabeth Piper
LONDON (Reuters) - Prime Minister Boris Johnson will hail Brexit day on Friday as ""the dawn of a new era"" and pledge to unite Britain in an address to the nation which he hopes will draw a line under years of angry debate over the European Union.
On the day the United Kingdom ends its more than 40-year membership of the EU, Johnson, the face of the Brexit campaign, wants to avoid seeming triumphalist. 
He says he will celebrate ""respectfully"" to mark the country's most significant geopolitical shift since World War Two, one that has also left deep wounds.
When Britain leaves, little will change immediately. Johnson has until the end of the year to negotiate a new trade and future relationship deal with the bloc -- something that the EU has repeatedly warned will not be easy. 
But on Friday Johnson, who gambled with his reputation and future career by backing the Leave campaign in 2016, will toast Britain's much-delayed departure with his team at his Downing Street residence, shunning some more extravagant parties planned in the capital by Brexit supporters.
He will also be keen to move the debate on, to concentrate on meeting election pledges to help voters in more deprived regions of Britain that secured his governing Conservative Party a landslide victory in December. Some in his team joke that the word ""Brexit"" will be banned after Friday.
""This is the moment when the dawn breaks and the curtain goes up on a new act,"" Johnson will say in a television address due to be aired late on Friday.
""This is the dawn of a new era in which we no longer accept that your life chances -- your family's life chances -- should depend on which part of the country you grow up in. 
""This is the moment when we begin to unite and level up,"" he will say, according to extracts released by his office.
GETTING BREXIT DONE
After years of political wrangling in the wake of the June 2016 EU referendum, Johnson won December's election by winning over many voters who traditionally supported the opposition Labour Party with the simple message ""get Brexit done"".
With a large majority of 80, the prime minister now has more freedom to mould Britain's agenda than any Conservative government since the days of Margaret Thatcher in the 1980s.
But he also inherits a country where arguments about whether to stay in or leave the EU have divided towns, villages, friends and families for more than three years, and where many people increasingly distrust politicians.
While wanting to celebrate Brexit, Johnson is also fearful of alienating the millions of Britons who supported staying in the bloc, especially in Scotland and Northern Ireland. 
Nationalists in Scotland are increasingly pressing for a new independence vote there, while the Brexit saga has fueled talk in Northern Ireland of reunification with EU-member Ireland.
European Union chiefs vowed on Friday to find new ways of working together with Britain ""as allies, partners and friends"". 
Johnson also wants to try to draw a line under the decades of painful battles over Europe within the Conservative Party which contributed to the downfall of four of his predecessors - Thatcher, John Major, David Cameron and Theresa May.
Instead, he will focus on boosting funding for, and delivering infrastructure projects to, northern and central England, where thousands of Labour supporters switched to vote Conservative, often for the first time. 
""Our job as the government -- my job -- is to bring this country together and take us forward,"" Johnson will say.

  ""And the most important thing to say tonight is that this is not an end but a beginning ... It is a moment of real national renewal and change.""
 
"
4,By Reuters,"<span>Jan 30, 2020 07:07PM ET</span>",Trump vows to reverse course on deportations of Iraqi Christians,"By Ted Hesson
WASHINGTON (Reuters) - U.S. President Donald Trump promised on Thursday during a speech in Michigan to reverse course on some deportations of Iraqi Christians whom his administration sought to remove earlier in his term, but gave no specifics.
Trump said during an event at an auto parts manufacturer in the city of Warren that his administration would grant an ""extension"" to Iraqi Chaldean Catholic immigrants, a group that has been targeted for immigration enforcement during his presidency.
""We're going to make sure that we do everything we can to keep people who have been good to this country out of harm's way,"" Trump said. ""When I get back, we're going to give those who need it an extension to stay in our country.""
Trump hopes to be reelected in November and Michigan, which he won narrowly in 2016, could be a competitive battleground during the campaign.
Trump launched a broad immigration crackdown after taking office that included arrests of Iraqi Chaldean Catholics with outstanding deportation orders in the Detroit area, some of whom had lived in the United States for decades.
Some of the arrests took place in Michigan's Macomb County, which Trump won by 53.6 percent in 2016 with the support of many in its Iraqi Christian community.
Federal immigration authorities previously had been unable to remove the Iraqi immigrants because the government in Baghdad would not accept them. But Iraq agreed in 2017 to accept U.S. deportees as part of a deal to remove it from the Trump administration's travel ban list.
Advocates have argued the Iraqi Christians deported to Iraq could be targeted in that country as a religious minority. They also contend some face deportation because of old or relatively minor criminal convictions.
In a case that received widespread media attention last year, a 41-year-old Iraqi national who had lived in the United States for most of his life died after being deported to Iraq.
The man, Jimmy Aldaoud, suffered from mental health issues and diabetes, and his family said at the time that he died because he could not get access to care in Iraq.
Trump told the crowd in Warren he had discussed the issue of Iraqi Christians with lawmakers during the flight from Washington, but did not give more details.
The White House said five Republican lawmakers from the state attended the event, which focused on the new North American trade agreement.
The White House did not immediately respond to a request for comment."
5,By Reuters,"<span>Jan 30, 2020 05:13PM ET</span>",Colombia appoints former human rights adviser as attorney general,"BOGOTA (Reuters) - Colombia's Supreme Court on Thursday appointed Francisco Barbosa, a lawyer with close ties to President Ivan Duque, as the country's new attorney general.
Barbosa, 46, previously served as a presidential adviser on human rights and international affairs. He studied law at Sergio Arboleda University alongside Duque, who included him in a list of three nominations presented to the court, which unanimously selected him for a term of four years.
The new attorney general replaces Nestor Humberto Martinez, who resigned in May last year.
Martinez resigned in protest after a special court charged with prosecuting war crimes denied U.S. extradition of a former leader of the Revolutionary Armed Forces of Colombia (FARC), who had been accused of drug trafficking.
Barbosa formerly served as a legal adviser for a number of public and private organizations, where he assisted on human rights. He was also a professor in several universities in Bogota.
Attorney general is one of the most important positions in Colombia. The attorney general leads investigations against corruption, drug and arms trafficking, murders and kidnappings, among other areas."
6,By Reuters,"<span>Jan 30, 2020 04:49PM ET</span>",Colombia rejects Venezuelan proposal to resume diplomatic relations,"BOGOTA (Reuters) - Colombia rejected a proposal to resume diplomatic relations with Venezuelan President Nicolas Maduro's government on Thursday, amid a dispute over a fugitive former Colombian congresswoman who was captured in Venezuela.
Maduro abruptly cut diplomatic relations with neighboring Colombia last February after Colombian President Ivan Duque helped Venezuelan opposition politicians deliver humanitarian aid to their crisis-stricken country.
Colombia, like the majority of Western democracies, recognizes Venezuelan opposition leader Juan Guaido as the country's legitimate president.
""We see little possibility to provide consular and other services in Venezuela, plainly and simply because of the constant aggressions doled out by the dictatorship against many countries that have rejected it,"" Duque told journalists Thursday.
Maduro proposed the resumption of consular relations between the countries on Wednesday, as Colombia seeks the extradition of former Colombian congresswoman Aida Merlano. Merlano was detained in January in Venezuela's Zulia state, which borders Colombia, four months after she escaped custody in Venezuela.
The former lawmaker, imprisoned in Colombia for buying votes in 2018, made a dramatic escape by lowering herself by rope from a second-floor orthodontist's office last October. She fled on the back of a motorbike.
Maduro and officials in his government said on Wednesday that Merlano had told them stories of corruption among Colombia's political class, hinting they could reveal them. Merlano was charged by a Venezuelan court with identity theft, using fake documents and conspiring to commit crimes.
""They shouldn't mock the laws and institutions that would see Aida Merlano deported, so that she can face the full weight of Colombian law,"" Duque said. ""She is a criminal and we hope she will arrive in our country to be judged and sentenced in accordance with the crimes she has committed.""
Colombia asked Guaido to secure her extradition this week. The opposition leader committed to doing so, but he has no control over Venezuela's police or judiciary."
7,By Reuters,"<span>Jan 30, 2020 04:37PM ET</span>","In Brussels, a quiet last nod for Brexit and a rainy 'au revoir'","By Marine Strauss and John Chalmers
BRUSSELS (Reuters) - Brexit cleared its last formal hurdle in Brussels on Thursday, setting Britain's Jan. 31 exit from the European Union in stone, but it was an unceremonious moment and a party in the heart of the EU's capital to say ""au revoir"" was a rain-drenched washout.
The 27 EU member states that Britain will leave behind at midnight in Brussels on Friday approved the withdrawal agreement reached last October after more than three years of tortuous negotiations.
Their green light came by so-called ""written procedure"", shorthand for an email from each member state.
That stood in stark contrast to the emotion and drama that gripped the European Parliament's vote on the historic agreement on Wednesday, as British Brexit Party lawmakers cheered and waved mini Union Jack flags, while others wept over Britain's departure from the EU after nearly half a century of membership.
Britain will no longer be an EU member state from Saturday, and it will be considered a third country.
However, it will enter a transition period until the end of December that is meant to give citizens and businesses time to adapt. During the transition, Britain will continue to apply EU laws but will no longer be represented in EU institutions.
A concert organized by the city of Brussels to celebrate its friendship with Britain got off to a miserable start on Thursday as rain lashed the majestic Grand Place.
Tourists scurried across the square as music blared before a light show that would project the colors of the Union Jack onto buildings. There was a London black cab on display and a traditional British red telephone booth that had to be covered over with plastic sheeting because the rain was leaking through.
Nearby, the famous statue of a little boy urinating – the Manneken Pis – had been dressed in a Union Jack waistcoat.
Despite the cold and wet weather, a more raucous party, called by British Green EU lawmaker Magid Magid via Facebook (NASDAQ:FB), took place later in the day at the bar-lined Place Luxembourg, a few steps from the EU parliament, where young people working for EU institutions regularly meet on Thursday nights for drinks.
""I am sad, but also it is good that Brexit is finally done, they've taken so long,"" said Tomaso, 25, an Italian assistant to a member of the European Parliament.
Tomaso, who studied in Britain and has a girlfriend there, came to show support to his British colleagues, many of whom lost their jobs as assistants as British MEPs returned home.
Among the Brits at the event at Place Luxembourg, the mood was somber.
Amy, 23, a Briton working for a nongovernmental organization in Brussels, expressed sadness and added that she was worried she would no longer be able to stay in Belgium.
""It all happened because there was a lot of fake news, disinformation, a sense of trying to regain an empire,"" she said, ""but now there isn't anything we can do about it, it's happening.""
""UKmissEU""
Brexit Day will be more muted in Brussels than across the Channel, where its supporters in London's Parliament Square (NYSE:SQ) will celebrate their triumph 3-1/2 years after a referendum in which Britons voted to leave the EU. 
A Union Jack in the building of the European Council in Brussels will be lowered at 7 p.m. local time (1800 GMT) on Friday, and put away with the flags of non-EU countries. 
""They have to keep them in case (UK Prime Minister) Boris Johnson ever wants to come here,"" said an EU official, who declined to be named. 
The European Parliament plans to place one of its British flags in the House of European History, a nearby museum that recounts the history of Europe since 1789. 

At the UK's Representation Office in Brussels, the EU flag will be lowered at the end of the working day on Friday. On Saturday the name plate outside the building will be replaced, and it will now be known as the UK Mission to the European Union, which some have already dubbed ""UKmissEU'.
 
"
8,By Reuters,"<span>Jan 30, 2020 04:25PM ET</span>",Mali plans to increase the size of its army to rein in jihadists,"BAMAKO (Reuters) - Mali will increase the size of its army by about 50% in a recruitment drive this year aimed at uprooting jihadist groups, Prime Minister Boubou Cisse said on Wednesday.
The plan is to hire 10,000 new soldiers in the coming months to ""allow our armed and security forces to be much more present in quantity and I hope in quality in areas where they were not,"" Cisse said.
He did not say how much the increase would cost or how the arid West African country would pay for it when military costs already take up a significant part of the budget.
It was also not clear how it would lure people into an army whose troops are frequently killed in attacks by Islamists.
The army declined to say how many troops it has now, but the World Bank estimated there were 18,000 armed forces personnel in 2017.
Former colonial power France intervened in 2013 to drive back militants who had seized northern Mali in 2012, but groups allied with al Qaeda and Islamic State have sprung back.
Much of central and northern Mali is largely lawless, and groups use the area as a base from which to launch attacks across neighboring Niger and Burkina Faso.
France has 4,500 troops in Mali and the wider Sahel and local international forces have also teamed up to contain the problem, but attacks have continued.
About 20 soldiers were killed in a pre-dawn attack on an army camp in the center of the country on Sunday and 24 others were killed when militants attacked a patrol in the north in November.
France warned on Monday against possible U.S. troop cuts in West Africa, worried about the impact on logistical support and intelligence gathering."
9,By Reuters,"<span>Jan 30, 2020 04:19PM ET</span>",Mexican leader plays 'matador' to manage Trump migration charge,"By Dave Graham
MEXICO CITY (Reuters) - Days after Donald Trump entered the White House in 2017, Mexico's Andres Manuel Lopez Obrador stood on U.S. soil and likened the American's treatment of migrants to Nazi Germany's persecution of Jews.
That was then.
Since assuming the Mexican presidency 14 months ago, the leftist Lopez Obrador has thrown huge resources behind Trump's goal of cutting illegal migration from Central America. And he speaks publicly of the ""friendship"" binding him to his U.S. counterpart.
Threatened with tariffs by Trump, Lopez Obrador has sent thousands of National Guard troops to police Mexico's borders. The result, according to Washington, is a more than 70% drop in migrant detentions on the U.S.-Mexico frontier since last May.
Since Lopez Obrador agreed in June to tighten the border, tensions have eased. But Trump still says Mexico must pay for his planned border wall and he has used ongoing gang violence to press for more cooperation on migration and security.
""He's like a matador facing Trump who's like a bull that charges you at will,"" said Lorenzo Meyer, a historian at the Colegio de Mexico and friend of Lopez Obrador.
""It's against the nature of Andres Manuel Lopez Obrador to be so polite, but he doesn't have another (option).""
A history buff fond of making references to foreign invasions of Mexico, Lopez Obrador must walk a fine line to keep Trump at bay while protecting his image as a pugnacious patriot reclaiming his country for the poor and downtrodden.
That Lopez Obrador would help a U.S. leader widely reviled in Mexico for describing its people as rapists and drug-runners during his 2015-16 election campaign, sits uneasily with both supporters on the left and critics on the right.
""(It's) submission and political obedience, not free self-determination,"" said Enrique Vidal of human rights group Fray Matias de Cordova, who watched the National Guard rounding up a caravan of Central American migrants on Mexico's southern border last week to avert a fresh conflict with Trump.
Critics of Lopez Obrador say yielding to Trump has only encouraged him to demand more. Some argue Mexico should have called Trump's bluff on his tariffs threat because of the damage it would also have done to U.S. economic interests.
In February 2017, Lopez Obrador addressed Mexicans in Los Angeles and likened the Trump administration to the regime of Nazi dictator Adolf Hitler for its attitude to migrants.
But his National Guard is now widely viewed as a de facto wall against migrants reaching the U.S. border, prompting Trump to claim this week that his border wall ""is ultimately and very nicely being paid for by Mexico.""
Lopez Obrador sidestepped the question when asked to respond to Trump at a news briefing on Wednesday, casting criticism of his migration policy as an attempt by adversaries to draw him into a dispute with the United States.
""Listen: love and peace, they can try and prod us all they like, but we won't take the bait,"" he said.
Pollsters say the Mexican leader is getting away with his volte-face so far, taking the public with him on his tougher approach to migrants, whom he has depicted as victims of unscrupulous traffickers.
A July survey in newspaper Reforma showed 55% of Mexicans favored deporting Central American migrants back home."
