,company,date,title,content
0,By Reuters,"<span>Sep 01, 2017 04:10AM ET</span>",Euro zone factory activity rises in August on strong demand: PMI,"By Rahul Karunakar
Euro zone manufacturing activity accelerated in August, clocking the fastest rise in export orders since February 2011 despite a strengthening currency, a business survey showed.
Along with evidence of slowly-rising pricing power for businesses, the data may bolster confidence in the European Central Bank to make - and go ahead with - plans to reel back its massive asset purchases program later this year.
IHS Markit's Manufacturing Purchasing Managers' Index for the euro zone rose to 57.4 in August, in line with the preliminary reading and up from 56.6 in July.
The latest factory PMI matched where it was in June, which was the highest since April 2011 and well above the 50 level that separates growth from contraction.
Strong manufacturing growth was recorded broadly across all major euro zone economies, with German factory activity also rising to the best since early 2011.
""The euro zone's impressive manufacturing upturn regained momentum in August, with a summer surge in factory activity suggesting rising goods production will support another strong GDP reading in the third quarter,"" said Chris Williamson, chief business economist at IHS Markit, in a release.
""Producers across the region are benefiting from rising domestic demand as economic recoveries gain momentum, as well as surging export sales.""
An index measuring output, which feeds into a composite PMI due on Tuesday, jumped to 58.3 from 56.5 in July, and slightly higher than the flash estimate of 58.1. The backlogs of work index rose to an 11-year high, a good sign for future output.
Solid euro zone growth this year has led to expectations for the ECB to move away from its ultra-easy policy and has pushed the euro over 12 percent higher against the dollar in 2017.
Still, the export orders sub-index, which also includes trade within the euro area, rose to the highest in 6-1/2 years to 58.5 in August, in line with the flash estimate and up sharply from 56.8 in July.
That improvement in demand was for products from across the nations in the euro zone broadly, with German export orders rising at the fastest pace since May 2010.
The survey also showed price pressures strengthened a bit in August with input costs rising the fastest since May and output prices increasing at a faster rate than in the previous month.
Euro zone inflation rose more than expected to 1.5 percent in August, according to official data published on Thursday.

But inflation in the 19-country currency bloc is well below the central bank's target of just below 2 percent and wage pressures have remained largely absent.
 
"
1,By Reuters,"<span>Sep 01, 2017 04:00AM ET</span>",Australia central bank seen keeping rates steady at September meeting: Reuters poll,"SYDNEY (Reuters) - Australia's central bank is seen as all but certain to keep its cash rate at a record low of 1.5 percent at its monthly policy meeting next week, a Reuters poll of economists found. 
Out of 42 economists polled by Reuters, 41 forecast the Reserve Bank of Australia (RBA) would stand pat at its policy meeting on September 5.
The RBA eased twice last year but has since held steady as it balances the risk of fuelling further borrowing in the country's red-hot property market against tepid inflation. 

While the majority predicted the central bank would keep rates steady until the middle of next year, 16 of 28 respondents forecast that it would tighten by December next year, against one who expects an easing.
 
"
2,By Seeking Alpha,"<span>Sep 01, 2017 03:13AM ET</span>",Strong manufacturing seen in China,Original article
3,By Reuters,"<span>Sep 01, 2017 01:20AM ET</span>",Japan seen posting 37th straight current account surplus in July,"TOKYO (Reuters) - Japan was seen likely to post a 37th consecutive monthly current account surplus in July, a Reuters poll found on Friday, reflecting an expected rise in income from overseas investments. 
The poll of 19 analysts forecast a current account surplus of around 2 trillion Japanese yen ($18 billion) in July from 935 billion yen in June. 
""Although the trade surplus likely shrank, a softer yen from a year earlier likely inflated income from overseas investment,"" an analyst at Shinkin Central Bank said in the survey.
Takeshi Minami, chief economist at Norinchukin Research Institute, says Japan will likely maintain a current account surplus this year because of more upbeat economic conditions overseas.
""Interest rates and stock prices overseas are higher than those of Japan, so interest revenue and investment income are expected to rise."" 
The finance ministry will announce the data at 8:50 a.m. Japan time on Friday (2350 GMT Thursday).
Japan's trade and current account surpluses have been criticized by U.S. President Donald Trump in his ""America First"" campaigning. 
Japan's exports rose for an eighth straight month in July on robust shipments to the United States and a boost from a weak yen.

($1 = 110 yen)
 
"
4,By Reuters,"<span>Aug 31, 2017 09:50PM ET</span>",China August factory activity picks up to six-month high as orders surge: Caixin PMI,"BEIJING, Sept 1 (Reuters) - China's manufacturing activity expanded at the fastest pace in six months in August, a private survey showed on Friday, buoyed by a surge in export orders and higher prices. 
Total new business grew at the strongest rate in more than three years, while export orders saw the sharpest increase in over seven years, pointing to robust demand at home and abroad. 
The Caixin/Markit Manufacturing Purchasing Managers' Index (PMI) rose to 51.6 in August, compared with 51.1 in July and beating economists' expectations for a slight dip to 50.9.
The reading remained above the 50-point mark that separates growth from contraction for the third straight month.
The Caixin readings followed a similarly stronger-than-expected official manufacturing survey on Thursday, though the official reading had shown a softening in export orders for Chinese goods.
The private survey tends to focus on smaller firms while the official PMI covers mostly larger firms, many of them state-owned manufacturers. 
In line with the official survey, Caixin's PMI also showed stronger increases in input and output prices, with companies passing on price increases to their customers.
Prices of industrial commodities and building materials, in particular, have surged in China this year due to a year-long construction boom and government efforts to reduce excess capacity by shutting inefficient and heavily polluting mines and mills.
The survey also showed manufacturers stepped up purchases of parts and materials for the third straight month as orders continued to increase, with business confidence hitting a five-month highs.
""Overall operating conditions of the manufacturing sector improved further as market demand strengthens, but if prices rise too quickly the profitability of companies in the middle of a supply chain may be under pressure."" Zhengsheng Zhong, Director of Macroeconomic Analysis at CEBM Group, said in a note accompanying the data release.
Futures prices for steel reinforcing bars used in construction have risen around 11 percent so far this month and 51 percent this year.
While the Caixin output reading slipped slightly, the new export orders sub-index surged to 54.6, the highest reading since March 2010. 
After a two-year slump, China's exports have rebounded this year on the back of strong global demand while avoiding any major pitfalls from rising protectionist rhetoric from U.S. President Donald Trump.
China's economy grew by a faster-than-expected 6.9 percent in the first half, with exports and retail sales adding to the momentum from an infrastructure building spree and record lending by state-controlled banks last year.
And while China watchers still maintain the economy will start to lose some steam eventually, as higher financing costs for companies and a cooling property market start to weigh on activity, some are starting to raise growth expectations for the year.
Moody's said on Wednesday that surprisingly strong data in the first half of the year had prompted it to raise its 2017 growth forecast for China to 6.8 percent from 6.6 percent.

 
"
5,By Investing.com,"<span>Aug 31, 2017 09:48PM ET</span>","Caixin manufacturing PMI jumps to 51.6 in August, three-year orders high","Investing.com - The Caixin manufacturing PMI jumped in August to 51.6, beating a 50.9 level expected, data showed on Friday, showing the fastest pace of new orders in three years.
The figure follows the official manufacturing Purchasing Managers' Index from China on Thursday came in at 51.7 in August, beating expectations. Analysts polled by Reuters expected China to post official PMI of 51.3 for August, a tick down from 51.4 in July. A reading above 50 indicates expansion, while a reading below that signals contraction.
"
6,By Reuters,"<span>Aug 31, 2017 08:40PM ET</span>",Japan's factories sustain solid growth in August as orders quicken: PMI,"TOKYO (Reuters) - Japanese manufacturing activity expanded at a solid clip in August as domestic and export orders picked up, a private survey showed on Friday, suggesting the economy will continue to grow at a healthy though possibly more modest pace.
The Markit/Nikkei Japan Final Manufacturing Purchasing Managers Index (PMI) inched up to 52.2 in August on a seasonally adjusted basis, less than a flash reading of 52.8 but just above a final 52.1 in July.
The index remained above the 50 threshold that separates expansion from contraction for the 12th consecutive month.
Japan's economy expanded by a much stronger-than-expected annualized rate of 4.0 percent in April-June, the fastest in more than two years.
But signs of softening in June and July, particularly for export orders, had raised concerns that global demand may be faltering after a strong start to the year.
The latest survey showed orders picking up again in August, though the increase was modest and not as strong as the preliminary reading had suggested.
The final index for new orders was 51.9, well below the preliminary index of 52.7 and only slightly higher than a final 51.8 in July. 
The index for new export orders was also revised down to 51.3 from a flash reading of 52.2. That compares with a final 50.9 in the previous month.
""(The) survey showed growth moving broadly sideways, maintaining the recent positive trend of improvement in the health of the manufacturing sector,"" said Paul Smith, senior economist at IHS Markit, which compiles the survey.
Input prices continued to rise sharply though only 4 percent of the companies surveyed said they were able to pass on some of the increase to consumers, a further setback for the Bank of Japan's efforts to reach its elusive 2 percent inflation target. ] 
The final PMI data come one day after government data showed industrial output fell more than expected in July as manufacturers curbed output of electrical machinery.

Manufacturers said they expected output to rise in August and fall in September, suggesting factory activity is losing a little momentum after faster gains earlier this year.
 
"
7,By Reuters,"<span>Aug 31, 2017 08:30PM ET</span>",South Korea inflation hits five-year high in August as fresh food prices soar,"SEOUL (Reuters) - South Korea's annual inflation surged in August to its highest in more than five years as heavy rain and a summer heatwave pushed up the price of fresh foods, government data showed on Friday.
The consumer price index rose 2.6 percent in August from a year earlier, Statistics Korea said, accelerating from a 2.2 percent rise in July, and marking its fastest rise since April 2012 when the index also gained 2.6 percent on-year.
It compared to a 2.2 percent rise tipped in a Reuters survey of analysts' expectations. 
""Seasonal factors such as the heatwave, as well as the incident related to contaminated eggs across the country lifted up fresh food prices,"" said Kim Doo-un, an economist at Hana Financial Investment.
Kim said the sudden surge in prices was not from an increase in domestic demand, adding that he saw consumer prices remaining volatile through the October shopping season when South Koreans celebrate the national Chuseok holiday. 
The price of eggs soared 53.3 percent in August on-year after eggs from some local farms were found to be contaminated with a potentially harmful pesticide.
The price of radish and tomatoes surged 71.4 percent and 45.3 percent respectively, pushing up the overall price gains of fresh food costs to 18.3 percent on-year.
In monthly terms, inflation gained 0.6 percent from July.
Core inflation, which strips out volatile food and fuel prices, was 1.8 percent in August, unchanged from July.
Inflation this year has lingered near the Bank of Korea's inflation target of 2 percent as private consumption has improved.

Revised second quarter gross domestic product growth data issued released earlier on Friday showed the economy expanded 0.6 percent from a quarter earlier versus 1.1 percent growth in the first quarter.
 
"
8,By Reuters,"<span>Aug 31, 2017 07:20PM ET</span>","Australia manufacturing still growing, pulse slows: survey","SYDNEY (Reuters) - Australian manufacturing activity continued to expand in August with firms upbeat on the outlook for the next 12 months, although a dip in export orders dragged on the pace of growth, a survey showed on Friday.
The Commonwealth Bank and IHS Markit Purchasing Managers' Index (PMI) dipped to a seasonally adjusted 53.5 in August, from 54.4 in July. That was the lowest reading in a year, but was still comfortably above the 50.0 threshold between expansion and contraction.
The survey showed a marginal fall in export orders, the first decline in the 16-month history of the series.

Yet there were reports of underlying demand strength domestically and over 65 percent of the survey panel forecast an increase in output over the next 12 months.
 
"
9,By Reuters,"<span>Aug 31, 2017 04:50PM ET</span>",Brazil consumers drive recovery as investment lags,"By Bruno Federowski
SAO PAULO (Reuters) - Brazilian policymakers and economists have for years promised that a surge in corporate investment would lift Latin America's largest economy out of its worst recession. Investors are not buying it.
While consumers are loosening their purse strings, Brazilian companies must deal with heavy debt loads and employ idle capacity before they boost investment in new machines or facilities, economic data shows.
Instead the economic recovery has some investors betting that consumer-facing firms - such as retailers, healthcare companies and apparel makers - are better positioned to benefit from Brazil's first economic growth in three years, outperforming heavy industry.
That defies expectations that an upswing in capital spending would lay the groundwork for the recovery, fueled by President Michel Temer's business-friendly reforms as well as sharp interest rate cuts.
After private investment fell 30 percent since 2013, Finance Minister Henrique Meirelles forecast in June that it would recover faster than consumer spending. 
Economists at  Morgan Stanley  (NYSE:MS) had also stressed the case for an investment-driven recovery while Itaú BBA analysts recommended buying stocks in the capital goods sector this year.
That story is now looking far-fetched.
Marcelo Toledo, chief economist at Bradesco Asset Management, said households have already turned the corner on cutting debt but companies are only are only a quarter of the way toward cleaning up their balance sheets after the crisis.
Net debt at 263 listed companies tracked by financial data provider Economática has declined 16 percent from a 2015 peak but is still more than double what it was five years ago. 
In contrast, household debt as a percentage of income has returned to levels last seen in 2011, central bank data showed.
Business leaders may also be shelving capital spending plans until after a wide-open 2018 presidential race, with several populist candidates in the wings.
""As long as companies prioritize deleveraging, they will not pursue any new investments,"" he said. ""It will take a long time before investments return to levels needed to fuel growth rates of 3 percent or 4 percent.""
CONSUMERS VS INDUSTRY
Some investors are catching on. 
An index tracking retailers and consumer goods companies on the São Paulo Exchange (ICON) is up 23 percent this year. The median net revenue of those companies rose 6 percent in the second quarter from a year ago, the biggest rise in a year and a half, according to a Reuters analysis of earnings statements.
On the other hand, the bourse's industrial index (INDX) rose just 12 percent, lagging an 18 percent increase by the benchmark Bovespa stock index (BVSP). 
Industrial companies saw net revenue slip 2 percent in the three months through June, the fifth straight quarter of decline.
Alexandre Silvério, who manages 1.9 billion reais of stocks as head of equities at AZ Quest Investimentos Ltda, said he is banking on consumer goods and retailers to outperform other sectors in the coming quarters. 
""Those are the big winners,"" Silvério said.
With demand recovering slowly and debt levels forcing players in several sectors to sell assets, many firms are prioritizing mergers and acquisitions over new capital spending as a means to expand.
Investment has fallen to levels barely enough to maintain capacity. Capital spending at companies covered by Fitch Ratings amounted to only 1.1 times depreciation in 2016, compared to 2.2 times four years earlier.
To cut its huge debt, oil company Petróleo Brasileiro SA (SA:PETR4) has sold assets and cut its five-year investment plan — the world's largest program of its kind in 2012 at nearly $250 billion — to less than $100 billion. 
Steelmaker Usinas Siderúrgicas de Minas Gerais SA (SA:USIM5) is using just 60 percent of its capacity after investing 14 billion reais from 2008 to 2014 in plants that came on line in the middle of Brazil's recession and a global steel crisis. 
""Our focus now is what to do to get all our installed capacity working,"" Chief Executive Sergio Leite said last month, commenting on capital spending that has fallen to around 250 million reais per year.
Meanwhile, employment and retail sales data have shown an upswing in recent months, leading economists to raise forecasts for this year. 
Brazil's GDP is expected to grow 0.4 percent in 2017, according to a central bank survey of economists, after shrinking 8 percent over the prior two years.

 
"
