,company,date,title,content
0,By Investing.com,"<span>Jun 14, 2010 07:31AM ET</span>","Forex - Pound extends gains vs. dollar, breaking above 1.47",
1,By Investing.com,"<span>Jun 14, 2010 07:14AM ET</span>","Forex - Loonie climbs against greenback, hitting 1-month high",
2,By Reuters,"<span>Jun 14, 2010 07:11AM ET</span>",WRAPUP 2-India inflation tops f'cast;finmin talks down rate hike," * May headline inflation at 10.16 pct y/y vs f'cast 9.56 pct
 * March inflation revised upwards to 11.04 pct vs 9.90 pct
 * Rate hike could come before July review-analysts
 * Finmin indicates opposition to rate hike now
 * Q1 GDP growth seen at 8.9 pct, with strong mfg - adviser

(Adds finmin, cbanker comments in paragraphs 10, 11)
 By Matthias Williams and Rajesh Kumar Singh
 NEW DELHI/PATNA, India, June 14 (Reuters) - India's headline
inflation unexpectedly accelerated in May, heightening
expectations the Reserve Bank of India (RBI) would raise rates
before its scheduled July review despite concerns over Europe's
debt crisis.
 The data came along with a sharp upward revision of March's
reading and on the heels of April manufacturing output matching
its fastest pace in 15 years, indicating strong growth and
rising inflationary pressures in Asia's third-largest economy.
 Separately, the finance ministry's chief economic adviser,
Kaushik Basu, said the strong growth in manufacturing would
continue and forecast the economy to grow 8.9 percent in the
June quarter, topping the previous quarter's 8.6 percent
expansion.
 ""This (inflation) increases the likelihood of an
inter-meeting rate hike from the RBI as inflationary pressures
are really showing up,"" said Sebastien Barbe, Hong Kong-based
head of emerging markets research and strategy at Credit
Agricole.
 ""It seems like the markets are also now less worried about
the situation in Europe, so the RBI may be less reluctant to
tighten before July.""
<^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
For a graphic on inflation, please click:
http://link.reuters.com/maz79k
For analyst views, please click: [ID:nSGE65D085]
<^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^> 
Bond yields and overnight swaps rose on the data, while
stocks trimmed gains. Most analysts had earlier said the RBI
would wait until its July 27 review to raise interest rates,
seeing its hands stayed by Europe's woes and and on liquidity
tightness. [ID:nBMA007807]
 That view is now changing.
 ""RBI will increase the frequency of its baby steps and we
expect some tightening measures in June itself and a repetition
of those in the July policy,"" said Rupa Rege Nitsure, chief
economist at Bank of Baroda in Mumbai.
 ""Baby steps"" to normalise monetary policy is what the RBI
has said is its preferred choice of action, but it has also kept
open the option of a rate hike ahead of the July review to
combat inflation which it deems ""worrisome.""
 K.C. Chakraborty, a central bank deputy governor, said there
was a ""fifty-fifty"" chance of a hike before the review, while
Finance Minister Pranab Mukherjee indicated he did not favour a
near-term hike and said price pressures would ease in mid-July.
 ""There will be inflationary pressures till middle of July
but at this point of time I am not thinking of altering interest
rates,"" Mukherjee told reporters in the city of Patna on Monday.
 The wholesale price index (WPI) rose an annual 10.16 percent
in May, higher than the median forecast for 9.56 percent in a
Reuters' poll and April's 9.59 percent.
 In a sign the May reading could be an underestimate, March
inflation was revised to 11.04 percent from the earlier estimate
of 9.90 percent. Recent WPI data have been similarly revised up.
 India's economy grew at 7.4 percent in the year to end-March
2010 and is seen expanding at 8.5 percent in the current fiscal
year that began on April 1.
 REFORMS MORE DIFFICULT
 Persistently high inflation, which has been over the central
bank's perceived comfort level of 5 percent for seven months
running, could turn voters against the ruling Congress party
before eight state elections scheduled in 2010 and 2011.
 It would also dampen enthusiasm for reforms, such as a
keenly awaited freeing up of retail fuel prices, crucial to
improving public finances and stop state-run fuel retailers from
bleeding.
 The government deferred last week taking a decision on
freeing fuel prices, worried about political opposition and the
impact on prices.
 For a Q+A on the impact of a delay in fuel price reforms,
see [ID:nSGE65D04O]
 Policymakers have repeatedly said inflation would ease on
better prospects for crops from good monsoon rains. But a hike
in fuel prices could push it up, an adviser has
said.[ID:nBMA007779]
 On Monday, Basu said the impact would be limited.
 ""The inflation figure you are getting is going to go up,"" he
said. ""But if you go six months down the road ... in my opinion
you would see a smaller inflation then.""
 The benchmark 10-year bond yield , which had
risen 6 basis points after the WPI data, ticked up another point
to go past a five-week high of 7.68 percent.
 ""The hawkish comments by Basu led to a further sell off in
an already nervous market,"" said Bekxy Kuriakose, head of fixed
income at L&T Investment Management.
 One-year indexed swap rates  rose 6 basis
points. The swap rate has risen over 50 basis points from a
more-than 5-month low of 4.71 percent in early May on concerns
over tight liquidity and expectations of higher policy rates. 
Basu and Finance Secretary Ashok Chawla said the high WPI
readings were a matter of concern, but inflation would soften in
the months to come on cooling food prices.
 Chawla forecast WPI to fall to 5-6 percent by December, with
Basu adding it would be below 5 percent by end-March 2011.
(Additional reporting by Abhijit Neogy in NEW DELHI, Swati Bhat
in MUMBAI; Writing by C.J. Kuncheria;
"
3,By Reuters,"<span>Jun 14, 2010 06:59AM ET</span>",UPDATE 1-No sign of return to post-Lehman stresses -Nowotny," * ECB's Nowotny says have to head off vicious circle
 * Nervousness on money markets not as bad as post-Lehman
 * Not bothered by recent euro moves 
 
 (Adds details, by-line, combines stories)
 By Boris Groendahl
 VIENNA, June 14 (Reuters) - There is no need for action to
stabilise the euro and no danger of money markets becoming as
stressed as they were after the collapse of U.S. bank Lehman
Brothers in 2008, European Central Bank Governing Council member
Ewald Nowotny said on Monday.
 The ECB has abandoned its resistance to buying government
bonds as concerns over euro zone debt worsened in recent weeks
and Nowotny said baldly this was to prevent the sovereign debt
problems triggering another banking and economic crisis.
 Euro zone central banks have bought more than 40 billion
worth of government bonds in the latest round of steps to fight
the crisis, although Nowotny said this was relatively small
compared to the ECB's overall provision of liquidity.

 The ECB will also lend banks all the three-month funds they
need until at least September, but key interbank rates are
increasing steadily despite the promise of flush funding until
the end of the year.  [ID:nECB001223]
 ""We have overcome the banking crisis and we have overcome
the crisis of the real economy as growth rates are now positive
again,"" Nowotny said at a news conference in Vienna. ""What we
have now is a crisis of public finances.""
 ""The challenge is to avoid that this crisis again causes a
banking and financial crisis and this turns into a vicious
cycle,"" he said in the news conference, presenting the Austrian
central bank's economic outlook. [ID:nLDE65D0JM]
 ""The measures of the European Union and the European Central
Bank must be interpreted as measures to prevent the crisis
developing further,"" he said.
 ECB President Jean-Claude Trichet has always underlined that
the bond buys are only a temporary measure to ease
disfunctioning bond markets.
 Banks are depositing record amounts of cash at the ECB
overnight, but Nowotny and Irish counterpart Patrick Honohan
said tensions should not be exaggerated.
""We see -- it would be an illusion to lie about this -- that
there is a certain nervousness"" on money markets, Nowotny said.
 ""It's exactly for this reason that we have taken stabilising
measures, and I think these will have an effect. I therefore see
no reason why we would go back to a situation similar to after
the collapse of Lehman.""
 Honohan told a conference in Dublin there had been an
""overblown response to perceived fiscal risks"" recently but EU
measures aimed to tackle this. [ID:nLDE65D0IB]

 NO EURO WORRIES
 As money market rates have risen, the euro has fallen and is
down about 17 percent on a trade-weighted basis in the last six
months.  
 But Nowotny saw no need for any action to stabilise the
single currency, saying recent trends were no problem and it was
a relief not to have to worry about a strong euro crimping
exports.
 ""Of course we at the ECB have always said that we are
against sharp, strong moves, that means moves which cannot be
explained by economic fundamentals,"" he said.
 ""But I would not exaggerate that. We do not welcome it, but
we do not see any reason to introduce special measures.""
 Nowotny said that proposals for banking regulation discussed
at the Basel Committee and the G20 had to promote providing
straight credit to the economy but punish speculative business
like banks' proprietary trading.
 ""Banks have an important role for the broader economy, but
this role is simply to provide credit,"" he said. ""Proprietary
trading is not a key task they have for the broader economy and
it is therefore right to curb such activities.""
 Rules drawn up by the Basel Committee include higher capital
requirements for banks' assets held for trading, and Nowotny
said he hoped those proposals would survive pressure from the
banking lobby.
 He added that another key regulatory goal was to move
instruments like credit default swaps to orderly exchanges to
raise the transparency of pricing and volumes, rather than have
them traded only over-the-counter as they are now.
 He said he sympathised with the German government's
unilateral move to ban naked CDS trading.
 ""Of course it would be better if such measures are
internationally coordinated, but you've got to say realistically
that decision making in the EU and the G20 is slow,"" he said.
(Additional reporting by Padraic Halpin and Marie-Louise
Gumuchian in Dublin, writing by Krista Hughes and Boris
Groendahl; editing by Patrick Graham)
"
4,By Investing.com,"<span>Jun 14, 2010 06:49AM ET</span>",Forex - EUR/USD hits fresh 6-day high on EU industry output data,
5,By Reuters,"<span>Jun 14, 2010 06:15AM ET</span>",UPDATE 1-Indonesia May tin exports fall 26 pct from yr ago," (Adds details)
 JAKARTA, June 14 (Reuters) - Indonesia's tin exports fell
26 percent to an estimated 7,332.46 tonnes in May from a year
earlier, trade ministry data showed on Monday, reflecting
weaker global demand.
 Indonesia, the world's biggest tin exporter, shipped
35,233.55 tonnes of tin in the first five months of the year,
down 16 percent from 41,913.92 tonnes in the January-May period
last year, the ministry said.
 ""Tin exports were down in May from the same period last
year due to lower demand for Indonesia's tin, possibly because
of the global economy which has not yet fully recovered,"" a
ministry official said.
 Tin is used in soldering electronic goods and for food
packaging.
(Reporting by Yayat Supriatna; Writing by Gde Anugrah Arka;
Editing by Sara Webb)
"
6,By Investing.com,"<span>Jun 14, 2010 06:07AM ET</span>",Euro zone industrial production rises faster than forecast,
7,By Investing.com,"<span>Jun 14, 2010 06:07AM ET</span>",Forex - Dollar down versus most rivals on improved sentiment,
8,By Reuters,"<span>Jun 14, 2010 06:03AM ET</span>",FOREX-Euro rises as better risk sentiment hits shorts," * Euro rises 1 percent vs dlr as equities gain
 * Rally is risk-driven; Aussie/dlr hits 1-month high
 * Obama stimulus plans could undermine dollar

(Adds comment, updates throughout)
 By Neal Armstrong 
 LONDON, June 14 (Reuters) - The euro rose on Monday as an
improvement in sentiment towards riskier assets hit the dollar
and prompted a bout of short-covering in the single European
currency, lifting it further away from a recent four-year low.
 But analysts said the recovery in the euro was unlikely to
push it out of its downtrend, as the structural problems in the
euro zone which have plagued the currency had not altered.
 ""We've seen a good session for equities. This looks to be a
pro-risk move, driven by the higher-yielding currencies such as
the Aussie. Fundamentally, nothing has changed for the euro,""
said Kenneth Broux, market economist at Lloyds Banking Group.
 At 0940GMT, the euro was up around 1 percent versus the
dollar at $1.2245, just off best levels of the day. European
equities were up 1 percent.
 Traders said hedge funds had been seen cutting short
positions on a break of $1.2150/60 in Asia and then through
$1.2220 in Europe.
 Technical analysts were looking for a close above the 21-day
moving average at $1.2234 for the first time since mid-April.
Additional resistance levels were highlighted at $1.2330 and
$1.2445, the 2008 and 2009 lows.
 The euro has lost 15 percent against the dollar this year
but gained 1.6 percent last week as it pulled up from a
four-year low at $1.1876.
 European Union leaders meet on Thursday and are expected to
make a new attempt to convince markets they can contain debt
problems by agreeing how to tighten economic policy coordination
and strengthen budget discipline.
 
 EURO SHORTS BOOSTED
 Commodity Futures Trading Commission data showed speculators
boosted their bets against the euro in the week ended June 8,
although net short positions were below record levels.
 ""The positioning is not extreme but there is room for a
rebound in the euro from here. Our one-month forecast is for a
move to $1.25 but after that we expect it to go down,"" said
Derek Halpenny, European head of currency research at BTM-UFJ.
 The Australian dollar gained around 1 percent versus the
dollar to trade above $0.8600, its highest in a month.
 The Aussie also gained more than a percent on the
low-yielding yen, which was soft across the board, to 78.99 yen
, touching its highest in nearly four weeks.
 The euro rose 1.4 percent to trade above 112 yen for the
first time in a week. The rise in the yen crosses allowed the
dollar to make a brief show above 92 yen.
 The dollar was down over 1 percent versus a currency basket
at 86.522. Analysts said the greenback could be undermined by
U.S. President Barack Obama and his aides calling for more
stimulus to support the economy.
 ""With the market focusing on public finances, this
politically motivated move could put the dollar under pressure
going forward,"" said Broux at Lloyds.
 A top White House adviser said on Sunday the administration
wanted to speed up job creation.
 Sterling was given a boost as the UK's newly created Office
for Budget responsibility said it expected government borrowing
to fall slightly faster than originally thought. The pound
was up 1.3 percent versus the dollar at $1.4740 and outpaced the
euro slightly to trade at 83.08 pence.
 (Editing by Nigel Stephenson)
"
9,By Reuters,"<span>Jun 14, 2010 05:59AM ET</span>",Fitch raises India's local debt rating outlook," HONG KONG, June 14 (Reuters) - Fitch Ratings raised India's
local currency rating outlook to stable from negative forecasting
lower debt ratios on the back of strong economic growth and
robust cash flows from telecom auctions.
 The agency affirmed India's BBB-minus local and foreign
currency rating and the stable outlook on its foreign currency
rating. But the agency reiterated concerns about India's fiscal
position.
 ""Public finances remain a clear weakness, and downward
pressure on the ratings could resume if India veers too far off
the deficit reduction path as outlined by the Thirteenth Finance
Commission,"" Fitch said in a statement.
 Fitch forecast a decline in India's government debt to GDP
ratio to 80 percent by March 2011 from 83 percent at the end of
March 2010.
 It also upgraded India's growth forecast to 8.5 percent from
7 percent in the year to March 2011.
 Fitch warned of a possible downgrade if the country's growth
momentum fell significantly below these forecasts.
 The agency is also wary of price pressures and said
""inflation remains uncomfortably high"".
 ""An intensified inflation shock that is severe enough to
disrupt macroeconomic and/or financial stability would be
negative for India's ratings.""
(Reporting by Umesh Desai; Editing by Chris Lewis)
"
