,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
0,"<span>Mar 20, 2022 05:10AM ET</span>",,,,,,"By Asif Shahzad
ISLAMABAD (Reuters) - The International Money Fund (IMF) has asked Pakistan to explain how it would fund a $1.5 billion subsidy package announced by Prime Minister Imran Khan, Finance Minister Shaukat Tarin said on Sunday. 
""There are no issues. We have given them details as to where the funds would come from,"" Tarin said, adding the IMF wanted details of the resources to fund the subsidy in fuel and electricity, which Pakistan has frozen for the next four months until the new budget. 
The IMF has begun the seventh review of the $6 billion rescue package agreed with Pakistan in 2019, and Tarin said he will have a final meeting with the lender on Tuesday.
The IMF asked it will need to see the agreements of the dividends of State Owned Enterprises (SOEs) as well as details of the spare funds the central government will get from provinces. 
""We have done our homework,"" Tarin said.
Some of the subsidy money would also come from above-target revenues Pakistan was getting this fiscal year, he had said previously. 
Earlier this month, Tarin said revenue would hit 6.1 trillion Pakistani rupees ($34.2 billion), compared to a target of 5.8 trillion rupees.
Embattled Khan, facing a no-confidence move to oust him from office by opposition parties, had announced a cut in petrol and electricity prices despite a steep rise in the global

oil market.
The south Asian country had to undertake fiscal tightening measures to pass its last IMF review, which was delayed by months as the government struggled to complete prior action required by the lender to release $1 billion in February. 
(Additional Reporting by Syed Raza Hasan; Editing by Muralikumar Anantharaman & Shri Navaratnam)"
1,"<span>Mar 19, 2022 02:30PM ET</span>",,,,,,"WASHINGTON (Reuters) - The International Monetary Fund's executive board will meet on March 25 to discuss Argentina's request for a debt deal, an IMF spokesman said on Saturday. 

Argentina's Senate voted on Thursday to approve a $45 billion debt deal with the IMF, converting the agreement into law and ensuring that the economically battered country can avoid another messy default.
The deal still needs to be signed off by the IMF's board. The IMF spokesman, Gerry Rice, said in a statement that ""the legislative approval is an important signal that Argentina is committed to policies that will encourage more sustainable and inclusive growth."" 
 
"
2,"<span>Mar 19, 2022 11:35AM ET</span>",,,,,,"MUMBAI (Reuters) - Japanese Prime Minister Fumio Kishida on Saturday announced a 5 trillion yen ($42 billion) investment in India over the next five years during a meeting with Prime Minister Narendra Modi in New Delhi.
The two leaders were meeting to strengthen security amid the Ukraine crisis and improve economic ties between the two nations. Japan in recent years has supported India's urban infrastructure development and the high-speed railway based on its bullet train technology.

In 2014, then-Japanese Prime Minister Shinzo Abe announced 3.5 trillion yen in investment and financing over five years during a visit to India.
($1 = 119.1700 yen) 
 
"
3,"<span>Mar 19, 2022 09:05AM ET</span>","ISTANBUL (Reuters) - Turkish Finance Minister Nureddin Nebati said on Saturday the global rise in energy prices was accelerating inflation in the country, but Ankara would continue working to lower it, adding that the lira's recent decline was within ""acceptable"" levels.
Inflation hit 54% in February and economists expect it to continue rising towards 70% in coming months, after Russia's invasion of Ukraine sent commodity prices soaring and knocked the lira.
Speaking at a business conference in the southern resort of Antalya, Nebati said a government-backed scheme that protects lira deposits against depreciation had helped eliminate concerns over what he called ""attacks"" on the lira's exchange rate.
""What we have seen in recent months is that the exchange rate is stable and moves forward within acceptable limits,"" he said.
The lira is down 11% against the dollar this year, mainly due to the economic fallout from Russia's invasion of Ukraine.
The currency had declined 44% last year, mostly after a series of rate cuts, long sought by President Tayyip Erdogan, which sparked a currency crisis and sent inflation to a 20-year high.
The lira protection scheme as well as costly forex market interventions by the central bank helped stem the currency crisis in December.
The central bank cut its policy rate by 500 basis points to 14% between September and December but has kept it unchanged at the last three meetings.
Erdogan's new economic plan prioritises a current account surplus, exports, credit and growth, while keeping interest rates low.
However Russia's actions in Ukraine, which it terms a ""special operation"", risk widening Turkey's current account deficit, due to rises in commodity prices and a potential decline in tourism revenue.
 
 ",,,,,
4,"<span>Mar 19, 2022 06:26AM ET</span>","ATHENS (Reuters) - Hundreds of Greek farmers, some on tractors, protested in Athens on Friday, demanding more tax cuts and subsidies to combat high fuel and fertilizer prices which have soared since Russia's invasion of Ukraine.
The farmers, who staged weeks of protests over high energy prices earlier this year, say their costs are so high they will be forced to produce less and also raise prices for consumers.
The government has so far spent about 3.7 billion euros ($4.08 billion) since September to alleviate pain from soaring energy and fuel costs for farmers, households and businesses.
It cut a sales tax on fertilisers by 46% to 13% and on Thursday announced it would be lowered further, to 6%, and also announced a tax rebate on fuel for agricultural vehicles.
Farmers say the measures do not go far enough and everything has become too expensive, from fuel to animal feed.
""Our survival is really at stake this year,"" said one protester, Giorgos Laoutis. ""With the cost of production, electricity, agricultural supplies, fuel.""
Farmers from across Greece joined the rally. Some protesters hung black flags on shepherd's crooks or sticks.
""The situation has become unbearable,"" said another farmer, Diamanto Kritikou.
""We can't work our fields, we can't cultivate, we can't put gas in our vehicles, and (we can't buy) seeds, fertilizers... there will be a problem with food supply in the country,"" she said.
Russia's invasion of Ukraine has driven retail gasoline and diesel prices to record highs.
Russia is also a big producer of potash-, phosphate- and nitrogen-containing fertilisers, and a leader in fertilizer exports, accounting for 13% of world output.
This month, its trade and industry ministry told the country's fertilizer producers to temporarily halt exports.

As a result of the conflict in Ukraine, the United Nations food agency said last week that international food and feed prices could rise by up to 20%.
($1 = 0.9062 euros) 
 
",,,,,
5,"<span>Mar 19, 2022 05:20AM ET</span>",,,,,,"ZURICH (Reuters) - European Central Bank (ECB) policymaker Robert Holzmann told an Austrian newspaper that the bank could send a clear message about fighting inflation by raising interest rates before ending its stimulus programme of bond purchases.
The ECB left rates steady this month and will be in no hurry to raise them, President Christine Lagarde said on Thursday. 
Holzmann, governor of Austria's central bank, supports the majority decision of the ECB, the Krone paper cited him as saying, but he added: ""The system of bond purchases is difficult for the population to understand. An interest rate increase would have been a signal that everyone would have understood.""
Holzmann had also challenged the bank's long-held view about the sequencing of its policy moves last month.
He said in the Krone interview published on Saturday that the euro zone economy would have been on a ""wonderful growth path"" if not for the war in Ukraine.
Asked if he was worried about the high level of debt in some countries, he said: ""This topic is taken very seriously by the Euro Group but, as is known, there are different ways of looking at it.""
Simply cutting government spending would not be enough without structural changes as well, he said, noting the challenge of promoting growth that can create sufficient financial leeway while still combating the climate crisis.

""This transition, even more so in the middle of a crisis, costs money. A lot of money. It makes sense to develop new renewable energy sources, but it does not come for free,"" he said. 
The paper paraphrased Holzmann as saying he expected inflation to drop to the targeted 2% in the medium term or else appropriate interest rate steps would have to be taken. 
 
"
6,"<span>Mar 18, 2022 05:30PM ET</span>","By Giuseppe Fonte and Angelo Amante
ROME (Reuters) -Italy on Friday approved measures to help consumers and firms cope with surging energy costs exacerbated by the Ukraine crisis, in a wide-ranging decree that also strengthens Rome's powers to shield key assets from foreign bids.
The package, worth 4.4-billion euro ($4.86 billion), is the latest step to curb energy and fuel prices and comes on top of some 16 billion euros budgeted since last July to try and soften electricity and gas bills for firms and households.
""We have taken important and motivated measures to respond to the consequences on our country of the war in Ukraine,"" Prime Minister Mario Draghi told a news conference after a cabinet meeting on the issue.
The measures are funded by taxing extra profits of energy firms that benefited from surging energy prices and will not worsen the public deficit. The levy takes the form of a 10% one shot contribution on profit margins that rose significantly in the last six months on an annual basis.
""This redistributive intervention ... allows us to avoid extra borrowing and keep public accounts under control,"" Draghi said.
Rome last autumn targeted the fiscal gap to fall to 5.6% of GDP this year from 7.2% in 2021.
In beefing up Rome's ""golden power"", the decree introduces a specific set of measures to oversee and block takeovers and commercial agreements on 5G networks and cloud technology.
Firms operating in these two sectors will be required to supply on an annual basis considerably more detailed notification to the authorities for proposed mergers and supply deals.
A new 10-member body at the prime minister's office will be responsible for vetting any potentially sensitive deals, said a draft decree seen by Reuters.
Since the golden power was introduced in 2012, government authorities have blocked foreign forays into Italy six times. Five of those headed off Chinese bids, and four have come since Draghi took office 13 months ago. 
The government also told public authorities to replace anti-virus software linked to Russia, and says it is considering measures to block exports of raw materials to shield domestic industries from shortages.
In the energy part of the decree, Rome set out plans to cut excise duties on petrol and diesel. This would cut prices paid at the pump by 25 cents per litre until the end of April.
Italy's economy, which grew 6.6% last year following a record contraction of 9.0% in 2020 caused by extended coronavirus lockdowns, is now facing an increasingly weak growth outlook.

The Treasury is preparing to downgrade Italy's growth target significantly below 4% this year from a previous 4.7% goal made last autumn, a government source said.
($1 = 0.9051 euros)
 
",,,,,
7,"<span>Mar 18, 2022 03:51PM ET</span>",,,,,,"By Howard Schneider and Ann Saphir
(Reuters) -Two of the Federal Reserve's most hawkish policymakers on Friday said the central bank needs to take more aggressive steps to combat inflation, and two others said they would be open to it – one of whom just six months ago envisioned a 2022 with no rate increases at all
It still could be that the Fed only needs to raise rates ""modestly"" above neutral, Minneapolis Fed President Neel Kashkari said in an essay published on the regional Fed bank's website in which the former dove said he wants to raise rates to 1.75% to 2% this year.
But, he said, the economy may have shifted to a ""high-pressure, high-inflation equilibrium,"" requiring the Fed ""to act more aggressively and bring policy to a contractionary stance in order to move the economy back to an equilibrium consistent with our 2% inflation target."" 
Which way the Fed needs to go will depend on what economic data shows over the course of the year, he said.
Fed officials hiked interest rates this week for the first time in three years and signaled that more rate increases are coming as the central bank removes the support provided during the coronavirus pandemic and works to tame inflation at 40-year highs.
Most Fed policymakers see rates rising next year to a level that would restrict growth, forecasts show, but exactly how fast or high rates should rise is a matter of debate.
Earlier in the day, Fed Governor Chris Waller said economic risks around Russia's war in Ukraine led him to vote in favor of a quarter percentage point rate increase at this week's meeting rather than dissent in favor of the larger half point increase he had been advocating. 
""The data is screaming at us to go 50 (basis points) but the geopolitical events were telling you to go forward with caution,"" Waller said on CNBC. But in the months ahead Waller said he would favor a series of half percentage point increases to ""front load"" tighter policy and have a quicker impact on inflation.
St. Louis Fed President James Bullard, who dissented on this week's action in favor of a half point increase, said on Friday that officials should raise the Fed's overnight lending rate to more than 3% this year to catch up with elevated inflation. After Wednesday's move, the Fed's target rate is now 0.25-0.50%. 
He said he not only favored a half point increase this week, but rate increases at a pace that would require half point increases at five of the Fed's six remaining meetings this year.
""The U.S. economy has proven to be especially resilient,"" against the pandemic and geopolitical risks, Bullard said in a statement explaining his dissent. 
With inflation by the Fed's preferred gauge running above 6%, triple its 2% target, Bullard said more Fed action was needed ""to prudently manage the U.S. macroeconomic situation.""
INFLATION FIGHTING STANCE
Though most Fed officials see six more quarter-point rate increases this year, seven of the Fed's current 16 policymakers, like Bullard, think rates should go even higher by year's end. 
To counteract inflation faster Waller said the central bank should pack more of that into the next few months. ""I really favor front-loading our rate hikes...Just do it rather than just promise it,"" he said.
While he did not specify where he would like to see the target federal funds rate end the year, Waller said he would prefer to get above the 2% to 2.25% level he sees as acting neutrally for the economy. 
Half of Fed policymakers see rates rising to at least 2.8% by the end of next year, high enough to brake economic growth in the view of most of them, projections released this week show.
With rates still far from a level that would constrain growth, that rate path ""shouldn't drive economic decline,"" said a fourth Fed policymaker, Richmond Fed President Thomas Barkin. 
Barkin said he is ""very open"" to a half-point rate hike if inflation accelerates or expectations move up. But, he said, setting the pace is a ""balancing act"" between raising rates enough to contain inflation but not so much it hurts jobs. 
Kashkari did not address the possibility of a half-point hike, but the shift in his policy outlook encapsulates the Fed's pivot from policy designed to cushion the pandemic crisis to its current inflation-fighting stance.
In September he was the Fed's most dovish member, arguing that as the pandemic receded inflation would cool this year without any interest rate hikes as supply chains got fixed, workers returned to the labor force, and super-charged demand for goods ebbed. 
Instead, inflation has accelerated to well above the Fed's target. Supply chains have been slow to recover and a resurging pandemic in China risks continued bottlenecks; wage growth has picked up instead of slowing and, in what Kashkari said was his biggest surprise, spending on goods remains elevated. 
Speaking at a North Dakota Petroleum Council event, Kashkari underscored his hawkish turn, saying he favors starting to reduce the Fed's balance sheet next month at a pace twice as fast as the Fed used the last time it shrank its portfolio. 

He said he still thinks it's possible inflation is mostly driven by a supply-demand imbalance that will right itself, allowing the Fed to raise rates only slightly above the 2% he sees as a neutral level. 
But Russia's invasion of Ukraine makes inflation pressures worse, and continued strong household spending suggests that ""robust economic activity and the associated high inflation may be sustained and in fact might not be transitory,"" he said.
 
"
8,"<span>Mar 18, 2022 03:36PM ET</span>","AMSTERDAM (Reuters) - The European Union is considering creating a solidarity fund for Ukraine to help provide basic services in the country and meet citizens' immediate needs, European Council President Charles Michel said on Friday.
""The Fund would give liquidity for continued support to authorities and in the longer term serve as backbone for reconstruction of a free and democratic Ukraine once hostilities stop"", Michel said in a tweet.
Partners could contribute to the fund through an international donors conference, Michel said.

An EU official said the topic would be discussed at a summit of EU leaders next week, adding that the presidents had discussed the need for Ukraine to retain access to international financial support to fund imports of basic necessities and military equipment.
The Russian invasion has cut Ukraine off from international financial markets, and the fund could provide the liquidity needed to keep government services running, to continue defence efforts and to provide basic services, the official said. 
 
",,,,,
9,"<span>Mar 18, 2022 03:32PM ET</span>","WASHINGTON (Reuters) - Massive price spikes for food and energy sparked by Russia's invasion of Ukraine will push over 40 million people into extreme poverty, the Center for Global Development (CGDEV) said on Friday, warning against export curbs and sanctions on Russian food production.
In an analysis blog https://www.cgdev.org/blog/price-spike-caused-ukraine-war-will-push-over-40-million-poverty-how-should-we-respond, the Washington-based think tank said food commodity prices since the start of the conflict have risen above levels experienced in price spikes in 2007 and 2010. It cited World Bank Research showing that the 2007 spike may have pushed as many as 155 million people into extreme poverty, and separate research showing the 2010 episode pushed 44 million into extreme poverty.
""Price increases seen to date are already of a similar magnitude to the 2010 increases, and our analysis suggests at least 40 million people will be pushed into extreme poverty by the 2022 price spike,"" CGDEV researchers wrote.
The World Bank defines extreme poverty as living on less than $1.90 a day. 
The researchers said the most immediate concern was for direct wheat customers of Ukraine and Russia, which together account for more than a quarter of world wheat exports. These include Egypt, Indonesia, Bangladesh, Pakistan, Azerbaijan and Turkey, but prices will rise worldwide as importers compete for alternative supplies.

Households in low-income countries allocate nearly half of their budgets to food, and higher prices will force ""hard choices between food and other necessities."" 
The CGDEV blog urged development agencies and international finance institutions to move quickly to respond to a clear increase in humanitarian needs around the world, while wealthy governments should provide supplemental funding to the institutions well in advance of the coming food crisis. 
 
",,,,,
