,date,news_oil,news_ship,news_sc,news_steel,news_vh,news_others
0,"<span>Apr 14, 2022 01:21PM ET</span>","By David Shepardson
(Reuters) -The U.S. Commerce Department on Thursday confirmed it had identified seven Boeing (NYSE:BA) 737 Planes operated by Belarusian national carrier Belavia that are in apparent violation of U.S. export controls.
The seven Belarusian-operated aircraft are the first to be identified since restrictions on Belarus were tightened last week. The Commerce Department said restrictions that bar them from operating services abroad should effectively ground them from future international flights. 
The list of planes subject to restrictions, imposed since Russia's invasion of Ukraine, now includes 146 Russian-owned or operated aircraft and seven Belarusian aircraft 
Belavia did not immediately respond to a request for comment.
The export controls bar companies around the world from providing any refueling, maintenance, repair, or spare parts or services to the identified airplanes.
The Commerce Department actions are part of the Biden administration's response to Russia’s invasion of Ukraine, which the department said Belarus has enabled and supported.
Deputy Commerce Secretary Don Graves said: ""By rejecting the international rule of law, Russia and Belarus have made it clear that they do not deserve the benefits of participating in the global economy, and that includes international travel.""
Last week, the department stepped up its crackdown against Russian airlines, slapping Aeroflot, Azur Air, and UTair with enforcement actions for violating American export controls.
The enforcement action denies the three Russian carriers export privileges and targets the entire airlines, not just specific planes. The U.S. government believes the actions will over time make the carriers largely unable to continue flights.

Previously, the United States had identified more than 170 Boeing planes that Russian airlines were operating in violation of U.S. sanctions, including about 40 Aeroflot Boeing 737 and 777 planes, 21 Azur Boeing planes and 17 UTair Boeing aircraft. It has removed some that have left Russia.
The United States, European Union and other countries have barred Russian planes from U.S. airspace.
 
",,,,,
1,"<span>Apr 14, 2022 12:35PM ET</span>",,,,,,"By Ted Hesson and Lizbeth Diaz
(Reuters) -A federal-state dispute over U.S. immigration policy heated up on Wednesday, as the White House lambasted Texas' governor over state inspections that have snarled truck traffic from Mexico, while Texas chartered a bus to carry migrants from the border to Washington.
White House press secretary Jen Psaki slammed the enhanced truck inspections ordered by Governor Greg Abbott last week, saying they are disrupting trade and leading to higher prices.
The border slowdown comes as U.S. President Joe Biden's administration is battling rising inflation and challenges to the movement of goods stemming from the COVID-19 pandemic.
""Governor Abbott’s unnecessary and redundant inspections of trucks transiting ports of entry between Texas and Mexico are causing significant disruptions to the food and automobile supply chains, delaying manufacturing, impacting jobs, and raising prices for families in Texas and across the country,"" Psaki said in a statement on Wednesday morning.
Abbott and Samuel Alejandro Garcia Sepulveda, governor of the Mexican state of Nuevo Leon, announced on Wednesday that they had reached an agreement for increased security on the Mexican side of the border to combat illegal immigration.
Abbott said the agreement would allow Texas to cease the stepped-up inspections for vehicles coming from Nuevo Leon, but that they would continue at other border crossings unless similar agreements are reached, adding that he expected to meet with more Mexican officials this week.
""There are very real and very deadly consequences for Biden's refusal to secure the border,"" Abbott said.
Earlier on Wednesday, a bus chartered by the Texas government arrived in Washington, dropping off Colombian, Cuban, Venezuelan and Nicaraguan migrants who had been encountered at the border and released in Texas by federal border officials, Abbott's office said.
Republicans across the country have made opposition to the Democratic president's immigration policies a major focus in the run-up to Nov. 8 midterm elections where they hope to gain control of Congress and key state governorships.
Abbott, a Republican seeking a third term in office, ordered the state's Department of Public Safety last week to conduct ""enhanced safety inspections"" of vehicles as they cross from Mexico into Texas in order to uncover smuggling of people and contraband. 
The inspections were part of a broader effort to deter illegal immigration that included the busing of migrants to Washington and aimed to counter Biden's ""open borders"" policies, Abbott said.
By midday, the migrants arriving in Washington had dispersed from a dropoff point near the U.S. Capitol, with one local organization saying some Venezuelans had boarded another bus to Florida.
An Abbott spokesperson earlier in the week declined to say whether the enhanced inspections had uncovered any smuggling attempts, although Texas authorities took more than 500 vehicles out of service for safety violations such as defective brakes, tires and lighting.
A record number of migrants were caught at the U.S.-Mexico border during Biden's first year in office, fueling Republican attacks and straining government resources.
The Biden administration is preparing for even more arrivals in the coming months after U.S. health officials announced they would terminate a pandemic-era order that allowed asylum seekers and other migrants caught at the border to be rapidly expelled to Mexico to limit the spread of COVID-19.

Mexican truck drivers blockaded bridges at the U.S. border earlier in the week to protest Abbott's stepped-up inspections, which some drivers said caused waits that spanned more than half a day.
On Wednesday, an international bridge connecting Reynosa, Mexico, with Pharr, Texas, remained blocked by Mexican truckers while other crossings reopened but still experienced long lines due to the inspections by Texas authorities, truckers and Mexican officials told Reuters.
 
"
2,"<span>Apr 14, 2022 12:15PM ET</span>",,,,,,"WASHINGTON (Reuters) - The U.S. Export-Import Bank's board on Thursday voted to approve a new tool aimed at boosting U.S. manufacturing, strengthening closing critical supply chain gaps, and supporting American jobs, the U.S. official export credit agency said.
The Make More in America initiative will allow companies to tap existing medium- and long-term loans and loan guarantees for export-oriented domestic manufacturing projects as part of President Joe Biden’s push to bolster U.S. supply chains.
“The Make More in America Initiative will create new financing opportunities that spur manufacturing in the United States, support American jobs and boost America’s ability to compete with countries like China,” EXIM President and Chair Reta Jo Lewis said in a statement.

Biden has focused heavily on bringing manufacturing jobs back to the United States and ending decades of underinvestment, outsourcing to China and other countries.
The initiative, developed by EXIM in response to the supply chain executive order Biden signed in February 2021 https://www.whitehouse.gov/briefing-room/presidential-actions/2021/02/24/executive-order-on-americas-supply-chains, will give manufacturers access to fresh capital to fill critical supply chain gaps, particularly in areas such semiconductors, biotech and biomedical products, renewable energy, and energy storage. 
 
"
3,"<span>Apr 14, 2022 12:07PM ET</span>","By Balazs Koranyi and Francesco Canepa
FRANKFURT (Reuters) -The European Central Bank confirmed plans on Thursday to end its hallmark stimulus scheme in the third quarter, worried that high inflation could become entrenched, even as the war in Ukraine left the outlook exceptionally uncertain.
The ECB has been unwinding support at a glacial pace, far slower than its peers, worried that growth could quickly crumble as the war, sky-high energy prices and the risk of losing access to Russian gas batter an already fragile economy. 
Even on Thursday it maintained a non-committal tone, avoiding any firm pledge beyond the end of bond buys, stressing that policy is flexible and can quickly change.
""The downside risks to the growth outlook have increased substantially as a result of the war in Ukraine,"" ECB President Christine Lagarde said. 
""We will maintain optionality, gradualism and flexibility in the conduct of our monetary policy,"" she said, speaking from home where she is recovering from the coronavirus.
But Lagarde also delivered a stark warning on inflation, noting that longer-term inflation expectations were showing early signs of moving above the ECB's 2% target.
Such a shift, called de-anchoring in central bank-speak, is a worrisome sign, suggesting markets' loss of confidence in the bank's ability to maintain price stability. 
""The last thing that we want is to see inflation expectations at the risk of de-anchoring,"" Lagarde said, adding that ""close monitoring"" would be required.
While Lagarde largely avoided discussion of any rate hike, her comments that it could come ""a week"" or months after the end of bond buys suggest that policymakers could discuss the issue at their late July meeting. 
Sources close to the discussion agreed, noting that a July rate move is still on the table but there were divisions in the Governing Council about risks, including on longer-term inflation prospects. [S8N2UQ05X]
JULY?
Economists meanwhile zeroed in on a later move but took note that Lagarde did not rule out a change in the minus 0.5% deposit rate during the summer, just before policymakers leave for their holidays.
""We still believe the ECB is unlikely to hike in July, but Lagarde wanted to make clear that the option was available,"" Pictet strategist Frederik Ducrozet said.
The ECB last raised interest rates over a decade ago and has kept its deposit rate in negative territory since 2014. 
Markets now price in 63 basis points of rate hikes before the end of the year, a modest retreat compared with 70 basis points priced in prior to the meeting.
The euro meanwhile fell sharply as some expected Lagarde to unveil a more decisive schedule to tighten policy. 
Carsten Brzeski, an economist at ING, also saw September as the more likely lift-off date.
""We expect the ECB to stop net asset purchases in July and start hiking interest rates in September,"" he said. The ECB will definitely not get ahead of the central banks’ pack any time soon in terms of policy normalisation. It will be normalisation at a snail’s pace.""
Among the world's most cautious central banks, the ECB is already lagging far behind nearly all its major peers, many of which started raising rates last year. 
In the past two days alone, the central banks of Canada, South Korea and New Zealand have all increased the cost of borrowing. The U.S Federal Reserve is meanwhile expected to raise rates eight times or more over the next two years, leading the world in policy tightening. [TOP/CEN]
Part of the ECB's caution is that the drivers of high inflation now are likely to weigh on price growth further out.
Energy prices driven higher by the Ukraine war are draining household savings and uncertainty caused by the conflict is halting corporate investment. Banks are also tightening access to credit as they naturally do during wars, potentially exacerbating the downturn.

Since this inflation is almost entirely the result of an external supply shock, price growth is likely to fall on its own over time, some policymakers argue. 
In fact, high energy prices sap savings, so the shock will eventually weigh on growth and thus drag inflation back under target, they argue. 
 
",,,,,
4,"<span>Apr 14, 2022 11:41AM ET</span>","(Reuters) -President Vladimir Putin said on Thursday that Moscow would work to redirect its energy exports eastward as Europe tries to reduce its reliance on them, adding that European nations would not be able to ditch Russian gas immediately.
Russia supplies around 40% of the EU's natural gas, and western sanctions over what Moscow calls its ""special military operation"" in Ukraine have hit its energy exports by complicating the financing and logistics of existing deals.
While the EU debates whether to slap sanctions on Russian gas and oil and member states seek supplies from elsewhere, the Kremlin has been forging closer ties with China, the world's top energy consumer, and other Asian countries.
""The so-called partners from unfriendly countries concede themselves that they won't be able to make do without Russian energy resources, including without natural gas, for example,"" Putin told a televised government meeting.
""There is no rational replacement (for Russian gas) in Europe now.""
Putin also said that Europe, by talking about cutting off energy supplies from Russia, was driving up prices and destabilising the market.
He said Russia, which accounts for around a tenth of global oil production and around a fifth of gas, would need new infrastructure to boost energy supplies to Asia.
He ordered the government to present a plan by June 1 including on ""expanding transport infrastructure to countries of Africa, Latin America (and the) Asia Pacific.""
He also sought clarity on the possibility of including two pipelines - China-bound Power of Siberia and the far-eastern Sakhalin-Khabarovsk-Vladivostok in Russian unified system of gas supplies.
Plugging those routes into the wider network may allow Russia, in theory, to switch gas flows from Europe to Asia and visa versa.
Russia launched pipeline gas supplies to China in the end of 2019 and in February agreed a 30-year contract via a new pipeline, yet to be built, with plans to settle sales in euros. 
Putin also said that the role of national currencies in exporting deals should rise, amid Russia's plans to switch to roubles in payments for its gas supplies, mainly to Europe.
Russia has seen a steep decline in production of oil, its key source of revenues, amid difficulties with payments for trading and vessels.

Major global trading houses are planning to reduce crude and fuel purchases from Russia's state-controlled oil companies as early as May 15, sources said, to avoid falling foul of EU sanctions on Russia.
Putin said the sector's most acute problems were related to the disruption of energy supply logistics. 
 
",,,,,
5,"<span>Apr 14, 2022 11:31AM ET</span>","By David Lawder and Andrea Shalal
WASHINGTON (Reuters) - The International Monetary Fund will cut its global growth estimates for 2022 and 2023 as Russia's war in Ukraine drives food and energy prices higher, piling pressure on already fragile economies, Managing Director Kristalina Georgieva said on Thursday, warning the world was in ""a very dangerous time.""
The global lender will downgrade its growth outlooks for 143 economies representing 86% of global economic output, although most countries will maintain positive growth, Georgieva said in a ""curtain raiser"" speech ahead of new forecasts to be released at next week's IMF and World Bank spring meetings.
Georgieva, who previously flagged a likely downgrade, said Russia's invasion of Ukraine was ""sending shockwaves throughout the globe"" and dealing a massive setback to countries struggling to recover from the still-raging COVID-19 pandemic.
""The root cause of what we face today is the war, and it is the war that must end,"" Georgieva said in remarks to the Carnegie Endowment for International Peace in Washington. ""In economic terms, growth is down and inflation is up. In human terms, people's incomes are down and hardship is up.""
Western sanctions imposed on Russia reflected ""a global order that has been severely impacted,"" she added, warning of a major new threat, the fragmentation of the global economy into geopolitical blocs, with differing trade and technology standards, payment systems and reserve currencies.
She said the war was also aggravating food insecurity across the globe, given disruptions to grain and fertilizer supplies from Ukraine, Russia and Belarus that are driving up food prices and hitting the weakest countries the hardest.
Without urgent, coordinated action to bolster food supplies, many countries face more hunger, poverty and social unrest, she said. It was also imperative to improve longer-term resilience by diversifying agricultural production, much as vaccine production was spread out regionally during the pandemic.
The IMF anticipates that inflation, now a ""clear and present danger"" for many economies, will remain elevated for longer than previously expected.
Georgieva did not provide a specific target for global growth, but has said previously it would be lower than the 4.4% the IMF forecast in January, a figure already reduced by half a percentage point from the Fund's prior forecast due to lingering supply chain disruptions caused by the pandemic.
""Since then, the outlook has deteriorated substantially, largely because of the war and its repercussions,"" she said. ""Inflation, financial tightening and frequent, wide-ranging lockdowns in China -- causing new bottlenecks in global supply chains -- are also weighing on activity."" 
THE THREAT OF FRAGMENTATION
Georgieva warned that fragmentation of the global economy was the biggest threat to the post-World War Two, U.S.-led economic order governed by the IMF, the World Bank, and other institutions created at the end of that conflict.
""Such a tectonic shift would incur painful adjustment costs. Supply chains, R&D, and production networks would be broken and need to be rebuilt,"" she said. ""Poor countries and poor people will bear the brunt of these dislocations.""
The shift is already impairing the world's ability to work together to resolve the Ukraine war and COVID-19 crises and threatens to derail cooperation on climate change and other challenges, she said.
She urged continued faith in coordinated action to address shared problems such as climate change and rapid technological change.

""Complex doesn't mean impossible... We have to remember that the answer need not be in isolation and fragmentation,"" she said, noting that the integration seen after the end of the Cold War had resulted in a tripling of the size of the global economy and sharp reductions in poverty for some 1.3 billion people.
U.S. Treasury Secretary Janet Yellen raised similar concerns on Wednesday about a ""bipolar"" global economy with the United States and democratic allies on one side, and China and other state-led economies on the other. 
 
",,,,,
6,"<span>Apr 14, 2022 10:51AM ET</span>","(Reuters) - Russia's central bank sees room for an interest rate cut as weekly inflation is slowing, Deputy Governor Alexei Zabotkin said on Thursday, Interfax new agency reported.
It will present new economic forecasts to coincide with its next rate-setting meeting on April 29, TASS news agency quoted him as saying.
The bank raised the key rate to 20% in an emergency move in late February before cutting it to 17% last week.
Inflation in Russia could reach 17%-20% this year and the economy may contract by more than 10%, its deepest fall since 1994, according to Alexei Kudrin, the head of Russia's audit chamber and a former finance minister. 
After the emergency rate hike, capital controls and other measures put in place by the central bank, weekly inflation fell to 0.66% in the latest week, having grown by an average of 2% since Moscow sent troops into Ukraine. 
""The pace of price growth is still significantly higher than the inflation target but it is slowing down step by step,"" Zabotkin said. ""This gives us an opportunity to start gradually reducing the key rate.""
Weekly price growth of 0.1% equals the central bank's annual inflation target of 4%, Interfax quoted him as saying. The speed of future rate cuts will also be determined by the further normalisation of risks to financial stability, he added.
Year on year, inflation accelerated to 16.69% in March from 9.15% in February, and the central bank currently expects inflation will return to its target in 2024. 
During the first days of what Moscow calls a ""special military operation"" in Ukraine, Russians withdrew billions from their accounts, in roubles as well as euros and dollars, before the central bank introduced its curbs. 
On one day, ""nearly a yearly level of cash was withdrawn"" from banks, central bank first deputy chairwoman Ksenia Yudayeva was quoted as saying by Interfax. 
According to Zabotkin, the liquidity situation has stabilized and a significant part of the cash withdrawn has been returned to bank accounts. 
The central bank lost its ability to support the rouble after western sanctions froze nearly a half of its gold and forex reserves of $640 billion. Russia asked its exporting companies to sell 80% of their forex revenue on the market - a rule it is now preparing to ease. 

Asked whether the central bank had forecast the freeze, a sensitive issue which put its leadership under the fire, Yudayeva said on Thursday: ""What has happen was unprecedented... Everyone told us that such probability was very low."" 
Her boss, Governor Elvira Nabiullina, was proposed by President Vladimir Putin to serve another term and parliament is set to vote for the proposal on April 20. 
 
",,,,,
7,"<span>Apr 14, 2022 10:06AM ET</span>",,,,,,"LONDON (Reuters) - Central banks are racing to get on top of surging inflation, with New Zealand and Canada delivering aggressive half-point rate hikes this week and the ECB on Thursday sticking with plans to dial back stimulus this year. 
But policymakers must also, while watching inflation, guard against the fallout from the war in Ukraine. The hit to consumer confidence from higher energy prices and disrupted supply chains might well darken the economic outlook, constraining monetary tightening.
Here is a look at where policymakers stand on the path out of the pandemic-era stimulus, ranked in terms of hawkishness.
Graphic: The rate hiking cycle is off - https://fingfx.thomsonreuters.com/gfx/mkt/akvezjbkwpr/rates1404.PNG
1) NORWAY
The Norges Bank hiked rates by 25 basis points to 0.75% on March 24 and announced plans to hike at a faster pace than previously planned. 
Including the March move, the bank now plans eight hikes to bring rates to 2.50% by end-2023, three more than projected in March, and two more than anticipated in March by a Reuters poll. 
2) NEW ZEALAND 
The Reserve Bank of New Zealand on Wednesday reinforced its position as one of the world's most hawkish central banks. 
It raised the cash rate by 50 bps to 1.5%, the biggest rise in two decades and the fourth hike in the current cycle, and maintained its forecast for rates to peak around 3.35% by end-2023.
Graphic: RBNZ gets aggressive - https://fingfx.thomsonreuters.com/gfx/mkt/byvrjbgrjve/RBNZ.PNG 
3) CANADA 
Having kicked off its rate-rise cycle in March, the Bank of Canada raised key rates on Wednesday by 50 bps to 1%, its biggest single move in more than two decades.
From next week, the BoC will also let maturing bonds roll off its balance sheet. BoC Governor Tiff Macklem reckons rates are still far below neutral levels, estimated between 2%-3%. Markets expect rates will hit 2.5% by year-end.
Graphic: Canada most certainly in the hawkish camp - https://fingfx.thomsonreuters.com/gfx/mkt/znpneqwrqvl/CANADA.PNG 
4) BRITAIN
With inflation at a 30-year high, the Bank of England is under pressure to tighten policy further after three hikes since December. 
Markets are all but certain it will raise its benchmark by 25 bps to 1% on May 5, and then to 2%-2.25% by end-2022. 
However, with soaring energy prices threatening growth, the BoE has softened its language on the need for further tightening. 
Graphic: UK inflation hits 30-year high of 7% - https://fingfx.thomsonreuters.com/gfx/mkt/dwvkrqxakpm/UKINFLATION.PNG 
5) UNITED STATES 
The Federal Reserve raised rates by a quarter point in March to a 0.25%-0.5% range and has flagged a half-point move on May 4. It is also discussing trimming its asset portfolio.
Inflation, which hit a 40-year high at 8.5%, may be starting to peak, but is expected to remain above the Fed's 2% target at least through 2023. 
Graphic: Central Bank balance sheets set to shrink - https://fingfx.thomsonreuters.com/gfx/mkt/gdvzyjxqopw/CABNKS1.PNG 
6) AUSTRALIA 
Markets' campaign to get the Reserve Bank of Australia to pivot hawkish succeeded on April 5, when it finally opened the door for its 0.1% cash rate to rise this year.
Data later this month is expected to show annual inflation at 3.2%, while a survey published on April 12 showed robust business conditions with the jobless rate possibly dropping below 4% this year for the first time since the 1970s. 
Futures price a 25 bps hike in June and imply a cumulative 200 bps of tightening by year-end. 
7) EURO ZONE 
The European Central Bank is among the most cautious of major central banks. On Thursday, it stuck to plans to slowly unwind extraordinary stimulus, weighing worries over record-high inflation against the risk that the war in Ukraine could drive the euro zone economy into recession.
Economists still expect the ECB to hike rates later this year and markets price around 60 bps of tightening by year-end.
Graphic: Euro zone inflation at record highs - https://fingfx.thomsonreuters.com/gfx/mkt/zjpqkdreapx/EZinflation.PNG
8) SWEDEN 
Sweden's 6.1% inflation, the highest since 1991, may leave the dovish Riksbank no choice but turn into a hawk.
The bank will have to rethink its policy approach at its next meeting on April 28, deputy governor Martin Floden said last week. Governor Stefan Ingves, whose vote in February was the decider in keeping balance sheet plans unchanged this year, has made similar comments recently.
Current Riksbank guidance still sees a 2024 hike; markets see rates rising from zero to 1% by November.. 
9) SWITZERLAND
The Swiss National Bank remains in the dovish camp but with 2022 inflation projected at an above-target 2.1%, it is paying closer attention to prices.
Flight to safety sparked by the Ukraine conflict has forced the SNB to step up currency intervention, boostin Swiss sight deposits by 8 billion Swiss francs ($8.58 billion) in the past three weeks. 
Graphic: SNB deposits - https://fingfx.thomsonreuters.com/gfx/mkt/gkplgqnxkvb/SNB%20deposits.JPG 
10)JAPAN
The Bank of Japan remains the holdout dove. 
Governor Haruhiko Kuroda has warned the recent inflation spike, driven by import costs, could hurt the economy, stressing the BOJ's resolve to keep monetary policy ultra-loose.
With policy tightening a long way off, traders have ramped up bets on a weaker yen, driving it to two-decade lows against the dollar and eliciting a rare warning from its finance minister. 

Graphic: BOJ balance sheet - https://fingfx.thomsonreuters.com/gfx/mkt/jnpwekmwmpw/BOJ%20balance%20sheet.JPG 
($1 = 0.9329 Swiss francs) 
 
"
8,"<span>Apr 14, 2022 09:56AM ET</span>","By Marco Trujillo and Ingrid Melander
LE HAVRE (Reuters) -Marine Le Pen's plan to ban wind turbines is an ""aberration"", Emmanuel Macron said on Thursday as France's presidential election campaign moved away from the two candidates accusing each other of being authoritarian to focus on concrete policies.
Just 10 days ahead of a runoff that will determine who will lead the European Union's second-largest economy for the next five years, polls show the centrist president is slightly ahead of his far-right rival, but the contest promises to be tight.
While the cost of living is the top election theme, energy policies are closely linked to that, and the candidates have put forward very different policies on the renewables sector.
Both would boost the nuclear sector, but Macron wants France to build more wind turbines, while Le Pen - who calls wind turbines ""horrors that cost us a fortune"" - would end all subsidies to the solar and wind energy sector, apply a moratorium on both and dismantle already existing turbines.
""Exiting renewables today would be a complete aberration, we would be the only country in the world doing that,"" Macron told France Bleu radio on a visit to the northern France port of Le Havre. Her plan, he said, would mean ""spending hundreds of millions of euros dismantling existing wind turbines"".
Building nuclear plants would take time and would not cover the drop in production from dismantling the turbines, he added. 
Le Pen argues in her election platform https://mlafrance.fr/pdfs/projet-lecologie.pdf that boosting the nuclear sector as well as hydro power and thermal energy would provide France with the energy mix it needs. 
As well as seeking to cut reliance on fossil fuels in general to meet climate targets, EU states have been looking to renewables to help wean themselves off Russian gas after the West imposed sanctions due to Moscow's invasion of Ukraine.
The French Renewable Energy Trade Association (SER) said on Thursday that Le Pen's plans would be ""a major step backwards for our country and for the climate, by increasing our greenhouse gas emissions and our imports of fossil fuels, at the expense of taxpayers and the most precarious consumers"".
Le Pen's team did not respond to a request for comment.
Earlier on Thursday, Le Pen rebuffed criticism by Macron who accused her of retaining her ""authoritarian"" and extremist views, despite portraying a softer image in the campaign.
""This (criticism) makes me smile because we have never had a president who showed more signs of extremism than Emmanuel Macron,"" Le Pen told broadcaster France 2, citing police action against political demonstrations, such as the yellow vest movement.

Separately, France's election watchdog said it had sought clarifications from Le Pen's campaign over statements it had falsely attributed to public authorities on criminality and immigration, one of her core themes.
Le Pen called the step launched by the campaign control commission, or CNCCEP, a political ""manoeuvre"".
 
",,,,,
9,"<span>Apr 14, 2022 09:46AM ET</span>",,,,,,"By Christian Kraemer
BERLIN (Reuters) -Inflation is the biggest threat to public finances and the European Central Bank should act on its mandate to stabilise prices, German Finance Minister Christian Lindner told Reuters, as the ECB kept its policy stance broadly unchanged on Thursday.
""The ECB's mandate is to ensure stable prices,"" Lindner said in an interview. ""The ECB cannot provide economic growth. Rising prices threaten the readiness to invest and weaken consumption. Inflation is the biggest threat to public finances and prosperity.""
Confirming its earlier guidance, the ECB said it plans to cut bond purchases, commonly known as quantitative easing, this quarter, then end them at some point in the third quarter. 
Interest rates will, however, only go up ""some time"" after the end of bond buys and this rise will be gradual, the ECB added.
The German government, like many in the euro zone, has had to roll out tax relief packages, subsidies and loans to help households and companies squeezed by exploding energy prices worsened by Russia's invasion of Ukraine.
Germany is expected this year to take at least 224 billion euros ($243.15 billion) in new debt to finance increased spending on defence, inflation relief measures as well as on helping Ukrainian refugees, a record coming on top of unprecedented spending during the pandemic.
Lindner said subsidies must be capped and measures must be taken to boost productivity and growth, otherwise economies would be stuck in stagflation, a mixture of rising prices and anemic growth.
With mounting civilian deaths in Ukraine amid Russia's invasion, Europe's largest economy is also under pressure to wean itself off Russian gas and oil, as critics say the revenue provides Moscow with vital funds to wage war.
Lindner repeated German government claims that Germany could probably end Russian oil imports in a relatively short period of time without major disruption. Chancellor Olaf Scholz has said this goal was possible by the end of this year.
Ending Russian gas imports is more complicated.

Lindner said Germany would use its presidency of the G7 to ensure leaders of the world's 20 biggest economies do not work with Russia as long as Vladimir Putin remains president.
($1 = 0.9212 euros)
 
"
